"plantid","plot","tag","fl.init","fl.fina","year"
"3155_2_16A",2,3155,3,5,2023
"3155_2_16A",2,3155,3,5,2023
"3156_2_11E",2,3156,4,5,2023
"3156_2_11E",2,3156,4,5,2023
"3157_2_19F",2,3157,5,5,2023
"3159_2_13I",2,3159,3,5,2023
"3163_2_11E",2,3163,4,5,2023
"3164_2_14B",2,3164,4,5,2023
"3164_2_14B",2,3164,4,5,2023
"3166_2_11B",2,3166,2,5,2023
"3168_2_14J",2,3168,3,5,2023
"3169_2_13J",2,3169,4,5,2023
"3172_2_17A",2,3172,3,5,2023
"3172_2_17A",2,3172,3,5,2023
"3175_2_15A",2,3175,3,5,2023
"3175_2_15A",2,3175,3,5,2023
"3185_2_18C",2,3185,4,5,2023
"3186_2_18D",2,3186,4,5,2023
"3186_2_18D",2,3186,4,5,2023
"3188_2_19B",2,3188,5,5,2023
"3352_2_19I",2,3352,3,5,2023
"3413_2_2E",2,3413,3,6,2023
"3477_2_5C",2,3477,5,5,2023
"3480_2_3G",2,3480,4,5,2023
"3502_2_7C",2,3502,4,6,2023
"3519_2_8G",2,3519,4,5,2023
"3522_2_4E",2,3522,4,5,2023
"3531_2_9A",2,3531,6,6,2023
"3550_2_9J",2,3550,3,5,2023
"3562_2_19I",2,3562,3,5,2023
"3597_2_8I",2,3597,3,5,2023
"3703_2_7C",2,3703,6,NA,2023
"3703_2_7C",2,3703,6,NA,2023
"3751_2_8A",2,3751,4,5,2023
"3751_2_8A",2,3751,4,5,2023
"3858_2_6B",2,3858,3,5,2023
"7560_2_18J",2,7560,5,5,2023
"3015_3_0F",3,3015,3,5,2023
"3056_3_1B",3,3056,3,5,2023
"3081_3_1A",3,3081,5,5,2023
"3304_3_4C",3,3304,4,5,2023
"3313_3_4A",3,3313,6,NA,2023
"3349_3_1F",3,3349,4,5,2023
"3349_3_1F",3,3349,4,5,2023
"3462_3_2A",3,3462,3,5,2023
"3624_3_0D",3,3624,5,5,2023
"3651_3_3A",3,3651,5,5,2023
"3759_3_15A",3,3759,2,5,2023
"3796_3_6E",3,3796,4,5,2023
"3797_3_4I",3,3797,4,6,2023
"3797_3_4I",3,3797,4,6,2023
"3799_3_3C",3,3799,5,5,2023
"3831_3_3C",3,3831,3,5,2023
"3846_3_7E",3,3846,3,5,2023
"3906_3_1C",3,3906,5,5,2023
"3919_3_1B",3,3919,4,5,2023
"7539_3_17B",3,7539,5,5,2023
"7548_3_9H",3,7548,3,5,2023
"7552_3_15D",3,7552,3,5,2023
"7565_3_18E",3,7565,5,5,2023
"7573_3_3B",3,7573,3,5,2023
"7670_3_7I",3,7670,3,5,2023
"7684_3_15A",3,7684,3,5,2023
"1411_4_8H",4,1411,2,5,2023
"2230_4_10J",4,2230,3,5,2023
"2230_4_10J",4,2230,3,5,2023
"3122_4_8J",4,3122,3,5,2023
"3122_4_8J",4,3122,3,5,2023
"3182_4_17H",4,3182,3,3,2023
"3364_4_3J",4,3364,3,5,2023
"3596_4_2H",4,3596,3,5,2023
"3656_4_0C",4,3656,6,NA,2023
"3730_4_0J",4,3730,4,5,2023
"3786_4_8H",4,3786,5,5,2023
"3787_4_3I",4,3787,5,5,2023
"7550_4_0H",4,7550,3,5,2023
"7591_4_9J",4,7591,4,6,2023
"7696_4_0A",4,7696,2,6,2023
"3108_5_1I",5,3108,4,5,2023
"3120_5_8G",5,3120,3,5,2023
"3125_5_2I",5,3125,3,5,2023
"3148_5_3D",5,3148,3,5,2023
"3152_5_0H",5,3152,1,5,2023
"3161_5_2G",5,3161,3,5,2023
"3191_5_6E",5,3191,5,5,2023
"3193_5_3B",5,3193,4,5,2023
"3195_5_1A",5,3195,5,5,2023
"3196_5_5C",5,3196,3,5,2023
"3197_5_3A",5,3197,3,5,2023
"3197_5_3A",5,3197,3,5,2023
"3199_5_4A",5,3199,2,5,2023
"3200_5_4E",5,3200,3,5,2023
"3338_5_3I",5,3338,3,5,2023
"3465_5_3B",5,3465,3,5,2023
"3466_5_4B",5,3466,4,5,2023
"3468_5_0I",5,3468,3,5,2023
"3484_5_5I",5,3484,3,5,2023
"3499_5_1H",5,3499,3,5,2023
"3546_5_9G",5,3546,3,5,2023
"3560_5_3B",5,3560,3,5,2023
"3560_5_3B",5,3560,3,5,2023
"3644_5_9H",5,3644,2,5,2023
"3697_5_17H",5,3697,2,2,2023
"3708_5_6G",5,3708,3,5,2023
"3714_5_7I",5,3714,3,5,2023
"3788_5_0G",5,3788,2,5,2023
"3807_5_10I",5,3807,2,2,2023
"3810_5_9C",5,3810,3,5,2023
"3820_5_4D",5,3820,3,5,2023
"3877_5_3J",5,3877,4,5,2023
"3888_5_18J",5,3888,2,2,2023
"3896_5_10G",5,3896,2,2,2023
"3941_5_8C",5,3941,3,5,2023
"3987_5_3G",5,3987,4,5,2023
"5017_5_6H",5,5017,3,5,2023
"5021_5_5E",5,5021,3,5,2023
"5022_5_9F",5,5022,3,5,2023
"5026_5_3D",5,5026,3,5,2023
"5027_5_1H",5,5027,5,5,2023
"7512_5_2G",5,7512,5,5,2023
"7512_5_3D",5,7512,5,5,2023
"7522_5_3E",5,7522,4,5,2023
"7524_5_6H",5,7524,4,5,2023
"7542_5_8D",5,7542,6,NA,2023
"7543_5_6D",5,7543,6,NA,2023
"7553_5_4E",5,7553,4,5,2023
"7564_5_3B",5,7564,3,5,2023
"7570_5_1H",5,7570,3,5,2023
"7596_5_4G",5,7596,4,5,2023
"7597_5_6G",5,7597,3,5,2023
"3005_6_18F",6,3005,5,7,2023
"3008_6_4J",6,3008,4,6,2023
"3070_6_4G",6,3070,3,5,2023
"3070_6_4G",6,3070,3,5,2023
"3136_6_16C",6,3136,4,5,2023
"3140_6_18F",6,3140,4,7,2023
"3140_6_18F",6,3140,4,7,2023
"3141_6_13E",6,3141,4,6,2023
"3142_6_19D",6,3142,4,4,2023
"3173_6_8G",6,3173,4,5,2023
"3179_6_4D",6,3179,3,5,2023
"3319_6_11A",6,3319,6,6,2023
"3319_6_11A",6,3319,6,6,2023
"3345_6_12D",6,3345,3,6,2023
"3345_6_12D",6,3345,3,6,2023
"3358_6_11D",6,3358,3,7,2023
"3360_6_12C",6,3360,4,6,2023
"3360_6_12C",6,3360,4,6,2023
"3372_6_14F",6,3372,4,5,2023
"3374_6_18H",6,3374,2,5,2023
"3400_6_7E",6,3400,4,6,2023
"3466_6_19C",6,3466,3,6,2023
"3489_6_12C",6,3489,4,6,2023
"3518_6_16J",6,3518,3,5,2023
"3570_6_18F",6,3570,3,6,2023
"3630_6_16I",6,3630,3,6,2023
"3630_6_16I",6,3630,3,6,2023
"3643_6_18I",6,3643,4,7,2023
"3648_6_15F",6,3648,4,7,2023
"3669_6_13F",6,3669,4,6,2023
"3725_6_15H",6,3725,5,5,2023
"3729_6_19F",6,3729,3,6,2023
"3729_6_19F",6,3729,3,6,2023
"3743_6_18B",6,3743,5,7,2023
"3753_6_11B",6,3753,4,6,2023
"3767_6_18G",6,3767,6,6,2023
"3777_6_14G",6,3777,4,5,2023
"3785_6_15H",6,3785,5,5,2023
"3887_6_15E",6,3887,3,5,2023
"3955_6_18H",6,3955,4,6,2023
"5770_6_18H",6,5770,4,4,2023
"7587_6_13A",6,7587,4,6,2023
"3044_7_7C",7,3044,3,5,2023
"3069_7_1B",7,3069,6,NA,2023
"3089_7_5H",7,3089,4,6,2023
"3100_7_9B",7,3100,3,5,2023
"3368_7_6G",7,3368,4,5,2023
"3375_7_3B",7,3375,5,5,2023
"3401_7_4F",7,3401,5,5,2023
"3446_7_15B",7,3446,3,5,2023
"3450_7_4G",7,3450,2,5,2023
"3452_7_1D",7,3452,3,5,2023
"3688_7_6G",7,3688,4,5,2023
"3874_7_8B",7,3874,3,5,2023
"3981_7_0C",7,3981,4,5,2023
"3994_7_8I",7,3994,3,5,2023
"5032_7_15B",7,5032,2,5,2023
"5047_7_9C",7,5047,3,5,2023
"5052_7_2I",7,5052,4,6,2023
"5053_7_3J",7,5053,4,5,2023
"5849_7_1E",7,5849,3,6,2023
"7544_7_6G",7,7544,3,5,2023
"7579_7_5C",7,7579,5,5,2023
"3190_10_1A",10,3190,3,5,2023
"3353_10_5D",10,3353,3,5,2023
"3378_10_7C",10,3378,3,5,2023
"3547_10_5D",10,3547,3,5,2023
"3655_10_6B",10,3655,3,5,2023
"3929_10_8D",10,3929,3,5,2023
"7698_10_9D",10,7698,3,5,2023
"3049_12_16B",12,3049,5,5,2023
"3129_12_16J",12,3129,5,5,2023
"3131_12_15I",12,3131,5,5,2023
"3134_12_15I",12,3134,3,5,2023
"3135_12_6F",12,3135,3,5,2023
"3147_12_17B",12,3147,3,5,2023
"3395_12_18C",12,3395,3,5,2023
"3422_12_15I",12,3422,3,5,2023
"3424_12_7G",12,3424,3,5,2023
"3425_12_2H",12,3425,3,6,2023
"3439_12_16I",12,3439,5,5,2023
"3445_12_10B",12,3445,3,6,2023
"3448_12_5E",12,3448,3,5,2023
"3449_12_14B",12,3449,3,5,2023
"3536_12_19A",12,3536,3,5,2023
"3551_12_12H",12,3551,3,6,2023
"3578_12_17A",12,3578,1,5,2023
"3761_12_16J",12,3761,3,5,2023
"7530_12_13C",12,7530,3,5,2023
"7578_12_11B",12,7578,3,5,2023
"3018_13_9G",13,3018,4,6,2023
"3026_13_3E",13,3026,6,6,2023
"3088_13_9B",13,3088,4,6,2023
"3119_13_9H",13,3119,4,6,2023
"3120_13_2H",13,3120,3,6,2023
"3123_13_5H",13,3123,3,5,2023
"3155_13_7A",13,3155,3,5,2023
"3178_13_1D",13,3178,3,5,2023
"3187_13_0J",13,3187,3,6,2023
"3336_13_3B",13,3336,3,5,2023
"3367_13_3J",13,3367,3,5,2023
"3382_13_5B",13,3382,3,6,2023
"3384_13_6G",13,3384,6,6,2023
"3390_13_8G",13,3390,3,5,2023
"3391_13_8G",13,3391,4,5,2023
"3400_13_3J",13,3400,4,6,2023
"3421_13_0C",13,3421,6,6,2023
"3421_13_0C",13,3421,6,6,2023
"3422_13_0C",13,3422,5,6,2023
"3427_13_7H",13,3427,4,5,2023
"3428_13_0D",13,3428,5,5,2023
"3428_13_0D",13,3428,5,5,2023
"3429_13_0D",13,3429,3,6,2023
"3429_13_0D",13,3429,3,6,2023
"3431_13_0D",13,3431,3,6,2023
"3433_13_3A",13,3433,3,5,2023
"3433_13_3A",13,3433,3,5,2023
"3441_13_1B",13,3441,3,5,2023
"3604_13_2H",13,3604,3,5,2023
"3616_13_10B",13,3616,3,5,2023
"3616_13_10B",13,3616,3,5,2023
"3638_13_8C",13,3638,6,6,2023
"3642_13_9G",13,3642,3,5,2023
"3694_13_9A",13,3694,4,6,2023
"3726_13_0F",13,3726,6,6,2023
"3769_13_0G",13,3769,3,6,2023
"3769_13_0G",13,3769,3,6,2023
"3778_13_4I",13,3778,5,6,2023
"3826_13_5A",13,3826,3,5,2023
"3826_13_5A",13,3826,3,5,2023
"3978_13_2G",13,3978,3,6,2023
"3980_13_0F",13,3980,4,6,2023
"7527_13_3G",13,7527,4,6,2023
"7537_13_4C",13,7537,3,5,2023
"7571_13_8G",13,7571,3,5,2023
"7589_13_7I",13,7589,5,6,2023
"7592_13_7J",13,7592,3,5,2023
"3035_14_4A",14,3035,4,5,2023
"3058_14_3A",14,3058,4,5,2023
"3158_14_5B",14,3158,3,5,2023
"3300_14_8B",14,3300,4,5,2023
"3305_14_9B",14,3305,3,5,2023
"3360_14_10C",14,3360,3,5,2023
"3379_14_3A",14,3379,3,5,2023
"3382_14_5A",14,3382,3,5,2023
"3430_14_8B",14,3430,4,5,2023
"3431_14_1F",14,3431,4,5,2023
"3432_14_4J",14,3432,3,3,2023
"3459_14_3A",14,3459,4,6,2023
"3463_14_6A",14,3463,4,4,2023
"3464_14_2A",14,3464,4,5,2023
"3469_14_4A",14,3469,3,5,2023
"3475_14_6D",14,3475,5,5,2023
"3495_14_1A",14,3495,3,5,2023
"3520_14_9A",14,3520,4,5,2023
"3556_14_17I",14,3556,2,2,2023
"3671_14_6C",14,3671,3,5,2023
"3689_14_7B",14,3689,4,5,2023
"3699_14_0G",14,3699,4,6,2023
"3711_14_4G",14,3711,6,NA,2023
"3752_14_2I",14,3752,6,6,2023
"3754_14_1H",14,3754,4,5,2023
"3816_14_7E",14,3816,5,5,2023
"3913_14_5E",14,3913,3,5,2023
"3926_14_7C",14,3926,3,5,2023
"7528_14_5A",14,7528,4,5,2023
"7557_14_6F",14,7557,4,5,2023
"3006_15_18A",15,3006,4,5,2023
"3047_15_15J",15,3047,4,6,2023
"3076_15_12H",15,3076,4,5,2023
"3116_15_17B",15,3116,3,5,2023
"3354_15_10B",15,3354,3,5,2023
"3368_15_14B",15,3368,5,5,2023
"3371_15_13B",15,3371,4,5,2023
"3372_15_19A",15,3372,4,5,2023
"3377_15_14H",15,3377,3,6,2023
"3384_15_17J",15,3384,4,5,2023
"3391_15_16A",15,3391,3,5,2023
"3391_15_16A",15,3391,3,5,2023
"3395_15_16G",15,3395,3,6,2023
"3395_15_16G",15,3395,3,6,2023
"3397_15_10F",15,3397,4,6,2023
"3401_15_11H",15,3401,2,6,2023
"3436_15_17J",15,3436,5,5,2023
"3446_15_16B",15,3446,5,5,2023
"3455_15_15C",15,3455,3,5,2023
"3455_15_15C",15,3455,3,5,2023
"3457_15_18A",15,3457,3,5,2023
"3481_15_15H",15,3481,4,4,2023
"3481_15_15H",15,3481,4,4,2023
"3482_15_16J",15,3482,4,6,2023
"3489_15_14G",15,3489,3,5,2023
"3489_15_14G",15,3489,3,5,2023
"3490_15_11B",15,3490,3,5,2023
"3491_15_17E",15,3491,2,5,2023
"3491_15_17E",15,3491,2,5,2023
"3493_15_13E",15,3493,3,5,2023
"3498_15_14B",15,3498,3,5,2023
"3500_15_10C",15,3500,3,5,2023
"3581_15_15H",15,3581,4,6,2023
"3612_15_11D",15,3612,3,6,2023
"3673_15_10A",15,3673,2,5,2023
"3673_15_10A",15,3673,2,5,2023
"3686_15_16H",15,3686,3,5,2023
"3686_15_16H",15,3686,3,5,2023
"3734_15_0H",15,3734,4,6,2023
"3736_15_14B",15,3736,3,5,2023
"3737_15_10D",15,3737,5,5,2023
"3738_15_17H",15,3738,3,5,2023
"3738_15_17H",15,3738,3,5,2023
"3766_15_19C",15,3766,3,5,2023
"3813_15_14C",15,3813,3,6,2023
"7521_15_1E",15,7521,4,5,2023
"7572_15_2I",15,7572,2,2,2023
