"plantid","Plot","Year","detected","obs.alive","no.leaves","leaf.leng","flowering","no.umbels"
"3826_13_5A",13,2018,TRUE,TRUE,1,10,FALSE,NA
"3830_13_18C",13,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3853_13_16A",13,2018,TRUE,TRUE,5,12.5,FALSE,NA
"3980_13_0F",13,2018,TRUE,TRUE,4,13,TRUE,2
"3989_13_17A",13,2018,TRUE,TRUE,3,8,FALSE,NA
"7537_13_4C",13,2018,TRUE,TRUE,1,10.5,FALSE,NA
"3032_14_6B",14,2018,TRUE,TRUE,1,5.5,FALSE,NA
"3035_14_3B",14,2018,TRUE,TRUE,2,15,FALSE,NA
"3058_14_2A",14,2018,TRUE,TRUE,5,19.5,TRUE,1
"3084_14_12A",14,2018,TRUE,TRUE,1,3,FALSE,NA
"3085_14_5B",14,2018,TRUE,TRUE,1,9.5,FALSE,NA
"3086_14_9C",14,2018,TRUE,TRUE,3,17,FALSE,NA
"3107_14_13A",14,2018,TRUE,TRUE,1,22,FALSE,NA
"3118_14_17A",14,2018,TRUE,TRUE,1,10.5,FALSE,NA
"3149_14_19A",14,2018,TRUE,TRUE,2,14.5,FALSE,NA
"3169_14_15A",14,2018,TRUE,TRUE,1,11,FALSE,NA
"3300_14_6B",14,2018,TRUE,TRUE,2,14.5,FALSE,NA
"3326_14_4C",14,2018,TRUE,TRUE,2,12,FALSE,NA
"3340_14_4A",14,2018,TRUE,TRUE,2,10.5,FALSE,NA
"3350_14_2A",14,2018,TRUE,TRUE,3,19.5,TRUE,1
"3359_14_14C",14,2018,FALSE,FALSE,NA,NA,NA,NA
"3360_14_8D",14,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3361_14_9B",14,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3362_14_8A",14,2018,TRUE,TRUE,3,29.5,TRUE,2
"3364_14_14H",14,2018,TRUE,TRUE,1,14,FALSE,NA
"3366_14_9C",14,2018,TRUE,TRUE,1,17,FALSE,NA
"3367_14_15H",14,2018,TRUE,TRUE,3,24,TRUE,1
"3370_14_16A",14,2018,TRUE,TRUE,1,4.5,FALSE,NA
"3374_14_19G",14,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3378_14_16A",14,2018,TRUE,TRUE,2,13.5,FALSE,NA
"3379_14_2A",14,2018,TRUE,TRUE,2,23.5,FALSE,NA
"3380_14_5A",14,2018,TRUE,TRUE,1,6.5,FALSE,NA
"3381_14_5A",14,2018,TRUE,TRUE,2,14.5,FALSE,NA
"3382_14_4A",14,2018,TRUE,TRUE,1,6.5,FALSE,NA
"3383_14_3A",14,2018,TRUE,TRUE,2,16.5,TRUE,1
"3385_14_5D",14,2018,TRUE,TRUE,2,13.5,TRUE,1
"3398_14_6A",14,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3440_14_19F",14,2018,TRUE,TRUE,1,12.5,FALSE,NA
"3530_14_19C",14,2018,TRUE,TRUE,1,5.5,FALSE,NA
"3551_14_18C",14,2018,TRUE,TRUE,1,9,FALSE,NA
"3575_14_19G",14,2018,TRUE,TRUE,1,13.5,FALSE,NA
"3587_14_19C",14,2018,TRUE,TRUE,2,19,FALSE,NA
"3607_14_10D",14,2018,TRUE,TRUE,3,24.5,TRUE,1
"3626_14_3A",14,2018,TRUE,TRUE,1,16.5,FALSE,NA
"3671_14_5C",14,2018,TRUE,TRUE,3,22,TRUE,1
"3689_14_4B",14,2018,TRUE,TRUE,1,9,FALSE,NA
"3699_14_0E",14,2018,TRUE,TRUE,2,18.5,FALSE,NA
"3885_14_9D",14,2018,TRUE,TRUE,1,13,FALSE,NA
"3913_14_5E",14,2018,TRUE,TRUE,5,28,TRUE,2
"3926_14_5D",14,2018,TRUE,TRUE,4,21.5,TRUE,1
"3928_14_17B",14,2018,TRUE,TRUE,2,12,FALSE,NA
"3006_15_18B",15,2018,TRUE,TRUE,3,23,FALSE,NA
"3014_15_9I",15,2018,TRUE,TRUE,3,16,FALSE,NA
"3017_15_7G",15,2018,TRUE,TRUE,4,24,TRUE,2
"3047_15_14J",15,2018,TRUE,TRUE,2,14,FALSE,NA
"3052_15_3J",15,2018,TRUE,TRUE,2,16.5,FALSE,NA
"3063_15_1J",15,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3065_15_2F",15,2018,TRUE,TRUE,13,31,TRUE,6
"3068_15_6I",15,2018,TRUE,TRUE,3,17,TRUE,1
"3083_15_7I",15,2018,TRUE,TRUE,4,17.5,TRUE,1
"3094_15_14D",15,2018,FALSE,FALSE,NA,NA,NA,NA
"3095_15_6J",15,2018,TRUE,TRUE,8,16.5,TRUE,4
"3104_15_15J",15,2018,TRUE,TRUE,1,9.5,FALSE,NA
"3112_15_15D",15,2018,TRUE,TRUE,3,7.5,TRUE,1
"3116_15_16C",15,2018,TRUE,TRUE,2,17.5,FALSE,NA
"3156_15_19D",15,2018,TRUE,TRUE,3,19.5,FALSE,NA
"3157_15_0J",15,2018,FALSE,FALSE,NA,NA,NA,NA
"3177_15_6G",15,2018,TRUE,TRUE,4,24.5,TRUE,2
"3297_15_12I",15,2018,TRUE,TRUE,6,28.5,TRUE,2
"3303_15_10J",15,2018,TRUE,TRUE,4,19,TRUE,3
"3332_15_5J",15,2018,TRUE,TRUE,5,20,TRUE,1
"3341_15_3H",15,2018,TRUE,TRUE,2,16,FALSE,NA
"3354_15_11B",15,2018,TRUE,TRUE,4,11,TRUE,1
"3367_15_14B",15,2018,TRUE,TRUE,2,10.5,TRUE,1
"3368_15_14D",15,2018,TRUE,TRUE,2,4,TRUE,1
"3369_15_18D",15,2018,TRUE,TRUE,2,14.5,TRUE,1
"3371_15_14C",15,2018,TRUE,TRUE,3,15,TRUE,1
"3372_15_19C",15,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3377_15_14G",15,2018,TRUE,TRUE,3,22,TRUE,2
"3384_15_16I",15,2018,TRUE,TRUE,6,14,TRUE,1
"3390_15_19C",15,2018,TRUE,TRUE,3,8,FALSE,NA
"3391_15_16A",15,2018,TRUE,TRUE,3,5.5,TRUE,2
"3392_15_1I",15,2018,TRUE,TRUE,2,13,TRUE,1
"3393_15_0J",15,2018,TRUE,TRUE,3,19,TRUE,1
"3395_15_16G",15,2018,TRUE,TRUE,5,22.5,TRUE,2
"3397_15_11F",15,2018,TRUE,TRUE,2,6,TRUE,1
"3399_15_10J",15,2018,TRUE,TRUE,2,11,FALSE,NA
"3401_15_12G",15,2018,TRUE,TRUE,2,16.5,TRUE,1
"3402_15_9F",15,2018,TRUE,TRUE,5,14.5,FALSE,NA
"3403_15_13J",15,2018,TRUE,TRUE,14,21,TRUE,5
"3404_15_9G",15,2018,TRUE,TRUE,1,16,FALSE,NA
"3405_15_8H",15,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3417_15_6I",15,2018,TRUE,TRUE,3,22,TRUE,1
"3423_15_2I",15,2018,TRUE,TRUE,4,17,FALSE,NA
"3426_15_1J",15,2018,TRUE,TRUE,1,10.5,FALSE,NA
"3427_15_1J",15,2018,TRUE,TRUE,2,11,TRUE,1
"3436_15_17H",15,2018,TRUE,TRUE,2,16.5,FALSE,NA
"3478_15_17I",15,2018,TRUE,TRUE,1,21,FALSE,NA
"3479_15_5F",15,2018,TRUE,TRUE,3,21.5,FALSE,NA
"3481_15_15H",15,2018,TRUE,TRUE,5,16,FALSE,NA
"3482_15_16J",15,2018,TRUE,TRUE,3,15,FALSE,NA
"3485_15_3A",15,2018,TRUE,TRUE,3,10,TRUE,1
"3489_15_14G",15,2018,TRUE,TRUE,2,22,TRUE,1
"3490_15_12C",15,2018,TRUE,TRUE,2,12,TRUE,1
"3491_15_17E",15,2018,TRUE,TRUE,3,25,TRUE,2
"3492_15_16D",15,2018,TRUE,TRUE,4,2,TRUE,7
"3493_15_14E",15,2018,TRUE,TRUE,4,2,TRUE,9
"3494_15_15C",15,2018,TRUE,TRUE,2,8.5,FALSE,NA
"3495_15_12C",15,2018,TRUE,TRUE,2,11,TRUE,1
"3496_15_15A",15,2018,TRUE,TRUE,2,26,TRUE,1
"3497_15_14C",15,2018,TRUE,TRUE,1,5,FALSE,NA
"3498_15_16C",15,2018,TRUE,TRUE,3,11,TRUE,1
"3500_15_10D",15,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3581_15_15I",15,2018,TRUE,TRUE,3,14,TRUE,1
"3612_15_12E",15,2018,TRUE,TRUE,3,9,TRUE,2
"3615_15_12F",15,2018,TRUE,TRUE,3,15.5,TRUE,1
"3659_15_4C",15,2018,TRUE,TRUE,5,21.5,TRUE,3
"3673_15_10A",15,2018,TRUE,TRUE,3,14,TRUE,2
"3686_15_16H",15,2018,TRUE,TRUE,9,22,TRUE,3
"3693_15_17G",15,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3706_15_13H",15,2018,TRUE,TRUE,3,16,TRUE,1
"3801_15_19E",15,2018,TRUE,FALSE,NA,NA,FALSE,NA
"3818_15_1A",15,2018,TRUE,TRUE,7,14,TRUE,2
"3832_15_8H",15,2018,TRUE,TRUE,2,13,FALSE,NA
"3843_15_11J",15,2018,TRUE,TRUE,3,18.5,FALSE,NA
"3848_15_10J",15,2018,TRUE,TRUE,2,17,TRUE,1
"3863_15_8I",15,2018,TRUE,TRUE,6,18.5,TRUE,1
"3868_15_15A",15,2018,TRUE,TRUE,4,17,TRUE,1
"3881_15_5E",15,2018,TRUE,TRUE,3,19,TRUE,1
"3882_15_2I",15,2018,TRUE,TRUE,4,20,FALSE,NA
"3894_15_12G",15,2018,FALSE,FALSE,NA,NA,NA,NA
"3900_15_11F",15,2018,TRUE,TRUE,3,11,FALSE,NA
"3932_15_13H",15,2018,FALSE,FALSE,NA,NA,NA,NA
"3940_15_5I",15,2018,TRUE,TRUE,2,16,TRUE,1
"3046_1_8B",1,2019,TRUE,TRUE,2,14,FALSE,NA
"3151_1_8H",1,2019,TRUE,TRUE,2,7,TRUE,1
"3191_1_11A",1,2019,TRUE,TRUE,1,11.5,FALSE,NA
"3192_1_11B",1,2019,TRUE,TRUE,1,7.5,FALSE,NA
"3193_1_16C",1,2019,TRUE,TRUE,1,15,TRUE,1
"3194_1_12H",1,2019,TRUE,TRUE,1,18.5,FALSE,NA
"3195_1_16B",1,2019,TRUE,TRUE,1,6,TRUE,1
"3197_1_15J",1,2019,TRUE,TRUE,1,8,FALSE,NA
"3198_1_16H",1,2019,TRUE,TRUE,1,10.5,FALSE,NA
"3199_1_17H",1,2019,TRUE,TRUE,1,14,FALSE,NA
"3200_1_19I",1,2019,TRUE,TRUE,1,5.5,FALSE,NA
"3347_1_15I",1,2019,TRUE,TRUE,1,13,FALSE,NA
"3410_1_4J",1,2019,TRUE,TRUE,1,9,FALSE,NA
"3411_1_9J",1,2019,TRUE,TRUE,1,8,FALSE,NA
"3412_1_9I",1,2019,TRUE,TRUE,1,8,FALSE,NA
"3415_1_17J",1,2019,TRUE,TRUE,1,10.5,FALSE,NA
"3418_1_18B",1,2019,TRUE,TRUE,1,13,TRUE,1
"3424_1_12G",1,2019,TRUE,TRUE,2,13,TRUE,1
"3425_1_19B",1,2019,TRUE,TRUE,2,10,TRUE,1
"3430_1_10A",1,2019,TRUE,TRUE,1,12.5,FALSE,NA
"3432_1_19A",1,2019,TRUE,TRUE,1,10,FALSE,NA
"3434_1_19F",1,2019,TRUE,TRUE,1,18,FALSE,NA
"3437_1_16J",1,2019,TRUE,TRUE,1,10,FALSE,NA
"3483_1_18E",1,2019,TRUE,TRUE,1,16,TRUE,1
"3506_1_2E",1,2019,TRUE,TRUE,2,10,FALSE,NA
"3525_1_0E",1,2019,TRUE,TRUE,2,8,TRUE,1
"3527_1_0H",1,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3537_1_8J",1,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3542_1_0I",1,2019,TRUE,TRUE,1,10,TRUE,1
"3543_1_2F",1,2019,TRUE,TRUE,1,8,FALSE,NA
"3553_1_7C",1,2019,TRUE,TRUE,1,6,FALSE,NA
"3554_1_5I",1,2019,TRUE,TRUE,3,12,TRUE,1
"3567_1_3I",1,2019,TRUE,TRUE,1,2,TRUE,1
"3572_1_18H",1,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3583_1_1I",1,2019,FALSE,FALSE,NA,NA,NA,NA
"3599_1_0I",1,2019,TRUE,TRUE,3,9.5,FALSE,NA
"3608_1_3D",1,2019,TRUE,TRUE,3,11.5,TRUE,1
"3610_1_0C",1,2019,TRUE,TRUE,8,15,TRUE,6
"3611_1_7I",1,2019,TRUE,TRUE,3,8,TRUE,2
"3627_1_7I",1,2019,TRUE,TRUE,1,8,TRUE,1
"3629_1_4I",1,2019,TRUE,TRUE,1,6,FALSE,NA
"3645_1_5J",1,2019,TRUE,TRUE,2,11,FALSE,NA
"3650_1_7E",1,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3687_1_5I",1,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3692_1_7E",1,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3814_1_0J",1,2019,TRUE,TRUE,2,10.5,FALSE,NA
"3821_1_4A",1,2019,TRUE,TRUE,2,12,TRUE,1
"3845_1_7G",1,2019,TRUE,TRUE,2,10,TRUE,1
"3860_1_3D",1,2019,TRUE,TRUE,1,8,FALSE,NA
"3871_1_8J",1,2019,TRUE,TRUE,1,11,FALSE,NA
"3875_1_9B",1,2019,TRUE,TRUE,1,14,FALSE,NA
"3878_1_9E",1,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3879_1_3D",1,2019,TRUE,TRUE,1,10,TRUE,1
"3930_1_8G",1,2019,TRUE,TRUE,2,13,FALSE,NA
"3935_1_4I",1,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3982_1_8B",1,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3013_2_3I",2,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3155_2_16A",2,2019,TRUE,TRUE,1,12.5,FALSE,NA
"3156_2_11E",2,2019,TRUE,TRUE,3,7,TRUE,2
"3157_2_18E",2,2019,TRUE,TRUE,3,10,TRUE,2
"3159_2_13H",2,2019,TRUE,TRUE,3,8,TRUE,2
"3160_2_10H",2,2019,TRUE,TRUE,1,10.5,FALSE,NA
"3161_2_10H",2,2019,TRUE,TRUE,1,11,TRUE,1
"3162_2_11I",2,2019,TRUE,TRUE,1,10,FALSE,NA
"3163_2_11D",2,2019,TRUE,TRUE,1,8,TRUE,1
"3164_2_14B",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3166_2_12B",2,2019,TRUE,TRUE,3,8.5,TRUE,2
"3167_2_15B",2,2019,TRUE,TRUE,1,15.5,FALSE,NA
"3168_2_13J",2,2019,TRUE,TRUE,1,3.5,TRUE,1
"3169_2_12J",2,2019,TRUE,TRUE,2,12.5,FALSE,NA
"3171_2_11F",2,2019,TRUE,TRUE,2,14,TRUE,1
"3172_2_17A",2,2019,TRUE,TRUE,2,10.5,TRUE,1
"3173_2_14B",2,2019,TRUE,TRUE,1,12,TRUE,1
"3175_2_15A",2,2019,TRUE,TRUE,1,9,FALSE,NA
"3184_2_9G",2,2019,TRUE,TRUE,1,8.5,TRUE,1
"3185_2_19B",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3185_2_7I",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3186_2_18D",2,2019,TRUE,TRUE,2,9,TRUE,1
"3187_2_19C",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3188_2_19B",2,2019,TRUE,TRUE,1,9,FALSE,NA
"3189_2_19C",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3190_2_18C",2,2019,TRUE,TRUE,1,12,FALSE,NA
"3323_2_2C",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3413_2_2E",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3475_2_6D",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3476_2_7E",2,2019,TRUE,TRUE,1,9,FALSE,NA
"3477_2_6C",2,2019,TRUE,TRUE,3,13,TRUE,1
"3480_2_3G",2,2019,TRUE,TRUE,1,8,FALSE,NA
"3501_2_0J",2,2019,TRUE,TRUE,1,10,FALSE,NA
"3502_2_8B",2,2019,TRUE,TRUE,4,12,TRUE,1
"3519_2_9G",2,2019,TRUE,TRUE,2,11,TRUE,1
"3523_2_2D",2,2019,TRUE,TRUE,2,8,TRUE,1
"3531_2_9B",2,2019,TRUE,TRUE,2,13,FALSE,NA
"3533_2_2C",2,2019,TRUE,TRUE,1,7,FALSE,NA
"3539_2_7D",2,2019,TRUE,TRUE,1,14,FALSE,NA
"3540_2_2B",2,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3544_2_0D",2,2019,TRUE,TRUE,1,NA,FALSE,NA
"3549_2_7A",2,2019,TRUE,TRUE,1,9,FALSE,NA
"3550_2_9I",2,2019,TRUE,TRUE,2,12.5,FALSE,NA
"3574_2_0A",2,2019,TRUE,TRUE,1,5,FALSE,NA
"3576_2_1B",2,2019,TRUE,TRUE,2,5.5,TRUE,1
"3584_2_7F",2,2019,TRUE,TRUE,3,10,TRUE,1
"3585_2_3C",2,2019,TRUE,TRUE,2,9,TRUE,2
"3597_2_7H",2,2019,TRUE,TRUE,1,15,FALSE,NA
"3598_2_6D",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3619_2_3A",2,2019,TRUE,TRUE,1,8,FALSE,NA
"3623_2_6E",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3652_2_0C",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3654_2_3G",2,2019,TRUE,TRUE,1,10,FALSE,NA
"3667_2_5B",2,2019,TRUE,TRUE,1,12,FALSE,NA
"3668_2_7A",2,2019,TRUE,TRUE,1,9,FALSE,NA
"3698_2_5J",2,2019,TRUE,TRUE,2,9.5,TRUE,1
"3703_2_7C",2,2019,TRUE,TRUE,1,14.5,FALSE,NA
"3841_2_1C",2,2019,TRUE,TRUE,3,11,TRUE,1
"3844_2_8C",2,2019,TRUE,TRUE,1,10.5,FALSE,NA
"3847_2_4E",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3858_2_6B",2,2019,TRUE,TRUE,1,13,FALSE,NA
"3861_2_7A",2,2019,TRUE,TRUE,1,6,FALSE,NA
"3864_2_8G",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3865_2_9F",2,2019,TRUE,TRUE,1,11,FALSE,NA
"3891_2_0J",2,2019,TRUE,TRUE,1,12,TRUE,1
"3908_2_8B",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3934_2_3H",2,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3015_3_0F",3,2019,TRUE,TRUE,1,11,FALSE,NA
"3019_3_2A",3,2019,TRUE,TRUE,2,15,TRUE,1
"3036_3_2B",3,2019,TRUE,TRUE,1,8,FALSE,NA
"3056_3_0B",3,2019,TRUE,TRUE,4,11.5,FALSE,NA
"3071_3_0A",3,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3304_3_3B",3,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3313_3_3B",3,2019,TRUE,TRUE,4,17,FALSE,NA
"3349_3_1F",3,2019,TRUE,TRUE,7,17,TRUE,2
"3461_3_4C",3,2019,TRUE,TRUE,1,11.5,FALSE,NA
"3462_3_2A",3,2019,TRUE,TRUE,2,16,FALSE,NA
"3463_3_0B",3,2019,TRUE,TRUE,1,12,FALSE,NA
"3507_3_3B",3,2019,TRUE,TRUE,2,17.5,TRUE,1
"3568_3_2C",3,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3624_3_0D",3,2019,TRUE,TRUE,3,14,TRUE,1
"3633_3_2B",3,2019,TRUE,TRUE,2,16,FALSE,NA
"3651_3_3B",3,2019,TRUE,TRUE,3,18,TRUE,1
"3793_3_0A",3,2019,TRUE,TRUE,1,16,FALSE,NA
"3796_3_6E",3,2019,TRUE,TRUE,1,9,FALSE,NA
"3797_3_4I",3,2019,TRUE,TRUE,1,12,FALSE,NA
"3798_3_6E",3,2019,TRUE,TRUE,1,10,FALSE,NA
"3799_3_2D",3,2019,TRUE,TRUE,3,14,FALSE,NA
"3831_3_4B",3,2019,TRUE,TRUE,2,20,TRUE,1
"3906_3_1C",3,2019,TRUE,TRUE,2,11,TRUE,1
"3919_3_0B",3,2019,TRUE,TRUE,3,16,FALSE,NA
"3007_4_4H",4,2019,FALSE,FALSE,NA,NA,NA,NA
"3011_4_3H",4,2019,TRUE,TRUE,1,10,FALSE,NA
"3064_4_1H",4,2019,TRUE,TRUE,2,14,FALSE,NA
"3075_4_1I",4,2019,TRUE,TRUE,1,11,FALSE,NA
"3090_4_18P",4,2019,TRUE,TRUE,7,19,TRUE,1
"3103_4_11O",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3122_4_8J",4,2019,TRUE,TRUE,2,12.5,TRUE,1
"3151_4_4I",4,2019,TRUE,TRUE,1,11,FALSE,NA
"3152_4_1I",4,2019,TRUE,TRUE,1,12,FALSE,NA
"3154_4_1A",4,2019,TRUE,TRUE,1,6,FALSE,NA
"3165_4_4H",4,2019,TRUE,TRUE,1,7,FALSE,NA
"3182_4_16H",4,2019,TRUE,TRUE,3,17.5,TRUE,1
"3342_4_14N",4,2019,TRUE,TRUE,4,11,TRUE,3
"3364_4_3H",4,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3458_4_5F",4,2019,TRUE,TRUE,1,12.5,FALSE,NA
"3459_4_5H",4,2019,FALSE,FALSE,NA,NA,NA,NA
"3460_4_3J",4,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3555_4_11J",4,2019,TRUE,TRUE,3,14,TRUE,1
"3563_4_15H",4,2019,TRUE,TRUE,3,21,TRUE,1
"3571_4_6J",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3634_4_18E",4,2019,TRUE,TRUE,3,18.5,TRUE,1
"3656_4_0D",4,2019,TRUE,TRUE,1,12,FALSE,NA
"3660_4_2G",4,2019,TRUE,TRUE,1,10,FALSE,NA
"3680_4_4J",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3691_4_2H",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3805_4_0J",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3812_4_1D",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3983_4_7I",4,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3001_5_16I",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3003_5_10C",5,2019,TRUE,TRUE,1,8,FALSE,NA
"3010_5_14G",5,2019,TRUE,TRUE,1,17.5,FALSE,NA
"3022_5_14J",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3024_5_0H",5,2019,TRUE,TRUE,2,11.5,FALSE,NA
"3034_5_8G",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3040_5_12D",5,2019,TRUE,TRUE,1,12,FALSE,NA
"3060_5_14D",5,2019,TRUE,TRUE,1,9,FALSE,NA
"3067_5_16F",5,2019,TRUE,TRUE,1,12,FALSE,NA
"3073_5_17G",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3074_5_11C",5,2019,TRUE,TRUE,1,13,FALSE,NA
"3093_5_14A",5,2019,TRUE,TRUE,3,14.5,TRUE,1
"3095_5_14B",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3105_5_1J",5,2019,TRUE,TRUE,1,8.5,FALSE,NA
"3106_5_17E",5,2019,TRUE,TRUE,1,7,FALSE,NA
"3108_5_1I",5,2019,TRUE,TRUE,1,10.5,FALSE,NA
"3109_5_12F",5,2019,TRUE,TRUE,1,11,FALSE,NA
"3120_5_7G",5,2019,TRUE,TRUE,2,11.5,FALSE,NA
"3124_5_16D",5,2019,TRUE,TRUE,1,7.5,TRUE,1
"3125_5_14C",5,2019,TRUE,TRUE,1,14,FALSE,NA
"3125_5_3I",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3127_5_16B",5,2019,TRUE,TRUE,1,13.5,FALSE,NA
"3135_5_18D",5,2019,TRUE,TRUE,3,9,TRUE,2
"3144_5_14J",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3148_5_2C",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3152_5_1G",5,2019,TRUE,TRUE,1,14,FALSE,NA
"3153_5_14D",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3161_5_2F",5,2019,TRUE,TRUE,1,9,TRUE,1
"3170_5_9D",5,2019,TRUE,TRUE,1,10.5,FALSE,NA
"3174_5_10I",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3178_5_18E",5,2019,TRUE,TRUE,2,17,TRUE,2
"3180_5_17B",5,2019,FALSE,FALSE,NA,NA,NA,NA
"3180_5_18C",5,2019,TRUE,TRUE,2,9,FALSE,NA
"3184_5_11E",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3186_5_15G",5,2019,TRUE,TRUE,1,13,FALSE,NA
"3191_5_6E",5,2019,TRUE,TRUE,1,11,FALSE,NA
"3192_5_4C",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3193_5_3B",5,2019,TRUE,TRUE,1,11,FALSE,NA
"3194_5_3C",5,2019,TRUE,TRUE,1,13,FALSE,NA
"3195_5_1A",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3196_5_4D",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3197_5_3A",5,2019,TRUE,TRUE,1,11,FALSE,NA
"3198_5_9B",5,2019,TRUE,TRUE,1,11,FALSE,NA
"3199_5_4B",5,2019,TRUE,TRUE,2,12,FALSE,NA
"3200_5_4F",5,2019,TRUE,TRUE,1,9,FALSE,NA
"3328_5_0H",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3329_5_10H",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3330_5_9B",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3331_5_13E",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3334_5_18C",5,2019,TRUE,TRUE,3,14,FALSE,NA
"3338_5_3I",5,2019,TRUE,TRUE,1,14.5,FALSE,NA
"3342_5_17B",5,2019,FALSE,FALSE,NA,NA,NA,NA
"3343_5_13C",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3361_5_13A",5,2019,TRUE,TRUE,2,11.5,FALSE,NA
"3362_5_10F",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3363_5_8E",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3464_5_3A",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3465_5_4C",5,2019,TRUE,TRUE,1,14,FALSE,NA
"3466_5_4B",5,2019,TRUE,TRUE,1,6,FALSE,NA
"3467_5_0H",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3468_5_1J",5,2019,TRUE,TRUE,1,14,TRUE,1
"3469_5_3H",5,2019,TRUE,TRUE,1,12.5,FALSE,NA
"3470_5_13I",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3471_5_11D",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3472_5_14B",5,2019,TRUE,FALSE,NA,NA,FALSE,NA
"3473_5_18G",5,2019,TRUE,TRUE,1,15,FALSE,NA
"3474_5_18A",5,2019,TRUE,TRUE,1,9.5,FALSE,NA
"3476_5_12E",5,2019,TRUE,TRUE,2,12.5,FALSE,NA
"3479_5_3G",5,2019,TRUE,TRUE,1,9,FALSE,NA
"3484_5_5H",5,2019,TRUE,TRUE,1,9,FALSE,NA
"3488_5_15I",5,2019,TRUE,TRUE,1,12,FALSE,NA
"3490_5_0F",5,2019,TRUE,TRUE,1,9,FALSE,NA
