"plantid","Plot","Year","detected","obs.alive","no.leaves","leaf.leng","flowering","no.umbels"
"3065_15_2F",15,2020,TRUE,TRUE,9,13.2,TRUE,3
"3068_15_6I",15,2020,TRUE,TRUE,1,12.4,FALSE,NA
"3083_15_7I",15,2020,TRUE,TRUE,3,11.6,FALSE,NA
"3094_15_14D",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3095_15_6J",15,2020,TRUE,TRUE,5,16,TRUE,1
"3104_15_15J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3112_15_15D",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3116_15_16C",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3156_15_19D",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3157_15_0J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3177_15_6G",15,2020,TRUE,TRUE,1,19.3,FALSE,NA
"3297_15_12I",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3303_15_10J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3332_15_5J",15,2020,TRUE,TRUE,2,13.6,FALSE,NA
"3341_15_3H",15,2020,TRUE,TRUE,1,17.4,FALSE,NA
"3354_15_11B",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3367_15_14B",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3368_15_14D",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3369_15_18D",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3371_15_14C",15,2020,TRUE,TRUE,2,11.3,FALSE,NA
"3372_15_19C",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3377_15_14G",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3384_15_16I",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3390_15_19C",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3391_15_16A",15,2020,TRUE,TRUE,2,8.8,TRUE,1
"3392_15_1I",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3393_15_0J",15,2020,TRUE,TRUE,2,16.6,TRUE,1
"3395_15_16G",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3397_15_11F",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3399_15_10J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3401_15_12G",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3402_15_9F",15,2020,TRUE,TRUE,1,9.5,FALSE,NA
"3403_15_13J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3404_15_9G",15,2020,TRUE,TRUE,1,8.1,FALSE,NA
"3405_15_8H",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3417_15_6I",15,2020,TRUE,TRUE,1,13.3,FALSE,NA
"3423_15_2I",15,2020,TRUE,TRUE,1,11.5,FALSE,NA
"3426_15_1J",15,2020,TRUE,TRUE,1,6.2,FALSE,NA
"3427_15_1J",15,2020,TRUE,TRUE,3,10.5,TRUE,1
"3436_15_17H",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3446_15_15C",15,2020,TRUE,TRUE,1,12,FALSE,NA
"3455_15_15C",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3457_15_18A",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3458_15_8I",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3472_15_6J",15,2020,TRUE,TRUE,1,13,FALSE,NA
"3478_15_17I",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3479_15_5F",15,2020,TRUE,TRUE,4,16.3,TRUE,1
"3481_15_15H",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3482_15_16J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3485_15_3A",15,2020,TRUE,TRUE,1,11.5,FALSE,NA
"3489_15_14G",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3490_15_12C",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3491_15_17E",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3492_15_16D",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3493_15_14E",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3494_15_15C",15,2020,TRUE,TRUE,1,8.8,FALSE,NA
"3495_15_12C",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3496_15_15A",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3497_15_14C",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3498_15_16C",15,2020,TRUE,TRUE,2,5.1,TRUE,1
"3500_15_10D",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3581_15_15I",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3612_15_12E",15,2020,TRUE,TRUE,1,15.2,FALSE,NA
"3615_15_12F",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3659_15_4C",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3673_15_10A",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3686_15_16H",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3693_15_17G",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3706_15_13H",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3738_15_17H",15,2020,TRUE,TRUE,9,13.5,TRUE,6
"3740_15_13J",15,2020,TRUE,TRUE,5,16.4,FALSE,NA
"3801_15_19E",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3818_15_1A",15,2020,TRUE,TRUE,1,9.3,FALSE,NA
"3832_15_8H",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3843_15_11J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3848_15_10J",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3863_15_8I",15,2020,TRUE,TRUE,2,13.7,TRUE,1
"3868_15_15A",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3881_15_5E",15,2020,TRUE,FALSE,NA,NA,FALSE,NA
"3882_15_2I",15,2020,TRUE,TRUE,2,10.5,FALSE,NA
"3894_15_12G",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3900_15_11F",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3932_15_13H",15,2020,FALSE,FALSE,NA,NA,NA,NA
"3940_15_5I",15,2020,TRUE,TRUE,1,10.3,FALSE,NA
"3012_1_17G",1,2021,TRUE,TRUE,1,10,FALSE,NA
"3046_1_8B",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3126_1_6D",1,2021,TRUE,TRUE,2,18,FALSE,NA
"3151_1_8H",1,2021,TRUE,TRUE,2,15,TRUE,1
"3191_1_11A",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3192_1_11B",1,2021,TRUE,TRUE,3,14,TRUE,1
"3193_1_16C",1,2021,TRUE,TRUE,1,20,FALSE,NA
"3194_1_12H",1,2021,TRUE,TRUE,1,14,FALSE,NA
"3195_1_16B",1,2021,TRUE,TRUE,1,11,TRUE,1
"3197_1_15J",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3198_1_16H",1,2021,TRUE,TRUE,2,12.5,FALSE,NA
"3199_1_17H",1,2021,TRUE,TRUE,1,11.5,FALSE,NA
"3200_1_19I",1,2021,TRUE,TRUE,1,11,FALSE,NA
"3347_1_15I",1,2021,TRUE,TRUE,1,13,FALSE,NA
"3365_1_0J",1,2021,TRUE,TRUE,2,11.5,FALSE,NA
"3410_1_4J",1,2021,TRUE,TRUE,4,13.5,TRUE,1
"3411_1_9J",1,2021,TRUE,TRUE,1,13,FALSE,NA
"3412_1_9I",1,2021,TRUE,TRUE,1,11,FALSE,NA
"3415_1_17J",1,2021,TRUE,TRUE,1,12,FALSE,NA
"3418_1_18B",1,2021,TRUE,TRUE,2,12,TRUE,1
"3424_1_12G",1,2021,TRUE,TRUE,3,21,FALSE,NA
"3425_1_19B",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3430_1_10A",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3432_1_19A",1,2021,TRUE,TRUE,2,21.5,FALSE,NA
"3434_1_19F",1,2021,TRUE,TRUE,3,12,TRUE,1
"3437_1_16J",1,2021,TRUE,TRUE,1,10,FALSE,NA
"3483_1_18E",1,2021,TRUE,TRUE,2,13.5,FALSE,NA
"3506_1_2E",1,2021,TRUE,TRUE,1,13.5,FALSE,NA
"3525_1_0E",1,2021,TRUE,TRUE,3,18,TRUE,1
"3527_1_0H",1,2021,TRUE,TRUE,2,15,TRUE,1
"3537_1_8J",1,2021,TRUE,TRUE,1,13.5,FALSE,NA
"3542_1_0I",1,2021,TRUE,TRUE,4,15,FALSE,NA
"3543_1_2F",1,2021,TRUE,TRUE,4,15,TRUE,2
"3553_1_7C",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3554_1_5I",1,2021,FALSE,FALSE,NA,NA,NA,NA
"3567_1_3I",1,2021,TRUE,TRUE,3,17,TRUE,2
"3572_1_18H",1,2021,TRUE,TRUE,1,14.5,FALSE,NA
"3583_1_1I",1,2021,TRUE,TRUE,3,17.5,TRUE,1
"3599_1_0I",1,2021,TRUE,TRUE,2,15,TRUE,1
"3608_1_3D",1,2021,TRUE,TRUE,4,13,TRUE,1
"3610_1_0C",1,2021,TRUE,TRUE,4,18,TRUE,3
"3611_1_7I",1,2021,TRUE,TRUE,3,13,TRUE,1
"3627_1_7I",1,2021,TRUE,TRUE,1,18,FALSE,NA
"3629_1_4I",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3645_1_5J",1,2021,TRUE,TRUE,1,17,FALSE,NA
"3650_1_7E",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3687_1_5I",1,2021,TRUE,TRUE,2,18,FALSE,NA
"3692_1_7E",1,2021,TRUE,TRUE,1,8,FALSE,NA
"3723_1_15D",1,2021,TRUE,TRUE,1,12,FALSE,NA
"3728_1_4D",1,2021,TRUE,TRUE,1,10,FALSE,NA
"3741_1_5I",1,2021,TRUE,TRUE,6,16,TRUE,1
"3744_1_8A",1,2021,TRUE,TRUE,2,12,FALSE,NA
"3763_1_12A",1,2021,TRUE,TRUE,1,18,FALSE,NA
"3772_1_1I",1,2021,TRUE,TRUE,1,12.5,TRUE,1
"3779_1_14B",1,2021,TRUE,TRUE,2,13,TRUE,1
"3814_1_0J",1,2021,TRUE,TRUE,2,15,TRUE,2
"3821_1_4A",1,2021,TRUE,TRUE,4,17,TRUE,2
"3845_1_7G",1,2021,TRUE,TRUE,1,16,FALSE,NA
"3850_1_17E",1,2021,TRUE,TRUE,2,13.5,FALSE,NA
"3860_1_3D",1,2021,TRUE,TRUE,1,13,FALSE,NA
"3871_1_8J",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3875_1_9B",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3878_1_9E",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3879_1_3D",1,2021,TRUE,TRUE,1,18,FALSE,NA
"3902_1_15J",1,2021,TRUE,TRUE,1,12,FALSE,NA
"3930_1_8G",1,2021,TRUE,TRUE,3,21,FALSE,NA
"3935_1_4I",1,2021,TRUE,TRUE,2,18,FALSE,NA
"3982_1_8B",1,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3013_2_3I",2,2021,TRUE,TRUE,2,12,FALSE,NA
"3053_2_14B",2,2021,TRUE,TRUE,1,15,TRUE,2
"3155_2_16A",2,2021,TRUE,TRUE,1,13.5,TRUE,1
"3156_2_11E",2,2021,TRUE,TRUE,2,17,TRUE,2
"3157_2_18E",2,2021,TRUE,TRUE,6,10,TRUE,2
"3159_2_13H",2,2021,TRUE,TRUE,5,16.5,TRUE,3
"3160_2_10H",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3161_2_10H",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3162_2_11I",2,2021,TRUE,TRUE,1,9,TRUE,1
"3163_2_11D",2,2021,TRUE,TRUE,3,16.5,TRUE,2
"3164_2_14B",2,2021,TRUE,TRUE,4,15.5,TRUE,2
"3166_2_12B",2,2021,TRUE,TRUE,4,14,TRUE,1
"3167_2_15B",2,2021,TRUE,TRUE,7,10,TRUE,3
"3168_2_13J",2,2021,TRUE,TRUE,2,14,TRUE,1
"3169_2_12J",2,2021,TRUE,TRUE,1,12.5,FALSE,NA
"3171_2_11F",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3172_2_17A",2,2021,TRUE,TRUE,2,17.5,TRUE,1
"3173_2_14B",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3175_2_15A",2,2021,TRUE,TRUE,2,11.5,TRUE,1
"3184_2_9G",2,2021,TRUE,TRUE,2,11,TRUE,1
"3185_2_19B",2,2021,TRUE,TRUE,3,12,TRUE,1
"3185_2_7I",2,2021,TRUE,TRUE,1,12.5,FALSE,NA
"3186_2_18D",2,2021,TRUE,TRUE,1,9,FALSE,NA
"3187_2_19C",2,2021,TRUE,TRUE,1,12,FALSE,NA
"3188_2_19B",2,2021,TRUE,TRUE,1,9,FALSE,NA
"3189_2_19C",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3190_2_18C",2,2021,TRUE,TRUE,1,10.5,FALSE,NA
"3323_2_2C",2,2021,TRUE,TRUE,1,7.5,FALSE,NA
"3352_2_19H",2,2021,TRUE,TRUE,3,14,TRUE,2
"3413_2_2E",2,2021,TRUE,TRUE,3,10.5,FALSE,NA
"3475_2_6D",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3476_2_7E",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3477_2_6C",2,2021,TRUE,TRUE,3,17,FALSE,NA
"3480_2_3G",2,2021,TRUE,TRUE,1,11,FALSE,NA
"3501_2_0J",2,2021,TRUE,TRUE,2,16,FALSE,NA
"3502_2_8B",2,2021,TRUE,TRUE,3,17.5,TRUE,1
"3519_2_9G",2,2021,TRUE,TRUE,2,15,TRUE,1
"3522_2_4E",2,2021,TRUE,TRUE,1,6,FALSE,NA
"3523_2_2D",2,2021,TRUE,TRUE,3,11,TRUE,1
"3531_2_9B",2,2021,TRUE,TRUE,2,12,TRUE,1
"3533_2_2C",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3539_2_7D",2,2021,TRUE,TRUE,3,18,TRUE,1
"3540_2_2B",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3544_2_0D",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3549_2_7A",2,2021,TRUE,TRUE,2,12,FALSE,NA
"3550_2_9I",2,2021,TRUE,TRUE,2,11.5,TRUE,1
"3562_2_19I",2,2021,TRUE,TRUE,1,14,FALSE,NA
"3574_2_0A",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3576_2_1B",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3584_2_7F",2,2021,TRUE,TRUE,5,15,TRUE,2
"3585_2_3C",2,2021,TRUE,TRUE,2,19.5,TRUE,1
"3588_2_11F",2,2021,TRUE,TRUE,1,12,FALSE,NA
"3597_2_7H",2,2021,TRUE,TRUE,3,14.5,TRUE,1
"3598_2_6D",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3602_2_2B",2,2021,TRUE,TRUE,2,11.5,TRUE,1
"3619_2_3A",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3623_2_6E",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3652_2_0C",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3654_2_3G",2,2021,TRUE,TRUE,2,11,FALSE,NA
"3667_2_5B",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3668_2_7A",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3698_2_5J",2,2021,TRUE,TRUE,4,13,FALSE,NA
"3703_2_7C",2,2021,TRUE,TRUE,3,13,TRUE,1
"3746_2_11H",2,2021,TRUE,TRUE,1,12,FALSE,NA
"3749_2_6B",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3751_2_8A",2,2021,TRUE,TRUE,2,16.5,TRUE,1
"3795_2_18C",2,2021,TRUE,TRUE,2,16.5,FALSE,NA
"3841_2_1C",2,2021,TRUE,TRUE,5,12.5,TRUE,1
"3844_2_8C",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3847_2_4E",2,2021,TRUE,TRUE,1,11,FALSE,NA
"3858_2_6B",2,2021,TRUE,TRUE,2,19,FALSE,NA
"3861_2_7A",2,2021,TRUE,TRUE,1,8,FALSE,NA
"3864_2_8G",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3865_2_9F",2,2021,TRUE,TRUE,3,12,FALSE,NA
"3891_2_0J",2,2021,TRUE,TRUE,3,13,FALSE,NA
"3905_2_1D",2,2021,TRUE,TRUE,2,11,FALSE,NA
"3908_2_8B",2,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3934_2_3H",2,2021,FALSE,FALSE,NA,NA,NA,NA
"3964_2_3H",2,2021,TRUE,TRUE,1,8,FALSE,NA
"3965_2_11A",2,2021,TRUE,TRUE,3,15,TRUE,2
"3015_3_0F",3,2021,TRUE,TRUE,2,14,FALSE,NA
"3019_3_2A",3,2021,FALSE,FALSE,NA,NA,NA,NA
"3036_3_2B",3,2021,FALSE,FALSE,NA,NA,NA,NA
"3056_3_0B",3,2021,TRUE,TRUE,3,19,FALSE,NA
"3071_3_0A",3,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3081_3_1B",3,2021,TRUE,TRUE,3,24,FALSE,NA
"3304_3_3B",3,2021,TRUE,TRUE,3,19,TRUE,1
"3313_3_3B",3,2021,TRUE,TRUE,3,18.5,FALSE,NA
"3349_3_1F",3,2021,TRUE,TRUE,2,16.5,TRUE,1
"3461_3_4C",3,2021,TRUE,TRUE,1,15,FALSE,NA
"3462_3_2A",3,2021,TRUE,TRUE,1,16,FALSE,NA
"3463_3_0B",3,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3507_3_3B",3,2021,FALSE,FALSE,NA,NA,NA,NA
"3568_3_2C",3,2021,TRUE,TRUE,2,16,FALSE,NA
"3624_3_0D",3,2021,TRUE,TRUE,2,19.5,FALSE,NA
"3633_3_2B",3,2021,TRUE,TRUE,1,16,FALSE,NA
"3651_3_3B",3,2021,TRUE,TRUE,2,18,FALSE,NA
"3759_3_15B",3,2021,TRUE,TRUE,2,18,TRUE,1
"3762_3_2B",3,2021,TRUE,TRUE,1,19.5,FALSE,NA
"3793_3_0A",3,2021,TRUE,TRUE,1,15,FALSE,NA
"3796_3_6E",3,2021,TRUE,TRUE,1,10,FALSE,NA
"3797_3_4I",3,2021,TRUE,TRUE,3,17,TRUE,1
"3798_3_6E",3,2021,TRUE,TRUE,2,14,FALSE,NA
"3799_3_2D",3,2021,TRUE,TRUE,1,15.5,FALSE,NA
"3831_3_4B",3,2021,TRUE,TRUE,2,22,FALSE,NA
"3846_3_6D",3,2021,TRUE,TRUE,1,8,FALSE,NA
"3906_3_1C",3,2021,TRUE,TRUE,2,20.5,FALSE,NA
"3919_3_0B",3,2021,TRUE,TRUE,1,16,FALSE,NA
"1411_4_6G",4,2021,TRUE,TRUE,3,19,FALSE,NA
"2230_4_10J",4,2021,TRUE,TRUE,3,19.5,TRUE,2
"3007_4_4H",4,2021,TRUE,TRUE,1,18,FALSE,NA
"3011_4_3H",4,2021,FALSE,FALSE,NA,NA,NA,NA
"3020_4_0D",4,2021,TRUE,TRUE,1,9,FALSE,NA
"3064_4_1H",4,2021,TRUE,TRUE,3,19.5,TRUE,1
"3075_4_1I",4,2021,FALSE,FALSE,NA,NA,NA,NA
"3090_4_18P",4,2021,TRUE,TRUE,9,19,TRUE,2
"3103_4_11O",4,2021,TRUE,TRUE,1,10,FALSE,NA
"3122_4_8J",4,2021,TRUE,TRUE,1,14,FALSE,NA
"3151_4_4I",4,2021,FALSE,FALSE,NA,NA,NA,NA
"3152_4_1I",4,2021,TRUE,TRUE,1,17,FALSE,NA
"3154_4_1A",4,2021,TRUE,TRUE,1,10,FALSE,NA
"3165_4_4H",4,2021,TRUE,TRUE,2,11.5,FALSE,NA
"3182_4_16H",4,2021,TRUE,TRUE,2,19,TRUE,1
"3321_4_16L",4,2021,TRUE,TRUE,5,18,TRUE,3
"3342_4_14N",4,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3364_4_3H",4,2021,TRUE,TRUE,5,15,FALSE,NA
"3365_4_3J",4,2021,TRUE,TRUE,3,7.5,FALSE,NA
"3458_4_5F",4,2021,FALSE,FALSE,NA,NA,NA,NA
"3459_4_5H",4,2021,FALSE,FALSE,NA,NA,NA,NA
"3460_4_3J",4,2021,TRUE,TRUE,2,10.5,TRUE,1
"3555_4_11J",4,2021,TRUE,TRUE,3,17,TRUE,1
"3563_4_15H",4,2021,TRUE,TRUE,4,18,TRUE,2
"3571_4_6J",4,2021,FALSE,FALSE,NA,NA,NA,NA
"3596_4_3H",4,2021,TRUE,TRUE,1,12.5,FALSE,NA
"3634_4_18E",4,2021,TRUE,TRUE,5,19.5,TRUE,1
"3656_4_0D",4,2021,TRUE,TRUE,1,13,FALSE,NA
"3660_4_2G",4,2021,TRUE,TRUE,1,12.5,FALSE,NA
"3680_4_4J",4,2021,TRUE,TRUE,1,14,FALSE,NA
"3691_4_2H",4,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3730_4_0I",4,2021,TRUE,TRUE,3,16,TRUE,1
"3732_4_16M",4,2021,TRUE,TRUE,2,18,TRUE,1
"3735_4_16M",4,2021,TRUE,TRUE,2,15,TRUE,1
"3750_4_12P",4,2021,TRUE,TRUE,3,14,TRUE,1
"3786_4_6H",4,2021,TRUE,TRUE,1,10.5,FALSE,NA
"3787_4_3G",4,2021,TRUE,TRUE,2,14.5,FALSE,NA
"3805_4_0J",4,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3812_4_1D",4,2021,TRUE,TRUE,1,15,FALSE,NA
"3983_4_7I",4,2021,TRUE,TRUE,2,14,FALSE,NA
"3001_5_16I",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3003_5_10C",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3010_5_14G",5,2021,TRUE,TRUE,1,5,FALSE,NA
"3022_5_14J",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3024_5_0H",5,2021,TRUE,TRUE,1,12,FALSE,NA
"3034_5_8G",5,2021,TRUE,TRUE,2,9,FALSE,NA
"3040_5_12D",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3060_5_14D",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3067_5_16F",5,2021,TRUE,TRUE,2,12,TRUE,1
"3073_5_17G",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3074_5_11C",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3093_5_14A",5,2021,TRUE,TRUE,3,15.5,TRUE,1
"3095_5_14B",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3105_5_1J",5,2021,TRUE,TRUE,1,12,FALSE,NA
"3106_5_17E",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3108_5_1I",5,2021,TRUE,TRUE,1,12,FALSE,NA
"3109_5_12F",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3120_5_7G",5,2021,TRUE,TRUE,3,14,FALSE,NA
"3124_5_16D",5,2021,TRUE,TRUE,2,18,TRUE,1
"3125_5_14C",5,2021,TRUE,TRUE,2,14,FALSE,NA
"3125_5_3I",5,2021,TRUE,TRUE,1,11,FALSE,NA
"3127_5_16B",5,2021,TRUE,TRUE,2,12,TRUE,1
"3135_5_18D",5,2021,TRUE,TRUE,2,9,TRUE,1
"3144_5_14J",5,2021,TRUE,TRUE,1,9,TRUE,1
"3148_5_2C",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3152_5_1G",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3153_5_14D",5,2021,TRUE,TRUE,1,10.5,FALSE,NA
"3161_5_2F",5,2021,TRUE,TRUE,4,13.5,FALSE,NA
"3170_5_9D",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3174_5_10I",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3178_5_18E",5,2021,TRUE,TRUE,1,15,FALSE,NA
"3180_5_17B",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3180_5_18C",5,2021,TRUE,TRUE,1,10.5,FALSE,NA
"3184_5_11E",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3186_5_15G",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3191_5_6E",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3192_5_4C",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3193_5_3B",5,2021,TRUE,TRUE,2,17.5,FALSE,NA
"3194_5_3C",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3195_5_1A",5,2021,TRUE,TRUE,1,15.5,FALSE,NA
"3196_5_4D",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3197_5_3A",5,2021,TRUE,TRUE,6,17,TRUE,2
"3198_5_9B",5,2021,TRUE,TRUE,1,15,FALSE,NA
"3199_5_4B",5,2021,TRUE,TRUE,3,14,FALSE,NA
"3200_5_4F",5,2021,TRUE,TRUE,2,8,TRUE,1
"3328_5_0H",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3329_5_10H",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3330_5_9B",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3331_5_13E",5,2021,TRUE,TRUE,1,14.5,FALSE,NA
"3334_5_18C",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3338_5_3I",5,2021,TRUE,TRUE,1,12.5,FALSE,NA
"3342_5_17B",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3343_5_13C",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3361_5_13A",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3362_5_10F",5,2021,TRUE,TRUE,3,15,FALSE,NA
"3363_5_8E",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3464_5_3A",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3465_5_4C",5,2021,TRUE,TRUE,1,19,FALSE,NA
"3466_5_4B",5,2021,TRUE,TRUE,2,10.5,FALSE,NA
"3467_5_0H",5,2021,TRUE,TRUE,2,12,FALSE,NA
"3468_5_1J",5,2021,TRUE,TRUE,1,12.5,FALSE,NA
"3469_5_3H",5,2021,TRUE,TRUE,5,15,FALSE,NA
"3470_5_13I",5,2021,TRUE,TRUE,2,10.5,TRUE,1
"3471_5_11D",5,2021,TRUE,TRUE,1,13.5,FALSE,NA
"3472_5_14B",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3473_5_18G",5,2021,TRUE,TRUE,2,15,TRUE,1
"3474_5_18A",5,2021,TRUE,TRUE,1,10,FALSE,NA
"3476_5_12E",5,2021,TRUE,TRUE,2,9.5,TRUE,1
"3479_5_3G",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3484_5_5H",5,2021,TRUE,TRUE,1,11,FALSE,NA
"3488_5_15I",5,2021,TRUE,TRUE,4,17,TRUE,3
"3490_5_0F",5,2021,TRUE,TRUE,1,13,FALSE,NA
"3496_5_5J",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3499_5_2G",5,2021,TRUE,FALSE,NA,NA,FALSE,NA
"3508_5_2I",5,2021,TRUE,TRUE,1,10.5,FALSE,NA
"3516_5_12C",5,2021,TRUE,TRUE,1,13.5,FALSE,NA
"3538_5_13C",5,2021,FALSE,FALSE,NA,NA,NA,NA
"3546_5_9F",5,2021,TRUE,TRUE,1,10,TRUE,1
"3560_5_3B",5,2021,TRUE,TRUE,2,9,TRUE,1
"3566_5_13H",5,2021,TRUE,TRUE,1,9,FALSE,NA
"3577_5_13G",5,2021,TRUE,TRUE,1,10.5,FALSE,NA
