"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","YrTag","Note","edited","plantid"
2022,13,3620,12,"J",3,35.5,11,2,"SOS","2016",NA,FALSE,"3620_13_12J"
2022,13,3628,17,"D",4,27,15.5,2,"SOS","2016",NA,FALSE,"3628_13_17D"
2022,13,3638,8,"C",3,25,10,3,"SOS","2016","fixed ycoor (was D)",TRUE,"3638_13_8C"
2022,13,3642,10,"G",5,34,14,4,"SOS","2016",NA,FALSE,"3642_13_10G"
2022,13,3658,11,"I",0,NA,NA,NA,NA,"2016",NA,FALSE,"3658_13_11I"
2022,13,3675,13,"I",4,43.5,17.5,2,"SOS","2016",NA,FALSE,"3675_13_13I"
2022,13,3681,19,"D",1,NA,12,0,NA,"2016",NA,FALSE,"3681_13_19D"
2022,13,3694,9,"A",0,NA,NA,NA,NA,"2018",NA,FALSE,"3694_13_9A"
2022,13,3700,15,"D",0,NA,NA,NA,NA,"2016",NA,FALSE,"3700_13_15D"
2022,13,3701,19,"E",2,30,16.5,1,"4","2016",NA,FALSE,"3701_13_19E"
2022,13,3705,14,"H",3,25.5,13,1,"2.5","2016",NA,FALSE,"3705_13_14H"
2022,13,3709,4,"F",0,NA,NA,NA,NA,"2017",NA,FALSE,"3709_13_4F"
2022,13,3724,14,"C",2,27,17,1,"2.5","2021",NA,FALSE,"3724_13_14C"
2022,13,3726,0,"E",2,34.5,17,1,"5","2021",NA,FALSE,"3726_13_0E"
2022,13,3727,8,"D",0,NA,NA,NA,NA,"2021",NA,FALSE,"3727_13_8D"
2022,13,3756,12,"G",0,NA,NA,NA,NA,"2021",NA,FALSE,"3756_13_12G"
2022,13,3769,0,"G",2,24,12,1,"3.5","2021",NA,FALSE,"3769_13_0G"
2022,13,3775,11,"G",4,26,9.5,2,"SOS","2021",NA,FALSE,"3775_13_11G"
2022,13,3778,4,"H",2,NA,14.5,0,NA,"2021",NA,FALSE,"3778_13_4H"
2022,13,3780,7,"J",3,33.5,13,2,"SOS","2021",NA,FALSE,"3780_13_7J"
2022,13,3781,19,"C",1,NA,12,0,NA,"2021",NA,FALSE,"3781_13_19C"
2022,13,3823,18,"G",0,NA,NA,NA,NA,"2016",NA,FALSE,"3823_13_18G"
2022,13,3826,5,"A",3,37,15,2,"SOS","2016",NA,FALSE,"3826_13_5A"
2022,13,3830,18,"C",0,NA,NA,NA,NA,"2016",NA,FALSE,"3830_13_18C"
2022,13,3853,16,"A",6,29,12,4,"SOS","2016",NA,FALSE,"3853_13_16A"
2022,13,3880,4,"C",6,34,10,3,"SOS","2016",NA,FALSE,"3880_13_4C"
2022,13,3953,17,"A",0,NA,NA,NA,NA,"2021",NA,FALSE,"3953_13_17A"
2022,13,3978,2,"F",5,38,11,4,"SOS","2021",NA,FALSE,"3978_13_2F"
2022,13,3980,0,"F",4,39,22.5,2,"SOS","2016",NA,FALSE,"3980_13_0F"
2022,13,3989,17,"A",4,27,12,1,"3","2017","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A"
2022,13,3997,12,"G",2,NA,15,0,NA,"2021",NA,FALSE,"3997_13_12G"
2022,13,3,8,"H",0,NA,NA,NA,NA,"2019","tag changed in 2021",TRUE,"3_13_8H"
2022,13,7514,17,"G",1,NA,15,0,NA,"2022",NA,FALSE,"7514_13_17G"
2022,13,7527,3,"F",1,NA,13,0,NA,"2022",NA,FALSE,"7527_13_3F"
2022,13,7532,12,"H",2,33,10,2,"SOS","2022",NA,FALSE,"7532_13_12H"
2022,13,7571,9,"G",2,NA,14,0,NA,"2022",NA,FALSE,"7571_13_9G"
2022,13,7589,6,"I",2,NA,13,0,NA,"2022",NA,FALSE,"7589_13_6I"
2022,13,7592,7,"J",4,32,12,2,"SOS","2022",NA,FALSE,"7592_13_7J"
2022,14,3004,0,"A",4,64.5,26,3,"SOS","2021",NA,FALSE,"3004_14_0A"
2022,14,3032,6,"B",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3032_14_6B"
2022,14,3035,3,"B",6,44,14,3,"SOS","2016",NA,FALSE,"3035_14_3B"
2022,14,3058,2,"A",2,NA,18.5,0,NA,"2016",NA,FALSE,"3058_14_2A"
2022,14,3062,19,"G",0,NA,NA,NA,NA,"2021",NA,FALSE,"3062_14_19G"
2022,14,3066,17,"B",0,NA,NA,NA,NA,"2019",NA,FALSE,"3066_14_17B"
2022,14,3084,12,"A",0,NA,NA,NA,NA,"2016",NA,FALSE,"3084_14_12A"
2022,14,3085,5,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3085_14_5B"
2022,14,3086,9,"C",3,45,23,2,"SOS","2018",NA,FALSE,"3086_14_9C"
2022,14,3101,19,"D",2,36,20,1,"7.5","2019",NA,FALSE,"3101_14_19D"
2022,14,3107,13,"A",0,NA,NA,NA,NA,"2016",NA,FALSE,"3107_14_13A"
2022,14,3118,17,"A",2,28.5,16,1,"5","2016",NA,FALSE,"3118_14_17A"
2022,14,3149,19,"A",5,49,16,3,"SOS","2016",NA,FALSE,"3149_14_19A"
2022,14,3158,4,"C",3,52,16,2,"SOS","2021",NA,FALSE,"3158_14_4C"
2022,14,3169,15,"A",1,NA,12,0,NA,"2016",NA,FALSE,"3169_14_15A"
2022,14,3300,6,"B",1,NA,25,0,NA,"2016",NA,FALSE,"3300_14_6B"
2022,14,3305,7,"B",2,30,14,1,"3.5","2021",NA,FALSE,"3305_14_7B"
2022,14,3326,4,"C",0,NA,NA,NA,NA,"2018",NA,FALSE,"3326_14_4C"
2022,14,3340,4,"A",0,NA,NA,NA,NA,"2016",NA,FALSE,"3340_14_4A"
2022,14,3346,19,"F",0,NA,NA,NA,NA,"2019",NA,FALSE,"3346_14_19F"
2022,14,3350,2,"A",1,NA,15.5,0,NA,"2016",NA,FALSE,"3350_14_2A"
2022,14,3359,14,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3359_14_14C"
2022,14,3360,8,"D",4,55,22,3,"SOS","2017",NA,FALSE,"3360_14_8D"
2022,14,3361,9,"B",1,NA,19,0,NA,"2017",NA,FALSE,"3361_14_9B"
2022,14,3362,8,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3362_14_8A"
2022,14,3364,14,"H",NA,NA,NA,NA,NA,"2017",NA,FALSE,"3364_14_14H"
2022,14,3366,9,"C",3,28,15,2,"SOS","2017",NA,FALSE,"3366_14_9C"
2022,14,3367,15,"H",6,41.5,20.5,4,"SOS","2017",NA,FALSE,"3367_14_15H"
2022,14,3370,16,"A",1,NA,16,0,NA,"2017",NA,FALSE,"3370_14_16A"
2022,14,3374,19,"G",1,NA,15,0,NA,"2017",NA,FALSE,"3374_14_19G"
2022,14,3378,16,"A",2,NA,11.5,0,NA,"2017",NA,FALSE,"3378_14_16A"
2022,14,3379,2,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3379_14_2A"
2022,14,3380,5,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3380_14_5A"
2022,14,3381,5,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3381_14_5A"
2022,14,3382,4,"A",1,NA,23,0,NA,"2017",NA,FALSE,"3382_14_4A"
2022,14,3383,3,"A",0,NA,NA,NA,NA,"2018",NA,FALSE,"3383_14_3A"
2022,14,3385,5,"D",3,37,16.5,1,"4.5","2017",NA,FALSE,"3385_14_5D"
2022,14,3398,6,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3398_14_6A"
2022,14,3430,6,"B",1,30,21,2,"SOS","2020",NA,FALSE,"3430_14_6B"
2022,14,3431,1,"F",2,NA,2.5,0,NA,"2020",NA,FALSE,"3431_14_1F"
2022,14,3432,2,"J",4,54,19,3,"SOS","2020",NA,FALSE,"3432_14_2J"
2022,14,3433,0,"I",4,69,20,2,"SOS","2020",NA,FALSE,"3433_14_0I"
2022,14,3434,7,"B",0,NA,NA,NA,NA,"2020",NA,FALSE,"3434_14_7B"
2022,14,3435,5,"A",0,NA,NA,NA,NA,"2020",NA,FALSE,"3435_14_5A"
2022,14,3440,19,"F",4,30,18,1,"4","2018",NA,FALSE,"3440_14_19F"
2022,14,3459,1,"A",5,39,14.5,3,"SOS","2019",NA,FALSE,"3459_14_1A"
2022,14,3460,7,"J",0,NA,NA,NA,NA,"2019",NA,FALSE,"3460_14_7J"
2022,14,3463,5,"B",2,41,20.5,1,"5","2019",NA,FALSE,"3463_14_5B"
2022,14,3464,1,"B",1,31,9.5,1,"3.5","2019",NA,FALSE,"3464_14_1B"
2022,14,3468,5,"C",1,NA,19,0,NA,"2019",NA,FALSE,"3468_14_5C"
2022,14,3469,3,"A",4,25.5,16.5,2,"3.5","2019",NA,FALSE,"3469_14_3A"
2022,14,3471,9,"A",0,NA,NA,NA,NA,"2019",NA,FALSE,"3471_14_9A"
2022,14,3475,5,"D",1,NA,14,0,NA,"2019",NA,FALSE,"3475_14_5D"
2022,14,3482,13,"B",0,NA,NA,NA,NA,"2019",NA,FALSE,"3482_14_13B"
2022,14,3486,5,"A",0,NA,NA,NA,NA,"2019",NA,FALSE,"3486_14_5A"
2022,14,3487,6,"C",1,NA,21,0,NA,"2019",NA,FALSE,"3487_14_6C"
2022,14,3493,12,"B",0,NA,NA,NA,NA,"2019",NA,FALSE,"3493_14_12B"
2022,14,3495,1,"A",2,30,11,1,NA,"2019",NA,FALSE,"3495_14_1A"
2022,14,3520,7,"A",0,NA,NA,NA,NA,"2021",NA,FALSE,"3520_14_7A"
2022,14,3526,14,"E",3,40,13,3,"SOS","2019",NA,FALSE,"3526_14_14E"
2022,14,3528,19,"C",0,NA,NA,NA,NA,"2019",NA,FALSE,"3528_14_19C"
2022,14,3530,19,"C",1,NA,14,0,NA,"2018",NA,FALSE,"3530_14_19C"
2022,14,3534,6,"B",0,NA,NA,NA,NA,"2021",NA,FALSE,"3534_14_6B"
2022,14,3551,18,"C",0,NA,NA,NA,NA,"2018",NA,FALSE,"3551_14_18C"
2022,14,3556,15,"H",4,49,16,3,"SOS","2019",NA,FALSE,"3556_14_15H"
2022,14,3575,19,"G",2,20,12.5,1,"3","2016",NA,FALSE,"3575_14_19G"
2022,14,3587,19,"C",0,NA,NA,NA,NA,"2016",NA,FALSE,"3587_14_19C"
2022,14,3607,10,"D",4,48,17,2,"SOS","2016",NA,FALSE,"3607_14_10D"
2022,14,3626,3,"A",0,NA,NA,NA,NA,"2016",NA,FALSE,"3626_14_3A"
2022,14,3661,7,"I",5,66,25,3,"SOS","2019",NA,FALSE,"3661_14_7I"
2022,14,3671,5,"C",4,27,23,2,"SOS","2016",NA,FALSE,"3671_14_5C"
2022,14,3682,10,"D",5,42,20,3,"SOS","2021",NA,FALSE,"3682_14_10D"
2022,14,3689,4,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3689_14_4B"
2022,14,3699,0,"E",3,60,20,2,"SOS","2021","fixed ycoor (was F)",TRUE,"3699_14_0E"
2022,14,3711,2,"G",2,35,12,1,"3","2021",NA,FALSE,"3711_14_2G"
2022,14,3712,19,"E",0,NA,NA,NA,NA,"2019",NA,FALSE,"3712_14_19E"
2022,14,3722,19,"H",0,NA,NA,NA,NA,"2021",NA,FALSE,"3722_14_19H"
2022,14,3752,0,"H",3,31,18,1,"5","2021",NA,FALSE,"3752_14_0H"
2022,14,3754,1,"F",1,NA,22.5,0,NA,"2021",NA,FALSE,"3754_14_1F"
2022,14,3764,10,"B",0,NA,NA,NA,NA,"2021",NA,FALSE,"3764_14_10B"
2022,14,3776,3,"J",1,28,19,1,"5","2021",NA,FALSE,"3776_14_3J"
2022,14,3816,6,"G",2,47,20,1,"8","2019",NA,FALSE,"3816_14_6G"
2022,14,3829,19,"D",2,28,15,1,"5.5","2019",NA,FALSE,"3829_14_19D"
2022,14,3838,14,"G",3,4,18,1,"4","2021",NA,FALSE,"3838_14_14G"
2022,14,3840,17,"F",2,NA,12.5,0,NA,"2019",NA,FALSE,"3840_14_17F"
2022,14,3885,9,"D",2,47,21,1,"5","2016",NA,FALSE,"3885_14_9D"
2022,14,3913,5,"E",4,53,20,2,"SOS","2016",NA,FALSE,"3913_14_5E"
2022,14,3926,5,"D",3,38,18,1,"5","2016",NA,FALSE,"3926_14_5D"
2022,14,3928,17,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3928_14_17B"
2022,14,7518,5,"D",1,NA,19,0,NA,"2022",NA,FALSE,"7518_14_5D"
2022,14,7528,5,"B",1,NA,18.5,0,NA,"2022",NA,FALSE,"7528_14_5B"
2022,14,7557,7,"G",2,35,20,2,"SOS","2022",NA,FALSE,"7557_14_7G"
2022,14,7566,0,"D",2,NA,19.5,0,NA,"2022",NA,FALSE,"7566_14_0D"
2022,14,7574,2,"A",2,NA,27,0,NA,"2022",NA,FALSE,"7574_14_2A"
2022,14,7575,5,"B",2,23.5,15.5,1,"2","2022",NA,FALSE,"7575_14_5B"
2022,14,7576,12,"A",2,24.5,16,1,"4","2022",NA,FALSE,"7576_14_12A"
2022,14,7577,3,"B",3,NA,17,0,NA,"2022",NA,FALSE,"7577_14_3B"
2022,14,7594,10,"B",2,NA,16,0,NA,"2022",NA,FALSE,"7594_14_10B"
2022,14,7595,10,"A",1,NA,14,0,NA,"2022",NA,FALSE,"7595_14_10A"
2022,15,3006,18,"B",3,37,25,1,"4","2018",NA,FALSE,"3006_15_18B"
2022,15,3014,9,"I",6,19.5,14,2,"SOS","2016",NA,FALSE,"3014_15_9I"
2022,15,3017,7,"G",6,36,19,2,"SOS","2016",NA,FALSE,"3017_15_7G"
2022,15,3021,9,"J",4,57,19,2,"SOS","2021",NA,FALSE,"3021_15_9J"
2022,15,3047,14,"J",6,49,24,3,"SOS","2018",NA,FALSE,"3047_15_14J"
2022,15,3052,3,"J",4,41,20,2,"SOS","2016",NA,FALSE,"3052_15_3J"
2022,15,3063,1,"J",3,47,22,1,"7","2016",NA,FALSE,"3063_15_1J"
2022,15,3065,2,"F",9,38,22,3,"SOS","2016",NA,FALSE,"3065_15_2F"
2022,15,3068,6,"I",6,49,17,2,"SOS","2016",NA,FALSE,"3068_15_6I"
2022,15,3083,7,"I",7,33,17.5,3,"SOS","2016",NA,FALSE,"3083_15_7I"
2022,15,3094,14,"D",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3094_15_14D"
2022,15,3095,6,"J",5,42,20,2,"SOS","2017",NA,FALSE,"3095_15_6J"
2022,15,3104,15,"J",0,NA,NA,NA,NA,"2018",NA,FALSE,"3104_15_15J"
2022,15,3112,15,"D",0,NA,NA,NA,NA,"2018",NA,FALSE,"3112_15_15D"
2022,15,3116,16,"C",9,43,25,3,"SOS","2016",NA,FALSE,"3116_15_16C"
2022,15,3156,19,"D",0,NA,NA,NA,NA,"2016",NA,FALSE,"3156_15_19D"
2022,15,3157,0,"J",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3157_15_0J"
2022,15,3177,6,"G",7,36,22.5,4,"SOS","2016",NA,FALSE,"3177_15_6G"
2022,15,3297,12,"I",4,39,21,2,"SOS","2016",NA,FALSE,"3297_15_12I"
2022,15,3303,10,"J",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3303_15_10J"
2022,15,3332,5,"J",3,NA,21,0,NA,"2016",NA,FALSE,"3332_15_5J"
2022,15,3341,3,"H",10,47,24.5,7,"SOS","2016",NA,FALSE,"3341_15_3H"
2022,15,3354,11,"B",11,38.5,14,7,"SOS","2017",NA,FALSE,"3354_15_11B"
2022,15,3367,14,"B",0,NA,NA,NA,NA,"2017",NA,FALSE,"3367_15_14B"
2022,15,3368,14,"D",1,NA,17,0,NA,"2018",NA,FALSE,"3368_15_14D"
2022,15,3369,18,"D",0,NA,NA,NA,NA,"2017",NA,FALSE,"3369_15_18D"
2022,15,3371,14,"C",7,33.5,20,3,"SOS","2017",NA,FALSE,"3371_15_14C"
2022,15,3372,19,"C",2,28,24,3,"SOS","2017",NA,FALSE,"3372_15_19C"
2022,15,3377,14,"G",5,37,23,3,"SOS","2017",NA,FALSE,"3377_15_14G"
2022,15,3384,16,"I",4,38,17,4,"SOS","2017",NA,FALSE,"3384_15_16I"
2022,15,3390,19,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3390_15_19C"
2022,15,3391,16,"A",4,40.5,21,2,"SOS","2018",NA,FALSE,"3391_15_16A"
2022,15,3392,1,"I",NA,NA,NA,NA,NA,"2017",NA,FALSE,"3392_15_1I"
2022,15,3393,0,"J",3,36,19,2,"SOS","2017",NA,FALSE,"3393_15_0J"
2022,15,3395,16,"G",6,37.5,18,3,"SOS","2017",NA,FALSE,"3395_15_16G"
2022,15,3397,11,"F",6,31.5,19,3,"SOS","2018",NA,FALSE,"3397_15_11F"
2022,15,3399,10,"J",0,NA,NA,NA,NA,"2017",NA,FALSE,"3399_15_10J"
2022,15,3401,12,"G",3,36.5,21,2,"SOS","2017",NA,FALSE,"3401_15_12G"
2022,15,3402,9,"F",4,NA,19.5,0,NA,"2017",NA,FALSE,"3402_15_9F"
2022,15,3403,13,"J",0,NA,NA,NA,NA,"2017",NA,FALSE,"3403_15_13J"
2022,15,3404,9,"G",4,NA,17.5,0,NA,"2017",NA,FALSE,"3404_15_9G"
2022,15,3405,8,"H",0,NA,NA,NA,NA,"2017",NA,FALSE,"3405_15_8H"
2022,15,3417,6,"I",6,53,20,3,"SOS","2018",NA,FALSE,"3417_15_6I"
2022,15,3423,2,"I",3,45,24,2,"SOS","2018",NA,FALSE,"3423_15_2I"
2022,15,3426,1,"J",2,30.5,21.5,1,"5","2018",NA,FALSE,"3426_15_1J"
2022,15,3427,1,"J",4,43,19.5,2,"SOS","2018",NA,FALSE,"3427_15_1J"
2022,15,3436,17,"H",4,43,20,2,"SOS","2018",NA,FALSE,"3436_15_17H"
2022,15,3446,15,"C",3,32,25,1,"4","2019",NA,FALSE,"3446_15_15C"
2022,15,3455,15,"C",3,44.5,17,2,"SOS","2019",NA,FALSE,"3455_15_15C"
2022,15,3457,18,"A",4,47,26,2,"SOS","2019",NA,FALSE,"3457_15_18A"
2022,15,3458,8,"I",2,34,15,1,"4","2019",NA,FALSE,"3458_15_8I"
2022,15,3472,6,"J",5,43,22,4,"SOS","2019",NA,FALSE,"3472_15_6J"
2022,15,3478,17,"I",0,NA,NA,NA,NA,"2018",NA,FALSE,"3478_15_17I"
2022,15,3479,5,"F",11,49,21,6,"SOS","2018",NA,FALSE,"3479_15_5F"
2022,15,3481,15,"H",4,37,22,1,"5.5","2018",NA,FALSE,"3481_15_15H"
2022,15,3482,16,"J",2,22.5,21,1,"4","2018",NA,FALSE,"3482_15_16J"
2022,15,3485,3,"A",13,40.5,18,6,"SOS","2018",NA,FALSE,"3485_15_3A"
2022,15,3489,14,"G",3,43,18,2,"SOS","2017",NA,FALSE,"3489_15_14G"
2022,15,3490,12,"C",3,33.5,15,2,"SOS","2017",NA,FALSE,"3490_15_12C"
2022,15,3491,17,"E",7,45,21,3,"SOS","2017",NA,FALSE,"3491_15_17E"
2022,15,3492,16,"D",0,NA,NA,NA,NA,"2017",NA,FALSE,"3492_15_16D"
2022,15,3493,14,"E",3,30,20,2,"SOS","2017",NA,FALSE,"3493_15_14E"
2022,15,3494,15,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3494_15_15C"
2022,15,3495,12,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3495_15_12C"
2022,15,3496,15,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3496_15_15A"
2022,15,3497,14,"C",NA,NA,NA,NA,NA,"2017",NA,FALSE,"3497_15_14C"
2022,15,3498,16,"C",3,NA,24,0,NA,"2017",NA,FALSE,"3498_15_16C"
2022,15,3500,10,"D",5,49,16,3,"SOS","2017",NA,FALSE,"3500_15_10D"
2022,15,3581,15,"I",4,36,21,2,"SOS","2016",NA,FALSE,"3581_15_15I"
2022,15,3612,12,"E",2,29,14,2,"SOS","2018",NA,FALSE,"3612_15_12E"
2022,15,3615,12,"F",0,NA,NA,NA,NA,"2018",NA,FALSE,"3615_15_12F"
2022,15,3621,18,"A",0,NA,NA,NA,NA,"2021",NA,FALSE,"3621_15_18A"
2022,15,3659,4,"C",10,49.5,17.5,5,"SOS","2016",NA,FALSE,"3659_15_4C"
2022,15,3672,3,"H",0,NA,NA,NA,NA,"2021",NA,FALSE,"3672_15_3H"
2022,15,3673,10,"A",3,44,15.5,2,"SOS","2019",NA,FALSE,"3673_15_10A"
2022,15,3686,16,"H",5,NA,27,0,NA,"2016",NA,FALSE,"3686_15_16H"
2022,15,3693,17,"G",0,NA,NA,NA,NA,"2016",NA,FALSE,"3693_15_17G"
2022,15,3706,13,"H",4,42,20,2,"SOS","2016",NA,FALSE,"3706_15_13H"
2022,15,3734,10,"H",3,32,16,2,"SOS","2021",NA,FALSE,"3734_15_10H"
2022,15,3736,14,"B",5,38,23,4,"SOS","2021",NA,FALSE,"3736_15_14B"
2022,15,3737,12,"E",5,NA,17,0,NA,"2021",NA,FALSE,"3737_15_12E"
2022,15,3738,17,"H",4,32,20,1,"5","2019",NA,FALSE,"3738_15_17H"
2022,15,3740,13,"J",9,46.5,18,7,"SOS","2019",NA,FALSE,"3740_15_13J"
2022,15,3742,10,"J",3,NA,19.5,0,NA,"2021",NA,FALSE,"3742_15_10J"
2022,15,3745,12,"F",0,NA,NA,NA,NA,"2021",NA,FALSE,"3745_15_12F"
2022,15,3755,11,"I",5,30,17.5,1,"2.5","2021",NA,FALSE,"3755_15_11I"
2022,15,3757,13,"G",3,36,13,2,"SOS","2021",NA,FALSE,"3757_15_13G"
2022,15,3760,8,"G",2,NA,17,0,NA,"2021",NA,FALSE,"3760_15_8G"
2022,15,3765,12,"D",0,NA,NA,NA,NA,"2021",NA,FALSE,"3765_15_12D"
2022,15,3766,19,"D",5,29,28,1,"2.5","2021",NA,FALSE,"3766_15_19D"
2022,15,3771,8,"J",0,NA,NA,NA,NA,"2021",NA,FALSE,"3771_15_8J"
2022,15,3774,9,"F",3,51,18.5,1,"5","2021",NA,FALSE,"3774_15_9F"
2022,15,3801,19,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3801_15_19E"
2022,15,3818,1,"A",10,36,16.5,5,"SOS","2016",NA,FALSE,"3818_15_1A"
2022,15,3831,14,"B",5,42,18,1,"7.5","2021",NA,FALSE,"3831_15_14B"
2022,15,3832,8,"H",0,NA,NA,NA,NA,"2016",NA,FALSE,"3832_15_8H"
2022,15,3843,11,"J",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3843_15_11J"
2022,15,3848,10,"J",3,28,20,2,"SOS","2016",NA,FALSE,"3848_15_10J"
2022,15,3863,8,"I",3,27,15,2,"SOS","2016",NA,FALSE,"3863_15_8I"
2022,15,3868,15,"A",8,41,20,5,"SOS","2016",NA,FALSE,"3868_15_15A"
2022,15,3881,5,"E",2,NA,23.5,0,NA,"?",NA,FALSE,"3881_15_5E"
2022,15,3882,2,"I",4,43,25,2,"SOS","2016",NA,FALSE,"3882_15_2I"
2022,15,3892,0,"B",6,42,21,3,"SOS","2021",NA,FALSE,"3892_15_0B"
2022,15,3894,12,"G",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3894_15_12G"
2022,15,3900,11,"F",4,29,15,2,"SOS","2016",NA,FALSE,"3900_15_11F"
2022,15,3932,13,"H",0,NA,NA,NA,NA,"2016","fixed ycoor (was J)",TRUE,"3932_15_13H"
2022,15,3940,5,"I",1,NA,12.5,0,NA,"2016",NA,FALSE,"3940_15_5I"
2022,15,7521,15,"E",3,31.5,21,1,"3.5","2022",NA,FALSE,"7521_15_15E"
2022,15,7572,1,"J",1,NA,23,0,NA,"2022",NA,FALSE,"7572_15_1J"
2022,15,7593,7,"A",3,27,17,1,"5","2022",NA,FALSE,"7593_15_7A"
2022,15,7598,6,"A",3,NA,22,0,NA,"2022",NA,FALSE,"7598_15_6A"
2023,1,3012,17,"G",1,27,11.5,1,"3","2021",NA,FALSE,"3012_1_17G"
2023,1,3126,6,"D",4,47,18.5,2,"SOS","2021",NA,FALSE,"3126_1_6D"
2023,1,3151,8,"H",3,37,18,3,"SOS","2016",NA,FALSE,"3151_1_8H"
2023,1,3192,11,"B",5,44,20.5,2,"SOS","2019",NA,FALSE,"3192_1_11B"
2023,1,3193,16,"C",2,24.5,20,1,"5","2019",NA,FALSE,"3193_1_16C"
2023,1,3194,12,"H",3,34,16,2,"SOS","2019",NA,FALSE,"3194_1_12H"
2023,1,3195,16,"B",0,NA,NA,NA,NA,"2019",NA,FALSE,"3195_1_16B"
2023,1,3198,16,"H",0,NA,NA,NA,NA,"2019",NA,FALSE,"3198_1_16H"
2023,1,3199,17,"H",0,NA,NA,NA,NA,"2019",NA,FALSE,"3199_1_17H"
2023,1,3200,19,"I",1,NA,15,0,NA,"2019",NA,FALSE,"3200_1_19I"
2023,1,3347,15,"I",0,NA,NA,NA,NA,"2019",NA,FALSE,"3347_1_15I"
2023,1,3365,0,"J",2,25,14,1,"3","2021",NA,FALSE,"3365_1_0J"
2023,1,3410,4,"J",6,34,14,3,"SOS","2018",NA,FALSE,"3410_1_4J"
2023,1,3411,9,"J",1,20,15.5,1,"3","2018",NA,FALSE,"3411_1_9J"
2023,1,3412,9,"I",4,36,17,2,"SOS","2018",NA,FALSE,"3412_1_9I"
2023,1,3415,17,"J",1,NA,15,0,NA,"2019",NA,FALSE,"3415_1_17J"
2023,1,3418,18,"B",0,NA,NA,NA,NA,"2019",NA,FALSE,"3418_1_18B"
2023,1,3424,12,"G",7,54,20.5,4,"SOS","2019",NA,FALSE,"3424_1_12G"
2023,1,3430,10,"A",NA,NA,NA,NA,NA,"2019","dupe records removed",TRUE,"3430_1_10A"
2023,1,3432,19,"A",4,28.5,15.5,2,"SOS","2019",NA,FALSE,"3432_1_19A"
2023,1,3434,19,"F",2,40,19.5,1,"8","2019",NA,FALSE,"3434_1_19F"
2023,1,3437,16,"J",0,NA,NA,NA,NA,"2019",NA,FALSE,"3437_1_16J"
2023,1,3483,18,"E",2,35,18,1,"5","2019",NA,FALSE,"3483_1_18E"
2023,1,3506,2,"E",5,38,14,4,"SOS","2016",NA,FALSE,"3506_1_2E"
2023,1,3525,0,"E",3,49,21,2,"SOS","2017",NA,FALSE,"3525_1_0E"
2023,1,3527,0,"H",0,NA,NA,NA,NA,"2016",NA,FALSE,"3527_1_0H"
2023,1,3537,8,"J",0,NA,NA,NA,NA,"2017",NA,FALSE,"3537_1_8J"
2023,1,3542,0,"I",4,29,14,4,"SOS","2016",NA,FALSE,"3542_1_0I"
2023,1,3543,2,"F",3,47,15,2,"SOS","2016",NA,FALSE,"3543_1_2F"
2023,1,3554,5,"I",NA,NA,NA,NA,NA,"2016","fixed xcoor (was 6)",TRUE,"3554_1_5I"
2023,1,3567,3,"I",5,35,19,4,"SOS","2016",NA,FALSE,"3567_1_3I"
2023,1,3572,18,"H",0,NA,NA,NA,NA,"2019",NA,FALSE,"3572_1_18H"
2023,1,3583,1,"I",3,28,17,1,"5","2017",NA,FALSE,"3583_1_1I"
2023,1,3599,0,"I",3,36,15,2,"SOS","2017",NA,FALSE,"3599_1_0I"
2023,1,3608,3,"D",6,33,17,3,"SOS","2016",NA,FALSE,"3608_1_3D"
2023,1,3610,0,"C",8,42,22,6,"SOS","2016",NA,FALSE,"3610_1_0C"
2023,1,3611,7,"I",3,37,12,2,"SOS","2016",NA,FALSE,"3611_1_7I"
2023,1,3627,7,"I",3,29,15,1,"4","2016",NA,FALSE,"3627_1_7I"
2023,1,3629,4,"I",3,26,15,1,"4","2017",NA,FALSE,"3629_1_4I"
2023,1,3645,5,"J",3,30,17,1,"5","2016",NA,FALSE,"3645_1_5J"
2023,1,3687,5,"I",2,13,14,1,"1","2016",NA,FALSE,"3687_1_5I"
