"year","plantid","plot","umbel.no","no.seeds","seed.notes","in.seed","phen.umbels","phen.julis","in.phen"
2022,"3813_15",15,1,70,";",TRUE,1,"124",TRUE
2022,"3818_15",15,1,96,";",TRUE,5,"124; 131; 131; 131; 145",TRUE
2022,"3818_15",15,4,0,";",TRUE,5,"124; 131; 131; 131; 145",TRUE
2022,"3818_15",15,5,0,";",TRUE,5,"124; 131; 131; 131; 145",TRUE
2022,"3818_15",15,3,80,";",TRUE,5,"124; 131; 131; 131; 145",TRUE
2022,"3818_15",15,2,106,";",TRUE,5,"124; 131; 131; 131; 145",TRUE
2022,"3848_15",15,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3848_15",15,1,2,";",TRUE,2,"124; 145",TRUE
2022,"3863_15",15,1,36,";",TRUE,2,"131; 138",TRUE
2022,"3863_15",15,2,14,";",TRUE,2,"131; 138",TRUE
2022,"3868_15",15,3,88,";",TRUE,5,"145; 145; 145; 145; 145",TRUE
2022,"3868_15",15,2,80,";",TRUE,5,"145; 145; 145; 145; 145",TRUE
2022,"3868_15",15,1,146,";",TRUE,5,"145; 145; 145; 145; 145",TRUE
2022,"3868_15",15,5,0,";",TRUE,5,"145; 145; 145; 145; 145",TRUE
2022,"3868_15",15,4,24,";",TRUE,5,"145; 145; 145; 145; 145",TRUE
2022,"3882_15",15,1,138,";",TRUE,2,"110; 131",TRUE
2022,"3882_15",15,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3892_15",15,3,0,";",TRUE,3,"131; 131; 138",TRUE
2022,"3892_15",15,1,48,"order unknown;",TRUE,3,"131; 131; 138",TRUE
2022,"3892_15",15,2,54,";",TRUE,3,"131; 131; 138",TRUE
2022,"3900_15",15,1,126,";",TRUE,2,"117; 138",TRUE
2022,"3900_15",15,2,42,";",TRUE,2,"117; 138",TRUE
2022,"7521_15",15,1,54,";",TRUE,1,"145",TRUE
2022,"7593_15",15,1,0,";",TRUE,1,"145",TRUE
2023,"3126_1",1,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3126_1",1,1,96,"",TRUE,2,"123; 137",TRUE
2023,"3151_1",1,2,38,"",TRUE,3,"130; 137; 144",TRUE
2023,"3151_1",1,1,82,"",TRUE,3,"130; 137; 144",TRUE
2023,"3151_1",1,3,0,"",TRUE,3,"130; 137; 144",TRUE
2023,"3365_1",1,1,0,"",TRUE,1,"130",TRUE
2023,"3410_1",1,1,68,"",TRUE,3,"137; 137; 137",TRUE
2023,"3410_1",1,2,8,"",TRUE,3,"137; 137; 137",TRUE
2023,"3410_1",1,3,12,"",TRUE,3,"137; 137; 137",TRUE
2023,"3411_1",1,1,0,"",TRUE,1,"137",TRUE
2023,"3412_1",1,1,38,"",TRUE,2,"137; 137",TRUE
2023,"3412_1",1,2,32,"",TRUE,2,"137; 137",TRUE
2023,"3506_1",1,1,30,"",TRUE,4,"137; 137; 137; 137",TRUE
2023,"3506_1",1,3,18,"",TRUE,4,"137; 137; 137; 137",TRUE
2023,"3506_1",1,2,24,"",TRUE,4,"137; 137; 137; 137",TRUE
2023,"3506_1",1,4,14,"",TRUE,4,"137; 137; 137; 137",TRUE
2023,"3525_1",1,2,6,"",TRUE,2,"123; 137",TRUE
2023,"3525_1",1,1,82,"",TRUE,2,"123; 137",TRUE
2023,"3542_1",1,2,0,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3542_1",1,4,0,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3542_1",1,3,0,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3542_1",1,1,20,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3543_1",1,2,0,"",TRUE,2,"130; 130",TRUE
2023,"3543_1",1,1,90,"",TRUE,2,"130; 130",TRUE
2023,"3567_1",1,4,0,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3567_1",1,3,0,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3567_1",1,1,70,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3567_1",1,2,52,"",TRUE,4,"130; 130; 137; 137",TRUE
2023,"3583_1",1,1,4,"",TRUE,1,"130",TRUE
2023,"3599_1",1,1,94,"",TRUE,2,"123; 130",TRUE
2023,"3599_1",1,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3608_1",1,3,0,"",TRUE,3,"130; 137; 137",TRUE
2023,"3608_1",1,1,62,"",TRUE,3,"130; 137; 137",TRUE
2023,"3608_1",1,2,54,"",TRUE,3,"130; 137; 137",TRUE
2023,"3610_1",1,6,0,"",TRUE,6,"123; 123; 137; 137; 137; 137",TRUE
2023,"3610_1",1,1,84,"",TRUE,6,"123; 123; 137; 137; 137; 137",TRUE
2023,"3610_1",1,4,40,"",TRUE,6,"123; 123; 137; 137; 137; 137",TRUE
2023,"3610_1",1,3,108,"",TRUE,6,"123; 123; 137; 137; 137; 137",TRUE
2023,"3610_1",1,5,0,"",TRUE,6,"123; 123; 137; 137; 137; 137",TRUE
2023,"3610_1",1,2,86,"",TRUE,6,"123; 123; 137; 137; 137; 137",TRUE
2023,"3611_1",1,2,0,"",TRUE,2,"116; 123",TRUE
2023,"3611_1",1,1,58,"",TRUE,2,"116; 123",TRUE
2023,"3627_1",1,1,0,"",TRUE,1,"130",TRUE
2023,"3629_1",1,1,34,"",TRUE,1,"130",TRUE
2023,"3645_1",1,1,12,"",TRUE,1,"130",TRUE
2023,"3687_1",1,1,0,"",TRUE,2,"130; 144",TRUE
2023,"3692_1",1,1,0,"",TRUE,1,"123",TRUE
2023,"3728_1",1,1,0,"",TRUE,1,"123",TRUE
2023,"3741_1",1,6,0,"",TRUE,6,"123; 123; 130; 130; 130; 144",TRUE
2023,"3741_1",1,3,56,"",TRUE,6,"123; 123; 130; 130; 130; 144",TRUE
2023,"3741_1",1,1,96,"",TRUE,6,"123; 123; 130; 130; 130; 144",TRUE
2023,"3741_1",1,2,102,"",TRUE,6,"123; 123; 130; 130; 130; 144",TRUE
2023,"3741_1",1,5,0,"",TRUE,6,"123; 123; 130; 130; 130; 144",TRUE
2023,"3741_1",1,4,54,"",TRUE,6,"123; 123; 130; 130; 130; 144",TRUE
2023,"3744_1",1,1,0,"",TRUE,1,"137",TRUE
2023,"3782_1",1,1,0,"",TRUE,1,"130",TRUE
2023,"3814_1",1,2,0,"",TRUE,2,"137; 137",TRUE
2023,"3814_1",1,1,0,"",TRUE,2,"137; 137",TRUE
2023,"3860_1",1,1,36,"",TRUE,1,"130",TRUE
2023,"3879_1",1,1,42,"",TRUE,1,"130",TRUE
2023,"3930_1",1,2,0,"",TRUE,2,"130; 130",TRUE
2023,"3930_1",1,1,140,"",TRUE,2,"130; 130",TRUE
2023,"3935_1",1,1,78,"",TRUE,2,"130; 130",TRUE
2023,"3935_1",1,2,0,"",TRUE,2,"130; 130",TRUE
2023,"7533_1",1,1,30,"",TRUE,1,"130",TRUE
2023,"7599_1",1,1,42,"",TRUE,1,"130",TRUE
2023,"3155_2",2,1,52,"",TRUE,,,FALSE
2023,"3155_2",2,2,8,"",TRUE,,,FALSE
2023,"3156_2",2,1,10,"",TRUE,,,FALSE
2023,"3156_2",2,2,0,"",TRUE,,,FALSE
2023,"3157_2",2,1,0,"",TRUE,,,FALSE
2023,"3159_2",2,1,88,"",TRUE,,,FALSE
2023,"3159_2",2,2,28,"",TRUE,,,FALSE
2023,"3159_2",2,3,42,"",TRUE,,,FALSE
2023,"3159_2",2,6,0,"",TRUE,,,FALSE
2023,"3159_2",2,4,62,"",TRUE,,,FALSE
2023,"3159_2",2,5,0,"",TRUE,,,FALSE
2023,"3163_2",2,1,0,"",TRUE,,,FALSE
2023,"3164_2",2,1,0,"",TRUE,,,FALSE
2023,"3166_2",2,1,116,"",TRUE,,,FALSE
2023,"3166_2",2,2,66,"",TRUE,,,FALSE
2023,"3166_2",2,3,0,"",TRUE,,,FALSE
2023,"3168_2",2,2,0,"",TRUE,,,FALSE
2023,"3168_2",2,1,38,"",TRUE,,,FALSE
2023,"3169_2",2,1,2,"",TRUE,,,FALSE
2023,"3172_2",2,1,0,"",TRUE,,,FALSE
2023,"3172_2",2,2,0,"",TRUE,,,FALSE
2023,"3175_2",2,1,6,"",TRUE,,,FALSE
2023,"3175_2",2,2,0,"",TRUE,,,FALSE
2023,"3185_2",2,1,0,"",TRUE,,,FALSE
2023,"3185_2",2,2,0,"",TRUE,,,FALSE
2023,"3186_2",2,1,36,"",TRUE,,,FALSE
2023,"3188_2",2,1,26,"",TRUE,,,FALSE
2023,"3352_2",2,1,0,"",TRUE,,,FALSE
2023,"3413_2",2,1,0,"",TRUE,1,"123",TRUE
2023,"3477_2",2,,,,FALSE,1,"130",TRUE
2023,"3480_2",2,1,56,"",TRUE,1,"123",TRUE
2023,"3502_2",2,1,0,"",TRUE,1,"123",TRUE
2023,"3519_2",2,,,,FALSE,1,"123",TRUE
2023,"3522_2",2,1,10,"",TRUE,1,"123",TRUE
2023,"3531_2",2,1,0,"",TRUE,1,"137",TRUE
2023,"3550_2",2,1,36,"",TRUE,2,"123; 137",TRUE
2023,"3550_2",2,2,22,"",TRUE,2,"123; 137",TRUE
2023,"3562_2",2,1,0,"",TRUE,,,FALSE
2023,"3597_2",2,2,2,"",TRUE,2,"116; 130",TRUE
2023,"3597_2",2,1,0,"",TRUE,2,"116; 130",TRUE
2023,"3703_2",2,1,6,"",TRUE,1,"137",TRUE
2023,"3751_2",2,1,0,"",TRUE,1,"123",TRUE
2023,"3858_2",2,1,0,"",TRUE,1,"123",TRUE
2023,"7560_2",2,1,28,"",TRUE,,,FALSE
2023,"3015_3",3,2,96,"",TRUE,3,"123; 137; 137",TRUE
2023,"3015_3",3,3,0,"",TRUE,3,"123; 137; 137",TRUE
2023,"3015_3",3,1,38,"",TRUE,3,"123; 137; 137",TRUE
2023,"3056_3",3,1,0,"",TRUE,1,"123",TRUE
2023,"3081_3",3,1,0,"",TRUE,1,"130",TRUE
2023,"3304_3",3,1,78,"",TRUE,1,"123",TRUE
2023,"3313_3",3,1,0,"",TRUE,1,"130",TRUE
2023,"3349_3",3,3,58,"",TRUE,3,"123; 137; 137",TRUE
2023,"3349_3",3,1,102,"",TRUE,3,"123; 137; 137",TRUE
2023,"3349_3",3,2,130,"",TRUE,3,"123; 137; 137",TRUE
2023,"3462_3",3,2,0,"",TRUE,2,"116; 130",TRUE
2023,"3462_3",3,1,0,"",TRUE,2,"116; 130",TRUE
2023,"3624_3",3,1,32,"",TRUE,1,"130",TRUE
2023,"3651_3",3,1,14,"",TRUE,1,"123",TRUE
2023,"3759_3",3,3,0,"",TRUE,3,"116; 123; 137",TRUE
2023,"3759_3",3,2,80,"",TRUE,3,"116; 123; 137",TRUE
2023,"3759_3",3,1,0,"",TRUE,3,"116; 123; 137",TRUE
2023,"3796_3",3,1,0,"",TRUE,1,"123",TRUE
2023,"3797_3",3,1,68,"",TRUE,2,"123; 144",TRUE
2023,"3797_3",3,2,0,"",TRUE,2,"123; 144",TRUE
2023,"3799_3",3,1,106,"",TRUE,1,"130",TRUE
2023,"3831_3",3,1,0,"",TRUE,2,"123; 137",TRUE
2023,"3831_3",3,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3846_3",3,1,106,"",TRUE,2,"123; 137",TRUE
2023,"3846_3",3,2,22,"",TRUE,2,"123; 137",TRUE
2023,"3906_3",3,1,0,"",TRUE,1,"123",TRUE
2023,"3919_3",3,1,32,"",TRUE,1,"123",TRUE
2023,"7539_3",3,1,0,"",TRUE,1,"130",TRUE
2023,"7548_3",3,2,92,"",TRUE,3,"116; 123; 130",TRUE
2023,"7548_3",3,3,0,"",TRUE,3,"116; 123; 130",TRUE
2023,"7548_3",3,1,120,"",TRUE,3,"116; 123; 130",TRUE
2023,"7552_3",3,2,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"7552_3",3,1,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"7552_3",3,3,0,"",TRUE,3,"123; 130; 137",TRUE
2023,"7565_3",3,1,34,"",TRUE,1,"137",TRUE
2023,"7573_3",3,2,50,"",TRUE,2,"123; 137",TRUE
2023,"7573_3",3,1,30,"",TRUE,2,"123; 137",TRUE
2023,"7670_3",3,1,104,"",TRUE,1,"123",TRUE
2023,"7684_3",3,1,0,"",TRUE,2,"123; 130",TRUE
2023,"7684_3",3,2,0,"",TRUE,2,"123; 130",TRUE
2023,"1411_4",4,3,0,"",TRUE,3,"109; 123; 123",TRUE
2023,"1411_4",4,2,250,"",TRUE,3,"109; 123; 123",TRUE
2023,"1411_4",4,1,212,"",TRUE,3,"109; 123; 123",TRUE
2023,"2230_4",4,2,12,"",TRUE,3,"109; 123; 123",TRUE
2023,"2230_4",4,1,10,"",TRUE,3,"109; 123; 123",TRUE
2023,"2230_4",4,3,0,"",TRUE,3,"109; 123; 123",TRUE
2023,"3122_4",4,1,30,"",TRUE,4,"123; 123; 137; 137",TRUE
2023,"3122_4",4,4,0,"",TRUE,4,"123; 123; 137; 137",TRUE
2023,"3122_4",4,2,90,"",TRUE,4,"123; 123; 137; 137",TRUE
2023,"3122_4",4,3,42,"",TRUE,4,"123; 123; 137; 137",TRUE
2023,"3182_4",4,,,,FALSE,1,"123",TRUE
2023,"3364_4",4,1,68,"",TRUE,5,"116; 123; 123; 130; 137",TRUE
2023,"3364_4",4,2,84,"",TRUE,5,"116; 123; 123; 130; 137",TRUE
2023,"3364_4",4,3,42,"",TRUE,5,"116; 123; 123; 130; 137",TRUE
2023,"3364_4",4,4,4,"",TRUE,5,"116; 123; 123; 130; 137",TRUE
2023,"3364_4",4,5,0,"",TRUE,5,"116; 123; 123; 130; 137",TRUE
2023,"3596_4",4,2,2,"",TRUE,2,"109; 130",TRUE
2023,"3596_4",4,1,126,"",TRUE,2,"109; 130",TRUE
2023,"3656_4",4,1,52,"",TRUE,1,"137",TRUE
2023,"3730_4",4,1,14,"",TRUE,1,"123",TRUE
2023,"3786_4",4,1,16,"",TRUE,1,"130",TRUE
2023,"3787_4",4,1,14,"",TRUE,1,"130",TRUE
2023,"7550_4",4,1,90,"",TRUE,2,"116; 130",TRUE
2023,"7550_4",4,2,0,"",TRUE,2,"116; 130",TRUE
2023,"7591_4",4,2,0,"",TRUE,2,"123; 137",TRUE
2023,"7591_4",4,1,50,"",TRUE,2,"123; 137",TRUE
2023,"7696_4",4,4,0,"",TRUE,4,"109; 116; 123; 123",TRUE
2023,"7696_4",4,1,84,"",TRUE,4,"109; 116; 123; 123",TRUE
2023,"7696_4",4,3,0,"",TRUE,4,"109; 116; 123; 123",TRUE
2023,"7696_4",4,2,28,"",TRUE,4,"109; 116; 123; 123",TRUE
2023,"3108_5",5,2,14,"",TRUE,2,"123; 137",TRUE
2023,"3108_5",5,1,36,"",TRUE,2,"123; 137",TRUE
2023,"3120_5",5,1,0,"",TRUE,2,"123; 123",TRUE
2023,"3120_5",5,2,0,"",TRUE,2,"123; 123",TRUE
2023,"3125_5",5,2,0,"",TRUE,2,"116; 130",TRUE
2023,"3125_5",5,1,42,"",TRUE,2,"116; 130",TRUE
2023,"3148_5",5,1,0,"",TRUE,2,"123; 137",TRUE
2023,"3148_5",5,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3152_5",5,2,0,"",TRUE,2,"109; 123",TRUE
2023,"3152_5",5,1,14,"",TRUE,2,"109; 123",TRUE
2023,"3161_5",5,2,0,"",TRUE,2,"123; 123",TRUE
2023,"3161_5",5,1,22,"",TRUE,2,"123; 123",TRUE
2023,"3191_5",5,1,26,"",TRUE,1,"123",TRUE
2023,"3193_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"3195_5",5,3,0,"",TRUE,3,"123; 130; 144",TRUE
2023,"3195_5",5,1,0,"",TRUE,3,"123; 130; 144",TRUE
2023,"3195_5",5,2,0,"",TRUE,3,"123; 130; 144",TRUE
2023,"3196_5",5,3,0,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3196_5",5,4,0,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3196_5",5,1,38,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3196_5",5,2,22,"",TRUE,4,"116; 116; 130; 130",TRUE
2023,"3197_5",5,3,22,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3197_5",5,4,0,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3197_5",5,2,0,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3197_5",5,1,80,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3199_5",5,2,0,"",TRUE,4,"109; 123; 137; 137",TRUE
2023,"3199_5",5,1,92,"",TRUE,4,"109; 123; 137; 137",TRUE
2023,"3199_5",5,4,0,"",TRUE,4,"109; 123; 137; 137",TRUE
2023,"3199_5",5,3,22,"",TRUE,4,"109; 123; 137; 137",TRUE
2023,"3200_5",5,1,0,"",TRUE,2,"116; 123",TRUE
2023,"3200_5",5,2,60,"",TRUE,2,"116; 123",TRUE
2023,"3338_5",5,2,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3338_5",5,1,22,"",TRUE,3,"123; 130; 130",TRUE
2023,"3465_5",5,1,2,"",TRUE,2,"116; 130",TRUE
2023,"3465_5",5,2,0,"",TRUE,2,"116; 130",TRUE
2023,"3466_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"3468_5",5,2,0,"",TRUE,2,"116; 137",TRUE
2023,"3468_5",5,1,8,"",TRUE,2,"116; 137",TRUE
2023,"3484_5",5,1,0,"",TRUE,1,"116",TRUE
2023,"3499_5",5,1,2,"",TRUE,2,"116; 137",TRUE
2023,"3499_5",5,2,0,"",TRUE,2,"116; 137",TRUE
2023,"3546_5",5,1,34,"",TRUE,1,"123",TRUE
2023,"3560_5",5,2,0,"",TRUE,5,"109; 116; 123; 130; 137",TRUE
2023,"3560_5",5,5,0,"",TRUE,5,"109; 116; 123; 130; 137",TRUE
2023,"3560_5",5,3,0,"",TRUE,5,"109; 116; 123; 130; 137",TRUE
2023,"3560_5",5,1,6,"",TRUE,5,"109; 116; 123; 130; 137",TRUE
2023,"3560_5",5,4,0,"",TRUE,5,"109; 116; 123; 130; 137",TRUE
2023,"3644_5",5,4,0,"",TRUE,4,"116; 116; 123; 130",TRUE
2023,"3644_5",5,3,0,"",TRUE,4,"116; 116; 123; 130",TRUE
2023,"3644_5",5,1,94,"",TRUE,4,"116; 116; 123; 130",TRUE
2023,"3644_5",5,2,46,"",TRUE,4,"116; 116; 123; 130",TRUE
2023,"3708_5",5,1,0,"",TRUE,1,"116",TRUE
2023,"3714_5",5,1,40,"",TRUE,2,"116; 130",TRUE
2023,"3714_5",5,2,0,"",TRUE,2,"116; 130",TRUE
2023,"3788_5",5,2,0,"",TRUE,2,"116; 123",TRUE
2023,"3788_5",5,1,0,"",TRUE,2,"116; 123",TRUE
2023,"3810_5",5,3,0,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3810_5",5,4,0,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3810_5",5,2,2,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3810_5",5,1,14,"",TRUE,4,"123; 123; 130; 137",TRUE
2023,"3820_5",5,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3820_5",5,1,10,"",TRUE,2,"123; 137",TRUE
2023,"3877_5",5,1,0,"",TRUE,1,"116",TRUE
2023,"3941_5",5,1,54,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,4,0,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,3,28,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,7,0,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,8,0,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,2,22,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,5,0,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3941_5",5,6,0,"",TRUE,8,"116; 116; 116; 123; 123; 123; 123; 130",TRUE
2023,"3987_5",5,2,0,"",TRUE,,,FALSE
2023,"3987_5",5,1,17,"",TRUE,,,FALSE
2023,"5017_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"5021_5",5,1,0,"",TRUE,2,"116; 123",TRUE
2023,"5021_5",5,2,0,"",TRUE,2,"116; 123",TRUE
2023,"5022_5",5,1,0,"",TRUE,1,"116",TRUE
2023,"5026_5",5,1,0,"",TRUE,2,"123; 130",TRUE
2023,"5026_5",5,2,0,"",TRUE,2,"123; 130",TRUE
2023,"5027_5",5,1,0,"",TRUE,1,"137",TRUE
2023,"7512_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"7519_5",5,1,0,"[tag corrected during cleaning]",TRUE,1,"130",TRUE
2023,"7522_5",5,2,38,"",TRUE,2,"123; 137",TRUE
2023,"7522_5",5,1,18,"",TRUE,2,"123; 137",TRUE
2023,"7524_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"7542_5",5,1,0,"",TRUE,1,"130",TRUE
2023,"7543_5",5,,,,FALSE,1,"130",TRUE
2023,"7553_5",5,1,26,"",TRUE,1,"123",TRUE
2023,"7564_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"7570_5",5,1,0,"",TRUE,1,"109",TRUE
2023,"7596_5",5,1,0,"",TRUE,1,"123",TRUE
2023,"7597_5",5,1,0,"",TRUE,1,"116",TRUE
2023,"3005_6",6,1,0,"",TRUE,1,"123",TRUE
2023,"3008_6",6,1,32,"",TRUE,2,"123; 137",TRUE
2023,"3008_6",6,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3070_6",6,4,0,"",TRUE,4,"123; 123; 130; 130",TRUE
2023,"3070_6",6,3,0,"",TRUE,4,"123; 123; 130; 130",TRUE
2023,"3070_6",6,2,0,"",TRUE,4,"123; 123; 130; 130",TRUE
2023,"3070_6",6,1,26,"",TRUE,4,"123; 123; 130; 130",TRUE
2023,"3136_6",6,2,62,"",TRUE,3,"123; 130; 130",TRUE
2023,"3136_6",6,3,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3136_6",6,1,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"3140_6",6,3,0,"",TRUE,4,"130; 130; 130; 137",TRUE
2023,"3140_6",6,4,0,"",TRUE,4,"130; 130; 130; 137",TRUE
2023,"3140_6",6,1,32,"",TRUE,4,"130; 130; 130; 137",TRUE
2023,"3140_6",6,2,28,"",TRUE,4,"130; 130; 130; 137",TRUE
2023,"3141_6",6,3,0,"",TRUE,3,"123; 144; 144",TRUE
2023,"3141_6",6,1,0,"",TRUE,3,"123; 144; 144",TRUE
2023,"3141_6",6,2,0,"",TRUE,3,"123; 144; 144",TRUE
2023,"3142_6",6,1,0,"",TRUE,2,"123; 130",TRUE
2023,"3142_6",6,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3173_6",6,1,0,"",TRUE,1,"123",TRUE
2023,"3179_6",6,2,0,"",TRUE,3,"123; 144; 144",TRUE
2023,"3179_6",6,3,0,"",TRUE,3,"123; 144; 144",TRUE
2023,"3179_6",6,1,74,"",TRUE,3,"123; 144; 144",TRUE
2023,"3319_6",6,1,0,"",TRUE,1,"144",TRUE
2023,"3345_6",6,3,0,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3345_6",6,2,60,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3345_6",6,4,0,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3345_6",6,1,36,"",TRUE,4,"123; 130; 130; 130",TRUE
2023,"3358_6",6,4,0,"",TRUE,4,"123; 130; 137; 144",TRUE
2023,"3358_6",6,3,4,"",TRUE,4,"123; 130; 137; 144",TRUE
2023,"3358_6",6,2,12,"",TRUE,4,"123; 130; 137; 144",TRUE
2023,"3358_6",6,1,28,"",TRUE,4,"123; 130; 137; 144",TRUE
2023,"3360_6",6,1,0,"",TRUE,1,"123",TRUE
2023,"3372_6",6,1,0,"",TRUE,2,"130; 137",TRUE
2023,"3372_6",6,2,0,"",TRUE,2,"130; 137",TRUE
2023,"3374_6",6,1,6,"",TRUE,2,"116; 123",TRUE
2023,"3400_6",6,2,8,"",TRUE,2,"123; 137",TRUE
2023,"3400_6",6,1,0,"",TRUE,2,"123; 137",TRUE
2023,"3454_6",6,2,0,"[was cf on 4 jun]",TRUE,,,FALSE
2023,"3454_6",6,1,0,"[was cf on 4 jun]",TRUE,,,FALSE
2023,"3466_6",6,3,0,"",TRUE,3,"123; 137; 144",TRUE
2023,"3466_6",6,1,72,"",TRUE,3,"123; 137; 144",TRUE
2023,"3466_6",6,2,0,"",TRUE,3,"123; 137; 144",TRUE
2023,"3489_6",6,2,0,"",TRUE,2,"123; 144",TRUE
2023,"3489_6",6,1,16,"",TRUE,2,"123; 144",TRUE
2023,"3518_6",6,2,42,"found in 10I; [not captured by datasheet-making script because cf]",TRUE,3,"123; 130; 130",TRUE
2023,"3518_6",6,1,60,"found in 10I; [not captured by datasheet-making script because cf]",TRUE,3,"123; 130; 130",TRUE
2023,"3518_6",6,3,0,"found in 10I; [not captured by datasheet-making script because cf]",TRUE,3,"123; 130; 130",TRUE
2023,"3570_6",6,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3570_6",6,1,8,"",TRUE,2,"123; 137",TRUE
2023,"3630_6",6,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3630_6",6,1,0,"",TRUE,2,"123; 130",TRUE
2023,"3643_6",6,1,0,"",TRUE,1,"123",TRUE
2023,"3648_6",6,1,0,"",TRUE,2,"130; 130",TRUE
2023,"3648_6",6,2,0,"",TRUE,2,"130; 130",TRUE
2023,"3669_6",6,2,0,"",TRUE,2,"123; 137",TRUE
2023,"3669_6",6,1,56,"",TRUE,2,"123; 137",TRUE
2023,"3725_6",6,1,0,"",TRUE,2,"130; 130",TRUE
2023,"3725_6",6,2,0,"",TRUE,2,"130; 130",TRUE
2023,"3729_6",6,1,104,"",TRUE,2,"123; 130",TRUE
2023,"3729_6",6,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3743_6",6,1,0,"",TRUE,1,"137",TRUE
2023,"3753_6",6,1,0,"",TRUE,2,"123; 130",TRUE
2023,"3753_6",6,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3767_6",6,1,0,"",TRUE,1,"130",TRUE
2023,"3777_6",6,1,14,"",TRUE,1,"123",TRUE
2023,"3785_6",6,1,0,"",TRUE,2,"130; 158",TRUE
2023,"3887_6",6,2,64,"",TRUE,3,"123; 123; 123",TRUE
2023,"3887_6",6,3,0,"",TRUE,3,"123; 123; 123",TRUE
2023,"3887_6",6,1,74,"",TRUE,3,"123; 123; 123",TRUE
2023,"3955_6",6,1,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"5570_6",6,1,0,"",TRUE,3,"123; 130; 130",TRUE
2023,"7587_6",6,2,0,"",TRUE,2,"123; 144",TRUE
2023,"7587_6",6,1,0,"",TRUE,2,"123; 144",TRUE
2023,"3044_7",7,2,0,"",TRUE,2,"123; 130",TRUE
2023,"3044_7",7,1,112,"",TRUE,2,"123; 130",TRUE
2023,"3069_7",7,1,0,"[was gone on 4 jun]",TRUE,1,"130",TRUE
2023,"3089_7",7,2,0,"",TRUE,2,"130; 130",TRUE
2023,"3089_7",7,1,0,"",TRUE,2,"130; 130",TRUE
2023,"3100_7",7,1,2,"",TRUE,1,"123",TRUE
2023,"3368_7",7,1,0,"",TRUE,1,"123",TRUE
2023,"3375_7",7,2,0,"[was gone on 4 jun]",TRUE,2,"130; 130",TRUE
2023,"3375_7",7,1,0,"[was gone on 4 jun]",TRUE,2,"130; 130",TRUE
