"Year","plantid","Plot","in.demo","in.phen","in.seed","No.leaves","Leaf.length","No.umbels","umbel.no","no.seeds","phen.umbels","phen.julis","demo.note","proc.note","demo.edited","seed.note"
2019,"3166_2",2,TRUE,FALSE,FALSE,3,8.5,2,,,,,"",,FALSE,
2019,"3167_2",2,TRUE,FALSE,FALSE,1,15.5,0,,,,,"",,FALSE,
2019,"3168_2",2,TRUE,FALSE,FALSE,1,3.5,1,,,,,"",,FALSE,
2019,"3169_2",2,TRUE,FALSE,FALSE,2,12.5,0,,,,,"",,FALSE,
2019,"3171_2",2,TRUE,FALSE,FALSE,2,14,1,,,,,"one leaf partially eaten",,FALSE,
2019,"3172_2",2,TRUE,FALSE,FALSE,2,10.5,1,,,,,"",,FALSE,
2019,"3173_2",2,TRUE,FALSE,FALSE,1,12,1,,,,,"",,FALSE,
2019,"3175_2",2,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3184_2",2,TRUE,FALSE,FALSE,1,8.5,1,,,,,"",,FALSE,
2019,"3185_2.19B",2,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3185_2.7I",2,TRUE,FALSE,FALSE,0,,,,,,,"found tag but no plant",,FALSE,
2019,"3186_2",2,TRUE,FALSE,FALSE,2,9,1,,,,,"",,FALSE,
2019,"3187_2",2,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3188_2",2,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3189_2",2,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3190_2",2,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3323_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3413_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3475_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3476_2",2,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3477_2",2,TRUE,FALSE,FALSE,3,13,1,,,,,"",,FALSE,
2019,"3480_2",2,TRUE,FALSE,FALSE,1,8,0,,,,,"",,FALSE,
2019,"3501_2",2,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3502_2",2,TRUE,FALSE,FALSE,4,12,1,,,,,"",,FALSE,
2019,"3519_2",2,TRUE,FALSE,FALSE,2,11,1,,,,,"",,FALSE,
2019,"3523_2",2,TRUE,FALSE,FALSE,2,8,1,,,,,"",,FALSE,
2019,"3531_2",2,TRUE,FALSE,FALSE,2,13,0,,,,,"",,FALSE,
2019,"3533_2",2,TRUE,FALSE,FALSE,1,7,0,,,,,"",,FALSE,
2019,"3539_2",2,TRUE,FALSE,FALSE,1,14,0,,,,,"",,FALSE,
2019,"3540_2",2,TRUE,FALSE,FALSE,1,8.5,0,,,,,"",,FALSE,
2019,"3544_2",2,TRUE,FALSE,FALSE,1,,,,,,,"no plant",,FALSE,
2019,"3549_2",2,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3550_2",2,TRUE,FALSE,FALSE,2,12.5,0,,,,,"",,FALSE,
2019,"3574_2",2,TRUE,FALSE,FALSE,1,5,0,,,,,"",,FALSE,
2019,"3576_2",2,TRUE,FALSE,FALSE,2,5.5,1,,,,,"",,FALSE,
2019,"3584_2",2,TRUE,FALSE,FALSE,3,10,1,,,,,"",,FALSE,
2019,"3585_2",2,TRUE,FALSE,FALSE,2,9,2,,,,,"","fixed xcoor (was 2)",TRUE,
2019,"3597_2",2,TRUE,FALSE,FALSE,1,15,0,,,,,"",,FALSE,
2019,"3598_2",2,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3619_2",2,TRUE,FALSE,FALSE,1,8,0,,,,,"",,FALSE,
2019,"3623_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3652_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3654_2",2,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3667_2",2,TRUE,FALSE,FALSE,1,12,0,,,,,"pulled out after measuring",,FALSE,
2019,"3668_2",2,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3698_2",2,TRUE,FALSE,FALSE,2,9.5,1,,,,,"",,FALSE,
2019,"3703_2",2,TRUE,FALSE,FALSE,1,14.5,0,,,,,"",,FALSE,
2019,"3841_2",2,TRUE,FALSE,FALSE,3,11,1,,,,,"",,FALSE,
2019,"3844_2",2,TRUE,FALSE,FALSE,1,10.5,0,,,,,"","fixed xcoor (was 7)",TRUE,
2019,"3847_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3858_2",2,TRUE,FALSE,FALSE,1,13,0,,,,,"",,FALSE,
2019,"3861_2",2,TRUE,FALSE,FALSE,1,6,0,,,,,"",,FALSE,
2019,"3864_2",2,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3865_2",2,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3891_2",2,TRUE,FALSE,FALSE,1,12,1,,,,,"",,FALSE,
2019,"3908_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3934_2",2,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3015_3",3,TRUE,FALSE,FALSE,1,11,0,,,,,"one leaf partially eaten",,FALSE,
2019,"3019_3",3,TRUE,FALSE,FALSE,2,15,1,,,,,"",,FALSE,
2019,"3036_3",3,TRUE,FALSE,FALSE,1,8,,,,,,"no plant",,FALSE,
2019,"3056_3",3,TRUE,FALSE,FALSE,4,11.5,0,,,,,"",,FALSE,
2019,"3071_3",3,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3304_3",3,TRUE,FALSE,FALSE,0,,,,,,,"",,FALSE,
2019,"3313_3",3,TRUE,FALSE,FALSE,4,17,0,,,,,"",,FALSE,
2019,"3349_3",3,TRUE,FALSE,FALSE,7,17,2,,,,,"",,FALSE,
2019,"3461_3",3,TRUE,FALSE,FALSE,1,11.5,0,,,,,"",,FALSE,
2019,"3462_3",3,TRUE,FALSE,FALSE,2,16,0,,,,,"",,FALSE,
2019,"3463_3",3,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3507_3",3,TRUE,FALSE,FALSE,2,17.5,1,,,,,"",,FALSE,
2019,"3568_3",3,TRUE,FALSE,FALSE,0,,,,,,,"",,FALSE,
2019,"3624_3",3,TRUE,FALSE,FALSE,3,14,1,,,,,"",,FALSE,
2019,"3633_3",3,TRUE,FALSE,FALSE,2,16,0,,,,,"",,FALSE,
2019,"3651_3",3,TRUE,FALSE,FALSE,3,18,1,,,,,"",,FALSE,
2019,"3793_3",3,TRUE,FALSE,FALSE,1,16,0,,,,,"",,FALSE,
2019,"3796_3",3,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3797_3",3,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3798_3",3,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3799_3",3,TRUE,FALSE,FALSE,3,14,0,,,,,"",,FALSE,
2019,"3831_3",3,TRUE,FALSE,FALSE,2,20,1,,,,,"",,FALSE,
2019,"3906_3",3,TRUE,FALSE,FALSE,2,11,1,,,,,"",,FALSE,
2019,"3919_3",3,TRUE,FALSE,FALSE,3,16,0,,,,,"",,FALSE,
2019,"3007_4",4,TRUE,FALSE,FALSE,,,,,,,,"NPNT",,FALSE,
2019,"3011_4",4,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3064_4",4,TRUE,FALSE,FALSE,2,14,0,,,,,"",,FALSE,
2019,"3075_4",4,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3090_4",4,TRUE,FALSE,FALSE,7,19,1,,,,,"Diversity plot, found tag but plant not very close to tag?","fixed ycoor (was P)",TRUE,
2019,"3103_4",4,TRUE,FALSE,FALSE,0,,,,,,,"Diversity plot, no plant",,FALSE,
2019,"3122_4",4,TRUE,FALSE,FALSE,2,12.5,1,,,,,"",,FALSE,
2019,"3151_4",4,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3152_4",4,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3154_4",4,TRUE,FALSE,FALSE,1,6,0,,,,,"",,FALSE,
2019,"3165_4",4,TRUE,FALSE,FALSE,1,7,0,,,,,"",,FALSE,
2019,"3182_4",4,TRUE,FALSE,FALSE,3,17.5,1,,,,,"",,FALSE,
2019,"3342_4",4,TRUE,FALSE,FALSE,4,11,3,,,,,"Diversity plot",,FALSE,
2019,"3364_4",4,TRUE,FALSE,FALSE,1,8.5,0,,,,,"",,FALSE,
2019,"3458_4",4,TRUE,FALSE,FALSE,1,12.5,0,,,,,"",,FALSE,
2019,"3459_4",4,TRUE,FALSE,FALSE,,,,,,,,"NPNT",,FALSE,
2019,"3460_4",4,TRUE,FALSE,FALSE,1,8.5,0,,,,,"",,FALSE,
2019,"3555_4",4,TRUE,FALSE,FALSE,3,14,1,,,,,"Diversity plot","fixed ycoor (was T)",TRUE,
2019,"3563_4",4,TRUE,FALSE,FALSE,3,21,1,,,,,"Diversity plot","fixed ycoor (was R?)",TRUE,
2019,"3571_4",4,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3634_4",4,TRUE,FALSE,FALSE,3,18.5,1,,,,,"Diversity plot","fixed ycoor (was O)",TRUE,
2019,"3656_4",4,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3660_4",4,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3680_4",4,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3691_4",4,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3805_4",4,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3812_4",4,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3983_4",4,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3001_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3003_5",5,TRUE,FALSE,FALSE,1,8,0,,,,,"",,FALSE,
2019,"3010_5",5,TRUE,FALSE,FALSE,1,17.5,0,,,,,"",,FALSE,
2019,"3022_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3024_5",5,TRUE,FALSE,FALSE,2,11.5,0,,,,,"",,FALSE,
2019,"3034_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3040_5",5,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3060_5",5,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3067_5",5,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3073_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3074_5",5,TRUE,FALSE,FALSE,1,13,0,,,,,"",,FALSE,
2019,"3093_5",5,TRUE,FALSE,FALSE,3,14.5,1,,,,,"",,FALSE,
2019,"3095_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3105_5",5,TRUE,FALSE,FALSE,1,8.5,0,,,,,"",,FALSE,
2019,"3106_5",5,TRUE,FALSE,FALSE,1,7,0,,,,,"",,FALSE,
2019,"3108_5",5,TRUE,FALSE,FALSE,1,10.5,0,,,,,"",,FALSE,
2019,"3109_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3120_5",5,TRUE,FALSE,FALSE,2,11.5,0,,,,,"",,FALSE,
2019,"3124_5",5,TRUE,FALSE,FALSE,1,7.5,1,,,,,"",,FALSE,
2019,"3125_5.14C",5,TRUE,FALSE,FALSE,1,14,0,,,,,"",,FALSE,
2019,"3125_5.3I",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3127_5",5,TRUE,FALSE,FALSE,1,13.5,0,,,,,"",,FALSE,
2019,"3135_5",5,TRUE,FALSE,FALSE,3,9,2,,,,,"",,FALSE,
2019,"3144_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3148_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3152_5",5,TRUE,FALSE,FALSE,1,14,0,,,,,"",,FALSE,
2019,"3153_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3161_5",5,TRUE,FALSE,FALSE,1,9,1,,,,,"",,FALSE,
2019,"3170_5",5,TRUE,FALSE,FALSE,1,10.5,0,,,,,"",,FALSE,
2019,"3174_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3178_5",5,TRUE,FALSE,FALSE,2,17,2,,,,,"",,FALSE,
2019,"3180_5",5,TRUE,FALSE,FALSE,2,9,0,,,,,"","coordinates swapped in 2019 records based on prior records",TRUE,
2019,"3184_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3186_5",5,TRUE,FALSE,FALSE,1,13,0,,,,,"",,FALSE,
2019,"3191_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3192_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3193_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3194_5",5,TRUE,FALSE,FALSE,1,13,0,,,,,"",,FALSE,
2019,"3195_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3196_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3197_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3198_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3199_5",5,TRUE,FALSE,FALSE,2,12,0,,,,,"",,FALSE,
2019,"3200_5",5,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3328_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3329_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3330_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3331_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3334_5",5,TRUE,FALSE,FALSE,3,14,0,,,,,"",,FALSE,
2019,"3338_5",5,TRUE,FALSE,FALSE,1,14.5,0,,,,,"",,FALSE,
2019,"3342_5",5,TRUE,FALSE,FALSE,,,,,,,,"NPNT",,FALSE,
2019,"3343_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3361_5",5,TRUE,FALSE,FALSE,2,11.5,0,,,,,"",,FALSE,
2019,"3362_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3363_5",5,TRUE,FALSE,FALSE,0,,0,,,,,"no plant",,FALSE,
2019,"3464_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3465_5",5,TRUE,FALSE,FALSE,1,14,0,,,,,"",,FALSE,
2019,"3466_5",5,TRUE,FALSE,FALSE,1,6,0,,,,,"",,FALSE,
2019,"3467_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3468_5",5,TRUE,FALSE,FALSE,1,14,1,,,,,"gone to seed",,FALSE,
2019,"3469_5",5,TRUE,FALSE,FALSE,1,12.5,0,,,,,"",,FALSE,
2019,"3470_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3471_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3472_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3473_5",5,TRUE,FALSE,FALSE,1,15,0,,,,,"",,FALSE,
2019,"3474_5",5,TRUE,FALSE,FALSE,1,9.5,0,,,,,"",,FALSE,
2019,"3476_5",5,TRUE,FALSE,FALSE,2,12.5,0,,,,,"",,FALSE,
2019,"3479_5",5,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3484_5",5,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3488_5",5,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3490_5",5,TRUE,FALSE,FALSE,1,9,0,,,,,"",,FALSE,
2019,"3496_5",5,TRUE,FALSE,FALSE,1,17,0,,,,,"",,FALSE,
2019,"3499_5",5,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3508_5",5,TRUE,FALSE,FALSE,1,5.5,0,,,,,"",,FALSE,
2019,"3516_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3538_5",5,TRUE,FALSE,FALSE,1,8,0,,,,,"",,FALSE,
2019,"3546_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3560_5",5,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3566_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3577_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3592_5",5,TRUE,FALSE,FALSE,1,17,1,,,,,"",,FALSE,
2019,"3615_5",5,TRUE,FALSE,FALSE,2,13,1,,,,,"",,FALSE,
2019,"3622_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3640_5",5,TRUE,FALSE,FALSE,2,13,0,,,,,"",,FALSE,
2019,"3644_5",5,TRUE,FALSE,FALSE,1,14.5,0,,,,,"",,FALSE,
2019,"3649_5",5,TRUE,FALSE,FALSE,1,10.5,0,,,,,"",,FALSE,
2019,"3663_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3677_5",5,TRUE,FALSE,FALSE,,,,,,,,"NPNT",,FALSE,
2019,"3679_5",5,TRUE,FALSE,FALSE,1,12.5,0,,,,,"",,FALSE,
2019,"3684_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3685_5",5,TRUE,FALSE,FALSE,1,8,0,,,,,"",,FALSE,
2019,"3697_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3706_5",5,TRUE,FALSE,FALSE,2,17.5,0,,,,,"",,FALSE,
2019,"3708_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3710_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3713_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3714_5",5,TRUE,FALSE,FALSE,,,,,,,,"NPNT",,FALSE,
2019,"3803_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3807_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3810_5",5,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2019,"3811_5",5,TRUE,FALSE,FALSE,1,10.5,0,,,,,"dead and dried out",,FALSE,
2019,"3817_5",5,TRUE,FALSE,FALSE,1,12.5,0,,,,,"",,FALSE,
2019,"3820_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3827_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3833_5",5,TRUE,FALSE,FALSE,1,10.5,0,,,,,"",,FALSE,
2019,"3836_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3869_5",5,TRUE,FALSE,FALSE,,,,,,,,"NPNT",,FALSE,
2019,"3877_5",5,TRUE,FALSE,FALSE,1,11.5,0,,,,,"",,FALSE,
2019,"3888_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3896_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3907_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3941_5",5,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2019,"3984_5",5,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3987_5",5,TRUE,FALSE,FALSE,1,6,0,,,,,"",,FALSE,
2019,"3988_5",5,TRUE,FALSE,FALSE,1,13,0,,,,,"",,FALSE,
2019,"3998_5",5,TRUE,FALSE,FALSE,1,14.5,0,,,,,"",,FALSE,
2019,"3005_6",6,TRUE,FALSE,FALSE,1,9,1,,,,,"",,FALSE,
2019,"3008_6",6,TRUE,FALSE,FALSE,1,21.5,0,,,,,"",,FALSE,
2019,"3070_6",6,TRUE,FALSE,FALSE,4,16,2,,,,,"",,FALSE,
2019,"3136_6",6,TRUE,FALSE,FALSE,2,11.5,2,,,,,"",,FALSE,
2019,"3140_6",6,TRUE,FALSE,FALSE,2,14,2,,,,,"",,FALSE,
2019,"3141_6",6,TRUE,FALSE,FALSE,2,7.5,1,,,,,"",,FALSE,
2019,"3142_6",6,TRUE,FALSE,FALSE,2,13,1,,,,,"",,FALSE,
2019,"3173_6",6,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3319_6",6,TRUE,FALSE,FALSE,4,15.5,1,,,,,"",,FALSE,
2019,"3345_6",6,TRUE,FALSE,FALSE,4,13.5,3,,,,,"","fixed ycoor (was C)",TRUE,
2019,"3358_6",6,TRUE,FALSE,FALSE,5,12,3,,,,,"",,FALSE,
2019,"3360_6",6,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3372_6",6,TRUE,FALSE,FALSE,2,5,1,,,,,"",,FALSE,
2019,"3373_6",6,TRUE,FALSE,FALSE,1,17.5,0,,,,,"",,FALSE,
2019,"3374_6",6,TRUE,FALSE,FALSE,1,15,0,,,,,"",,FALSE,
2019,"3400_6",6,TRUE,FALSE,FALSE,3,14,2,,,,,"",,FALSE,
2019,"3454_6",6,TRUE,FALSE,FALSE,2,10.5,1,,,,,"",,FALSE,
2019,"3455_6",6,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3456_6",6,TRUE,FALSE,FALSE,4,16,1,,,,,"",,FALSE,
2019,"3465_6",6,TRUE,FALSE,FALSE,1,12.5,1,,,,,"",,FALSE,
2019,"3466_6",6,TRUE,FALSE,FALSE,2,21,0,,,,,"",,FALSE,
2019,"3489_6",6,TRUE,FALSE,FALSE,3,11,0,,,,,"",,FALSE,
2019,"3518_6",6,TRUE,FALSE,FALSE,4,14.5,3,,,,,"",,FALSE,
2019,"3541_6",6,TRUE,FALSE,FALSE,2,13.5,0,,,,,"",,FALSE,
2019,"3570_6",6,TRUE,FALSE,FALSE,1,6.5,1,,,,,"",,FALSE,
2019,"3601_6",6,TRUE,FALSE,FALSE,2,14,1,,,,,"",,FALSE,
2019,"3630_6",6,TRUE,FALSE,FALSE,2,12.5,2,,,,,"",,FALSE,
2019,"3643_6",6,TRUE,FALSE,FALSE,3,17,1,,,,,"",,FALSE,
2019,"3648_6",6,TRUE,FALSE,FALSE,1,14,1,,,,,"",,FALSE,
2019,"3669_6",6,TRUE,FALSE,FALSE,3,12,2,,,,,"",,FALSE,
2019,"3748_6",6,TRUE,FALSE,FALSE,2,21,1,,,,,"","updating tag (old tag 3179 new tag 3748",TRUE,
2019,"3789_6",6,TRUE,FALSE,FALSE,1,19,0,,,,,"","tag switched (old tag 3164);NA",TRUE,
2019,"3825_6",6,TRUE,FALSE,FALSE,2,15,1,,,,,"",,FALSE,
2019,"3887_6",6,TRUE,FALSE,FALSE,3,10,2,,,,,"",,FALSE,
2019,"3916_6",6,TRUE,FALSE,FALSE,3,21,1,,,,,"already seeded",,FALSE,
2019,"3044_7",7,TRUE,FALSE,FALSE,2,18,1,,,,,"","one ycoor fixed (was NA)",TRUE,
2019,"3069_7",7,TRUE,FALSE,FALSE,2,17,1,,,,,"",,FALSE,
2019,"3089_7",7,TRUE,FALSE,FALSE,4,12,3,,,,,"",,FALSE,
2019,"3100_7",7,TRUE,FALSE,FALSE,3,13.5,3,,,,,"",,FALSE,
2019,"3131_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3150_7",7,TRUE,FALSE,FALSE,2,17,0,,,,,"",,FALSE,
2019,"3176_7",7,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
2019,"3177_7",7,TRUE,FALSE,FALSE,3,11,0,,,,,"",,FALSE,
2019,"3298_7",7,TRUE,FALSE,FALSE,5,10.5,3,,,,,"tag says '3298'",,TRUE,
2019,"3308_7",7,TRUE,FALSE,FALSE,3,12,2,,,,,"",,FALSE,
2019,"3327_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3357_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3368_7",7,TRUE,FALSE,FALSE,2,14,2,,,,,"",,FALSE,
2019,"3370_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3375_7",7,TRUE,FALSE,FALSE,2,20.5,0,,,,,"",,FALSE,
2019,"3398_7",7,TRUE,FALSE,FALSE,2,15,2,,,,,"tag says '3398'","tag changed based on 2019 note (was 3396)",TRUE,
2019,"3443_7",7,TRUE,FALSE,FALSE,2,20,2,,,,,"",,FALSE,
2019,"3446_7",7,TRUE,FALSE,FALSE,2,13,0,,,,,"",,FALSE,
2019,"3447_7",7,TRUE,FALSE,FALSE,3,15,0,,,,,"",,FALSE,
2019,"3450_7",7,TRUE,FALSE,FALSE,2,10.5,2,,,,,"",,FALSE,
2019,"3452_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3453_7",7,TRUE,FALSE,FALSE,2,20.5,1,,,,,"",,FALSE,
2019,"3513_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3636_7",7,TRUE,FALSE,FALSE,1,20,0,,,,,"",,FALSE,
2019,"3688_7",7,TRUE,FALSE,FALSE,3,12.5,2,,,,,"",,FALSE,
2019,"3696_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3874_7",7,TRUE,FALSE,FALSE,2,21.5,1,,,,,"",,FALSE,
2019,"3886_7",7,TRUE,FALSE,FALSE,1,10.5,1,,,,,"","NA; tag misentered as 3866",TRUE,
2019,"3981_7",7,TRUE,FALSE,FALSE,0,,,,,,,"no plant",,FALSE,
2019,"3994_7",7,TRUE,FALSE,FALSE,6,17,3,,,,,"",,FALSE,
2019,"5051_7",7,TRUE,FALSE,FALSE,2,15.5,1,,,,,"","changed tag manually; was 3195 before 2021",TRUE,
2019,"3059_9",9,TRUE,FALSE,FALSE,1,9.5,0,,,,,"",,FALSE,
2019,"3143_9",9,TRUE,FALSE,FALSE,6,22,3,,,,,"",,FALSE,
2019,"3183_9",9,TRUE,FALSE,FALSE,4,19,1,,,,,"",,FALSE,
2019,"3442_9",9,TRUE,FALSE,FALSE,2,23,0,,,,,"",,FALSE,
2019,"3639_9",9,TRUE,FALSE,FALSE,3,21,1,,,,,"",,FALSE,
2019,"3666_9",9,TRUE,FALSE,FALSE,2,22,0,,,,,"",,FALSE,
