"Year","plantid","Plot","in.demo","in.phen","in.seed","No.leaves","Leaf.length","No.umbels","umbel.no","no.seeds","phen.umbels","phen.julis","demo.note","proc.note","demo.edited","seed.note"
2016,"3151_1",1,TRUE,FALSE,FALSE,4,11.5,1,,,,,"",,FALSE,
2016,"3506_1",1,TRUE,FALSE,FALSE,6,11,2,,,,,"",,FALSE,
2016,"3527_1",1,TRUE,FALSE,FALSE,1,15.5,0,,,,,"",,FALSE,
2016,"3542_1",1,TRUE,FALSE,FALSE,1,11,2,,,,,"",,FALSE,
2016,"3543_1",1,TRUE,FALSE,FALSE,4,16.5,1,,,,,"",,FALSE,
2016,"3553_1",1,TRUE,FALSE,FALSE,5,15.5,1,,,,,"",,FALSE,
2016,"3554_1",1,TRUE,FALSE,FALSE,5,12.5,2,,,,,"","fixed xcoor (was 6)",TRUE,
2016,"3567_1",1,TRUE,FALSE,FALSE,3,12.6,0,,,,,"",,FALSE,
2016,"3608_1",1,TRUE,FALSE,FALSE,4,19.5,0,,,,,"",,FALSE,
2016,"3610_1",1,TRUE,FALSE,FALSE,6,14.1,5,,,,,"",,FALSE,
2016,"3611_1",1,TRUE,FALSE,FALSE,5,8.4,2,,,,,"",,FALSE,
2016,"3627_1",1,TRUE,FALSE,FALSE,3,11.2,0,,,,,"",,FALSE,
2016,"3645_1",1,TRUE,FALSE,FALSE,4,13.5,1,,,,,"",,FALSE,
2016,"3650_1",1,TRUE,FALSE,FALSE,7,7,2,,,,,"",,FALSE,
2016,"3687_1",1,TRUE,FALSE,FALSE,3,12,0,,,,,"",,FALSE,
2016,"3692_1",1,TRUE,FALSE,FALSE,19,10.4,1,,,,,"",,FALSE,
2016,"3845_1",1,TRUE,FALSE,FALSE,3,6,2,,,,,"",,FALSE,
2016,"3860_1",1,TRUE,FALSE,FALSE,3,8.2,3,,,,,"",,FALSE,
2016,"3871_1",1,TRUE,FALSE,FALSE,9,9.5,1,,,,,"",,FALSE,
2016,"3875_1",1,TRUE,FALSE,FALSE,7,13.2,3,,,,,"",,FALSE,
2016,"3878_1",1,TRUE,FALSE,FALSE,6,12.2,1,,,,,"",,FALSE,
2016,"3879_1",1,TRUE,FALSE,FALSE,4,17,1,,,,,"",,FALSE,
2016,"3930_1",1,TRUE,FALSE,FALSE,3,12.2,0,,,,,"",,FALSE,
2016,"3935_1",1,TRUE,FALSE,FALSE,3,9.5,0,,,,,"",,FALSE,
2016,"3501_2",2,TRUE,FALSE,FALSE,4,7.8,2,,,,,"",,FALSE,
2016,"3502_2",2,TRUE,FALSE,FALSE,3,6.5,0,,,,,"",,FALSE,
2016,"3523_2",2,TRUE,FALSE,FALSE,7,5.8,2,,,,,"",,FALSE,
2016,"3531_2",2,TRUE,FALSE,FALSE,6,7.5,0,,,,,"",,FALSE,
2016,"3533_2",2,TRUE,FALSE,FALSE,5,8,1,,,,,"",,FALSE,
2016,"3539_2",2,TRUE,FALSE,FALSE,6,7,0,,,,,"",,FALSE,
2016,"3540_2",2,TRUE,FALSE,FALSE,6,8.1,1,,,,,"",,FALSE,
2016,"3544_2",2,TRUE,FALSE,FALSE,4,5.8,1,,,,,"",,FALSE,
2016,"3549_2",2,TRUE,FALSE,FALSE,3,3.1,0,,,,,"",,FALSE,
2016,"3550_2",2,TRUE,FALSE,FALSE,3,6.4,0,,,,,"",,FALSE,
2016,"3574_2",2,TRUE,FALSE,FALSE,6,8.3,1,,,,,"",,FALSE,
2016,"3576_2",2,TRUE,FALSE,FALSE,9,6.7,2,,,,,"Measured for only 1 m2",,FALSE,
2016,"3584_2",2,TRUE,FALSE,FALSE,4,8.2,2,,,,,"",,FALSE,
2016,"3585_2",2,TRUE,FALSE,FALSE,3,8.1,0,,,,,"","fixed xcoor (was 2)",TRUE,
2016,"3597_2",2,TRUE,FALSE,FALSE,4,9.5,1,,,,,"",,FALSE,
2016,"3598_2",2,TRUE,FALSE,FALSE,3,8.6,0,,,,,"",,FALSE,
2016,"3619_2",2,TRUE,FALSE,FALSE,4,6.3,1,,,,,"",,FALSE,
2016,"3623_2",2,TRUE,FALSE,FALSE,6,8.5,0,,,,,"",,FALSE,
2016,"3652_2",2,TRUE,FALSE,FALSE,7,7.2,1,,,,,"",,FALSE,
2016,"3654_2",2,TRUE,FALSE,FALSE,4,5.5,1,,,,,"",,FALSE,
2016,"3667_2",2,TRUE,FALSE,FALSE,3,6.2,1,,,,,"",,FALSE,
2016,"3668_2",2,TRUE,FALSE,FALSE,6,7.4,0,,,,,"",,FALSE,
2016,"3841_2",2,TRUE,FALSE,FALSE,8,9.2,1,,,,,"",,FALSE,
2016,"3844_2",2,TRUE,FALSE,FALSE,12,7.5,0,,,,,"","fixed xcoor (was 7)",TRUE,
2016,"3847_2",2,TRUE,FALSE,FALSE,1,7,0,,,,,"",,FALSE,
2016,"3858_2",2,TRUE,FALSE,FALSE,3,10.1,0,,,,,"",,FALSE,
2016,"3861_2",2,TRUE,FALSE,FALSE,4,6.8,1,,,,,"",,FALSE,
2016,"3864_2",2,TRUE,FALSE,FALSE,1,7,0,,,,,"",,FALSE,
2016,"3865_2",2,TRUE,FALSE,FALSE,3,7,0,,,,,"",,FALSE,
2016,"3908_2",2,TRUE,FALSE,FALSE,6,6.5,0,,,,,"",,FALSE,
2016,"3036_3",3,TRUE,FALSE,FALSE,12,10.6,,,,,,"2 stalks, top has been eaten",,FALSE,
2016,"3056_3",3,TRUE,FALSE,FALSE,8,7.4,0,,,,,"",,FALSE,
2016,"3304_3",3,TRUE,FALSE,FALSE,3,11,1,,,,,"Dead leaves",,FALSE,
2016,"3313_3",3,TRUE,FALSE,FALSE,1,2.4,1,,,,,"",,FALSE,
2016,"3349_3",3,TRUE,FALSE,FALSE,7,13.1,1,,,,,"3 stalks, top has been eaten",,FALSE,
2016,"3507_3",3,TRUE,FALSE,FALSE,4,7.5,1,,,,,"",,FALSE,
2016,"3624_3",3,TRUE,FALSE,FALSE,6,6.2,2,,,,,"2 stalks",,FALSE,
2016,"3633_3",3,TRUE,FALSE,FALSE,6,9.9,0,,,,,"",,FALSE,
2016,"3007_4",4,TRUE,FALSE,FALSE,9,6.4,0,,,,,"",,FALSE,
2016,"3011_4",4,TRUE,FALSE,FALSE,3,8.8,,,,,,"",,FALSE,
2016,"3064_4",4,TRUE,FALSE,FALSE,3,3.5,,,,,,"",,FALSE,
2016,"3075_4",4,TRUE,FALSE,FALSE,3,6,,,,,,"",,FALSE,
2016,"3090_4",4,TRUE,FALSE,FALSE,10,8.5,1,,,,,"Diversity plot, 2 stems","fixed ycoor (was P)",TRUE,
2016,"3342_4",4,TRUE,FALSE,FALSE,8,7.3,1,,,,,"Diversity plot",,FALSE,
2016,"3364_4",4,TRUE,FALSE,FALSE,3,6.5,1,,,,,"",,FALSE,
2016,"3555_4",4,TRUE,FALSE,FALSE,13,11.7,1,,,,,"Diversity plot, leaves dead","fixed ycoor (was T)",TRUE,
2016,"3563_4",4,TRUE,FALSE,FALSE,16,6.9,2,,,,,"Diversity plot","fixed ycoor (was R?)",TRUE,
2016,"3571_4",4,TRUE,FALSE,FALSE,20,10.5,3,,,,,"3 stalks",,FALSE,
2016,"3634_4",4,TRUE,FALSE,FALSE,8,9,1,,,,,"Diversity plot, 2 stems","fixed ycoor (was O)",TRUE,
2016,"3680_4",4,TRUE,FALSE,FALSE,5,4.2,1,,,,,"",,FALSE,
2016,"3683_4",4,TRUE,FALSE,FALSE,15,8.3,0,,,,,"Umbel missing?",,FALSE,
2016,"3805_4",4,TRUE,FALSE,FALSE,3,7.3,,,,,,"",,FALSE,
2016,"3001_5",5,TRUE,FALSE,FALSE,4,8.3,1,,,,,"",,FALSE,
2016,"3010_5",5,TRUE,FALSE,FALSE,3,3.9,0,,,,,"",,FALSE,
2016,"3022_5",5,TRUE,FALSE,FALSE,6,3.8,2,,,,,"",,FALSE,
2016,"3024_5",5,TRUE,FALSE,FALSE,9,6.7,2,,,,,"",,FALSE,
2016,"3040_5",5,TRUE,FALSE,FALSE,3,7.1,0,,,,,"",,FALSE,
2016,"3067_5",5,TRUE,FALSE,FALSE,6,10,1,,,,,"",,FALSE,
2016,"3073_5",5,TRUE,FALSE,FALSE,3,3.1,1,,,,,"",,FALSE,
2016,"3095_5",5,TRUE,FALSE,FALSE,8,7,1,,,,,"",,FALSE,
2016,"3105_5",5,TRUE,FALSE,FALSE,4,8.6,1,,,,,"",,FALSE,
2016,"3120_5",5,TRUE,FALSE,FALSE,3,6.1,1,,,,,"",,FALSE,
2016,"3124_5",5,TRUE,FALSE,FALSE,12,6.7,2,,,,,"",,FALSE,
2016,"3135_5",5,TRUE,FALSE,FALSE,3,10.1,0,,,,,"Main stem missing, probably had one",,FALSE,
2016,"3170_5",5,TRUE,FALSE,FALSE,4,6.8,1,,,,,"",,FALSE,
2016,"3174_5",5,TRUE,FALSE,FALSE,3,4.1,1,,,,,"",,FALSE,
2016,"3176_5",5,TRUE,FALSE,FALSE,6,3.8,1,,,,,"",,FALSE,
2016,"3180_5",5,TRUE,FALSE,FALSE,7,7.5,1,,,,,"",,FALSE,
2016,"3184_5",5,TRUE,FALSE,FALSE,4,4,1,,,,,"",,FALSE,
2016,"3186_5",5,TRUE,FALSE,FALSE,4,7.8,1,,,,,"",,FALSE,
2016,"3191_5",5,TRUE,FALSE,FALSE,7,7.9,1,,,,,"Half dead",,FALSE,
2016,"3192_5",5,TRUE,FALSE,FALSE,7,10.1,2,,,,,"",,FALSE,
2016,"3193_5",5,TRUE,FALSE,FALSE,10,6,2,,,,,"",,FALSE,
2016,"3194_5",5,TRUE,FALSE,FALSE,3,6.8,1,,,,,"",,FALSE,
2016,"3196_5",5,TRUE,FALSE,FALSE,5,9.6,2,,,,,"",,FALSE,
2016,"3197_5",5,TRUE,FALSE,FALSE,3,4.7,0,,,,,"",,FALSE,
2016,"3198_5",5,TRUE,FALSE,FALSE,1,10.1,1,,,,,"",,FALSE,
2016,"3199_5",5,TRUE,FALSE,FALSE,5,9.5,2,,,,,"",,FALSE,
2016,"3200_5",5,TRUE,FALSE,FALSE,4,7.5,2,,,,,"",,FALSE,
2016,"3328_5",5,TRUE,FALSE,FALSE,6,5.5,1,,,,,"",,FALSE,
2016,"3330_5",5,TRUE,FALSE,FALSE,3,5.7,1,,,,,"",,FALSE,
2016,"3334_5",5,TRUE,FALSE,FALSE,,,1,,,,,"",,FALSE,
2016,"3342_5",5,TRUE,FALSE,FALSE,,,1,,,,,"No leaves, just an umbel",,FALSE,
2016,"3343_5",5,TRUE,FALSE,FALSE,9,6.2,3,,,,,"",,FALSE,
2016,"3362_5",5,TRUE,FALSE,FALSE,4,5,1,,,,,"",,FALSE,
2016,"3363_5",5,TRUE,FALSE,FALSE,3,6.3,0,,,,,"",,FALSE,
2016,"3592_5",5,TRUE,FALSE,FALSE,4,5.5,1,,,,,"",,FALSE,
2016,"3663_5",5,TRUE,FALSE,FALSE,3,6.1,0,,,,,"",,FALSE,
2016,"3679_5",5,TRUE,FALSE,FALSE,6,6,1,,,,,"",,FALSE,
2016,"3710_5",5,TRUE,FALSE,FALSE,3,4.7,1,,,,,"",,FALSE,
2016,"3713_5",5,TRUE,FALSE,FALSE,7,6.6,1,,,,,"",,FALSE,
2016,"3833_5",5,TRUE,FALSE,FALSE,3,7,0,,,,,"",,FALSE,
2016,"3836_5",5,TRUE,FALSE,FALSE,3,4.7,1,,,,,"",,FALSE,
2016,"3869_5",5,TRUE,FALSE,FALSE,4,5.7,2,,,,,"",,FALSE,
2016,"3877_5",5,TRUE,FALSE,FALSE,3,4,0,,,,,"",,FALSE,
2016,"3984_5",5,TRUE,FALSE,FALSE,3,1.5,1,,,,,"",,FALSE,
2016,"3987_5",5,TRUE,FALSE,FALSE,3,8,1,,,,,"",,FALSE,
2016,"3988_5",5,TRUE,FALSE,FALSE,19,5.2,2,,,,,"knocked over ",,FALSE,
2016,"3998_5",5,TRUE,FALSE,FALSE,10,8.8,0,,,,,"",,FALSE,
2016,"3005_6",6,TRUE,FALSE,FALSE,13,8.1,3,,,,,"Dead leaves, 2 stems",,FALSE,
2016,"3008_6",6,TRUE,FALSE,FALSE,6,7.8,1,,,,,"Dead leaves",,FALSE,
2016,"3070_6",6,TRUE,FALSE,FALSE,10,9.5,2,,,,,"Dead leaves",,FALSE,
2016,"3136_6",6,TRUE,FALSE,FALSE,9,8.5,1,,,,,"Dead leaves",,FALSE,
2016,"3140_6",6,TRUE,FALSE,FALSE,3,2.5,1,,,,,"Partly eaten",,FALSE,
2016,"3141_6",6,TRUE,FALSE,FALSE,6,4.1,1,,,,,"",,FALSE,
2016,"3142_6",6,TRUE,FALSE,FALSE,13,6.7,2,,,,,"2 stalks",,FALSE,
2016,"3173_6",6,TRUE,FALSE,FALSE,3,4.8,2,,,,,"2 stalks",,FALSE,
2016,"3345_6",6,TRUE,FALSE,FALSE,12,6.6,2,,,,,"2 stalks","fixed ycoor (was C)",TRUE,
2016,"3360_6",6,TRUE,FALSE,FALSE,15,7,1,,,,,"Dead leaves",,FALSE,
2016,"3570_6",6,TRUE,FALSE,FALSE,12,10.5,1,,,,,"Dead leaves",,FALSE,
2016,"3630_6",6,TRUE,FALSE,FALSE,6,6.6,1,,,,,"",,FALSE,
2016,"3643_6",6,TRUE,FALSE,FALSE,9,5,1,,,,,"",,FALSE,
2016,"3648_6",6,TRUE,FALSE,FALSE,16,9,0,,,,,"Umbel missing?",,FALSE,
2016,"3669_6",6,TRUE,FALSE,FALSE,9,5,1,,,,,"",,FALSE,
2016,"3825_6",6,TRUE,FALSE,FALSE,4,4.5,0,,,,,"",,FALSE,
2016,"3918_6",6,TRUE,FALSE,FALSE,7,3.6,1,,,,,"",,FALSE,
2016,"3044_7",7,TRUE,FALSE,FALSE,5,9,1,,,,,"","one ycoor fixed (was NA)",TRUE,
2016,"3069_7",7,TRUE,FALSE,FALSE,22,5,2,,,,,"Dead leaves, 2 stems",,FALSE,
2016,"3131_7",7,TRUE,FALSE,FALSE,8,3,1,,,,,"Diversity plot",,FALSE,
2016,"3298_7",7,TRUE,FALSE,FALSE,8,3,3,,,,,"2 stalks",,FALSE,
2016,"3357_7",7,TRUE,FALSE,FALSE,17,5.6,1,,,,,"Diversity plot",,FALSE,
2016,"3398_7",7,TRUE,FALSE,FALSE,3,7.2,1,,,,,"",,FALSE,
2016,"3513_7",7,TRUE,FALSE,FALSE,7,7,1,,,,,"Diversity plot",,FALSE,
2016,"3688_7",7,TRUE,FALSE,FALSE,9,5.5,0,,,,,"",,FALSE,
2016,"3696_7",7,TRUE,FALSE,FALSE,7,6.5,1,,,,,"Diversity plot",,FALSE,
2016,"3874_7",7,TRUE,FALSE,FALSE,6,7,1,,,,,"",,FALSE,
2016,"3886_7",7,TRUE,FALSE,FALSE,8,6.5,1,,,,,"",,FALSE,
2016,"3994_7",7,TRUE,FALSE,FALSE,5,6.5,1,,,,,"",,FALSE,
2016,"3190_10",10,TRUE,FALSE,FALSE,3,10.1,0,,,,,"",,FALSE,
2016,"3353_10",10,TRUE,FALSE,FALSE,3,9.3,0,,,,,"",,FALSE,
2016,"3547_10",10,TRUE,FALSE,FALSE,5,3.5,0,,,,,"",,FALSE,
2016,"3670_10",10,TRUE,FALSE,FALSE,5,5.6,0,,,,,"",,FALSE,
2016,"3002_12",12,TRUE,FALSE,FALSE,5,7.4,0,,,,,"",,FALSE,
2016,"3354_12",12,TRUE,FALSE,FALSE,3,4.3,0,,,,,"",,FALSE,
2016,"3536_12",12,TRUE,FALSE,FALSE,7,8.1,2,,,,,"",,FALSE,
2016,"3551_12",12,TRUE,FALSE,FALSE,3,7,0,,,,,"",,FALSE,
2016,"3578_12",12,TRUE,FALSE,FALSE,5,4.1,0,,,,,"",,FALSE,
2016,"3834_12",12,TRUE,FALSE,FALSE,4,7.5,1,,,,,"",,FALSE,
2016,"3876_12",12,TRUE,FALSE,FALSE,6,7.2,0,,,,,"",,FALSE,
2016,"3009_13",13,TRUE,FALSE,FALSE,4,7.6,1,,,,,"",,FALSE,
2016,"3023_13",13,TRUE,FALSE,FALSE,7,5.7,2,,,,,"2 stalks",,FALSE,
2016,"3027_13",13,TRUE,FALSE,FALSE,3,6.5,1,,,,,"3 stalks",,FALSE,
2016,"3039_13",13,TRUE,FALSE,FALSE,13,6.8,3,,,,,"Dead",,FALSE,
2016,"3061_13",13,TRUE,FALSE,FALSE,3,5.6,0,,,,,"",,FALSE,
2016,"3079_13",13,TRUE,FALSE,FALSE,4,5.1,2,,,,,"Leaves gone",,FALSE,
2016,"3088_13",13,TRUE,FALSE,FALSE,11,6,2,,,,,"",,FALSE,
2016,"3123_13",13,TRUE,FALSE,FALSE,5,3.8,1,,,,,"2 stalks, top has been eaten",,FALSE,
2016,"3128_13",13,TRUE,FALSE,FALSE,12,8.4,3,,,,,"3 stalks",,FALSE,
2016,"3154_13",13,TRUE,FALSE,FALSE,8,6.6,1,,,,,"2 stalks",,FALSE,
2016,"3155_13",13,TRUE,FALSE,FALSE,3,5.5,1,,,,,"1 stem missing top",,FALSE,
2016,"3167_13",13,TRUE,FALSE,FALSE,3,4,1,,,,,"Dead leaves",,FALSE,
2016,"3187_13",13,TRUE,FALSE,FALSE,4,6.6,1,,,,,"",,FALSE,
2016,"3287_13",13,TRUE,FALSE,FALSE,3,8,0,,,,,"",,FALSE,
2016,"3333_13",13,TRUE,FALSE,FALSE,3,1.7,1,,,,,"",,FALSE,
2016,"3336_13",13,TRUE,FALSE,FALSE,3,4,1,,,,,"",,FALSE,
2016,"3356_13",13,TRUE,FALSE,FALSE,4,4.3,1,,,,,"",,FALSE,
2016,"3359_13",13,TRUE,FALSE,FALSE,4,2.8,1,,,,,"",,FALSE,
2016,"3535_13",13,TRUE,FALSE,FALSE,3,5.2,0,,,,,"","fixed xcoor (was 16)",TRUE,
2016,"3558_13",13,TRUE,FALSE,FALSE,,,1,,,,,"Dead leaves",,FALSE,
2016,"3565_13",13,TRUE,FALSE,FALSE,4,6.1,1,,,,,"",,FALSE,
2016,"3573_13",13,TRUE,FALSE,FALSE,1,7.1,0,,,,,"",,FALSE,
2016,"3594_13",13,TRUE,FALSE,FALSE,6,5,2,,,,,"",,FALSE,
2016,"3604_13",13,TRUE,FALSE,FALSE,4,5.9,0,,,,,"",,FALSE,
2016,"3605_13",13,TRUE,FALSE,FALSE,3,4.6,0,,,,,"",,FALSE,
2016,"3616_13",13,TRUE,FALSE,FALSE,6,4.8,1,,,,,"",,FALSE,
2016,"3617_13",13,TRUE,FALSE,FALSE,6,5.5,2,,,,,"",,FALSE,
2016,"3620_13",13,TRUE,FALSE,FALSE,3,5.1,0,,,,,"",,FALSE,
2016,"3628_13",13,TRUE,FALSE,FALSE,3,6.2,2,,,,,"2 stalks",,FALSE,
2016,"3638_13",13,TRUE,FALSE,FALSE,3,4.7,1,,,,,"","fixed ycoor (was D)",TRUE,
2016,"3642_13",13,TRUE,FALSE,FALSE,8,6,3,,,,,"3 stalks",,FALSE,
2016,"3658_13",13,TRUE,FALSE,FALSE,5,6,3,,,,,"2 stalks",,FALSE,
2016,"3675_13",13,TRUE,FALSE,FALSE,3,5.5,1,,,,,"",,FALSE,
2016,"3681_13",13,TRUE,FALSE,FALSE,2,5.3,2,,,,,"",,FALSE,
2016,"3700_13",13,TRUE,FALSE,FALSE,3,2.4,1,,,,,"",,FALSE,
2016,"3701_13",13,TRUE,FALSE,FALSE,3,6.5,0,,,,,"",,FALSE,
2016,"3705_13",13,TRUE,FALSE,FALSE,4,5.2,2,,,,,"",,FALSE,
2016,"3823_13",13,TRUE,FALSE,FALSE,1,4.1,0,,,,,"",,FALSE,
2016,"3826_13",13,TRUE,FALSE,FALSE,1,1.1,2,,,,,"Top eaten, only 1 leaf remaining",,FALSE,
2016,"3830_13",13,TRUE,FALSE,FALSE,3,5,0,,,,,"",,FALSE,
2016,"3853_13",13,TRUE,FALSE,FALSE,3,7.5,0,,,,,"",,FALSE,
2016,"3980_13",13,TRUE,FALSE,FALSE,6,7.3,2,,,,,"Leaves gone",,FALSE,
2016,"7537_13",13,TRUE,FALSE,FALSE,4,3.4,1,,,,,"","tag changed from 3880 to 7537 in 2022",TRUE,
2016,"2107_14",14,TRUE,FALSE,FALSE,3,6,0,,,,,"",,FALSE,
2016,"2928_14",14,TRUE,FALSE,FALSE,1,7.1,0,,,,,"",,FALSE,
2016,"3032_14",14,TRUE,FALSE,FALSE,4,8,2,,,,,"",,FALSE,
2016,"3035_14",14,TRUE,FALSE,FALSE,3,7.5,0,,,,,"",,FALSE,
2016,"3058_14",14,TRUE,FALSE,FALSE,6,5.7,1,,,,,"",,FALSE,
2016,"3084_14",14,TRUE,FALSE,FALSE,3,7.8,0,,,,,"",,FALSE,
2016,"3085_14",14,TRUE,FALSE,FALSE,6,6.1,0,,,,,"",,FALSE,
2016,"3118_14",14,TRUE,FALSE,FALSE,6,6.3,0,,,,,"2 stalks",,FALSE,
2016,"3149_14",14,TRUE,FALSE,FALSE,2,3.6,1,,,,,"",,FALSE,
2016,"3169_14",14,TRUE,FALSE,FALSE,4,6,0,,,,,"Dead",,FALSE,
2016,"3300_14",14,TRUE,FALSE,FALSE,6,10.1,1,,,,,"",,FALSE,
2016,"3340_14",14,TRUE,FALSE,FALSE,1,8.5,0,,,,,"",,FALSE,
2016,"3350_14",14,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2016,"3575_14",14,TRUE,FALSE,FALSE,3,3.7,0,,,,,"",,FALSE,
2016,"3587_14",14,TRUE,FALSE,FALSE,3,3.8,0,,,,,"",,FALSE,
2016,"3607_14",14,TRUE,FALSE,FALSE,5,5.3,1,,,,,"",,FALSE,
2016,"3626_14",14,TRUE,FALSE,FALSE,3,5.9,0,,,,,"",,FALSE,
2016,"3671_14",14,TRUE,FALSE,FALSE,3,7.6,0,,,,,"",,FALSE,
2016,"3689_14",14,TRUE,FALSE,FALSE,4,10.7,1,,,,,"",,FALSE,
2016,"3699_14",14,TRUE,FALSE,FALSE,4,5,0,,,,,"","fixed ycoor (was F)",TRUE,
2016,"3885_14",14,TRUE,FALSE,FALSE,3,6.5,0,,,,,"",,FALSE,
2016,"3913_14",14,TRUE,FALSE,FALSE,10,7.3,2,,,,,"",,FALSE,
2016,"3926_14",14,TRUE,FALSE,FALSE,3,8.4,2,,,,,"",,FALSE,
2016,"3014_15",15,TRUE,FALSE,FALSE,8,10.2,2,,,,,"",,FALSE,
2016,"3017_15",15,TRUE,FALSE,FALSE,3,12,1,,,,,"",,FALSE,
2016,"3052_15",15,TRUE,FALSE,FALSE,7,8,1,,,,,"",,FALSE,
2016,"3063_15",15,TRUE,FALSE,FALSE,3,17.5,1,,,,,"",,FALSE,
2016,"3065_15",15,TRUE,FALSE,FALSE,4,6.5,2,,,,,"",,FALSE,
2016,"3068_15",15,TRUE,FALSE,FALSE,3,14.1,1,,,,,"",,FALSE,
2016,"3076_15",15,TRUE,FALSE,FALSE,4,13,1,,,,,"","tag mis-entered as 3706;NA",TRUE,
2016,"3083_15",15,TRUE,FALSE,FALSE,6,10,1,,,,,"",,FALSE,
2016,"3094_15",15,TRUE,FALSE,FALSE,2,4.2,1,,,,,"",,FALSE,
2016,"3116_15",15,TRUE,FALSE,FALSE,3,10.5,0,,,,,"Umbel missing?",,FALSE,
2016,"3156_15",15,TRUE,FALSE,FALSE,4,13.2,2,,,,,"",,FALSE,
2016,"3177_15",15,TRUE,FALSE,FALSE,3,15.5,1,,,,,"",,FALSE,
2016,"3297_15",15,TRUE,FALSE,FALSE,1,7,1,,,,,"",,FALSE,
2016,"3303_15",15,TRUE,FALSE,FALSE,4,12,1,,,,,"",,FALSE,
2016,"3332_15",15,TRUE,FALSE,FALSE,6,10.5,3,,,,,"",,FALSE,
2016,"3341_15",15,TRUE,FALSE,FALSE,3,4,1,,,,,"",,FALSE,
2016,"3382_15",15,TRUE,FALSE,FALSE,3,15,1,,,,,"",,FALSE,
2016,"3581_15",15,TRUE,FALSE,FALSE,7,11.5,1,,,,,"",,FALSE,
2016,"3659_15",15,TRUE,FALSE,FALSE,4,10,1,,,,,"",,FALSE,
2016,"3668_15",15,TRUE,FALSE,FALSE,4,11.2,1,,,,,"",,FALSE,
2016,"3693_15",15,TRUE,FALSE,FALSE,10,17,3,,,,,"",,FALSE,
2016,"3801_15",15,TRUE,FALSE,FALSE,1,15,0,,,,,"",,FALSE,
2016,"3816_15",15,TRUE,FALSE,FALSE,3,14,0,,,,,"",,FALSE,
2016,"3832_15",15,TRUE,FALSE,FALSE,4,10.7,1,,,,,"",,FALSE,
2016,"3843_15",15,TRUE,FALSE,FALSE,4,13.5,1,,,,,"",,FALSE,
2016,"3848_15",15,TRUE,FALSE,FALSE,4,13,1,,,,,"",,FALSE,
2016,"3863_15",15,TRUE,FALSE,FALSE,4,7.5,2,,,,,"",,FALSE,
2016,"3868_15",15,TRUE,FALSE,FALSE,4,10.5,2,,,,,"",,FALSE,
2016,"3894_15",15,TRUE,FALSE,FALSE,3,4.5,1,,,,,"Dehydrated",,FALSE,
2016,"3900_15",15,TRUE,FALSE,FALSE,3,6,0,,,,,"",,FALSE,
2016,"3932_15",15,TRUE,FALSE,FALSE,3,8.2,0,,,,,"","fixed ycoor (was J)",TRUE,
2016,"3940_15",15,TRUE,FALSE,FALSE,3,12,1,,,,,"",,FALSE,
2016,"6157_15",15,TRUE,FALSE,FALSE,8,14,2,,,,,"",,FALSE,
2017,"3046_1",1,TRUE,FALSE,FALSE,1,11,0,,,,,"",,FALSE,
2017,"3151_1",1,TRUE,FALSE,FALSE,1,8.5,1,,,,,"",,FALSE,
2017,"3506_1",1,TRUE,FALSE,FALSE,3,14.5,1,,,,,"",,FALSE,
2017,"3525_1",1,TRUE,FALSE,FALSE,4,17.5,1,,,,,"",,FALSE,
2017,"3527_1",1,TRUE,FALSE,FALSE,0,,,,,,,"No plant/dead?",,FALSE,
2017,"3537_1",1,TRUE,FALSE,FALSE,2,8.3,0,,,,,"",,FALSE,
2017,"3542_1",1,TRUE,FALSE,FALSE,5,15,1,,,,,"",,FALSE,
2017,"3543_1",1,TRUE,FALSE,FALSE,3,33.5,0,,,,,"",,FALSE,
2017,"3553_1",1,TRUE,FALSE,FALSE,3,9,0,,,,,"",,FALSE,
2017,"3554_1",1,TRUE,FALSE,FALSE,4,12.6,1,,,,,"","fixed xcoor (was 6)",TRUE,
2017,"3567_1",1,TRUE,FALSE,FALSE,3,12,0,,,,,"",,FALSE,
2017,"3583_1",1,TRUE,FALSE,FALSE,1,12,0,,,,,"",,FALSE,
2017,"3599_1",1,TRUE,FALSE,FALSE,5,13.5,4,,,,,"",,FALSE,
2017,"3608_1",1,TRUE,FALSE,FALSE,2,16.5,0,,,,,"",,FALSE,
2017,"3610_1",1,TRUE,FALSE,FALSE,8,22.8,3,,,,,"",,FALSE,
2017,"3611_1",1,TRUE,FALSE,FALSE,3,7.9,0,,,,,"",,FALSE,
2017,"3627_1",1,TRUE,FALSE,FALSE,3,9,0,,,,,"",,FALSE,
2017,"3629_1",1,TRUE,FALSE,FALSE,6,14,0,,,,,"Could be 2 plants",,FALSE,
2017,"3645_1",1,TRUE,FALSE,FALSE,4,12.2,1,,,,,"",,FALSE,
2017,"3650_1",1,TRUE,FALSE,FALSE,0,,,,,,,"No plant/dead?",,FALSE,
2017,"3687_1",1,TRUE,FALSE,FALSE,0,,,,,,,"No plant/dead?",,FALSE,
2017,"3692_1",1,TRUE,FALSE,FALSE,0,,,,,,,"No plant/dead?",,FALSE,
2017,"3814_1",1,TRUE,FALSE,FALSE,3,6.5,1,,,,,"",,FALSE,
2017,"3821_1",1,TRUE,FALSE,FALSE,4,24,1,,,,,"",,FALSE,
2017,"3845_1",1,TRUE,FALSE,FALSE,1,10,0,,,,,"",,FALSE,
