"year","plantid","plot","tag","umbel.no","no.seeds","notes"
2022,"3818_15",15,"3818","3",80,";"
2022,"3818_15",15,"3818","4",0,";"
2022,"3818_15",15,"3818","5",0,";"
2022,"3612_15",15,"3612","1",0,";"
2022,"3612_15",15,"3612","2",0,";"
2022,"3813_15",15,"3813","1",70,";"
2022,"3372_15",15,"3372","1",54,";"
2022,"3372_15",15,"3372","2",4,";"
2022,"3372_15",15,"3372","3",0,";"
2022,"3738_15",15,"3738","1",0,";"
2022,"3738_15",15,"3738","2",0,";"
2022,"3384_15",15,"3384","1",108,";"
2022,"3384_15",15,"3384","2",80,";"
2022,"3384_15",15,"3384","3",10,";"
2022,"3384_15",15,"3384","4",0,";"
2022,"3047_15",15,"3047","1",20,";"
2022,"3047_15",15,"3047","2",72,";"
2022,"3047_15",15,"3047","3",0,";"
2022,"3848_15",15,"3848","1",2,";"
2022,"3848_15",15,"3848","2",0,";"
2022,"3083_15",15,"3083","1",126,";"
2022,"3083_15",15,"3083","2",124,";"
2022,"3083_15",15,"3083","3",2,";"
2022,"3892_15",15,"3892","1",48,"order unknown;"
2022,"3892_15",15,"3892","2",54,";"
2022,"3892_15",15,"3892","3",0,";"
2022,"3485_15",15,"3485","1",82,";"
2022,"3485_15",15,"3485","2",86,";"
2022,"3485_15",15,"3485","3",0,";"
2022,"3485_15",15,"3485","4",10,";"
2022,"3485_15",15,"3485","5",2,";"
2022,"3485_15",15,"3485","6",0,";"
2022,"3423_15",15,"3423","1",20,";"
2022,"3423_15",15,"3423","2",10,";"
2022,"3095_15",15,"3095","1",32,";"
2022,"3095_15",15,"3095","2",0,";"
2022,"3472_15",15,"3472","1",104,";"
2022,"3472_15",15,"3472","2",64,";"
2022,"3472_15",15,"3472","3",4,";"
2022,"3472_15",15,"3472","4",0,";"
2022,"3863_15",15,"3863","1",36,";"
2022,"3863_15",15,"3863","2",14,";"
2022,"3458_15",15,"3458","1",0,"plant pulled;"
2022,"3397_15",15,"3397","1",92,";"
2022,"3397_15",15,"3397","2",72,";"
2022,"3397_15",15,"3397","3",38,";"
2022,"3774_15",15,"3774","1",72,";"
2022,"3493_15",15,"3493","1",20,";"
2022,"3493_15",15,"3493","2",0,";"
2022,"3006_15",15,"3006","1",32,";"
2022,"3391_15",15,"3391","1",124,";"
2022,"3391_15",15,"3391","2",0,";"
2022,"3481_15",15,"3481","1",62,";"
2022,"3581_15",15,"3581","1",106,";"
2022,"3581_15",15,"3581","2",76,";"
2022,"3393_15",15,"3393","1",4,";"
2022,"3393_15",15,"3393","2",0,";"
2022,"7593_15",15,"7593","1",0,";"
2022,"3014_15",15,"3014","1",44,";"
2022,"3014_15",15,"3014","2",8,";"
2022,"3755_15",15,"3755","1",0,";"
2022,"7521_15",15,"7521","1",54,";"
2022,"3446_15",15,"3446","1",132,";"
2022,"3868_15",15,"3868","1",146,";"
2022,"3868_15",15,"3868","2",80,";"
2022,"3868_15",15,"3868","3",88,";"
2022,"3868_15",15,"3868","4",24,";"
2022,"3868_15",15,"3868","5",0,";"
2022,"3457_15",15,"3457","1",42,";"
2022,"3457_15",15,"3457","2",26,";"
2022,"3766_15",15,"3766","1",36,";"
2022,"3482_15",15,"3482","1",54,";"
2022,"3433_13",13,"3433","1",92,";"
2022,"3433_13",13,"3433","2",86,";"
2022,"3433_13",13,"3433","3",36,";"
2022,"3441_13",13,"3441","1",170,";"
2022,"3441_13",13,"3441","2",252,";"
2022,"3441_13",13,"3441","3",0,";"
2022,"3826_13",13,"3826","1",164,";"
2022,"3826_13",13,"3826","2",0,";"
2022,"3382_13",13,"3382","1",108,";"
2022,"3382_13",13,"3382","2",46,";"
2022,"3382_13",13,"3382","3",0,";"
2022,"3978_13",13,"3978","1",90,";"
2022,"3978_13",13,"3978","2",92,";"
2022,"3978_13",13,"3978","3",90,";"
2022,"3978_13",13,"3978","4",0,";"
2022,"3642_13",13,"3642","1",36,";"
2022,"3642_13",13,"3642","2",112,";"
2022,"3642_13",13,"3642","3",94,";"
2022,"3642_13",13,"3642","4",0,";"
2022,"7537_13",13,"7537","1",80,"order unknown;"
2022,"7537_13",13,"7537","2",0,";"
2022,"7537_13",13,"7537","3",0,";"
2022,"3515_13",13,"3515","1",118,"order unknown;"
2022,"3515_13",13,"3515","2",100,";"
2022,"3515_13",13,"3515","3",0,";"
2022,"3515_13",13,"3515","4",0,";"
2022,"3376_13",13,"3376","1",78,";"
2022,"3376_13",13,"3376","2",184,";"
2022,"3376_13",13,"3376","3",0,";"
2022,"3605_13",13,"3605","1",74,";"
2022,"3605_13",13,"3605","2",92,";"
2022,"3605_13",13,"3605","3",0,";"
2022,"3616_13",13,"3616","1",38,";"
2022,"3616_13",13,"3616","2",0,";"
2022,"3593_13",13,"3593","1",0,";"
2022,"3593_13",13,"3593","2",0,";"
2022,"3775_13",13,"3775","1",18,";"
2022,"3775_13",13,"3775","2",62,";"
2022,"3620_13",13,"3620","1",84,";"
2022,"3620_13",13,"3620","2",0,";"
2022,"3431_13",13,"3431","1",6,";"
2022,"3431_13",13,"3431","2",80,";"
2022,"3088_13",13,"3088","1",56,";"
2022,"3088_13",13,"3088","2",40,";"
2022,"3088_13",13,"3088","3",86,";"
2022,"3088_13",13,"3088","4",0,";"
2022,"3088_13",13,"3088","5",0,";"
2022,"3638_13",13,"3638","1",66,";"
2022,"3638_13",13,"3638","2",80,";"
2022,"3638_13",13,"3638","3",0,";"
2022,"3390_13",13,"3390","1",110,";"
2022,"3390_13",13,"3390","2",0,";"
2022,"3120_13",13,"3120","1",110,";"
2022,"3120_13",13,"3120","2",0,";"
2022,"3604_13",13,"3604","1",6,";"
2022,"3604_13",13,"3604","2",190,";"
2022,"3604_13",13,"3604","3",0,";"
2022,"3187_13",13,"3187","1",42,";"
2022,"3187_13",13,"3187","2",0,";"
2022,"3421_13",13,"3421","1",120,";"
2022,"3421_13",13,"3421","2",0,";"
2022,"3119_13",13,"3119","1",48,";"
2022,"3119_13",13,"3119","2",0,";"
2022,"3018_13",13,"3018","1",100,";"
2022,"3018_13",13,"3018","2",118,";"
2022,"3018_13",13,"3018","3",0,";"
2022,"3980_13",13,"3980","1",84,";"
2022,"3980_13",13,"3980","2",0,";"
2022,"3118_13",13,"3118","1",116,";"
2022,"3118_13",13,"3118","2",0,";"
2022,"3449_12",12,"3449","1",30,";"
2022,"3449_12",12,"3449","2",16,";"
2022,"3451_12",12,"3451","1",112,";"
2022,"3451_12",12,"3451","2",116,";"
2022,"3451_12",12,"3451","3",0,";"
2022,"3551_12",12,"3551","1",16,";"
2022,"3131_12",12,"3131","1",42,";"
2022,"3445_12",12,"3445","1",6,";"
2022,"3145_12",12,"3145","1",92,";"
2022,"3423_12",12,"3423","1",100,";"
2022,"3423_12",12,"3423","2",118,";"
2022,"3423_12",12,"3423","3",86,";"
2022,"3137_12",12,"3137","1",48,";"
2022,"3413_12",12,"3413","1",102,";"
2022,"5021_5",5,"5021","1",18,";"
2022,"5021_5",5,"5021","2",0,";"
2022,"5021_5",5,"5021","3",0,";"
2022,"3476_5",5,"3476","1",72,";"
2022,"3476_5",5,"3476","2",0,";"
2022,"3896_5",5,"3896","1",44,";"
2022,"3896_5",5,"3896","2",0,";"
2022,"3067_5",5,"3067","1",98,";"
2022,"3067_5",5,"3067","2",22,";"
2022,"3067_5",5,"3067","3",0,";"
2022,"3473_5",5,"3473","1",52,";"
2022,"3473_5",5,"3473","2",46,";"
2022,"3473_5",5,"3473","3",0,";"
2022,"3135_5",5,"3135","1",66,";"
2022,"3135_5",5,"3135","2",12,";"
2022,"3135_5",5,"3135","3",0,";"
2022,"3161_5",5,"3161","1",78,";"
2022,"3161_5",5,"3161","2",92,";"
2022,"3161_5",5,"3161","3",0,";"
2022,"3479_5",5,"3479","1",94,";"
2022,"3479_5",5,"3479","2",0,";"
2022,"3338_5",5,"3338","1",90,";"
2022,"3338_5",5,"3338","2",0,";"
2022,"5026_5",5,"5026","1",100,";"
2022,"5026_5",5,"5026","2",0,";"
2022,"3200_5",5,"3200","1",80,";"
2022,"3200_5",5,"3200","2",46,";"
2022,"3200_5",5,"3200","3",0,";"
2022,"3010_5",5,"3010","1",112,";"
2022,"3010_5",5,"3010","2",0,";"
2022,"3124_5",5,"3124","1",138,";"
2022,"3124_5",5,"3124","2",0,";"
2022,"3685_5",5,"3685","1",112,";"
2022,"3685_5",5,"3685","2",30,";"
2022,"3685_5",5,"3685","3",0,";"
2022,"7536_5",5,"7536","1",0,";"
2022,"3697_5",5,"3697","1",0,";"
2022,"3697_5",5,"3697","2",0,";"
2022,"3710_5",5,"3710","1",72,";"
2022,"3710_5",5,"3710","2",34,";"
2022,"3710_5",5,"3710","3",0,";"
2022,"3022_5",5,"3022","1",104,";"
2022,"3022_5",5,"3022","2",0,";"
2022,"3663_5",5,"3663","1",122,"weird alien stalk;"
2022,"3663_5",5,"3663","2",0,";"
2022,"3888_5",5,"3888","1",0,";"
2022,"3499_5",5,"3499","1",36,";"
2022,"3499_5",5,"3499","2",0,";"
2022,"3987_5",5,"3987","1",6,";"
2022,"3196_5",5,"3196","1",84,";"
2022,"3196_5",5,"3196","2",20,";"
2022,"3197_5",5,"3197","1",160,";"
2022,"3197_5",5,"3197","2",138,";"
2022,"3197_5",5,"3197","3",6,";"
2022,"3197_5",5,"3197","4",14,";"
2022,"3199_5",5,"3199","1",68,"weird alien stalk;"
2022,"3199_5",5,"3199","2",2,";"
2022,"3198_5",5,"3198","1",6,";"
2022,"3198_5",5,"3198","2",0,";"
2022,"3810_5",5,"3810","1",52,";"
2022,"3810_5",5,"3810","2",46,";"
2022,"3810_5",5,"3810","3",0,";"
2022,"5022_5",5,"5022","1",0,";"
2022,"3546_5",5,"3546","1",66,";"
2022,"3546_5",5,"3546","2",0,";"
2022,"3644_5",5,"3644","1",54,";"
2022,"3074_5",5,"3074","1",0,";"
2022,"3074_5",5,"3074","2",0,";"
2022,"3074_5",5,"3074","3",0,";"
2022,"5044_5",5,"5044","1",0,";"
2022,"5044_5",5,"5044","2",0,";"
2022,"3127_5",5,"3127","1",84,";"
2022,"3127_5",5,"3127","2",66,";"
2022,"3833_5",5,"3833","1",56,";"
2022,"3833_5",5,"3833","2",24,";"
2022,"3988_5",5,"3988","1",2,";"
2022,"3988_5",5,"3988","2",0,";"
2022,"7546_5",5,"7546","1",8,";"
2022,"7546_5",5,"7546","2",0,";"
2022,"5036_5",5,"5036","1",36,";"
2022,"5036_5",5,"5036","2",4,";"
2022,"3788_5",5,"3788","1",128,";"
2022,"3108_5",5,"3108","1",26,";"
2022,"3820_5",5,"3820","1",11,";"
2022,"3153_5",5,"3153","1",0,";"
2022,"3093_5",5,"3093","1",94,";"
2022,"3811_5",5,"3811","1",0,";"
2022,"3869_5",5,"3869","1",22,";"
2022,"3488_5",5,"3488","1",40,";"
2022,"3488_5",5,"3488","2",102,";"
2022,"3488_5",5,"3488","3",42,";"
2022,"3488_5",5,"3488","4",76,";"
2022,"3488_5",5,"3488","5",38,";"
2022,"3109_5",5,"3109","1",50,";"
2022,"3109_5",5,"3109","2",0,";"
2022,"3148_5",5,"3148","1",52,";"
2022,"3465_5",5,"3465","1",56,";"
2022,"3465_5",5,"3465","2",0,";"
2022,"3560_5",5,"3560","1",56,";"
2022,"3152_5",5,"3152","1",4,";"
2022,"3125_5",5,"3125","1",0,";"
2022,"3877_5",5,"3877","1",36,";"
2022,"3615_5",5,"3615","1",42,";"
2022,"3615_5",5,"3615","2",22,";"
2022,"3649_5",5,"3649","1",0,";"
2022,"3516_5",5,"3516","1",66,";"
2022,"3516_5",5,"3516","2",0,";"
2022,"7555_5",5,"7555","1",10,";"
2022,"3178_5",5,"3178","1",30,";"
2022,"3178_5",5,"3178","2",26,";"
2022,"3193_5",5,"3193","1",38,";"
2022,"7522_5",5,"7522","1",60,";"
2022,"5042_5",5,"5042","1",10,";"
2022,"5045_5",5,"5045","1",66,";"
2022,"5032_7",7,"5032","1",0,";"
2022,"5032_7",7,"5032","2",0,";"
2022,"3450_7",7,"3450","1",136,";"
2022,"3450_7",7,"3450","2",2,";"
2022,"3450_7",7,"3450","3",0,";"
2022,"3446_7",7,"3446","1",4,";"
2022,"3446_7",7,"3446","2",0,";"
2022,"3981_7",7,"3981","1",0,";"
2022,"3981_7",7,"3981","2",0,";"
2022,"3452_7",7,"3452","1",114,";"
2022,"3452_7",7,"3452","2",26,";"
2022,"3452_7",7,"3452","3",0,";"
2022,"3452_7",7,"3452","4",0,";"
2022,"5049_7",7,"5049","1",80,";"
2022,"5049_7",7,"5049","2",0,";"
2022,"3089_7",7,"3089","1",92,";"
2022,"3089_7",7,"3089","2",0,";"
2022,"3298_7",7,"3298","1",26,";"
2022,"3886_7",7,"3886","1",90,";"
2022,"3886_7",7,"3886","2",0,";"
2022,"3375_7",7,"3375","1",0,";"
2022,"3375_7",7,"3375","2",0,";"
2022,"3994_7",7,"3994","1",134,";"
2022,"3994_7",7,"3994","2",150,";"
2022,"3994_7",7,"3994","3",0,";"
2022,"3994_7",7,"3994","4",0,";"
2022,"3994_7",7,"3994","5",0,";"
2022,"5047_7",7,"5047","1",44,";"
2022,"5047_7",7,"5047","2",0,";"
2022,"3874_7",7,"3874","1",64,";"
2022,"3044_7",7,"3044","1",50,";"
2022,"3044_7",7,"3044","2",0,";"
2022,"3443_7",7,"3443","1",0,";"
2022,"5051_7",7,"5051","1",118,";"
2022,"5051_7",7,"5051","2",0,";"
2022,"3453_7",7,"3453","1",76,";"
2022,"3453_7",7,"3453","2",26,";"
2022,"3453_7",7,"3453","3",22,";"
2022,"3453_7",7,"3453","4",0,";"
2022,"3100_7",7,"3100","1",2,";"
2022,"3688_7",7,"3688","1",0,";"
2022,"3688_7",7,"3688","2",0,";"
2022,"7544_7",7,"7544","1",0,";"
2022,"3408_7",7,"3408","1",0,";"
2022,"5053_7",7,"5053","1",0,";"
2022,"3401_7",7,"3401","1",36,";"
2022,"5048_7",7,"5048","1",2,";"
2022,"5054_7",7,"5054","1",36,";"
2022,"3406_7",7,"3406","1",0,";"
2023,"3611_1",1,"3611","1",58,""
2023,"3611_1",1,"3611","2",0,""
2023,"3599_1",1,"3599","1",94,""
2023,"3599_1",1,"3599","2",0,""
2023,"3525_1",1,"3525","1",82,""
2023,"3525_1",1,"3525","2",6,""
2023,"3610_1",1,"3610","1",84,""
2023,"3610_1",1,"3610","2",86,""
2023,"3610_1",1,"3610","3",108,""
2023,"3610_1",1,"3610","4",40,""
2023,"3610_1",1,"3610","5",0,""
2023,"3610_1",1,"3610","6",0,""
2023,"3728_1",1,"3728","1",0,""
2023,"3741_1",1,"3741","1",96,""
2023,"3741_1",1,"3741","2",102,""
2023,"3741_1",1,"3741","3",56,""
2023,"3741_1",1,"3741","4",54,""
2023,"3741_1",1,"3741","5",0,""
2023,"3741_1",1,"3741","6",0,""
2023,"3126_1",1,"3126","1",96,""
2023,"3126_1",1,"3126","2",0,""
2023,"3692_1",1,"3692","1",0,""
2023,"7599_1",1,"7599","1",42,""
2023,"3542_1",1,"3542","1",20,""
2023,"3542_1",1,"3542","2",0,""
2023,"3542_1",1,"3542","3",0,""
2023,"3542_1",1,"3542","4",0,""
2023,"3782_1",1,"3782","1",0,""
2023,"3365_1",1,"3365","1",0,""
2023,"3879_1",1,"3879","1",42,""
2023,"3608_1",1,"3608","1",62,""
2023,"3608_1",1,"3608","2",54,""
2023,"3608_1",1,"3608","3",0,""
2023,"3860_1",1,"3860","1",36,""
2023,"7533_1",1,"7533","1",30,""
2023,"3543_1",1,"3543","1",90,""
2023,"3543_1",1,"3543","2",0,""
2023,"3583_1",1,"3583","1",4,""
2023,"3567_1",1,"3567","1",70,""
2023,"3567_1",1,"3567","2",52,""
2023,"3567_1",1,"3567","3",0,""
2023,"3567_1",1,"3567","4",0,""
2023,"3935_1",1,"3935","1",78,""
2023,"3935_1",1,"3935","2",0,""
2023,"3687_1",1,"3687","1",0,""
2023,"3645_1",1,"3645","1",12,""
2023,"3627_1",1,"3627","1",0,""
2023,"3930_1",1,"3930","1",140,""
2023,"3930_1",1,"3930","2",0,""
2023,"3151_1",1,"3151","1",82,""
2023,"3151_1",1,"3151","2",38,""
2023,"3151_1",1,"3151","3",0,""
2023,"3629_1",1,"3629","1",34,""
2023,"3506_1",1,"3506","1",30,""
2023,"3506_1",1,"3506","2",24,""
2023,"3506_1",1,"3506","3",18,""
2023,"3506_1",1,"3506","4",14,""
2023,"3814_1",1,"3814","1",0,""
2023,"3814_1",1,"3814","2",0,""
2023,"3410_1",1,"3410","1",68,""
2023,"3410_1",1,"3410","2",8,""
2023,"3410_1",1,"3410","3",12,""
2023,"3412_1",1,"3412","1",38,""
2023,"3412_1",1,"3412","2",32,""
2023,"3411_1",1,"3411","1",0,""
2023,"3744_1",1,"3744","1",0,""
2023,"3166_2",2,"3166","1",116,""
2023,"3166_2",2,"3166","2",66,""
2023,"3166_2",2,"3166","3",0,""
2023,"3597_2",2,"3597","1",0,""
2023,"3597_2",2,"3597","2",2,""
2023,"3413_2",2,"3413","1",0,""
2023,"3480_2",2,"3480","1",56,""
2023,"3522_2",2,"3522","1",10,""
2023,"3858_2",2,"3858","1",0,""
2023,"3550_2",2,"3550","1",36,""
2023,"3550_2",2,"3550","2",22,""
2023,"3751_2",2,"3751","1",0,""
2023,"3502_2",2,"3502","1",0,""
2023,"3156_2",2,"3156","1",10,""
2023,"3156_2",2,"3156","2",0,""
2023,"3163_2",2,"3163","1",0,""
2023,"3164_2",2,"3164","1",0,""
2023,"3175_2",2,"3175","1",6,""
2023,"3175_2",2,"3175","2",0,""
2023,"3155_2",2,"3155","1",52,""
2023,"3155_2",2,"3155","2",8,""
2023,"3172_2",2,"3172","1",0,""
2023,"3172_2",2,"3172","2",0,""
2023,"3188_2",2,"3188","1",26,""
2023,"3185_2",2,"3185","1",0,""
2023,"3185_2",2,"3185","2",0,""
2023,"3186_2",2,"3186","1",36,""
2023,"3159_2",2,"3159","1",88,""
2023,"3159_2",2,"3159","2",28,""
2023,"3159_2",2,"3159","3",42,""
2023,"3159_2",2,"3159","4",62,""
2023,"3159_2",2,"3159","5",0,""
2023,"3159_2",2,"3159","6",0,""
2023,"3169_2",2,"3169","1",2,""
2023,"3168_2",2,"3168","1",38,""
2023,"3168_2",2,"3168","2",0,""
2023,"3562_2",2,"3562","1",0,""
2023,"3352_2",2,"3352","1",0,""
2023,"3157_2",2,"3157","1",0,""
2023,"7560_2",2,"7560","1",28,""
2023,"3531_2",2,"3531","1",0,""
2023,"3703_2",2,"3703","1",6,""
2023,"3462_3",3,"3462","1",0,""
2023,"3462_3",3,"3462","2",0,""
2023,"7548_3",3,"7548","1",120,""
2023,"7548_3",3,"7548","2",92,""
2023,"7548_3",3,"7548","3",0,""
2023,"3759_3",3,"3759","1",0,""
2023,"3759_3",3,"3759","2",80,""
2023,"3759_3",3,"3759","3",0,""
2023,"3015_3",3,"3015","1",38,""
2023,"3015_3",3,"3015","2",96,""
2023,"3015_3",3,"3015","3",0,""
2023,"3349_3",3,"3349","1",102,""
2023,"3349_3",3,"3349","2",130,""
2023,"3349_3",3,"3349","3",58,""
2023,"3056_3",3,"3056","1",0,""
2023,"3919_3",3,"3919","1",32,""
2023,"3906_3",3,"3906","1",0,""
2023,"3651_3",3,"3651","1",14,""
2023,"3831_3",3,"3831","1",0,""
2023,"3831_3",3,"3831","2",0,""
2023,"3304_3",3,"3304","1",78,""
2023,"7573_3",3,"7573","1",30,""
2023,"7573_3",3,"7573","2",50,""
2023,"3797_3",3,"3797","1",68,""
2023,"3797_3",3,"3797","2",0,""
2023,"3846_3",3,"3846","1",106,""
2023,"3846_3",3,"3846","2",22,""
2023,"3796_3",3,"3796","1",0,""
2023,"7670_3",3,"7670","1",104,""
2023,"7552_3",3,"7552","1",0,""
2023,"7552_3",3,"7552","2",0,""
2023,"7552_3",3,"7552","3",0,""
2023,"7684_3",3,"7684","1",0,""
2023,"7684_3",3,"7684","2",0,""
2023,"3081_3",3,"3081","1",0,""
2023,"3624_3",3,"3624","1",32,""
2023,"3313_3",3,"3313","1",0,""
2023,"3799_3",3,"3799","1",106,""
2023,"7539_3",3,"7539","1",0,""
2023,"7565_3",3,"7565","1",34,""
2023,"7696_4",4,"7696","1",84,""
2023,"7696_4",4,"7696","2",28,""
2023,"7696_4",4,"7696","3",0,""
2023,"7696_4",4,"7696","4",0,""
2023,"1411_4",4,"1411","1",212,""
2023,"1411_4",4,"1411","2",250,""
2023,"1411_4",4,"1411","3",0,""
2023,"3596_4",4,"3596","1",126,""
2023,"3596_4",4,"3596","2",2,""
2023,"2230_4",4,"2230","1",10,""
2023,"2230_4",4,"2230","2",12,""
2023,"2230_4",4,"2230","3",0,""
2023,"7550_4",4,"7550","1",90,""
2023,"7550_4",4,"7550","2",0,""
2023,"3364_4",4,"3364","1",68,""
2023,"3364_4",4,"3364","2",84,""
2023,"3364_4",4,"3364","3",42,""
2023,"3364_4",4,"3364","4",4,""
2023,"3364_4",4,"3364","5",0,""
2023,"3730_4",4,"3730","1",14,""
2023,"7591_4",4,"7591","1",50,""
2023,"7591_4",4,"7591","2",0,""
2023,"3122_4",4,"3122","1",30,""
2023,"3122_4",4,"3122","2",90,""
2023,"3122_4",4,"3122","3",42,""
2023,"3122_4",4,"3122","4",0,""
2023,"3787_4",4,"3787","1",14,""
2023,"3786_4",4,"3786","1",16,""
2023,"3656_4",4,"3656","1",52,""
2023,"3152_5",5,"3152","1",14,""
2023,"3152_5",5,"3152","2",0,""
2023,"7570_5",5,"7570","1",0,""
2023,"3987_5",5,"3987","1",17,""
2023,"3987_5",5,"3987","2",0,""
2023,"3560_5",5,"3560","1",6,""
2023,"3560_5",5,"3560","2",0,""
2023,"3560_5",5,"3560","3",0,""
2023,"3560_5",5,"3560","4",0,""
2023,"3560_5",5,"3560","5",0,""
2023,"3199_5",5,"3199","1",92,""
2023,"3199_5",5,"3199","2",0,""
2023,"3199_5",5,"3199","3",22,""
2023,"3199_5",5,"3199","4",0,""
2023,"3788_5",5,"3788","1",0,""
2023,"3788_5",5,"3788","2",0,""
2023,"3499_5",5,"3499","1",2,""
2023,"3499_5",5,"3499","2",0,""
2023,"3468_5",5,"3468","1",8,""
2023,"3468_5",5,"3468","2",0,""
2023,"3125_5",5,"3125","1",42,""
2023,"3125_5",5,"3125","2",0,""
2023,"3877_5",5,"3877","1",0,""
2023,"3200_5",5,"3200","1",0,""
2023,"3200_5",5,"3200","2",60,""
2023,"5021_5",5,"5021","1",0,""
2023,"5021_5",5,"5021","2",0,""
2023,"3484_5",5,"3484","1",0,""
2023,"3708_5",5,"3708","1",0,""
2023,"7597_5",5,"7597","1",0,""
2023,"3714_5",5,"3714","1",40,""
2023,"3714_5",5,"3714","2",0,""
2023,"3465_5",5,"3465","1",2,""
2023,"3465_5",5,"3465","2",0,""
2023,"3196_5",5,"3196","1",38,""
2023,"3196_5",5,"3196","2",22,""
2023,"3196_5",5,"3196","3",0,""
2023,"3196_5",5,"3196","4",0,""
2023,"3941_5",5,"3941","1",54,""
2023,"3941_5",5,"3941","2",22,""
2023,"3941_5",5,"3941","3",28,""
2023,"3941_5",5,"3941","4",0,""
2023,"3941_5",5,"3941","5",0,""
2023,"3941_5",5,"3941","6",0,""
2023,"3941_5",5,"3941","7",0,""
2023,"3941_5",5,"3941","8",0,""
2023,"5022_5",5,"5022","1",0,""
2023,"3644_5",5,"3644","1",94,""
2023,"3644_5",5,"3644","2",46,""
2023,"3644_5",5,"3644","3",0,""
2023,"3644_5",5,"3644","4",0,""
2023,"3195_5",5,"3195","1",0,""
2023,"3195_5",5,"3195","2",0,""
2023,"3195_5",5,"3195","3",0,""
2023,"3193_5",5,"3193","1",0,""
2023,"7564_5",5,"7564","1",0,""
2023,"3197_5",5,"3197","1",80,""
2023,"3197_5",5,"3197","2",0,""
2023,"3197_5",5,"3197","3",22,""
2023,"3197_5",5,"3197","4",0,""
2023,"3466_5",5,"3466","1",0,""
2023,"3148_5",5,"3148","1",0,""
2023,"3148_5",5,"3148","2",0,""
2023,"3820_5",5,"3820","1",10,""
2023,"3820_5",5,"3820","2",0,""
2023,"5026_5",5,"5026","1",0,""
2023,"5026_5",5,"5026","2",0,""
2023,"7522_5",5,"7522","1",18,""
2023,"7522_5",5,"7522","2",38,""
2023,"7553_5",5,"7553","1",26,""
2023,"3191_5",5,"3191","1",26,""
2023,"3810_5",5,"3810","1",14,""
2023,"3810_5",5,"3810","2",2,""
2023,"3810_5",5,"3810","3",0,""
2023,"3810_5",5,"3810","4",0,""
2023,"7596_5",5,"7596","1",0,""
2023,"3161_5",5,"3161","1",22,""
2023,"3161_5",5,"3161","2",0,""
2023,"7512_5",5,"7512","1",0,""
2023,"3108_5",5,"3108","1",36,""
2023,"3108_5",5,"3108","2",14,""
2023,"3338_5",5,"3338","1",22,""
2023,"3338_5",5,"3338","2",0,""
2023,"7524_5",5,"7524","1",0,""
2023,"3546_5",5,"3546","1",34,""
2023,"3120_5",5,"3120","1",0,""
2023,"3120_5",5,"3120","2",0,""
2023,"5017_5",5,"5017","1",0,""
2023,"7542_5",5,"7542","1",0,""
2023,"7519_5",5,"7519","1",0,"[tag corrected during cleaning]"
2023,"5027_5",5,"5027","1",0,""
2023,"3374_6",6,"3374","1",6,""
2023,"3179_6",6,"3179","1",74,""
2023,"3179_6",6,"3179","2",0,""
2023,"3179_6",6,"3179","3",0,""
2023,"3400_6",6,"3400","1",0,""
2023,"3400_6",6,"3400","2",8,""
2023,"3070_6",6,"3070","1",26,""
2023,"3070_6",6,"3070","2",0,""
2023,"3070_6",6,"3070","3",0,""
2023,"3070_6",6,"3070","4",0,""
2023,"3008_6",6,"3008","1",32,""
2023,"3008_6",6,"3008","2",0,""
2023,"7587_6",6,"7587","1",0,""
2023,"7587_6",6,"7587","2",0,""
2023,"3753_6",6,"3753","1",0,""
2023,"3753_6",6,"3753","2",0,""
2023,"3358_6",6,"3358","1",28,""
2023,"3358_6",6,"3358","2",12,""
2023,"3358_6",6,"3358","3",4,""
2023,"3358_6",6,"3358","4",0,""
2023,"3345_6",6,"3345","1",36,""
2023,"3345_6",6,"3345","2",60,""
2023,"3345_6",6,"3345","3",0,""
2023,"3345_6",6,"3345","4",0,""
2023,"3360_6",6,"3360","1",0,""
2023,"3489_6",6,"3489","1",16,""
2023,"3489_6",6,"3489","2",0,""
2023,"3136_6",6,"3136","1",0,""
2023,"3136_6",6,"3136","2",62,""
2023,"3136_6",6,"3136","3",0,""
2023,"3669_6",6,"3669","1",56,""
2023,"3669_6",6,"3669","2",0,""
2023,"3141_6",6,"3141","1",0,""
2023,"3141_6",6,"3141","2",0,""
2023,"3141_6",6,"3141","3",0,""
2023,"3887_6",6,"3887","1",74,""
2023,"3887_6",6,"3887","2",64,""
2023,"3887_6",6,"3887","3",0,""
2023,"3466_6",6,"3466","1",72,""
2023,"3466_6",6,"3466","2",0,""
2023,"3466_6",6,"3466","3",0,""
2023,"3777_6",6,"3777","1",14,""
2023,"3142_6",6,"3142","1",0,""
2023,"3142_6",6,"3142","2",0,""
2023,"3005_6",6,"3005","1",0,""
2023,"3570_6",6,"3570","1",8,""
2023,"3570_6",6,"3570","2",0,""
2023,"3173_6",6,"3173","1",0,""
2023,"3729_6",6,"3729","1",104,""
2023,"3729_6",6,"3729","2",0,""
2023,"3955_6",6,"3955","1",0,""
2023,"3643_6",6,"3643","1",0,""
2023,"3630_6",6,"3630","1",0,""
2023,"3630_6",6,"3630","2",0,""
2023,"3648_6",6,"3648","1",0,""
2023,"3648_6",6,"3648","2",0,""
2023,"3372_6",6,"3372","1",0,""
2023,"3372_6",6,"3372","2",0,""
2023,"3725_6",6,"3725","1",0,""
2023,"3725_6",6,"3725","2",0,""
