"Year","tagplot","finalid.phen","n.phen.umbel","n.lost.umbel","mean.bud.day","plantid","finalid.demo","n.demo.umbels","No.leaves","Leaf.length","Plot","trt","prev.umbels","prev.leaves","prev.length","cur.size","prev.flwd","finalid.seed","no.seeds"
2021,"3144_5","3144_5_14J",1,1,117,"3144_5_14J","3144_5_14J",1,1,9,5,"drought",0,NA,NA,2.19722457733622,FALSE,NA,NA
2021,"3149_14","3149_14_19A",1,0,124,"3149_14_19A","3149_14_19A",1,2,14.5,14,"drought",0,NA,NA,3.36729582998647,FALSE,"3149_14_19A",38
2021,"3151_1","3151_1_8H",1,0,124,"3151_1_8H","3151_1_8H",1,2,15,1,"irrigated",1,2,9.6,3.40119738166216,TRUE,NA,NA
2021,"3155_13","3155_13_5A",1,0,131,"3155_13_5A","3155_13_5A",1,5,11,13,"control",0,1,8.4,4.00733318523247,FALSE,NA,NA
2021,"3155_2","3155_2_16A",1,1,117,"3155_2_16A","3155_2_16A",1,1,13.5,2,"control",0,NA,NA,2.60268968544438,FALSE,NA,NA
2021,"3156_2","3156_2_11E",2,2,117,"3156_2_11E","3156_2_11E",2,2,17,2,"control",0,NA,NA,3.52636052461616,FALSE,NA,NA
2021,"3157_2","3157_2_18E",2,1,131,"3157_2_18E","3157_2_18E",2,6,10,2,"control",0,NA,NA,4.0943445622221,FALSE,"3157_2_18E",70
2021,"3157_2","3157_2_18E",2,1,131,"3157_2_18E","3157_2_18E",2,6,10,2,"control",0,NA,NA,4.0943445622221,FALSE,"3157_2_18E",0
2021,"3159_2","3159_2_13H",3,2,119.333333333333,"3159_2_13H","3159_2_13H",3,5,16.5,2,"control",0,NA,NA,4.41279829334063,FALSE,NA,NA
2021,"3162_2","3162_2_11I",1,1,117,"3162_2_11I","3162_2_11I",1,1,9,2,"control",0,NA,NA,2.19722457733622,FALSE,NA,NA
2021,"3163_2","3163_2_11D",2,0,127.5,"3163_2_11D","3163_2_11D",2,3,16.5,2,"control",0,NA,NA,3.90197266957464,FALSE,NA,NA
2021,"3164_2","3164_2_14B",2,2,117,"3164_2_14B","3164_2_14B",2,4,15.5,2,"control",0,NA,NA,4.12713438504509,FALSE,NA,NA
2021,"3166_2","3166_2_12B",1,1,124,"3166_2_12B","3166_2_12B",1,4,14,2,"control",0,NA,NA,4.02535169073515,FALSE,NA,NA
