"size.prev","size.cur","trt","p.size.cur","perturb.param","orig.par.val"
3.2,1.8,"control",0.0030001428568992,"surv_slope",0.631582883783147
3.3,1.8,"control",0.00267074965666939,"surv_slope",0.631582883783147
3.4,1.8,"control",0.00237128487086648,"surv_slope",0.631582883783147
3.5,1.8,"control",0.00209990523620876,"surv_slope",0.631582883783147
3.6,1.8,"control",0.00185475658737743,"surv_slope",0.631582883783147
3.7,1.8,"control",0.00163399598640136,"surv_slope",0.631582883783147
3.8,1.8,"control",0.00143581076691805,"surv_slope",0.631582883783147
3.9,1.8,"control",0.00125843460277512,"surv_slope",0.631582883783147
4,1.8,"control",0.00110016075181073,"surv_slope",0.631582883783147
4.1,1.8,"control",0.00095935265753049,"surv_slope",0.631582883783147
4.2,1.8,"control",0.000834452114508162,"surv_slope",0.631582883783147
4.3,1.8,"control",0.000723985218515792,"surv_slope",0.631582883783147
4.4,1.8,"control",0.000626566330539829,"surv_slope",0.631582883783147
4.5,1.8,"control",0.000540900285900292,"surv_slope",0.631582883783147
4.6,1.8,"control",0.000465783076594864,"surv_slope",0.631582883783147
4.7,1.8,"control",0.00040010122764892,"surv_slope",0.631582883783147
4.8,1.8,"control",0.000342830077528876,"surv_slope",0.631582883783147
4.9,1.8,"control",0.000293031159371718,"surv_slope",0.631582883783147
5,1.8,"control",0.000249848864627685,"surv_slope",0.631582883783147
5.1,1.8,"control",0.000212506554356277,"surv_slope",0.631582883783147
5.2,1.8,"control",0.00018030226642654,"surv_slope",0.631582883783147
5.3,1.8,"control",0.000152604149736392,"surv_slope",0.631582883783147
5.4,1.8,"control",0.000128845739687717,"surv_slope",0.631582883783147
5.5,1.8,"control",0.000108521172862032,"surv_slope",0.631582883783147
5.6,1.8,"control",9.11804233921487e-05,"surv_slope",0.631582883783147
5.7,1.8,"control",7.64246291094527e-05,"surv_slope",0.631582883783147
5.8,1.8,"control",6.39015622967161e-05,"surv_slope",0.631582883783147
5.9,1.8,"control",5.33012878738249e-05,"surv_slope",0.631582883783147
6,1.8,"control",4.43520411257333e-05,"surv_slope",0.631582883783147
0.5,1.9,"control",0.0287782266096266,"surv_slope",0.631582883783147
0.6,1.9,"control",0.0279365940784531,"surv_slope",0.631582883783147
0.7,1.9,"control",0.0270330305476928,"surv_slope",0.631582883783147
0.8,1.9,"control",0.0260757772775066,"surv_slope",0.631582883783147
0.9,1.9,"control",0.0250732574255495,"surv_slope",0.631582883783147
1,1.9,"control",0.0240339529169126,"surv_slope",0.631582883783147
1.1,1.9,"control",0.02296628721619,"surv_slope",0.631582883783147
1.2,1.9,"control",0.0218785161057161,"surv_slope",0.631582883783147
1.3,1.9,"control",0.02077862821605,"surv_slope",0.631582883783147
1.4,1.9,"control",0.0196742566753985,"surv_slope",0.631582883783147
1.5,1.9,"control",0.0185726028589431,"surv_slope",0.631582883783147
1.6,1.9,"control",0.0174803728406099,"surv_slope",0.631582883783147
1.7,1.9,"control",0.0164037267904991,"surv_slope",0.631582883783147
1.8,1.9,"control",0.0153482412306531,"surv_slope",0.631582883783147
1.9,1.9,"control",0.0143188837675124,"surv_slope",0.631582883783147
2,1.9,"control",0.0133199996664553,"surv_slope",0.631582883783147
2.1,1.9,"control",0.0123553094252563,"surv_slope",0.631582883783147
2.2,1.9,"control",0.0114279163401884,"surv_slope",0.631582883783147
2.3,1.9,"control",0.0105403229401666,"surv_slope",0.631582883783147
2.4,1.9,"control",0.00969445508869317,"surv_slope",0.631582883783147
2.5,1.9,"control",0.00889169251719262,"surv_slope",0.631582883783147
2.6,1.9,"control",0.00813290455253693,"surv_slope",0.631582883783147
2.7,1.9,"control",0.00741848983154104,"surv_slope",0.631582883783147
2.8,1.9,"control",0.00674841885101184,"surv_slope",0.631582883783147
2.9,1.9,"control",0.00612227827854739,"surv_slope",0.631582883783147
3,1.9,"control",0.00553931604178818,"surv_slope",0.631582883783147
3.1,1.9,"control",0.00499848631755567,"surv_slope",0.631582883783147
3.2,1.9,"control",0.00449849365297575,"surv_slope",0.631582883783147
3.3,1.9,"control",0.00403783556442078,"surv_slope",0.631582883783147
3.4,1.9,"control",0.00361484307355683,"surv_slope",0.631582883783147
3.5,1.9,"control",0.00322771875010941,"surv_slope",0.631582883783147
3.6,1.9,"control",0.00287457193584692,"surv_slope",0.631582883783147
3.7,1.9,"control",0.00255345092190914,"surv_slope",0.631582883783147
3.8,1.9,"control",0.0022623719406456,"surv_slope",0.631582883783147
3.9,1.9,"control",0.0019993449126733,"surv_slope",0.631582883783147
4,1.9,"control",0.00176239595940898,"surv_slope",0.631582883783147
4.1,1.9,"control",0.00154958675070949,"surv_slope",0.631582883783147
4.2,1.9,"control",0.0013590308065879,"surv_slope",0.631582883783147
4.3,1.9,"control",0.00118890691162371,"surv_slope",0.631582883783147
4.4,1.9,"control",0.0010374698312026,"surv_slope",0.631582883783147
4.5,1.9,"control",0.000903058540798159,"surv_slope",0.631582883783147
4.6,1.9,"control",0.000784102193938072,"surv_slope",0.631582883783147
4.7,1.9,"control",0.000679124062137539,"surv_slope",0.631582883783147
4.8,1.9,"control",0.000586743681818801,"surv_slope",0.631582883783147
4.9,1.9,"control",0.000505677439956023,"surv_slope",0.631582883783147
5,1.9,"control",0.000434737822755102,"surv_slope",0.631582883783147
5.1,1.9,"control",0.000372831540923288,"surv_slope",0.631582883783147
5.2,1.9,"control",0.00031895673177446,"surv_slope",0.631582883783147
5.3,1.9,"control",0.000272199423256469,"surv_slope",0.631582883783147
5.4,1.9,"control",0.000231729428609523,"surv_slope",0.631582883783147
5.5,1.9,"control",0.000196795823324482,"surv_slope",0.631582883783147
5.6,1.9,"control",0.000166722138845688,"surv_slope",0.631582883783147
5.7,1.9,"control",0.000140901390456296,"surv_slope",0.631582883783147
5.8,1.9,"control",0.00011879104032394,"surv_slope",0.631582883783147
5.9,1.9,"control",9.99079810306615e-05,"surv_slope",0.631582883783147
6,1.9,"control",8.3823610259915e-05,"surv_slope",0.631582883783147
0.5,2,"control",0.0335334015007561,"surv_slope",0.631582883783147
0.6,2,"control",0.0328229271445212,"surv_slope",0.631582883783147
0.7,2,"control",0.0320249792420672,"surv_slope",0.631582883783147
0.8,2,"control",0.0311473895979281,"surv_slope",0.631582883783147
0.9,2,"control",0.0301985035300877,"surv_slope",0.631582883783147
1,2,"control",0.0291870457745201,"surv_slope",0.631582883783147
1.1,2,"control",0.0281219865027903,"surv_slope",0.631582883783147
1.2,2,"control",0.0270124102600157,"surv_slope",0.631582883783147
1.3,2,"control",0.0258673903666091,"surv_slope",0.631582883783147
1.4,2,"control",0.0246958710098865,"surv_slope",0.631582883783147
1.5,2,"control",0.0235065588964508,"surv_slope",0.631582883783147
1.6,2,"control",0.0223078259586978,"surv_slope",0.631582883783147
1.7,2,"control",0.0211076242234024,"surv_slope",0.631582883783147
1.8,2,"control",0.019913413570334,"surv_slope",0.631582883783147
1.9,2,"control",0.0187321027456609,"surv_slope",0.631582883783147
2,2,"control",0.0175700036579994,"surv_slope",0.631582883783147
2.1,2,"control",0.0164327986816921,"surv_slope",0.631582883783147
2.2,2,"control",0.0153255204275326,"surv_slope",0.631582883783147
2.3,2,"control",0.0142525432189418,"surv_slope",0.631582883783147
2.4,2,"control",0.0132175853329888,"surv_slope",0.631582883783147
2.5,2,"control",0.0122237209304409,"surv_slope",0.631582883783147
2.6,2,"control",0.0112734005056788,"surv_slope",0.631582883783147
2.7,2,"control",0.0103684786331788,"surv_slope",0.631582883783147
2.8,2,"control",0.00951024776883416,"surv_slope",0.631582883783147
2.9,2,"control",0.00869947687759041,"surv_slope",0.631582883783147
3,2,"control",0.00793645369924051,"surv_slope",0.631582883783147
3.1,2,"control",0.00722102952715104,"surv_slope",0.631582883783147
3.2,2,"control",0.00655266545556936,"surv_slope",0.631582883783147
3.3,2,"control",0.00593047914553593,"surv_slope",0.631582883783147
3.4,2,"control",0.00535329126311418,"surv_slope",0.631582883783147
3.5,2,"control",0.00481967085281807,"surv_slope",0.631582883783147
3.6,2,"control",0.00432797902034026,"surv_slope",0.631582883783147
3.7,2,"control",0.00387641040898472,"surv_slope",0.631582883783147
3.8,2,"control",0.00346303206106789,"surv_slope",0.631582883783147
3.9,2,"control",0.00308581935691718,"surv_slope",0.631582883783147
4,2,"control",0.0027426888183515,"surv_slope",0.631582883783147
4.1,2,"control",0.00243152764948359,"surv_slope",0.631582883783147
4.2,2,"control",0.00215021996453397,"surv_slope",0.631582883783147
4.3,2,"control",0.00189666971963168,"surv_slope",0.631582883783147
4.4,2,"control",0.0016688204231461,"surv_slope",0.631582883783147
4.5,2,"control",0.00146467174705554,"surv_slope",0.631582883783147
4.6,2,"control",0.00128229320053885,"surv_slope",0.631582883783147
4.7,2,"control",0.0011198350568778,"surv_slope",0.631582883783147
4.8,2,"control",0.00097553674651711,"surv_slope",0.631582883783147
4.9,2,"control",0.000847732943480099,"surv_slope",0.631582883783147
5,2,"control",0.000734857580078282,"surv_slope",0.631582883783147
5.1,2,"control",0.0006354460268135,"surv_slope",0.631582883783147
5.2,2,"control",0.000548135671389836,"surv_slope",0.631582883783147
5.3,2,"control",0.00047166512365173,"surv_slope",0.631582883783147
5.4,2,"control",0.000404872262834997,"surv_slope",0.631582883783147
5.5,2,"control",0.000346691330500891,"surv_slope",0.631582883783147
5.6,2,"control",0.000296149257604333,"surv_slope",0.631582883783147
5.7,2,"control",0.000252361397944689,"surv_slope",0.631582883783147
5.8,2,"control",0.000214526823309372,"surv_slope",0.631582883783147
5.9,2,"control",0.000181923318423283,"surv_slope",0.631582883783147
6,2,"control",0.000153902196765082,"surv_slope",0.631582883783147
0.5,2.1,"control",0.0379591864663061,"surv_slope",0.631582883783147
0.6,2.1,"control",0.0374633721559459,"surv_slope",0.631582883783147
0.7,2.1,"control",0.0368560412375542,"surv_slope",0.631582883783147
0.8,2.1,"control",0.0361436288449654,"surv_slope",0.631582883783147
0.9,2.1,"control",0.0353334294118664,"surv_slope",0.631582883783147
1,2.1,"control",0.0344334690793533,"surv_slope",0.631582883783147
1.1,2.1,"control",0.0334523710762079,"surv_slope",0.631582883783147
1.2,2.1,"control",0.0323992172313653,"surv_slope",0.631582883783147
1.3,2.1,"control",0.031283408677933,"surv_slope",0.631582883783147
1.4,2.1,"control",0.0301145286272505,"surv_slope",0.631582883783147
1.5,2.1,"control",0.0289022098428845,"surv_slope",0.631582883783147
1.6,2.1,"control",0.0276560091424279,"surv_slope",0.631582883783147
1.7,2.1,"control",0.0263852909142699,"surv_slope",0.631582883783147
1.8,2.1,"control",0.0250991212716513,"surv_slope",0.631582883783147
1.9,2.1,"control",0.0238061740910858,"surv_slope",0.631582883783147
2,2.1,"control",0.0225146498091135,"surv_slope",0.631582883783147
2.1,2.1,"control",0.0212322074913179,"surv_slope",0.631582883783147
2.2,2.1,"control",0.0199659103497373,"surv_slope",0.631582883783147
2.3,2.1,"control",0.0187221845765524,"surv_slope",0.631582883783147
2.4,2.1,"control",0.0175067910886262,"surv_slope",0.631582883783147
2.5,2.1,"control",0.0163248095427424,"surv_slope",0.631582883783147
2.6,2.1,"control",0.0151806337871616,"surv_slope",0.631582883783147
2.7,2.1,"control",0.0140779777618408,"surv_slope",0.631582883783147
2.8,2.1,"control",0.013019890746507,"surv_slope",0.631582883783147
2.9,2.1,"control",0.012008780780823,"surv_slope",0.631582883783147
3,2.1,"control",0.0110464450413891,"surv_slope",0.631582883783147
3.1,2.1,"control",0.0101341059528822,"surv_slope",0.631582883783147
3.2,2.1,"control",0.00927245183144476,"surv_slope",0.631582883783147
3.3,2.1,"control",0.00846168090339781,"surv_slope",0.631582883783147
3.4,2.1,"control",0.00770154760731646,"surv_slope",0.631582883783147
3.5,2.1,"control",0.00699141016833102,"surv_slope",0.631582883783147
3.6,2.1,"control",0.00633027852623171,"surv_slope",0.631582883783147
3.7,2.1,"control",0.0057168617998246,"surv_slope",0.631582883783147
3.8,2.1,"control",0.0051496145755868,"surv_slope",0.631582883783147
3.9,2.1,"control",0.00462678141593233,"surv_slope",0.631582883783147
4,2.1,"control",0.00414643908864268,"surv_slope",0.631582883783147
4.1,2.1,"control",0.00370653612195802,"surv_slope",0.631582883783147
4.2,2.1,"control",0.00330492938758299,"surv_slope",0.631582883783147
4.3,2.1,"control",0.00293941750494412,"surv_slope",0.631582883783147
4.4,2.1,"control",0.00260777094332509,"surv_slope",0.631582883783147
4.5,2.1,"control",0.00230775877322411,"surv_slope",0.631582883783147
4.6,2.1,"control",0.00203717208396557,"surv_slope",0.631582883783147
4.7,2.1,"control",0.00179384414107102,"surv_slope",0.631582883783147
4.8,2.1,"control",0.00157566740421505,"surv_slope",0.631582883783147
4.9,2.1,"control",0.00138060756502256,"surv_slope",0.631582883783147
5,2.1,"control",0.00120671479394199,"surv_slope",0.631582883783147
5.1,2.1,"control",0.00105213240751702,"surv_slope",0.631582883783147
5.2,2.1,"control",0.000915103182246101,"surv_slope",0.631582883783147
5.3,2.1,"control",0.000793973549595274,"surv_slope",0.631582883783147
5.4,2.1,"control",0.000687195909390198,"surv_slope",0.631582883783147
5.5,2.1,"control",0.000593329296545796,"surv_slope",0.631582883783147
5.6,2.1,"control",0.000511038629678422,"surv_slope",0.631582883783147
5.7,2.1,"control",0.000439092760344017,"surv_slope",0.631582883783147
5.8,2.1,"control",0.000376361529174988,"surv_slope",0.631582883783147
5.9,2.1,"control",0.00032181202071706,"surv_slope",0.631582883783147
6,2.1,"control",0.00027450419290546,"surv_slope",0.631582883783147
0.5,2.2,"control",0.0417428300728061,"surv_slope",0.631582883783147
0.6,2.2,"control",0.0415395828396342,"surv_slope",0.631582883783147
0.7,2.2,"control",0.0412054081151861,"surv_slope",0.631582883783147
0.8,2.2,"control",0.040744365505531,"surv_slope",0.631582883783147
0.9,2.2,"control",0.0401616796058194,"surv_slope",0.631582883783147
1,2.2,"control",0.0394636385825917,"surv_slope",0.631582883783147
1.1,2.2,"control",0.0386574784355951,"surv_slope",0.631582883783147
1.2,2.2,"control",0.0377512559576579,"surv_slope",0.631582883783147
1.3,2.2,"control",0.0367537135180222,"surv_slope",0.631582883783147
1.4,2.2,"control",0.0356741388055855,"surv_slope",0.631582883783147
1.5,2.2,"control",0.0345222225912623,"surv_slope",0.631582883783147
1.6,2.2,"control",0.0333079174132305,"surv_slope",0.631582883783147
1.7,2.2,"control",0.0320412998670429,"surv_slope",0.631582883783147
1.8,2.2,"control",0.0307324389074585,"surv_slope",0.631582883783147
1.9,2.2,"control",0.029391272253821,"surv_slope",0.631582883783147
2,2.2,"control",0.0280274926491837,"surv_slope",0.631582883783147
2.1,2.2,"control",0.0266504453678184,"surv_slope",0.631582883783147
2.2,2.2,"control",0.0252690380079015,"surv_slope",0.631582883783147
2.3,2.2,"control",0.0238916632563731,"surv_slope",0.631582883783147
2.4,2.2,"control",0.0225261349800455,"surv_slope",0.631582883783147
2.5,2.2,"control",0.0211796376882323,"surv_slope",0.631582883783147
2.6,2.2,"control",0.0198586891330726,"surv_slope",0.631582883783147
2.7,2.2,"control",0.0185691155683746,"surv_slope",0.631582883783147
2.8,2.2,"control",0.0173160389787267,"surv_slope",0.631582883783147
2.9,2.2,"control",0.0161038754190165,"surv_slope",0.631582883783147
3,2.2,"control",0.0149363434703332,"surv_slope",0.631582883783147
3.1,2.2,"control",0.0138164817204782,"surv_slope",0.631582883783147
3.2,2.2,"control",0.0127466741140775,"surv_slope",0.631582883783147
3.3,2.2,"control",0.011728681986018,"surv_slope",0.631582883783147
3.4,2.2,"control",0.0107636815895592,"surv_slope",0.631582883783147
3.5,2.2,"control",0.00985230595358109,"surv_slope",0.631582883783147
3.6,2.2,"control",0.00899468994841631,"surv_slope",0.631582883783147
3.7,2.2,"control",0.0081905175028738,"surv_slope",0.631582883783147
3.8,2.2,"control",0.0074390699927386,"surv_slope",0.631582883783147
3.9,2.2,"control",0.00673927490968238,"surv_slope",0.631582883783147
4,2.2,"control",0.00608975401579906,"surv_slope",0.631582883783147
4.1,2.2,"control",0.00548887028980028,"surv_slope",0.631582883783147
4.2,2.2,"control",0.00493477307347082,"surv_slope",0.631582883783147
4.3,2.2,"control",0.00442544092883047,"surv_slope",0.631582883783147
4.4,2.2,"control",0.00395872181544901,"surv_slope",0.631582883783147
4.5,2.2,"control",0.00353237029173846,"surv_slope",0.631582883783147
4.6,2.2,"control",0.00314408153236717,"surv_slope",0.631582883783147
4.7,2.2,"control",0.00279152203510049,"surv_slope",0.631582883783147
4.8,2.2,"control",0.00247235696358135,"surv_slope",0.631582883783147
4.9,2.2,"control",0.00218427413731801,"surv_slope",0.631582883783147
5,2.2,"control",0.00192500473620516,"surv_slope",0.631582883783147
5.1,2.2,"control",0.00169234083425322,"surv_slope",0.631582883783147
5.2,2.2,"control",0.00148414991603018,"surv_slope",0.631582883783147
5.3,2.2,"control",0.00129838655998003,"surv_slope",0.631582883783147
5.4,2.2,"control",0.00113310149576277,"surv_slope",0.631582883783147
5.5,2.2,"control",0.000986448258652642,"surv_slope",0.631582883783147
5.6,2.2,"control",0.000856687673503145,"surv_slope",0.631582883783147
5.7,2.2,"control",0.000742190404552997,"surv_slope",0.631582883783147
5.8,2.2,"control",0.000641437806148421,"surv_slope",0.631582883783147
5.9,2.2,"control",0.000553021304036534,"surv_slope",0.631582883783147
6,2.2,"control",0.000475640527971538,"surv_slope",0.631582883783147
0.5,2.3,"control",0.0445936057807926,"surv_slope",0.631582883783147
0.6,2.3,"control",0.0447448546463168,"surv_slope",0.631582883783147
0.7,2.3,"control",0.0447533408622325,"surv_slope",0.631582883783147
0.8,2.3,"control",0.0446199491332908,"surv_slope",0.631582883783147
0.9,2.3,"control",0.0443469390939353,"surv_slope",0.631582883783147
1,2.3,"control",0.0439378880317213,"surv_slope",0.631582883783147
1.1,2.3,"control",0.0433976132806336,"surv_slope",0.631582883783147
1.2,2.3,"control",0.0427320766299152,"surv_slope",0.631582883783147
1.3,2.3,"control",0.0419482734086798,"surv_slope",0.631582883783147
1.4,2.3,"control",0.0410541091277475,"surv_slope",0.631582883783147
1.5,2.3,"control",0.0400582666879745,"surv_slope",0.631582883783147
1.6,2.3,"control",0.0389700672024058,"surv_slope",0.631582883783147
1.7,2.3,"control",0.0377993274342314,"surv_slope",0.631582883783147
1.8,2.3,"control",0.0365562167324064,"surv_slope",0.631582883783147
1.9,2.3,"control",0.035251116162175,"surv_slope",0.631582883783147
2,2.3,"control",0.0338944822899265,"surv_slope",0.631582883783147
2.1,2.3,"control",0.0324967178026238,"surv_slope",0.631582883783147
2.2,2.3,"control",0.0310680508332739,"surv_slope",0.631582883783147
2.3,2.3,"control",0.0296184245369548,"surv_slope",0.631582883783147
2.4,2.3,"control",0.0281573981273965,"surv_slope",0.631582883783147
2.5,2.3,"control",0.0266940602516538,"surv_slope",0.631582883783147
2.6,2.3,"control",0.0252369552584395,"surv_slope",0.631582883783147
2.7,2.3,"control",0.0237940226113328,"surv_slope",0.631582883783147
2.8,2.3,"control",0.0223725494171308,"surv_slope",0.631582883783147
2.9,2.3,"control",0.0209791357865295,"surv_slope",0.631582883783147
3,2.3,"control",0.0196196725222594,"surv_slope",0.631582883783147
3.1,2.3,"control",0.0182993304407504,"surv_slope",0.631582883783147
3.2,2.3,"control",0.0170225604782097,"surv_slope",0.631582883783147
3.3,2.3,"control",0.0157931036105843,"surv_slope",0.631582883783147
3.4,2.3,"control",0.0146140095283093,"surv_slope",0.631582883783147
3.5,2.3,"control",0.0134876629493635,"surv_slope",0.631582883783147
3.6,2.3,"control",0.0124158164257862,"surv_slope",0.631582883783147
3.7,2.3,"control",0.0113996284967885,"surv_slope",0.631582883783147
3.8,2.3,"control",0.010439706062994,"surv_slope",0.631582883783147
3.9,2.3,"control",0.0095361498980024,"surv_slope",0.631582883783147
4,2.3,"control",0.00868860227215829,"surv_slope",0.631582883783147
4.1,2.3,"control",0.00789629573587154,"surv_slope",0.631582883783147
4.2,2.3,"control",0.00715810219291726,"surv_slope",0.631582883783147
4.3,2.3,"control",0.00647258148480972,"surv_slope",0.631582883783147
4.4,2.3,"control",0.0058380288027722,"surv_slope",0.631582883783147
4.5,2.3,"control",0.00525252034142186,"surv_slope",0.631582883783147
4.6,2.3,"control",0.00471395670573661,"surv_slope",0.631582883783147
4.7,2.3,"control",0.00422010367814074,"surv_slope",0.631582883783147
4.8,2.3,"control",0.00376863004391055,"surv_slope",0.631582883783147
4.9,2.3,"control",0.00335714225913614,"surv_slope",0.631582883783147
5,2.3,"control",0.00298321582505658,"surv_slope",0.631582883783147
5.1,2.3,"control",0.00264442330487327,"surv_slope",0.631582883783147
5.2,2.3,"control",0.00233835898357184,"surv_slope",0.631582883783147
5.3,2.3,"control",0.00206266022752493,"surv_slope",0.631582883783147
5.4,2.3,"control",0.00181502564860777,"surv_slope",0.631582883783147
5.5,2.3,"control",0.00159323021733469,"surv_slope",0.631582883783147
5.6,2.3,"control",0.00139513750138228,"surv_slope",0.631582883783147
5.7,2.3,"control",0.00121870923021007,"surv_slope",0.631582883783147
5.8,2.3,"control",0.00106201240383821,"surv_slope",0.631582883783147
5.9,2.3,"control",0.000923224174794063,"surv_slope",0.631582883783147
6,2.3,"control",0.000800634737455393,"surv_slope",0.631582883783147
0.5,2.4,"control",0.046279536108328,"surv_slope",0.631582883783147
0.6,2.4,"control",0.0468219804080536,"surv_slope",0.631582883783147
0.7,2.4,"control",0.0472196114311048,"surv_slope",0.631582883783147
0.8,2.4,"control",0.0474696783618711,"surv_slope",0.631582883783147
0.9,2.4,"control",0.0475708748245887,"surv_slope",0.631582883783147
1,2.4,"control",0.0475233379416718,"surv_slope",0.631582883783147
1.1,2.4,"control",0.0473286236594393,"surv_slope",0.631582883783147
1.2,2.4,"control",0.0469896595721122,"surv_slope",0.631582883783147
1.3,2.4,"control",0.0465106769508596,"surv_slope",0.631582883783147
1.4,2.4,"control",0.0458971240874163,"surv_slope",0.631582883783147
1.5,2.4,"control",0.0451555633841301,"surv_slope",0.631582883783147
1.6,2.4,"control",0.0442935548604714,"surv_slope",0.631582883783147
1.7,2.4,"control",0.0433195288995473,"surv_slope",0.631582883783147
1.8,2.4,"control",0.0422426511293783,"surv_slope",0.631582883783147
1.9,2.4,"control",0.041072682327504,"surv_slope",0.631582883783147
2,2.4,"control",0.0398198361607047,"surv_slope",0.631582883783147
2.1,2.4,"control",0.0384946374326426,"surv_slope",0.631582883783147
2.2,2.4,"control",0.0371077833203922,"surv_slope",0.631582883783147
2.3,2.4,"control",0.035670009846118,"surv_slope",0.631582883783147
2.4,2.4,"control",0.0341919655626834,"surv_slope",0.631582883783147
2.5,2.4,"control",0.0326840941417001,"surv_slope",0.631582883783147
2.6,2.4,"control",0.0311565272489338,"surv_slope",0.631582883783147
2.7,2.4,"control",0.0296189887838854,"surv_slope",0.631582883783147
2.8,2.4,"control",0.0280807112556904,"surv_slope",0.631582883783147
2.9,2.4,"control",0.0265503647731989,"surv_slope",0.631582883783147
3,2.4,"control",0.0250359988491147,"surv_slope",0.631582883783147
3.1,2.4,"control",0.0235449969612398,"surv_slope",0.631582883783147
3.2,2.4,"control",0.0220840435819405,"surv_slope",0.631582883783147
3.3,2.4,"control",0.0206591031826771,"surv_slope",0.631582883783147
3.4,2.4,"control",0.0192754105455739,"surv_slope",0.631582883783147
3.5,2.4,"control",0.0179374715694204,"surv_slope",0.631582883783147
3.6,2.4,"control",0.016649073643238,"surv_slope",0.631582883783147
3.7,2.4,"control",0.0154133045759675,"surv_slope",0.631582883783147
3.8,2.4,"control",0.0142325790146521,"surv_slope",0.631582883783147
3.9,2.4,"control",0.0131086712539406,"surv_slope",0.631582883783147
4,2.4,"control",0.0120427533346165,"surv_slope",0.631582883783147
4.1,2.4,"control",0.0110354373456893,"surv_slope",0.631582883783147
4.2,2.4,"control",0.0100868208806441,"surv_slope",0.631582883783147
4.3,2.4,"control",0.0091965346509111,"surv_slope",0.631582883783147
4.4,2.4,"control",0.00836379132559087,"surv_slope",0.631582883783147
4.5,2.4,"control",0.00758743474311703,"surv_slope",0.631582883783147
4.6,2.4,"control",0.00686598872506392,"surv_slope",0.631582883783147
4.7,2.4,"control",0.00619770481210528,"surv_slope",0.631582883783147
4.8,2.4,"control",0.00558060833474508,"surv_slope",0.631582883783147
4.9,2.4,"control",0.00501254232465669,"surv_slope",0.631582883783147
5,2.4,"control",0.00449120886430413,"surv_slope",0.631582883783147
5.1,2.4,"control",0.00401420756126075,"surv_slope",0.631582883783147
5.2,2.4,"control",0.00357907091784614,"surv_slope",0.631582883783147
5.3,2.4,"control",0.00318329644519434,"surv_slope",0.631582883783147
5.4,2.4,"control",0.0028243754427417,"surv_slope",0.631582883783147
5.5,2.4,"control",0.00249981842872783,"surv_slope",0.631582883783147
5.6,2.4,"control",0.00220717726422643,"surv_slope",0.631582883783147
5.7,2.4,"control",0.00194406406227032,"surv_slope",0.631582883783147
5.8,2.4,"control",0.00170816701481037,"surv_slope",0.631582883783147
5.9,2.4,"control",0.00149726330372501,"surv_slope",0.631582883783147
6,2.4,"control",0.00130922928819716,"surv_slope",0.631582883783147
0.5,2.5,"control",0.0466585362717133,"surv_slope",0.631582883783147
0.6,2.5,"control",0.0475972830159483,"surv_slope",0.631582883783147
0.7,2.5,"control",0.0483999667436477,"surv_slope",0.631582883783147
0.8,2.5,"control",0.0490601886494009,"surv_slope",0.631582883783147
0.9,2.5,"control",0.0495729008693479,"surv_slope",0.631582883783147
1,2.5,"control",0.0499344651743114,"surv_slope",0.631582883783147
1.1,2.5,"control",0.0501426879828658,"surv_slope",0.631582883783147
1.2,2.5,"control",0.0501968315762816,"surv_slope",0.631582883783147
1.3,2.5,"control",0.0500976019491642,"surv_slope",0.631582883783147
1.4,2.5,"control",0.0498471142423726,"surv_slope",0.631582883783147
1.5,2.5,"control",0.049448837165609,"surv_slope",0.631582883783147
1.6,2.5,"control",0.0489075182158918,"surv_slope",0.631582883783147
1.7,2.5,"control",0.048229091827932,"surv_slope",0.631582883783147
1.8,2.5,"control",0.0474205728490436,"surv_slope",0.631582883783147
1.9,2.5,"control",0.0464899379131871,"surv_slope",0.631582883783147
2,2.5,"control",0.0454459973970615,"surv_slope",0.631582883783147
2.1,2.5,"control",0.0442982606789402,"surv_slope",0.631582883783147
2.2,2.5,"control",0.043056797393068,"surv_slope",0.631582883783147
2.3,2.5,"control",0.0417320972851814,"surv_slope",0.631582883783147
2.4,2.5,"control",0.0403349311353686,"surv_slope",0.631582883783147
2.5,2.5,"control",0.0388762150310416,"surv_slope",0.631582883783147
2.6,2.5,"control",0.0373668800535708,"surv_slope",0.631582883783147
2.7,2.5,"control",0.0358177491955567,"surv_slope",0.631582883783147
2.8,2.5,"control",0.0342394230600182,"surv_slope",0.631582883783147
2.9,2.5,"control",0.0326421756158448,"surv_slope",0.631582883783147
3,2.5,"control",0.0310358610030205,"surv_slope",0.631582883783147
3.1,2.5,"control",0.0294298321030738,"surv_slope",0.631582883783147
3.2,2.5,"control",0.0278328713208563,"surv_slope",0.631582883783147
3.3,2.5,"control",0.0262531337682369,"surv_slope",0.631582883783147
3.4,2.5,"control",0.0246981028028893,"surv_slope",0.631582883783147
3.5,2.5,"control",0.0231745576594796,"surv_slope",0.631582883783147
3.6,2.5,"control",0.021688552718833,"surv_slope",0.631582883783147
3.7,2.5,"control",0.020245407794851,"surv_slope",0.631582883783147
3.8,2.5,"control",0.0188497086801105,"surv_slope",0.631582883783147
3.9,2.5,"control",0.0175053170795299,"surv_slope",0.631582883783147
4,2.5,"control",0.0162153889769304,"surv_slope",0.631582883783147
4.1,2.5,"control",0.0149824004208983,"surv_slope",0.631582883783147
4.2,2.5,"control",0.013808179682711,"surv_slope",0.631582883783147
4.3,2.5,"control",0.0126939447284773,"surv_slope",0.631582883783147
