"size.prev","size.cur","trt","pred.surv","pred.grow.mean","p.grow.size","p.size.cur"
2.6,4.6,"control",0.892467166057838,3.11058901381367,0.00301413384005328,0.00269001548635138
2.7,4.6,"control",0.898379909113721,3.1316823267193,0.00328836148304745,0.00295419789027323
2.8,4.6,"control",0.904002507952442,3.15277563962492,0.00358308558088173,0.00323911835132532
2.9,4.6,"control",0.909345403047011,3.17386895253055,0.00389937873402367,0.0035458821265237
3,4.6,"control",0.914419082152702,3.19496226543617,0.00423832509228187,0.00387560534074916
3.1,4.6,"control",0.919234022535575,3.21605557834179,0.00460101575880125,0.00422941022371245
3.2,4.6,"control",0.923800639611682,3.23714889124742,0.00498854374668049,0.00460841990391429
3.3,4.6,"control",0.928129241713254,3.25824220415304,0.00540199848848934,0.00501375276085775
3.4,4.6,"control",0.93222999065684,3.27933551705866,0.0058424599030336,0.00544651634081798
3.5,4.6,"control",0.936112867759162,3.30042882996429,0.00631099202808839,0.00590780084581903
3.6,4.6,"control",0.939787644927793,3.32152214286991,0.00680863623247118,0.00639867221008413
3.7,4.6,"control",0.943263860444122,3.34261545577553,0.00733640402572421,0.00692016478308241
3.8,4.6,"control",0.946550799054072,3.36370876868116,0.00789526948878424,0.00747327364335595
3.9,4.6,"control",0.949657475986369,3.38480208158678,0.0084861613542944,0.00805894657253229
4,4.6,"control",0.952592624527524,3.40589539449241,0.00910995477061013,0.00867807572426254
4.1,4.6,"control",0.955364686796097,3.42698870739803,0.00976746278901587,0.00933148902822068
4.2,4.6,"control",0.957981807375226,3.44808202030365,0.0104594276191428,0.0100199413746968
4.3,4.6,"control",0.960451829480997,3.46917533320928,0.0111865117029988,0.0107441056306558
4.4,4.6,"control",0.962782293364321,3.4902686461149,0.011949288663321,0.0115045635433445
4.5,4.6,"control",0.96498043666487,3.51136195902052,0.0127482341870739,0.0123017965925486
4.6,4.6,"control",0.96705319645691,3.53245527192615,0.0135837169097607,0.0131361768573499
4.7,4.6,"control",0.96900721274805,3.55354858483177,0.0144559893707287,0.0140079579676453
4.8,4.6,"control",0.970848833212727,3.57464189773739,0.0153651791137472,0.014917266214686
4.9,4.6,"control",0.972584118962355,3.59573521064302,0.0163112800107471,0.0158640918984007
5,4.6,"control",0.974218851173383,3.61682852354864,0.0172941438896617,0.0168482809922134
5.1,4.6,"control",0.975758538412767,3.63792183645427,0.0183134725497266,0.0178695272083836
5.2,4.6,"control",0.977208424517573,3.65901514935989,0.0193688102493119,0.0189273645485099
5.3,4.6,"control",0.978573496901491,3.68010846226551,0.0204595367523141,0.0200211604246966
5.4,4.6,"control",0.979858495175935,3.70120177517114,0.0215848610192668,0.0211501094369205
5.5,4.6,"control",0.981067919987121,3.72229508807676,0.0227438156285883,0.0223132278913097
5.6,4.6,"control",0.98220604198311,3.74338840098238,0.0239352520117312,0.0235093491423108
5.7,4.6,"control",0.983276910836258,3.76448171388801,0.0251578365833984,0.0247371198390474
5.8,4.6,"control",0.984284364256927,3.78557502679363,0.0264100478444163,0.0259949971525364
5.9,4.6,"control",0.985232036943691,3.80666833969925,0.0276901745303076,0.0272812470558213
6,4.6,"control",0.986123369423719,3.82776165260488,0.0289963148730683,0.0285939437235012
0.5,4.7,"control",0.687803295132907,2.66762944279558,0.000208968461778435,0.000143729196590062
0.6,4.7,"control",0.701201890679205,2.6887227557012,0.000235386821533984,0.000165053684300598
0.7,4.7,"control",0.714264342424774,2.70981606860683,0.000264815957863339,0.000189148596006844
0.8,4.7,"control",0.726978091851981,2.73090938151245,0.000297554668666653,0.000216315725248932
0.9,4.7,"control",0.739332593578069,2.75200269441807,0.000333925814726966,0.000246882238664757
1,4.7,"control",0.751319280129484,2.7730960073237,0.000374277593694665,0.000281201972263271
1.1,4.7,"control",0.762931508043105,2.79418932022932,0.000418984803967303,0.000319656708337919
1.2,4.7,"control",0.774164487556197,2.81528263313494,0.00046845008726129,0.000362657421750293
1.3,4.7,"control",0.785015198257838,2.83637594604057,0.000523105137507374,0.000410645483230045
1.4,4.7,"control",0.795482293115777,2.85746925894619,0.000583411862526522,0.000464093806233544
1.5,4.7,"control",0.805565993271075,2.87856257185181,0.0006498634837695,0.000523507922793378
1.6,4.7,"control",0.815267975916801,2.89965588475744,0.000722985558246069,0.000589426972688351
1.7,4.7,"control",0.824591257455673,2.92074919766306,0.000803336905643965,0.000662424589185506
1.8,4.7,"control",0.833540073974225,2.94184251056869,0.000891510422560464,0.000743109663569842
1.9,4.7,"control",0.842119760887237,2.96293582347431,0.000988133764758775,0.000832126969703264
2,4.7,"control",0.850336633404547,2.98402913637993,0.00109386987743701,0.00093015762896243
2.1,4.7,"control",0.858197869261095,3.00512244928556,0.00120941735267976,0.00103791939511716
2.2,4.7,"control",0.865711394937148,3.02621576219118,0.00133551059257252,0.0011561667380493
2.3,4.7,"control",0.872885776385275,3.0473090750968,0.00147291975591967,0.00128569070469915
2.4,4.7,"control",0.879730115078601,3.06840238800243,0.00162245046613961,0.00142731853528633
2.5,4.7,"control",0.886253950005081,3.08949570090805,0.001784943257739,0.00158191301270613
2.6,4.7,"control",0.892467166057838,3.11058901381367,0.00196127273881397,0.0017503715230758
2.7,4.7,"control",0.898379909113721,3.1316823267193,0.00215234644731177,0.00193362480571719
2.8,4.7,"control",0.904002507952442,3.15277563962492,0.00235910337933301,0.00213263537143612
2.9,4.7,"control",0.909345403047011,3.17386895253055,0.0025825121685818,0.00234839556881283
3,4.7,"control",0.914419082152702,3.19496226543617,0.0028235688971973,0.00258192527937007
3.1,4.7,"control",0.919234022535575,3.21605557834179,0.0030832945196414,0.00283426922395186
3.2,4.7,"control",0.923800639611682,3.23714889124742,0.0033627318830875,0.00310649386443883
3.3,4.7,"control",0.928129241713254,3.25824220415304,0.00366294232986409,0.00339968388705614
3.4,4.7,"control",0.93222999065684,3.27933551705866,0.00398500186996322,0.0037149382560033
3.5,4.7,"control",0.936112867759162,3.30042882996429,0.00432999691442942,0.00405336582895484
3.6,4.7,"control",0.939787644927793,3.32152214286991,0.00469901956360003,0.0044160805291453
3.7,4.7,"control",0.943263860444122,3.34261545577553,0.00509316244766655,0.00480419607225499
3.8,4.7,"control",0.946550799054072,3.36370876868116,0.0055135131208594,0.00521882025014458
3.9,4.7,"control",0.949657475986369,3.38480208158678,0.00596114801470887,0.00566104877762958
4,4.7,"control",0.952592624527524,3.40589539449241,0.00643712596028268,0.00613195871291993
4.1,4.7,"control",0.955364686796097,3.42698870739803,0.00694248129401881,0.00663260146704804
4.2,4.7,"control",0.957981807375226,3.44808202030365,0.00747821656672831,0.00716399542253774
4.3,4.7,"control",0.960451829480997,3.46917533320928,0.00804529488049935,0.0077271181866897
4.4,4.7,"control",0.962782293364321,3.4902686461149,0.00864463188354662,0.00832289851013135
4.5,4.7,"control",0.96498043666487,3.51136195902052,0.00927708745846975,0.00895220790665233
4.6,4.7,"control",0.96705319645691,3.53245527192615,0.009943457144858,0.00961585201576723
4.7,4.7,"control",0.96900721274805,3.55354858483177,0.0106444633426438,0.010314561754854
4.8,4.7,"control",0.970848833212727,3.57464189773739,0.0113807463480038,0.0110489843130495
4.9,4.7,"control",0.972584118962355,3.59573521064302,0.0121528552788648,0.0118196740442718
5,4.7,"control",0.974218851173383,3.61682852354864,0.01296123895212,0.0126270833217181
5.1,4.7,"control",0.975758538412767,3.63792183645427,0.013806236779429,0.0134715534208762
5.2,4.7,"control",0.977208424517573,3.65901514935989,0.0146880697528872,0.0143533055024231
5.3,4.7,"control",0.978573496901491,3.68010846226551,0.0156068315958278,0.0152724317702818
5.4,4.7,"control",0.979858495175935,3.70120177517114,0.0165624801574933,0.0162288868835026
5.5,4.7,"control",0.981067919987121,3.72229508807676,0.0175548291332068,0.0172224797034445
5.6,4.7,"control",0.98220604198311,3.74338840098238,0.0185835401939145,0.0182528654598987
5.7,4.7,"control",0.983276910836258,3.76448171388801,0.0196481156104959,0.019319538421242
5.8,4.7,"control",0.984284364256927,3.78557502679363,0.0207478914589853,0.020421825154379
5.9,4.7,"control",0.985232036943691,3.80666833969925,0.0218820314927553,0.0215588784600733
6,4.7,"control",0.986123369423719,3.82776165260488,0.0230495217667431,0.022729672068226
0.5,4.8,"control",0.687803295132907,2.66762944279558,0.000116851044753944,8.03705336214854e-05
0.6,4.8,"control",0.701201890679205,2.6887227557012,0.00013240096934646,9.28398100334973e-05
0.7,4.8,"control",0.714264342424774,2.70981606860683,0.000149833987898438,0.000107021074839159
0.8,4.8,"control",0.726978091851981,2.73090938151245,0.000169351918705565,0.000123115134712043
0.9,4.8,"control",0.739332593578069,2.75200269441807,0.000191174742180799,0.000141341717963149
1,4.8,"control",0.751319280129484,2.7730960073237,0.000215541804206032,0.000161940713173886
1.1,4.8,"control",0.762931508043105,2.79418932022932,0.000242713047565012,0.000185173431400513
1.2,4.8,"control",0.774164487556197,2.81528263313494,0.000272970265331308,0.000211323885578291
1.3,4.8,"control",0.785015198257838,2.83637594604057,0.000306618369098004,0.000240700079806964
1.4,4.8,"control",0.795482293115777,2.85746925894619,0.000343986663898001,0.000273635300198828
1.5,4.8,"control",0.805565993271075,2.87856257185181,0.000385430120581132,0.00031048939792253
1.6,4.8,"control",0.815267975916801,2.89965588475744,0.000431330635293875,0.000351650053986945
1.7,4.8,"control",0.824591257455673,2.92074919766306,0.000482098264558069,0.000397534014189136
1.8,4.8,"control",0.833540073974225,2.94184251056869,0.00053817242327647,0.000448588281508757
1.9,4.8,"control",0.842119760887237,2.96293582347431,0.000600023031816966,0.000505291252080538
2,4.8,"control",0.850336633404547,2.98402913637993,0.000668151597156666,0.00056815377973007
2.1,4.8,"control",0.858197869261095,3.00512244928556,0.000743092211916344,0.00063772015293112
2.2,4.8,"control",0.865711394937148,3.02621576219118,0.000825412454000807,0.000714568966951533
2.3,4.8,"control",0.872885776385275,3.0473090750968,0.00091571416849896,0.000799313872917212
2.4,4.8,"control",0.879730115078601,3.06840238800243,0.00101463411250711,0.000892604184558554
2.5,4.8,"control",0.886253950005081,3.08949570090805,0.00112284444264026,0.00099512532253118
2.6,4.8,"control",0.892467166057838,3.11058901381367,0.00124105302420945,0.00110759907544372
2.7,4.8,"control",0.898379909113721,3.1316823267193,0.00137000354039038,0.00123078365610139
2.8,4.8,"control",0.904002507952442,3.15277563962492,0.00151047537921114,0.00136547353100728
2.9,4.8,"control",0.909345403047011,3.17386895253055,0.00166328327586882,0.00151249900087629
3,4.8,"control",0.914419082152702,3.19496226543617,0.00182927668776685,0.0016727255098311
3.1,4.8,"control",0.919234022535575,3.21605557834179,0.00200933887977107,0.00184705266108909
3.2,4.8,"control",0.923800639611682,3.23714889124742,0.00220438569753392,0.00203641291733268
3.3,4.8,"control",0.928129241713254,3.25824220415304,0.00241536400735348,0.00224176996460647
3.4,4.8,"control",0.93222999065684,3.27933551705866,0.00264324978193714,0.00246411671951895
3.5,4.8,"control",0.936112867759162,3.30042882996429,0.00288904581264614,0.00270447296076378
3.6,4.8,"control",0.939787644927793,3.32152214286991,0.00315377903032238,0.00296388256752933
3.7,4.8,"control",0.943263860444122,3.34261545577553,0.00343849741865599,0.00324341034924859
3.8,4.8,"control",0.946550799054072,3.36370876868116,0.00374426650625066,0.00354413845336296
3.9,4.8,"control",0.949657475986369,3.38480208158678,0.00407216542609012,0.0038671623403397
4,4.8,"control",0.952592624527524,3.40589539449241,0.00442328253400562,0.00421358631809516
4.1,4.8,"control",0.955364686796097,3.42698870739803,0.00479871058098954,0.00458451863123218
4.2,4.8,"control",0.957981807375226,3.44808202030365,0.00519954143778654,0.00498106610409313
4.3,4.8,"control",0.960451829480997,3.46917533320928,0.00562686037411038,0.00540432834054844
4.4,4.8,"control",0.962782293364321,3.4902686461149,0.00608173989906439,0.0058553914876665
4.5,4.8,"control",0.96498043666487,3.51136195902052,0.006565233173864,0.00633532157492198
4.6,4.8,"control",0.96705319645691,3.53245527192615,0.00707836701274299,0.00684515744536825
4.7,4.8,"control",0.96900721274805,3.55354858483177,0.00762213449293689,0.00738590330019155
4.8,4.8,"control",0.970848833212727,3.57464189773739,0.00819748719983878,0.00795852088323975
4.9,4.8,"control",0.972584118962355,3.59573521064302,0.0088053271387677,0.0085639213374337
5,4.8,"control",0.974218851173383,3.61682852354864,0.00944649835022924,0.00920295677037158
5.1,4.8,"control",0.975758538412767,3.63792183645427,0.0101217782710252,0.00987641157187363
5.2,4.8,"control",0.977208424517573,3.65901514935989,0.0108318688890224,0.0105849935316225
5.3,4.8,"control",0.978573496901491,3.68010846226551,0.0115773877447588,0.0113293248103731
5.4,4.8,"control",0.979858495175935,3.70120177517114,0.0123588588382747,0.0121099328233637
5.5,4.8,"control",0.981067919987121,3.72229508807676,0.0131767035045411,0.0129272410994871
5.6,4.8,"control",0.98220604198311,3.74338840098238,0.0140312313255382,0.0137815601844063
5.7,4.8,"control",0.983276910836258,3.76448171388801,0.0149226311513467,0.0146730786600451
5.8,4.8,"control",0.984284364256927,3.78557502679363,0.0158509623064649,0.0156018543566794
5.9,4.8,"control",0.985232036943691,3.80666833969925,0.0168161460608987,0.0165678058371219
6,4.8,"control",0.986123369423719,3.82776165260488,0.0178179574482997,0.0175707042351658
0.5,4.9,"control",0.687803295132907,2.66762944279558,6.35420672816666e-05,4.37044432558872e-05
0.6,4.9,"control",0.701201890679205,2.6887227557012,7.24230934800837e-05,5.07832100770715e-05
0.7,4.9,"control",0.714264342424774,2.70981606860683,8.24429287479297e-05,5.88860442897125e-05
0.8,4.9,"control",0.726978091851981,2.73090938151245,9.37325345434334e-05,6.81414991068352e-05
0.9,4.9,"control",0.739332593578069,2.75200269441807,0.000106435846516175,7.86914904544813e-05
1,4.9,"control",0.751319280129484,2.7730960073237,0.000120710788137867,9.06923424476047e-05
1.1,4.9,"control",0.762931508043105,2.79418932022932,0.000136730329800225,0.000104315876709717
1.2,4.9,"control",0.774164487556197,2.81528263313494,0.000154683591133711,0.000119750543063381
1.3,4.9,"control",0.785015198257838,2.83637594604057,0.000174776983598354,0.000137202588430369
1.4,4.9,"control",0.795482293115777,2.85746925894619,0.000197235389632399,0.000156897260028365
1.5,4.9,"control",0.805565993271075,2.87856257185181,0.000222303373816736,0.00017908003813619
1.6,4.9,"control",0.815267975916801,2.89965588475744,0.00025024642062465,0.000204017892823083
1.7,4.9,"control",0.824591257455673,2.92074919766306,0.000281352192380027,0.000232000558102556
1.8,4.9,"control",0.833540073974225,2.94184251056869,0.000315931800046361,0.000263341815981454
1.9,4.9,"control",0.842119760887237,2.96293582347431,0.000354321078418953,0.000298380781835477
2,4.9,"control",0.850336633404547,2.98402913637993,0.000396881856199367,0.000337483181459917
2.1,4.9,"control",0.858197869261095,3.00512244928556,0.000444003210302533,0.00038104260902672
2.2,4.9,"control",0.865711394937148,3.02621576219118,0.000496102692591391,0.000429481754035368
2.3,4.9,"control",0.872885776385275,3.0473090750968,0.000553627516062393,0.000483253584186373
2.4,4.9,"control",0.879730115078601,3.06840238800243,0.000617055686329233,0.000542842469944321
2.5,4.9,"control",0.886253950005081,3.08949570090805,0.000686897063085227,0.000608765235406172
2.6,4.9,"control",0.892467166057838,3.11058901381367,0.000763694335081831,0.000681572118964907
2.7,4.9,"control",0.898379909113721,3.1316823267193,0.000848023891057824,0.000761847626174792
2.8,4.9,"control",0.904002507952442,3.15277563962492,0.00094049656800866,0.000850211256200492
2.9,4.9,"control",0.909345403047011,3.17386895253055,0.00104175825721701,0.000947318082286554
3,4.9,"control",0.914419082152702,3.19496226543617,0.00115249034759376,0.00105385916583654
3.1,4.9,"control",0.919234022535575,3.21605557834179,0.00127340998512456,0.00117056178296302
3.2,4.9,"control",0.923800639611682,3.23714889124742,0.00140527012660243,0.00129818944178251
3.3,4.9,"control",0.928129241713254,3.25824220415304,0.00154885936537377,0.00143754166830483
3.4,4.9,"control",0.93222999065684,3.27933551705866,0.00170500150655679,0.00158945353852733
3.5,4.9,"control",0.936112867759162,3.30042882996429,0.00187455486912922,0.00175479493431246
3.6,4.9,"control",0.939787644927793,3.32152214286991,0.00205841129245026,0.0019344695008246
3.7,4.9,"control",0.943263860444122,3.34261545577553,0.00225749482519946,0.00212941328375027
3.8,4.9,"control",0.946550799054072,3.36370876868116,0.00247276007540542,0.00234059302524401
3.9,4.9,"control",0.949657475986369,3.38480208158678,0.00270519020121668,0.00256900409855049
4,4.9,"control",0.952592624527524,3.40589539449241,0.00295579452335541,0.00281566806256721
4.1,4.9,"control",0.955364686796097,3.42698870739803,0.00322560574180407,0.00308162981924633
4.2,4.9,"control",0.957981807375226,3.44808202030365,0.00351567674122031,0.00336795435870127
4.3,4.9,"control",0.960451829480997,3.46917533320928,0.00382707697186343,0.00367572307919082
4.4,4.9,"control",0.962782293364321,3.4902686461149,0.00416088839545281,0.00400602967180705
4.5,4.9,"control",0.96498043666487,3.51136195902052,0.00451820098836599,0.00435997556269306
4.6,4.9,"control",0.96705319645691,3.53245527192615,0.00490010779791852,0.00473866490896053
4.7,4.9,"control",0.96900721274805,3.55354858483177,0.00530769955114088,0.0051431991481551
4.8,4.9,"control",0.970848833212727,3.57464189773739,0.00574205881946772,0.00557467110511909
4.9,4.9,"control",0.972584118962355,3.59573521064302,0.00620425374706192,0.00603415866440511
5,4.9,"control",0.974218851173383,3.61682852354864,0.00669533135508744,0.00652271802097842
5.1,4.9,"control",0.975758538412767,3.63792183645427,0.00721631043909143,0.00704137652678065
5.2,4.9,"control",0.977208424517573,3.65901514935989,0.00776817408172011,0.00759112515577595
5.3,4.9,"control",0.978573496901491,3.68010846226551,0.00835186180823741,0.00817291061532489
5.4,4.9,"control",0.979858495175935,3.70120177517114,0.00896826141768924,0.00878762713708138
5.5,4.9,"control",0.981067919987121,3.72229508807676,0.00961820052801134,0.00943610798603511
5.6,4.9,"control",0.98220604198311,3.74338840098238,0.0103024378788552,0.0101191167317673
5.7,4.9,"control",0.983276910836258,3.76448171388801,0.0110216544413452,0.0108373383313907
5.8,4.9,"control",0.984284364256927,3.78557502679363,0.0117764443893119,0.0115913700789409
5.9,4.9,"control",0.985232036943691,3.80666833969925,0.0125673059917068,0.012381712481104
6,4.9,"control",0.986123369423719,3.82776165260488,0.0133946324908153,0.0132087601240352
0.5,5,"control",0.687803295132907,2.66762944279558,3.36021423217943e-05,2.3111664212455e-05
0.6,5,"control",0.701201890679205,2.6887227557012,3.85247531343233e-05,2.70136297357371e-05
0.7,5,"control",0.714264342424774,2.70981606860683,4.41136883680742e-05,3.15088346141539e-05
0.8,5,"control",0.726978091851981,2.73090938151245,5.04507336660955e-05,3.66765780931106e-05
0.9,5,"control",0.739332593578069,2.75200269441807,5.76264956741163e-05,4.26051465055598e-05
1,5,"control",0.751319280129484,2.7730960073237,6.57411873621931e-05,4.93926215638205e-05
1.1,5,"control",0.762931508043105,2.79418932022932,7.490546179139e-05,5.71477369251704e-05
1.2,5,"control",0.774164487556197,2.81528263313494,8.52412945753567e-05,6.59907831335578e-05
1.3,5,"control",0.785015198257838,2.83637594604057,9.68829148700685e-05,7.6054560624524e-05
1.4,5,"control",0.795482293115777,2.85746925894619,0.000109977784251565,8.74853800082269e-05
1.5,5,"control",0.805565993271075,2.87856257185181,0.000124687622308932,0.000100444108313903
1.6,5,"control",0.815267975916801,2.89965588475744,0.000141189477186179,0.000115107259286327
1.7,5,"control",0.824591257455673,2.92074919766306,0.000159676838650749,0.000131668125169567
1.8,5,"control",0.833540073974225,2.94184251056869,0.000180360790547538,0.000150337946695045
1.9,5,"control",0.842119760887237,2.96293582347431,0.000203471198715567,0.000171347117209793
2,5,"control",0.850336633404547,2.98402913637993,0.000229257929600741,0.000194946416037991
2.1,5,"control",0.858197869261095,3.00512244928556,0.000257992093894427,0.000221408265266406
2.2,5,"control",0.865711394937148,3.02621576219118,0.000289967308566618,0.000251028003185377
2.3,5,"control",0.872885776385275,3.0473090750968,0.000325500969648475,0.000284125166605769
2.4,5,"control",0.879730115078601,3.06840238800243,0.000364935527057109,0.00032104477321422
2.5,5,"control",0.886253950005081,3.08949570090805,0.000408639751652275,0.000362158594030924
2.6,5,"control",0.892467166057838,3.11058901381367,0.00045700998357804,0.000407866404904032
2.7,5,"control",0.898379909113721,3.1316823267193,0.000510471349781822,0.000458597204822152
2.8,5,"control",0.904002507952442,3.15277563962492,0.000569478937429243,0.000514810387662127
2.9,5,"control",0.909345403047011,3.17386895253055,0.000634518908758296,0.000576996852825762
3,5,"control",0.914419082152702,3.19496226543617,0.00070610954175414,0.000645680039070086
3.1,5,"control",0.919234022535575,3.21605557834179,0.0007848021798916,0.000721416864716443
3.2,5,"control",0.923800639611682,3.23714889124742,0.000871182073102803,0.0008047985563506
3.3,5,"control",0.928129241713254,3.25824220415304,0.00096586909110031,0.000896451347117201
3.4,5,"control",0.93222999065684,3.27933551705866,0.00106951828924072,0.000997037024786192
3.5,5,"control",0.936112867759162,3.30042882996429,0.0011828203062704,0.00110725330894655
3.6,5,"control",0.939787644927793,3.32152214286991,0.00130650157257494,0.00122783403598466
3.7,5,"control",0.943263860444122,3.34261545577553,0.00144132430697886,0.00135954912995283
3.8,5,"control",0.946550799054072,3.36370876868116,0.00158808627973484,0.00150320433704982
3.9,5,"control",0.949657475986369,3.38480208158678,0.00174762031912458,0.00165964070124234
4,5,"control",0.952592624527524,3.40589539449241,0.0019207935390889,0.0018297337585762
4.1,5,"control",0.955364686796097,3.42698870739803,0.00210850626553521,0.00201439242798065
4.2,5,"control",0.957981807375226,3.44808202030365,0.00231169063945726,0.00221455757687966
4.3,5,"control",0.960451829480997,3.46917533320928,0.00253130887576513,0.00243120024071011
4.4,5,"control",0.962782293364321,3.4902686461149,0.00276835115778167,0.00266531947652681
4.5,5,"control",0.96498043666487,3.51136195902052,0.00302383314873147,0.0029179398322646
4.6,5,"control",0.96705319645691,3.53245527192615,0.0032987931032443,0.00319010841494241
4.7,5,"control",0.96900721274805,3.55354858483177,0.0035942885639278,0.00348289154314387
4.8,5,"control",0.970848833212727,3.57464189773739,0.00391139263044261,0.00379737097150206
4.9,5,"control",0.972584118962355,3.59573521064302,0.00425118979124107,0.00413463967765595
5,5,"control",0.974218851173383,3.61682852354864,0.00461477131120811,0.00449579720523305
5.1,5,"control",0.975758538412767,3.63792183645427,0.00500323017186637,0.00488194455984298
5.2,5,"control",0.977208424517573,3.65901514935989,0.00541765556456669,0.00529417865882908
5.3,5,"control",0.978573496901491,3.68010846226551,0.00585912694116692,0.00573358633960745
5.4,5,"control",0.979858495175935,3.70120177517114,0.00632870763108527,0.00620123793580367
5.5,5,"control",0.981067919987121,3.72229508807676,0.00682743803827507,0.00669818043505147
5.6,5,"control",0.98220604198311,3.74338840098238,0.00735632843657424,0.00722543023721538
5.7,5,"control",0.983276910836258,3.76448171388801,0.00791635138699811,0.00778396553690183
5.8,5,"control",0.984284364256927,3.78557502679363,0.00850843380582628,0.00837471835938987
5.9,5,"control",0.985232036943691,3.80666833969925,0.00913344871773496,0.00899856628449476
6,5,"control",0.986123369423719,3.82776165260488,0.00979220673369215,0.00965632389832214
0.5,5.1,"control",0.687803295132907,2.66762944279558,1.72802284740602e-05,1.18853980851081e-05
0.6,5.1,"control",0.701201890679205,2.6887227557012,1.99287263662272e-05,1.3974060606827e-05
0.7,5.1,"control",0.714264342424774,2.70981606860683,2.29546257658122e-05,1.63956706782246e-05
0.8,5.1,"control",0.726978091851981,2.73090938151245,2.64071479331918e-05,1.91974180157247e-05
0.9,5.1,"control",0.739332593578069,2.75200269441807,3.03412444113901e-05,2.24322709230592e-05
1,5.1,"control",0.751319280129484,2.7730960073237,3.48181657473746e-05,2.61595592247465e-05
1.1,5.1,"control",0.762931508043105,2.79418932022932,3.99060733722968e-05,3.04456007380052e-05
1.2,5.1,"control",0.774164487556197,2.81528263313494,4.5680696181452e-05,3.53643727505241e-05
1.3,5.1,"control",0.785015198257838,2.83637594604057,5.22260331668919e-05,4.0998229780728e-05
1.4,5.1,"control",0.795482293115777,2.85746925894619,5.96351032257249e-05,4.74386686641957e-05
1.5,5.1,"control",0.805565993271075,2.87856257185181,6.80107429917286e-05,5.47871417312357e-05
1.6,5.1,"control",0.815267975916801,2.89965588475744,7.74664532136781e-05,6.31559185129689e-05
1.7,5.1,"control",0.824591257455673,2.92074919766306,8.81272938275957e-05,7.26689960334626e-05
1.8,5.1,"control",0.833540073974225,2.94184251056869,0.000100130827439055,8.34630573106503e-05
1.9,5.1,"control",0.842119760887237,2.96293582347431,0.000113628110443107,9.56884771964177e-05
2,5.1,"control",0.850336633404547,2.98402913637993,0.000128784730461158,0.000109510374134253
2.1,5.1,"control",0.858197869261095,3.00512244928556,0.000145781888164484,0.000125109705799619
2.2,5.1,"control",0.865711394937148,3.02621576219118,0.000164817520881871,0.000142684405912727
2.3,5.1,"control",0.872885776385275,3.0473090750968,0.000186107464653683,0.000162450558775325
2.4,5.1,"control",0.879730115078601,3.06840238800243,0.000209886650596716,0.000184643607282911
2.5,5.1,"control",0.886253950005081,3.08949570090805,0.000236410330584766,0.000209519589302756
2.6,5.1,"control",0.892467166057838,3.11058901381367,0.000265955326330901,0.000237356396388527
2.7,5.1,"control",0.898379909113721,3.1316823267193,0.000298821294982382,0.000268455047827517
2.8,5.1,"control",0.904002507952442,3.15277563962492,0.000335332003312118,0.000303140971990871
2.9,5.1,"control",0.909345403047011,3.17386895253055,0.000375836601517317,0.000341765285886583
3,5.1,"control",0.914419082152702,3.19496226543617,0.000420710886523291,0.000384706062706278
3.1,5.1,"control",0.919234022535575,3.21605557834179,0.000470358543546571,0.000432369576018289
3.2,5.1,"control",0.923800639611682,3.23714889124742,0.000525212353506285,0.000485191508101062
3.3,5.1,"control",0.928129241713254,3.25824220415304,0.000585735352697338,0.000543638108743625
3.4,5.1,"control",0.93222999065684,3.27933551705866,0.000652421929965861,0.000608207289676392
3.5,5.1,"control",0.936112867759162,3.30042882996429,0.000725798845470972,0.00067942963865012
3.6,5.1,"control",0.939787644927793,3.32152214286991,0.000806426153992561,0.000757869336068847
3.7,5.1,"control",0.943263860444122,3.34261545577553,0.000894898014669574,0.000844124956021003
3.8,5.1,"control",0.946550799054072,3.36370876868116,0.000991843368045526,0.000938830132559974
3.9,5.1,"control",0.949657475986369,3.38480208158678,0.00109792646037703,0.0010426540711803
4,5.1,"control",0.952592624527524,3.40589539449241,0.00121384719434765,0.00115630188463899
4.1,5.1,"control",0.955364686796097,3.42698870739803,0.00134034128464482,0.00128051473160458
4.2,5.1,"control",0.957981807375226,3.44808202030365,0.00147818019632391,0.00141606973610064
4.3,5.1,"control",0.960451829480997,3.46917533320928,0.00162817084352305,0.00156377966536933
4.4,5.1,"control",0.962782293364321,3.4902686461149,0.00179115502592854,0.00172449234363451
4.5,5.1,"control",0.96498043666487,3.51136195902052,0.00196800858044469,0.00189908977931772
4.6,5.1,"control",0.96705319645691,3.53245527192615,0.00215964022581682,0.00208848698357307
4.7,5.1,"control",0.96900721274805,3.55354858483177,0.00236699007851303,0.0022936304585822
4.8,5.1,"control",0.970848833212727,3.57464189773739,0.00259102781900765,0.00251549633490529
4.9,5.1,"control",0.972584118962355,3.59573521064302,0.00283275048874727,0.00275508813833845
5,5.1,"control",0.974218851173383,3.61682852354864,0.00309317989953295,0.00301343416819559
5.1,5.1,"control",0.975758538412767,3.63792183645427,0.00337335963883481,0.00329158447073007
5.2,5.1,"control",0.977208424517573,3.65901514935989,0.00367435165667658,0.00359060739354445
5.3,5.1,"control",0.978573496901491,3.68010846226551,0.00399723242219687,0.00391158570931721
5.4,5.1,"control",0.979858495175935,3.70120177517114,0.00434308864081216,0.0042556123000019
5.5,5.1,"control",0.981067919987121,3.72229508807676,0.00471301252607454,0.0046237853958292
5.6,5.1,"control",0.98220604198311,3.74338840098238,0.00510809662382866,0.00501720336695803
