"size.prev","size.cur","trt","pred.surv","pred.grow.mean","p.grow.size","p.size.cur"
2.1,0.6,"control",0.858197869261095,3.00512244928556,2.07705690146764e-05,1.78252580717358e-05
2.2,0.6,"control",0.865711394937148,3.02621576219118,1.80167195722376e-05,1.55972794330732e-05
2.3,0.6,"control",0.872885776385275,3.0473090750968,1.56085892614861e-05,1.36245155557912e-05
2.4,0.6,"control",0.879730115078601,3.06840238800243,1.35055475016103e-05,1.18812368577912e-05
2.5,0.6,"control",0.886253950005081,3.08949570090805,1.16713568048656e-05,1.03437860702308e-05
2.6,0.6,"control",0.892467166057838,3.11058901381367,1.00737485509964e-05,8.99048982088702e-06
2.7,0.6,"control",0.898379909113721,3.1316823267193,8.68403320656976e-06,7.80156096285867e-06
2.8,0.6,"control",0.904002507952442,3.15277563962492,7.47674301303046e-06,6.75899443509543e-06
2.9,0.6,"control",0.909345403047011,3.17386895253055,6.42930517438065e-06,5.8464591051094e-06
3,0.6,"control",0.914419082152702,3.19496226543617,5.52174359966891e-06,5.04918771429181e-06
3.1,0.6,"control",0.919234022535575,3.21605557834179,4.73640729433897e-06,4.35386672954205e-06
3.2,0.6,"control",0.923800639611682,3.23714889124742,4.05772354550982e-06,3.74852760670935e-06
3.3,0.6,"control",0.928129241713254,3.25824220415304,3.47197410721787e-06,3.22244069538017e-06
3.4,0.6,"control",0.93222999065684,3.27933551705866,2.96709266051968e-06,2.76601276319424e-06
3.5,0.6,"control",0.936112867759162,3.30042882996429,2.53248189829569e-06,2.37068889236174e-06
3.6,0.6,"control",0.939787644927793,3.32152214286991,2.15884866397471e-06,2.0288593016723e-06
3.7,0.6,"control",0.943263860444122,3.34261545577553,1.83805565575359e-06,1.73377147355728e-06
3.8,0.6,"control",0.946550799054072,3.36370876868116,1.56298829193734e-06,1.47944781664545e-06
3.9,0.6,"control",0.949657475986369,3.38480208158678,1.32743541765735e-06,1.26060896826739e-06
4,0.6,"control",0.952592624527524,3.40589539449241,1.12598261747919e-06,1.07260273675688e-06
4.1,0.6,"control",0.955364686796097,3.42698870739803,9.53916981476261e-07,9.11338598237546e-07
4.2,0.6,"control",0.957981807375226,3.44808202030365,8.07142253541081e-07,7.73227594856198e-07
4.3,0.6,"control",0.960451829480997,3.46917533320928,6.82103369477522e-07,6.55127429109839e-07
4.4,0.6,"control",0.962782293364321,3.4902686461149,5.75719468320476e-07,5.54292510044075e-07
4.5,0.6,"control",0.96498043666487,3.51136195902052,4.85324533019692e-07,4.68328679797517e-07
4.6,0.6,"control",0.96705319645691,3.53245527192615,4.08614885847653e-07,3.95152331478848e-07
4.7,0.6,"control",0.96900721274805,3.55354858483177,3.43602829470516e-07,3.32953620077568e-07
4.8,0.6,"control",0.970848833212727,3.57464189773739,2.88575786449591e-07,2.8016346556803e-07
4.9,0.6,"control",0.972584118962355,3.59573521064302,2.42060347970416e-07,2.35424050266528e-07
5,0.6,"control",0.974218851173383,3.61682852354864,2.02790696830249e-07,1.97562519694615e-07
5.1,0.6,"control",0.975758538412767,3.63792183645427,1.69680920198461e-07,1.65567606689384e-07
5.2,0.6,"control",0.977208424517573,3.65901514935989,1.41800774479046e-07,1.3856891142404e-07
5.3,0.6,"control",0.978573496901491,3.68010846226551,1.18354507859938e-07,1.15818584630554e-07
5.4,0.6,"control",0.979858495175935,3.70120177517114,9.86623859629761e-08,9.66751770401491e-08
5.5,0.6,"control",0.981067919987121,3.72229508807676,8.2144602560906e-08,8.05894343725967e-08
5.6,0.6,"control",0.98220604198311,3.74338840098238,6.8307290766793e-08,6.70918337026412e-08
5.7,0.6,"control",0.983276910836258,3.76448171388801,5.673038059787e-08,5.57816733848388e-08
5.8,0.6,"control",0.984284364256927,3.78557502679363,4.70570765466163e-08,4.63175446724758e-08
5.9,0.6,"control",0.985232036943691,3.80666833969925,3.89847539352585e-08,3.84090285293833e-08
6,0.6,"control",0.986123369423719,3.82776165260488,3.225709556372e-08,3.18094757651185e-08
0.5,0.7,"control",0.687803295132907,2.66762944279558,0.000299953215196384,0.000206308809797783
0.6,0.7,"control",0.701201890679205,2.6887227557012,0.000266973570413536,0.000187202372335349
0.7,0.7,"control",0.714264342424774,2.70981606860683,0.000237325074944787,0.000169512838596349
0.8,0.7,"control",0.726978091851981,2.73090938151245,0.000210707305128375,0.000153179594621499
0.9,0.7,"control",0.739332593578069,2.75200269441807,0.000186842714221164,0.000138138908496299
1,0.7,"control",0.751319280129484,2.7730960073237,0.000165475366392608,0.000124324833157257
1.1,0.7,"control",0.762931508043105,2.79418932022932,0.000146369686989528,0.000111670046026718
1.2,0.7,"control",0.774164487556197,2.81528263313494,0.000129309235993517,0.000100106618419204
1.3,0.7,"control",0.785015198257838,2.83637594604057,0.000114095510615908,8.95667098864762e-05
1.4,0.7,"control",0.795482293115777,2.85746925894619,0.000100546782054446,7.99831847540829e-05
1.5,0.7,"control",0.805565993271075,2.87856257185181,8.84969705743765e-05,7.12901500022287e-05
1.6,0.7,"control",0.815267975916801,2.89965588475744,7.77945622767074e-05,6.34234153246648e-05
1.7,0.7,"control",0.824591257455673,2.92074919766306,6.83015701791414e-05,5.63208776402151e-05
1.8,0.7,"control",0.833540073974225,2.94184251056869,5.98925415609353e-05,4.99228335232064e-05
1.9,0.7,"control",0.842119760887237,2.96293582347431,5.24536129112752e-05,4.41722239625148e-05
2,0.7,"control",0.850336633404547,2.98402913637993,4.58816132705295e-05,3.90148165636314e-05
2.1,0.7,"control",0.858197869261095,3.00512244928556,4.00832162632722e-05,3.43993307902719e-05
2.2,0.7,"control",0.865711394937148,3.02621576219118,3.49741406890515e-05,3.02775121226468e-05
2.3,0.7,"control",0.872885776385275,3.0473090750968,3.04783991589393e-05,2.66041611128311e-05
2.4,0.7,"control",0.879730115078601,3.06840238800243,2.6527593940027e-05,2.33371232696183e-05
2.5,0.7,"control",0.886253950005081,3.08949570090805,2.30602588930849e-05,2.04372455321363e-05
2.6,0.7,"control",0.892467166057838,3.11058901381367,2.00212461572644e-05,1.78683048189201e-05
2.7,0.7,"control",0.898379909113721,3.1316823267193,1.73611560465753e-05,1.55969137912315e-05
2.8,0.7,"control",0.904002507952442,3.15277563962492,1.50358084724405e-05,1.35924085681788e-05
2.9,0.7,"control",0.909345403047011,3.17386895253055,1.30057540914462e-05,1.18267226962165e-05
3,0.7,"control",0.914419082152702,3.19496226543617,1.12358232940567e-05,1.02742512237812e-05
3.1,0.7,"control",0.919234022535575,3.21605557834179,9.69471109518433e-06,8.91170827734656e-06
3.2,0.7,"control",0.923800639611682,3.23714889124742,8.35459595790405e-06,7.71798108960893e-06
3.3,0.7,"control",0.928129241713254,3.25824220415304,7.19079057415328e-06,6.6739830029077e-06
3.4,0.7,"control",0.93222999065684,3.27933551705866,6.18142263807412e-06,5.76250756813782e-06
3.5,0.7,"control",0.936112867759162,3.30042882996429,5.30714367595535e-06,4.96808548610846e-06
3.6,0.7,"control",0.939787644927793,3.32152214286991,4.55086403897263e-06,4.27684579757267e-06
3.7,0.7,"control",0.943263860444122,3.34261545577553,3.89751221872903e-06,3.67638242156648e-06
3.8,0.7,"control",0.946550799054072,3.36370876868116,3.333816708792e-06,3.15562686960689e-06
3.9,0.7,"control",0.949657475986369,3.38480208158678,2.8481087060331e-06,2.7047277251062e-06
4,0.7,"control",0.952592624527524,3.40589539449241,2.43014402181985e-06,2.31493727172524e-06
4.1,0.7,"control",0.955364686796097,3.42698870739803,2.07094265339081e-06,1.97850547942939e-06
4.2,0.7,"control",0.957981807375226,3.44808202030365,1.76264454865629e-06,1.68858141048184e-06
4.3,0.7,"control",0.960451829480997,3.46917533320928,1.49838018196893e-06,1.43912198703013e-06
4.4,0.7,"control",0.962782293364321,3.4902686461149,1.27215464302818e-06,1.22480796472874e-06
4.5,0.7,"control",0.96498043666487,3.51136195902052,1.07874402510167e-06,1.04096688039223e-06
4.6,0.7,"control",0.96705319645691,3.53245527192615,9.13602981385948e-07,8.83502683441843e-07
4.7,0.7,"control",0.96900721274805,3.55354858483177,7.72782398945381e-07,7.48831718462816e-07
4.8,0.7,"control",0.970848833212727,3.57464189773739,6.52856217734788e-07,6.33824697243493e-07
4.9,0.7,"control",0.972584118962355,3.59573521064302,5.50856497310641e-07,5.35754281111559e-07
5,0.7,"control",0.974218851173383,3.61682852354864,4.64215905649094e-07,4.52247886297872e-07
5.1,0.7,"control",0.975758538412767,3.63792183645427,3.90716872781165e-07,3.81245324718156e-07
5.2,0.7,"control",0.977208424517573,3.65901514935989,3.28446716570899e-07,3.20960898438218e-07
5.3,0.7,"control",0.978573496901491,3.68010846226551,2.75758108808213e-07,2.69849576835395e-07
5.4,0.7,"control",0.979858495175935,3.70120177517114,2.3123430683202e-07,2.26576899925474e-07
5.5,0.7,"control",0.981067919987121,3.72229508807676,1.93658629155193e-07,1.89992268492843e-07
5.6,0.7,"control",0.98220604198311,3.74338840098238,1.61987703086618e-07,1.59105300698642e-07
5.7,0.7,"control",0.983276910836258,3.76448171388801,1.35328058226362e-07,1.33064955042287e-07
5.8,0.7,"control",0.984284364256927,3.78557502679363,1.12915682064006e-07,1.11141140335008e-07
5.9,0.7,"control",0.985232036943691,3.80666833969925,9.40981928750817e-08,9.2708554239037e-08
6,0.7,"control",0.986123369423719,3.82776165260488,7.83193208402605e-08,7.7232512557975e-08
0.5,0.8,"control",0.687803295132907,2.66762944279558,0.000512306558090736,0.000352366138773006
0.6,0.8,"control",0.701201890679205,2.6887227557012,0.000458671578263157,0.00032162137787894
0.7,0.8,"control",0.714264342424774,2.70981606860683,0.000410142102200838,0.000292949878929196
0.8,0.8,"control",0.726978091851981,2.73090938151245,0.000366292043657604,0.000266286290958768
0.9,0.8,"control",0.739332593578069,2.75200269441807,0.000326724142248125,0.000241557807472876
1,0.8,"control",0.751319280129484,2.7730960073237,0.000291068747151906,0.000218685561578361
1.1,0.8,"control",0.762931508043105,2.79418932022932,0.000258982569579869,0.000197585962366448
1.2,0.8,"control",0.774164487556197,2.81528263313494,0.000230147416149273,0.000178171956485585
1.3,0.8,"control",0.785015198257838,2.83637594604057,0.000204268914151471,0.00016035420214053
1.4,0.8,"control",0.795482293115777,2.85746925894619,0.000181075238559436,0.000144042145995746
1.5,0.8,"control",0.805565993271075,2.87856257185181,0.000160315849517558,0.000129144996553708
1.6,0.8,"control",0.815267975916801,2.89965588475744,0.000141760247992876,0.000115572590446616
1.7,0.8,"control",0.824591257455673,2.92074919766306,0.000125196756251211,0.000103236150666558
1.8,0.8,"control",0.833540073974225,2.94184251056869,0.00011043132885898,9.20489380261864e-05
1.9,0.8,"control",0.842119760887237,2.96293582347431,9.72863990057683e-05,8.1926799068318e-05
2,0.8,"control",0.850336633404547,2.98402913637993,8.55997640971053e-05,7.2788615222556e-05
2.1,0.8,"control",0.858197869261095,3.00512244928556,7.52235137830692e-05,6.45566592469626e-05
2.2,0.8,"control",0.865711394937148,3.02621576219118,6.60230028674447e-05,5.71568659103148e-05
2.3,0.8,"control",0.872885776385275,3.0473090750968,5.7875870884196e-05,5.05190244907254e-05
2.4,0.8,"control",0.879730115078601,3.06840238800243,5.0671109532407e-05,4.45769010201048e-05
2.5,0.8,"control",0.886253950005081,3.08949570090805,4.43081786262826e-05,3.92682983250737e-05
2.6,0.8,"control",0.892467166057838,3.11058901381367,3.86961707414841e-05,3.45350618389426e-05
2.7,0.8,"control",0.898379909113721,3.1316823267193,3.37530243206574e-05,3.03230389215054e-05
2.8,0.8,"control",0.904002507952442,3.15277563962492,2.94047846368644e-05,2.65819990575268e-05
2.9,0.8,"control",0.909345403047011,3.17386895253055,2.55849117007415e-05,2.32655218424329e-05
3,0.8,"control",0.914419082152702,3.19496226543617,2.2233633932407e-05,2.03308591333908e-05
3.1,0.8,"control",0.919234022535575,3.21605557834179,1.92973461990669e-05,1.77387771708298e-05
3.2,0.8,"control",0.923800639611682,3.23714889124742,1.67280506404886e-05,1.545338388114e-05
3.3,0.8,"control",0.928129241713254,3.25824220415304,1.44828385635495e-05,1.34419459738427e-05
3.4,0.8,"control",0.93222999065684,3.27933551705866,1.25234115804574e-05,1.16746998606415e-05
3.5,0.8,"control",0.936112867759162,3.30042882996429,1.08156400895884e-05,1.01246598609156e-05
3.6,0.8,"control",0.939787644927793,3.32152214286991,9.3291571498645e-06,8.76742662703245e-06
3.7,0.8,"control",0.943263860444122,3.34261545577553,8.03698577601831e-06,7.58099822942153e-06
3.8,0.8,"control",0.946550799054072,3.36370876868116,6.91519767991961e-06,6.54558588954477e-06
3.9,0.8,"control",0.949657475986369,3.38480208158678,5.94260149947365e-06,5.64343594078295e-06
4,0.8,"control",0.952592624527524,3.40589539449241,5.10045858875962e-06,4.85865923336047e-06
4.1,0.8,"control",0.955364686796097,3.42698870739803,4.37222448853128e-06,4.17706887908791e-06
4.2,0.8,"control",0.957981807375226,3.44808202030365,3.74331425264125e-06,3.5860269533187e-06
4.3,0.8,"control",0.960451829480997,3.46917533320928,3.20088987124773e-06,3.07430053280707e-06
4.4,0.8,"control",0.962782293364321,3.4902686461149,2.73366810389588e-06,2.63192724636577e-06
4.5,0.8,"control",0.96498043666487,3.51136195902052,2.33174711300131e-06,2.25009034729605e-06
4.6,0.8,"control",0.96705319645691,3.53245527192615,1.9864503693548e-06,1.92100317928757e-06
4.7,0.8,"control",0.96900721274805,3.55354858483177,1.69018638465061e-06,1.637802797615e-06
4.8,0.8,"control",0.970848833212727,3.57464189773739,1.43632291052219e-06,1.39445242179718e-06
4.9,0.8,"control",0.972584118962355,3.59573521064302,1.21907432811509e-06,1.18565233135943e-06
5,0.8,"control",0.974218851173383,3.61682852354864,1.03340103595752e-06,1.00675877005192e-06
5.1,0.8,"control",0.975758538412767,3.63792183645427,8.74919726061227e-07,8.53710393130002e-07
5.2,0.8,"control",0.977208424517573,3.65901514935989,7.39823518186558e-07,7.22961774628135e-07
5.3,0.8,"control",0.978573496901491,3.68010846226551,6.24810999539619e-07,6.11423484722001e-07
5.4,0.8,"control",0.979858495175935,3.70120177517114,5.27023291443825e-07,5.16408249276814e-07
5.5,0.8,"control",0.981067919987121,3.72229508807676,4.43988335448258e-07,4.35582712756766e-07
5.6,0.8,"control",0.98220604198311,3.74338840098238,3.73571658686962e-07,3.66924340275986e-07
5.7,0.8,"control",0.983276910836258,3.76448171388801,3.13932941947743e-07,3.08683013368115e-07
5.8,0.8,"control",0.984284364256927,3.78557502679363,2.63487773771117e-07,2.59346895895777e-07
5.9,0.8,"control",0.985232036943691,3.80666833969925,2.20874029958859e-07,2.17612170444329e-07
6,0.8,"control",0.986123369423719,3.82776165260488,1.84922370153527e-07,1.82356270737616e-07
0.5,0.9,"control",0.687803295132907,2.66762944279558,0.000850909153891573,0.000585258119905378
0.6,0.9,"control",0.701201890679205,2.6887227557012,0.00076632373397567,0.000537347651136088
0.7,0.9,"control",0.714264342424774,2.70981606860683,0.000689289981022469,0.000492335255034999
0.8,0.9,"control",0.726978091851981,2.73090938151245,0.000619230393408527,0.000450166929816882
0.9,0.9,"control",0.739332593578069,2.75200269441807,0.000555601195951821,0.000410774073198137
1,0.9,"control",0.751319280129484,2.7730960073237,0.000497891472685498,0.000374075462840677
1.1,0.9,"control",0.762931508043105,2.79418932022932,0.000445622194991222,0.000339979213242132
1.2,0.9,"control",0.774164487556197,2.81528263313494,0.00039834516269264,0.000308384678746437
1.3,0.9,"control",0.785015198257838,2.83637594604057,0.000355641874608254,0.000279184276704388
1.4,0.9,"control",0.795482293115777,2.85746925894619,0.000317122343920993,0.000252265209340521
1.5,0.9,"control",0.805565993271075,2.87856257185181,0.000282423872555409,0.000227511067418561
1.6,0.9,"control",0.815267975916801,2.89965588475744,0.000251209797577582,0.000204803303201544
1.7,0.9,"control",0.824591257455673,2.92074919766306,0.000223168221460819,0.000184022564358523
1.8,0.9,"control",0.833540073974225,2.94184251056869,0.000198010736904154,0.000165049884286779
1.9,0.9,"control",0.842119760887237,2.96293582347431,0.00017547115576082,0.000147767727731909
2,0.9,"control",0.850336633404547,2.98402913637993,0.000155304250539409,0.000132060893557097
2.1,0.9,"control",0.858197869261095,3.00512244928556,0.000137284515888819,0.000117817279018326
2.2,0.9,"control",0.865711394937148,3.02621576219118,0.000121204956475715,0.000104928511943888
2.3,0.9,"control",0.872885776385275,3.0473090750968,0.000106875906714924,9.32904588097365e-05
2.4,0.9,"control",0.879730115078601,3.06840238800243,9.41238869228557e-05,8.2803617874289e-05
2.5,0.9,"control",0.886253950005081,3.08949570090805,8.27904996342499e-05,7.33734073237482e-05
2.6,0.9,"control",0.892467166057838,3.11058901381367,7.27313690549921e-05,6.49103588240155e-05
2.7,0.9,"control",0.898379909113721,3.1316823267193,6.38151259191792e-05,5.73302270233529e-05
2.8,0.9,"control",0.904002507952442,3.15277563962492,5.59224393768899e-05,5.05540254475269e-05
2.9,0.9,"control",0.909345403047011,3.17386895253055,4.89450969594792e-05,4.45079989217926e-05
3,0.9,"control",0.914419082152702,3.19496226543617,4.27851331502069e-05,3.91235421849934e-05
3.1,0.9,"control",0.919234022535575,3.21605557834179,3.73540066276731e-05,3.43370737701764e-05
3.2,0.9,"control",0.923800639611682,3.23714889124742,3.25718258454534e-05,3.00898735493502e-05
3.3,0.9,"control",0.928129241713254,3.25824220415304,2.83666222607616e-05,2.6327891608847e-05
3.4,0.9,"control",0.93222999065684,3.27933551705866,2.46736702248503e-05,2.30015353631821e-05
3.5,0.9,"control",0.936112867759162,3.30042882996429,2.14348522949853e-05,2.00654410518528e-05
3.6,0.9,"control",0.939787644927793,3.32152214286991,1.85980685187836e-05,1.74782350134734e-05
3.7,0.9,"control",0.943263860444122,3.34261545577553,1.6116688073062e-05,1.52022894093702e-05
3.8,0.9,"control",0.946550799054072,3.36370876868116,1.39490415076159e-05,1.32034763850722e-05
3.9,0.9,"control",0.949657475986369,3.38480208158678,1.20579517460823e-05,1.14509240207499e-05
4,0.9,"control",0.952592624527524,3.40589539449241,1.04103019278658e-05,9.91677683558962e-06
4.1,0.9,"control",0.955364686796097,3.42698870739803,8.97663813371759e-06,8.57596307910101e-06
4.2,0.9,"control",0.957981807375226,3.44808202030365,7.73080501981872e-06,7.4059705653514e-06
4.3,0.9,"control",0.960451829480997,3.46917533320928,6.64961238810779e-06,6.38663238349763e-06
4.4,0.9,"control",0.962782293364321,3.4902686461149,5.71253074128628e-06,5.49992344800979e-06
4.5,0.9,"control",0.96498043666487,3.51136195902052,4.90141390676754e-06,4.72976853202781e-06
4.6,0.9,"control",0.96705319645691,3.53245527192615,4.20024686235461e-06,4.06186215414813e-06
4.7,0.9,"control",0.96900721274805,3.55354858483177,3.59491695536051e-06,3.48350045897459e-06
4.8,0.9,"control",0.970848833212727,3.57464189773739,3.07300677415732e-06,2.98342504114544e-06
4.9,0.9,"control",0.972584118962355,3.59573521064302,2.623607004881e-06,2.55167850734565e-06
5,0.9,"control",0.974218851173383,3.61682852354864,2.23714768454194e-06,2.17947144713964e-06
5.1,0.9,"control",0.975758538412767,3.63792183645427,1.90524634360097e-06,1.85906038754835e-06
5.2,0.9,"control",0.977208424517573,3.65901514935989,1.62057161484701e-06,1.58363623456254e-06
5.3,0.9,"control",0.978573496901491,3.68010846226551,1.37672097000232e-06,1.34722265387278e-06
5.4,0.9,"control",0.979858495175935,3.70120177517114,1.16811132989599e-06,1.14458380990985e-06
5.5,0.9,"control",0.981067919987121,3.72229508807676,9.89881377438068e-07,9.71140863997151e-07
5.6,0.9,"control",0.98220604198311,3.74338840098238,8.37804484290691e-07,8.2289662647086e-07
5.7,0.9,"control",0.983276910836258,3.76448171388801,7.08211241485774e-07,6.96367761747643e-07
5.8,0.9,"control",0.984284364256927,3.78557502679363,5.97920660813044e-07,5.88523957504449e-07
5.9,0.9,"control",0.985232036943691,3.80666833969925,5.0417918723281e-07,4.96733487621996e-07
6,0.9,"control",0.986123369423719,3.82776165260488,4.2460673257998e-07,4.18714621811766e-07
0.5,1,"control",0.687803295132907,2.66762944279558,0.00137440068389136,0.0009453173192134
0.6,1,"control",0.701201890679205,2.6887227557012,0.00124508674444096,0.000873057179261615
0.7,1,"control",0.714264342424774,2.70981606860683,0.00112653960717914,0.000804647071737275
0.8,1,"control",0.726978091851981,2.73090938151245,0.00101801442090364,0.000740074181186325
0.9,1,"control",0.739332593578069,2.75200269441807,0.000918802152217321,0.000679300378183944
1,1,"control",0.751319280129484,2.7730960073237,0.00082822948325685,0.000622264779142551
1.1,1,"control",0.762931508043105,2.79418932022932,0.000745658508695941,0.000568886370524567
1.2,1,"control",0.774164487556197,2.81528263313494,0.000670486253717048,0.000519066647022333
1.3,1,"control",0.785015198257838,2.83637594604057,0.000602144033996887,0.00047269221822784
