"size.pre","size.cur","trt","p.size.cur","perturb.param"
5.5,3,"irrigated",3.18193475010493,"numb_int"
5.5,3.1,"control",5.46157514026491,"numb_int"
5.5,3.1,"drought",9.96839242107094,"numb_int"
5.5,3.1,"irrigated",1.62356436244753,"numb_int"
5.5,3.2,"control",2.78692601492093,"numb_int"
5.5,3.2,"drought",5.90830593364805,"numb_int"
5.5,3.2,"irrigated",0.763829413619655,"numb_int"
5.5,3.3,"control",1.31123820346699,"numb_int"
5.5,3.3,"drought",3.22886176229285,"numb_int"
5.5,3.3,"irrigated",0.331338479187026,"numb_int"
5.5,3.4,"control",0.568835086810013,"numb_int"
5.5,3.4,"drought",1.62698877529156,"numb_int"
5.5,3.4,"irrigated",0.132524446454664,"numb_int"
5.5,3.5,"control",0.227530586977836,"numb_int"
5.5,3.5,"drought",0.755906865018128,"numb_int"
5.5,3.5,"irrigated",0.0488729721863126,"numb_int"
5.5,3.6,"control",0.0839154302799949,"numb_int"
5.5,3.6,"drought",0.323817749674766,"numb_int"
5.5,3.6,"irrigated",0.0166184353385561,"numb_int"
5.5,3.7,"control",0.0285359603157959,"numb_int"
5.5,3.7,"drought",0.127903267458919,"numb_int"
5.5,3.7,"irrigated",0.00521026892816751,"numb_int"
5.5,3.8,"control",0.00894729562490339,"numb_int"
5.5,3.8,"drought",0.0465812626079299,"numb_int"
5.5,3.8,"irrigated",0.00150618658917628,"numb_int"
5.5,3.9,"control",0.00258666215828875,"numb_int"
5.5,3.9,"drought",0.0156418998534475,"numb_int"
5.5,3.9,"irrigated",0.000401463476253818,"numb_int"
5.5,4,"control",0.000689503158943877,"numb_int"
5.5,4,"drought",0.00484302124200361,"numb_int"
5.5,4,"irrigated",9.86647303376426e-05,"numb_int"
5.5,4.1,"control",0.000169465555236455,"numb_int"
5.5,4.1,"drought",0.00138258510831343,"numb_int"
5.5,4.1,"irrigated",2.2357665471163e-05,"numb_int"
5.5,4.2,"control",3.84038925170431e-05,"numb_int"
5.5,4.2,"drought",0.000363928446650627,"numb_int"
5.5,4.2,"irrigated",4.67131982053522e-06,"numb_int"
5.5,4.3,"control",8.02449443524901e-06,"numb_int"
5.5,4.3,"drought",8.83260401920165e-05,"numb_int"
5.5,4.3,"irrigated",8.99914767552906e-07,"numb_int"
5.5,4.4,"control",1.54599734200071e-06,"numb_int"
5.5,4.4,"drought",1.97656065284472e-05,"numb_int"
5.5,4.4,"irrigated",1.59849684383394e-07,"numb_int"
5.5,4.5,"control",2.74630288807987e-07,"numb_int"
5.5,4.5,"drought",4.07830929012658e-06,"numb_int"
5.5,4.5,"irrigated",2.61800707346484e-08,"numb_int"
5.5,4.6,"control",4.49817919298754e-08,"numb_int"
5.5,4.6,"drought",7.75887579402953e-07,"numb_int"
5.5,4.6,"irrigated",3.95347025972495e-09,"numb_int"
5.5,4.7,"control",6.79318902162504e-09,"numb_int"
5.5,4.7,"drought",1.36102489350422e-07,"numb_int"
5.5,4.7,"irrigated",5.50471406014895e-10,"numb_int"
5.5,4.8,"control",9.45930598035644e-10,"numb_int"
5.5,4.8,"drought",2.20131384802492e-08,"numb_int"
5.5,4.8,"irrigated",7.06707468890992e-11,"numb_int"
5.5,4.9,"control",1.21448869510806e-10,"numb_int"
5.5,4.9,"drought",3.28281561631288e-09,"numb_int"
5.5,4.9,"irrigated",8.36552546914726e-12,"numb_int"
5.5,5,"control",1.43772659831353e-11,"numb_int"
5.5,5,"drought",4.51398013732085e-10,"numb_int"
5.5,5,"irrigated",9.13051760830141e-13,"numb_int"
5.5,5.1,"control",1.56930647321861e-12,"numb_int"
5.5,5.1,"drought",5.72296941323867e-11,"numb_int"
5.5,5.1,"irrigated",9.18853341325107e-14,"numb_int"
5.5,5.2,"control",1.5793844324463e-13,"numb_int"
5.5,5.2,"drought",6.69008805323487e-12,"numb_int"
5.5,5.2,"irrigated",8.52600587457014e-15,"numb_int"
5.5,5.3,"control",1.46560375087707e-14,"numb_int"
5.5,5.3,"drought",7.21092321399251e-13,"numb_int"
5.5,5.3,"irrigated",7.29446902020699e-16,"numb_int"
5.5,5.4,"control",1.2539895306038e-15,"numb_int"
5.5,5.4,"drought",7.16635859812283e-14,"numb_int"
5.5,5.4,"irrigated",5.75427176148454e-17,"numb_int"
5.5,5.5,"control",9.89281485968001e-17,"numb_int"
5.5,5.5,"drought",6.56681572070058e-15,"numb_int"
5.5,5.5,"irrigated",4.18538758223515e-18,"numb_int"
5.5,5.6,"control",7.1960551049047e-18,"numb_int"
5.5,5.6,"drought",5.54829763309157e-16,"numb_int"
5.5,5.6,"irrigated",2.80691733154569e-19,"numb_int"
5.5,5.7,"control",4.82633771024516e-19,"numb_int"
5.5,5.7,"drought",4.32228400247023e-17,"numb_int"
5.5,5.7,"irrigated",1.73569011776592e-20,"numb_int"
5.5,5.8,"control",2.98462355484197e-20,"numb_int"
5.5,5.8,"drought",3.10467022514535e-18,"numb_int"
5.5,5.8,"irrigated",9.89608432976191e-22,"numb_int"
5.5,5.9,"control",1.70180597866435e-21,"numb_int"
5.5,5.9,"drought",2.05620438904675e-19,"numb_int"
5.5,5.9,"irrigated",5.20239366549935e-23,"numb_int"
5.5,6,"control",8.94703540615848e-23,"numb_int"
5.5,6,"drought",1.25564165603058e-20,"numb_int"
5.5,6,"irrigated",2.52168981833002e-24,"numb_int"
5.6,0.5,"control",0.000106365063817226,"numb_int"
5.6,0.5,"drought",3.89766769459698e-06,"numb_int"
5.6,0.5,"irrigated",0.000252478360050363,"numb_int"
5.6,0.6,"control",0.000447859925105121,"numb_int"
5.6,0.6,"drought",1.90624329847563e-05,"numb_int"
5.6,0.6,"irrigated",0.000980136811567655,"numb_int"
5.6,0.7,"control",0.00173873753392137,"numb_int"
5.6,0.7,"drought",8.59608058770806e-05,"numb_int"
5.6,0.7,"irrigated",0.00350830924985616,"numb_int"
5.6,0.8,"control",0.00622407021613551,"numb_int"
5.6,0.8,"drought",0.000357413748847394,"numb_int"
5.6,0.8,"irrigated",0.0115786430203583,"numb_int"
5.6,0.9,"control",0.0205429857849215,"numb_int"
5.6,0.9,"drought",0.00137022112612063,"numb_int"
5.6,0.9,"irrigated",0.0352343357497812,"numb_int"
5.6,1,"control",0.0625174529349835,"numb_int"
5.6,1,"drought",0.00484349317009978,"numb_int"
5.6,1,"irrigated",0.0988605768940421,"numb_int"
5.6,1.1,"control",0.175423436324179,"numb_int"
5.6,1.1,"drought",0.0157861182669917,"numb_int"
5.6,1.1,"irrigated",0.255757760488037,"numb_int"
5.6,1.2,"control",0.45386070171748,"numb_int"
5.6,1.2,"drought",0.047439558724716,"numb_int"
5.6,1.2,"irrigated",0.610074859331625,"numb_int"
5.6,1.3,"control",1.08269510803354,"numb_int"
5.6,1.3,"drought",0.131448173884985,"numb_int"
5.6,1.3,"irrigated",1.34179467645499,"numb_int"
5.6,1.4,"control",2.38143316074773,"numb_int"
5.6,1.4,"drought",0.335828153579894,"numb_int"
5.6,1.4,"irrigated",2.72105693216884,"numb_int"
5.6,1.5,"control",4.8296899014523,"numb_int"
5.6,1.5,"drought",0.791094334352914,"numb_int"
5.6,1.5,"irrigated",5.08789125694701,"numb_int"
5.6,1.6,"control",9.03126790197043,"numb_int"
5.6,1.6,"drought",1.71825681363765,"numb_int"
5.6,1.6,"irrigated",8.77175798102611,"numb_int"
5.6,1.7,"control",15.5713702604497,"numb_int"
5.6,1.7,"drought",3.44109373819188,"numb_int"
5.6,1.7,"irrigated",13.9438945175613,"numb_int"
5.6,1.8,"control",24.7544662102196,"numb_int"
5.6,1.8,"drought",6.35409289645947,"numb_int"
5.6,1.8,"irrigated",20.4376127010523,"numb_int"
5.6,1.9,"control",36.2851504578838,"numb_int"
5.6,1.9,"drought",10.8183055771083,"numb_int"
5.6,1.9,"irrigated",27.6200759838606,"numb_int"
5.6,2,"control",49.040277450384,"numb_int"
5.6,2,"drought",16.9829666630604,"numb_int"
5.6,2,"irrigated",34.4166187643305,"numb_int"
5.6,2.1,"control",61.1118649018085,"numb_int"
5.6,2.1,"drought",24.5819594382642,"numb_int"
5.6,2.1,"irrigated",39.5421392615229,"numb_int"
5.6,2.2,"control",70.2177296495788,"numb_int"
5.6,2.2,"drought",32.8071169180928,"numb_int"
5.6,2.2,"irrigated",41.8890729880399,"numb_int"
5.6,2.3,"control",74.3903595347581,"numb_int"
5.6,2.3,"drought",40.3708843503995,"numb_int"
5.6,2.3,"irrigated",40.9156981162543,"numb_int"
5.6,2.4,"control",72.6666534833548,"numb_int"
5.6,2.4,"drought",45.8054429976196,"numb_int"
5.6,2.4,"irrigated",36.8491784585961,"numb_int"
5.6,2.5,"control",65.4488907695985,"numb_int"
5.6,2.5,"drought",47.9197496379122,"numb_int"
5.6,2.5,"irrigated",30.5994966137545,"numb_int"
5.6,2.6,"control",54.3523153056186,"numb_int"
5.6,2.6,"drought",46.2232652407612,"numb_int"
5.6,2.6,"irrigated",23.4287642462989,"numb_int"
5.6,2.7,"control",41.6181178235152,"numb_int"
5.6,2.7,"drought",41.1107433655852,"numb_int"
5.6,2.7,"irrigated",16.5399087985458,"numb_int"
5.6,2.8,"control",29.3829536361014,"numb_int"
5.6,2.8,"drought",33.7130982713416,"numb_int"
5.6,2.8,"irrigated",10.7662749524409,"numb_int"
5.6,2.9,"control",19.127450746125,"numb_int"
5.6,2.9,"drought",25.491220593397,"numb_int"
5.6,2.9,"irrigated",6.46169494209168,"numb_int"
5.6,3,"control",11.480673410776,"numb_int"
5.6,3,"drought",17.7717920964711,"numb_int"
5.6,3,"irrigated",3.57582341042784,"numb_int"
5.6,3.1,"control",6.35369350767066,"numb_int"
5.6,3.1,"drought",11.4240591946766,"numb_int"
5.6,3.1,"irrigated",1.82454384251115,"numb_int"
5.6,3.2,"control",3.24215510591743,"numb_int"
5.6,3.2,"drought",6.77108543435562,"numb_int"
5.6,3.2,"irrigated",0.858383126399576,"numb_int"
5.6,3.3,"control",1.52542177785983,"numb_int"
5.6,3.3,"drought",3.7003667538099,"numb_int"
5.6,3.3,"irrigated",0.372354552717793,"numb_int"
5.6,3.4,"control",0.661751180782024,"numb_int"
5.6,3.4,"drought",1.86457507819585,"numb_int"
5.6,3.4,"irrigated",0.148929520968634,"numb_int"
5.6,3.5,"control",0.264696461396199,"numb_int"
5.6,3.5,"drought",0.866290612052548,"numb_int"
5.6,3.5,"irrigated",0.0549229106835839,"numb_int"
5.6,3.6,"control",0.0976225559239549,"numb_int"
5.6,3.6,"drought",0.371104284854595,"numb_int"
5.6,3.6,"irrigated",0.0186756155594738,"numb_int"
5.6,3.7,"control",0.0331971530441721,"numb_int"
5.6,3.7,"drought",0.146580756146263,"numb_int"
5.6,3.7,"irrigated",0.00585524313701019,"numb_int"
5.6,3.8,"control",0.0104087873302429,"numb_int"
5.6,3.8,"drought",0.0533834422761015,"numb_int"
5.6,3.8,"irrigated",0.00169263598691688,"numb_int"
5.6,3.9,"control",0.00300917924583556,"numb_int"
5.6,3.9,"drought",0.0179260589165078,"numb_int"
5.6,3.9,"irrigated",0.000451160256121782,"numb_int"
5.6,4,"control",0.000802129721186556,"numb_int"
5.6,4,"drought",0.00555023909700594,"numb_int"
5.6,4,"irrigated",0.000110878342968302,"numb_int"
5.6,4.1,"control",0.000197146824940954,"numb_int"
5.6,4.1,"drought",0.00158448157454802,"numb_int"
5.6,4.1,"irrigated",2.51252995026571e-05,"numb_int"
5.6,4.2,"control",4.46769578900242e-05,"numb_int"
5.6,4.2,"drought",0.000417072276205275,"numb_int"
5.6,4.2,"irrigated",5.24957803465786e-06,"numb_int"
5.6,4.3,"control",9.33525162360174e-06,"numb_int"
5.6,4.3,"drought",0.000101224136145774,"numb_int"
5.6,4.3,"irrigated",1.01131435617883e-06,"numb_int"
5.6,4.4,"control",1.79852753509303e-06,"numb_int"
5.6,4.4,"drought",2.26519432082518e-05,"numb_int"
5.6,4.4,"irrigated",1.79637323973659e-07,"numb_int"
5.6,4.5,"control",3.1948964139389e-07,"numb_int"
5.6,4.5,"drought",4.67385760678151e-06,"numb_int"
5.6,4.5,"irrigated",2.94208766589338e-08,"numb_int"
5.6,4.6,"control",5.2329321122254e-08,"numb_int"
5.6,4.6,"drought",8.89189074938266e-07,"numb_int"
5.6,4.6,"irrigated",4.44286656308351e-09,"numb_int"
5.6,4.7,"control",7.90281921874008e-09,"numb_int"
5.6,4.7,"drought",1.55977295957518e-07,"numb_int"
5.6,4.7,"irrigated",6.18613735034722e-10,"numb_int"
5.6,4.8,"control",1.10044317712245e-09,"numb_int"
5.6,4.8,"drought",2.52276782891702e-08,"numb_int"
5.6,4.8,"irrigated",7.94190110749842e-11,"numb_int"
5.6,4.9,"control",1.41286876753896e-10,"numb_int"
5.6,4.9,"drought",3.76219939402607e-09,"numb_int"
5.6,4.9,"irrigated",9.40108586831348e-12,"numb_int"
5.6,5,"control",1.67257135879431e-11,"numb_int"
5.6,5,"drought",5.17314869981892e-10,"numb_int"
5.6,5,"irrigated",1.02607756529297e-12,"numb_int"
5.6,5.1,"control",1.82564408515141e-12,"numb_int"
5.6,5.1,"drought",6.55868454857021e-11,"numb_int"
5.6,5.1,"irrigated",1.03259731789026e-13,"numb_int"
5.6,5.2,"control",1.83736822378744e-13,"numb_int"
5.6,5.2,"drought",7.66702981879029e-12,"numb_int"
5.6,5.2,"irrigated",9.58143198968104e-15,"numb_int"
5.6,5.3,"control",1.70500209145043e-14,"numb_int"
5.6,5.3,"drought",8.26392161997852e-13,"numb_int"
5.6,5.3,"irrigated",8.19744436564469e-16,"numb_int"
5.6,5.4,"control",1.45882184803154e-15,"numb_int"
5.6,5.4,"drought",8.21284931180904e-14,"numb_int"
5.6,5.4,"irrigated",6.46658756091767e-17,"numb_int"
5.6,5.5,"control",1.15087519501724e-16,"numb_int"
5.6,5.5,"drought",7.52575624483259e-15,"numb_int"
5.6,5.5,"irrigated",4.70349270920055e-18,"numb_int"
5.6,5.6,"control",8.37149126884586e-18,"numb_int"
5.6,5.6,"drought",6.35850575626844e-16,"numb_int"
5.6,5.6,"irrigated",3.15438294419636e-19,"numb_int"
5.6,5.7,"control",5.61469352482869e-19,"numb_int"
5.6,5.7,"drought",4.95345951630573e-17,"numb_int"
5.6,5.7,"irrigated",1.95054953787186e-20,"numb_int"
5.6,5.8,"control",3.4721454555179e-20,"numb_int"
5.6,5.8,"drought",3.55803974540963e-18,"numb_int"
5.6,5.8,"irrigated",1.11211111468467e-21,"numb_int"
5.6,5.9,"control",1.97978665865802e-21,"numb_int"
5.6,5.9,"drought",2.35646829143393e-19,"numb_int"
5.6,5.9,"irrigated",5.84639300310623e-23,"numb_int"
5.6,6,"control",1.04084846061921e-22,"numb_int"
5.6,6,"drought",1.43900079369609e-20,"numb_int"
5.6,6,"irrigated",2.83384738983873e-24,"numb_int"
5.7,0.5,"control",0.00012381713119113,"numb_int"
5.7,0.5,"drought",4.46944930319493e-06,"numb_int"
5.7,0.5,"irrigated",0.000283858044090287,"numb_int"
5.7,0.6,"control",0.000521343466660054,"numb_int"
5.7,0.6,"drought",2.18588613747197e-05,"numb_int"
5.7,0.6,"irrigated",0.00110195471095815,"numb_int"
5.7,0.7,"control",0.00202402448340014,"numb_int"
5.7,0.7,"drought",9.85711184311515e-05,"numb_int"
5.7,0.7,"irrigated",0.00394434517686737,"numb_int"
5.7,0.8,"control",0.00724529738277887,"numb_int"
5.7,0.8,"drought",0.000409845773397429,"numb_int"
5.7,0.8,"irrigated",0.0130177135193802,"numb_int"
5.7,0.9,"control",0.0239136185764899,"numb_int"
5.7,0.9,"drought",0.00157123037088365,"numb_int"
5.7,0.9,"irrigated",0.0396134925336109,"numb_int"
5.7,1,"control",0.0727751330557894,"numb_int"
5.7,1,"drought",0.00555402586119396,"numb_int"
5.7,1,"irrigated",0.111147624648633,"numb_int"
5.7,1.1,"control",0.20420639869754,"numb_int"
5.7,1.1,"drought",0.0181019165349482,"numb_int"
5.7,1.1,"irrigated",0.287545030150562,"numb_int"
5.7,1.2,"control",0.528328833080158,"numb_int"
5.7,1.2,"drought",0.0543988660141486,"numb_int"
5.7,1.2,"irrigated",0.685899006489064,"numb_int"
5.7,1.3,"control",1.26034054247117,"numb_int"
5.7,1.3,"drought",0.150731410476808,"numb_int"
5.7,1.3,"irrigated",1.50856181239967,"numb_int"
5.7,1.4,"control",2.77217172166502,"numb_int"
5.7,1.4,"drought",0.385093605873986,"numb_int"
5.7,1.4,"irrigated",3.05924792314752,"numb_int"
5.7,1.5,"control",5.62213124008626,"numb_int"
5.7,1.5,"drought",0.907146606247736,"numb_int"
5.7,1.5,"irrigated",5.72024810543352,"numb_int"
5.7,1.6,"control",10.5130918227251,"numb_int"
5.7,1.6,"drought",1.9703223363727,"numb_int"
5.7,1.6,"irrigated",9.86197020303348,"numb_int"
5.7,1.7,"control",18.1262749738652,"numb_int"
5.7,1.7,"drought",3.94589667859831,"numb_int"
5.7,1.7,"irrigated",15.6769341497889,"numb_int"
5.7,1.8,"control",28.8161063446922,"numb_int"
5.7,1.8,"drought",7.28622814815235,"numb_int"
5.7,1.8,"irrigated",22.9777346701646,"numb_int"
5.7,1.9,"control",42.2387114086053,"numb_int"
5.7,1.9,"drought",12.4053336795188,"numb_int"
5.7,1.9,"irrigated",31.0528820958749,"numb_int"
5.7,2,"control",57.0866621878549,"numb_int"
5.7,2,"drought",19.4743406739415,"numb_int"
5.7,2,"irrigated",38.694144261295,"numb_int"
5.7,2.1,"control",71.1389202650617,"numb_int"
5.7,2.1,"drought",28.1880935193159,"numb_int"
5.7,2.1,"irrigated",44.4566984183621,"numb_int"
5.7,2.2,"control",81.7388485650226,"numb_int"
5.7,2.2,"drought",37.619868428667,"numb_int"
5.7,2.2,"irrigated",47.0953246241318,"numb_int"
5.7,2.3,"control",86.596111310552,"numb_int"
5.7,2.3,"drought",46.2932284297554,"numb_int"
5.7,2.3,"irrigated",46.0009722716507,"numb_int"
5.7,2.4,"control",84.5895846311878,"numb_int"
5.7,2.4,"drought",52.525028126959,"numb_int"
5.7,2.4,"irrigated",41.429038597623,"numb_int"
5.7,2.5,"control",76.1875526033475,"numb_int"
5.7,2.5,"drought",54.9495001652745,"numb_int"
5.7,2.5,"irrigated",34.4026048695623,"numb_int"
5.7,2.6,"control",63.2702836177639,"numb_int"
5.7,2.6,"drought",53.0041442240181,"numb_int"
5.7,2.6,"irrigated",26.3406463551184,"numb_int"
5.7,2.7,"control",48.446696401526,"numb_int"
5.7,2.7,"drought",47.1416235775686,"numb_int"
5.7,2.7,"irrigated",18.5955982922671,"numb_int"
5.7,2.8,"control",34.2040223977646,"numb_int"
5.7,2.8,"drought",38.6587557954887,"numb_int"
5.7,2.8,"irrigated",12.1043789635219,"numb_int"
5.7,2.9,"control",22.2658267046636,"numb_int"
5.7,2.9,"drought",29.2307418297051,"numb_int"
5.7,2.9,"irrigated",7.26479721828187,"numb_int"
5.7,3,"control",13.3643885957445,"numb_int"
5.7,3,"drought",20.3788855351126,"numb_int"
5.7,3,"irrigated",4.02025044480578,"numb_int"
5.7,3.1,"control",7.39618888340367,"numb_int"
5.7,3.1,"drought",13.0999503826569,"numb_int"
5.7,3.1,"irrigated",2.05131024452504,"numb_int"
5.7,3.2,"control",3.77411839644247,"numb_int"
5.7,3.2,"drought",7.76439282353527,"numb_int"
5.7,3.2,"irrigated",0.965068670801274,"numb_int"
5.7,3.3,"control",1.77570850439794,"numb_int"
5.7,3.3,"drought",4.24320463037612,"numb_int"
5.7,3.3,"irrigated",0.418633244534315,"numb_int"
5.7,3.4,"control",0.770329371564796,"numb_int"
5.7,3.4,"drought",2.13810525600971,"numb_int"
5.7,3.4,"irrigated",0.167439468954991,"numb_int"
5.7,3.5,"control",0.308127079609886,"numb_int"
5.7,3.5,"drought",0.993374057457434,"numb_int"
5.7,3.5,"irrigated",0.0617490940581118,"numb_int"
5.7,3.6,"control",0.113640178271507,"numb_int"
5.7,3.6,"drought",0.425544689111196,"numb_int"
5.7,3.6,"irrigated",0.0209967448451301,"numb_int"
5.7,3.7,"control",0.038644044445885,"numb_int"
5.7,3.7,"drought",0.168083918320656,"numb_int"
5.7,3.7,"irrigated",0.00658297156323913,"numb_int"
5.7,3.8,"control",0.0121166305942697,"numb_int"
5.7,3.8,"drought",0.0612147077632638,"numb_int"
5.7,3.8,"irrigated",0.00190300800633851,"numb_int"
5.7,3.9,"control",0.00350291654127609,"numb_int"
5.7,3.9,"drought",0.0205557830505869,"numb_int"
5.7,3.9,"irrigated",0.000507233443089762,"numb_int"
5.7,4,"control",0.000933740810715104,"numb_int"
5.7,4,"drought",0.0063644502837083,"numb_int"
5.7,4,"irrigated",0.000124659038345607,"numb_int"
5.7,4.1,"control",0.000229494097136766,"numb_int"
5.7,4.1,"drought",0.00181692248395257,"numb_int"
5.7,4.1,"irrigated",2.82480382579491e-05,"numb_int"
5.7,4.2,"control",5.20074219651231e-05,"numb_int"
5.7,4.2,"drought",0.000478256111174284,"numb_int"
5.7,4.2,"irrigated",5.90203038755508e-06,"numb_int"
5.7,4.3,"control",1.08669523008786e-05,"numb_int"
5.7,4.3,"drought",0.000116073554805707,"numb_int"
5.7,4.3,"irrigated",1.13700720746161e-06,"numb_int"
5.7,4.4,"control",2.09362465241532e-06,"numb_int"
5.7,4.4,"drought",2.59749469993236e-05,"numb_int"
5.7,4.4,"irrigated",2.01963841251997e-07,"numb_int"
5.7,4.5,"control",3.71910563703981e-07,"numb_int"
5.7,4.5,"drought",5.35950503241194e-06,"numb_int"
5.7,4.5,"irrigated",3.30774982147406e-08,"numb_int"
5.7,4.6,"control",6.09153624884825e-08,"numb_int"
5.7,4.6,"drought",1.0196316881761e-06,"numb_int"
5.7,4.6,"irrigated",4.99505546732581e-09,"numb_int"
5.7,4.7,"control",9.19949059277539e-09,"numb_int"
5.7,4.7,"drought",1.7885891547346e-07,"numb_int"
5.7,4.7,"irrigated",6.95499150261099e-10,"numb_int"
5.7,4.8,"control",1.28100066262629e-09,"numb_int"
5.7,4.8,"drought",2.8928538291517e-08,"numb_int"
5.7,4.8,"irrigated",8.92897321688599e-11,"numb_int"
5.7,4.9,"control",1.6446881266092e-10,"numb_int"
5.7,4.9,"drought",4.31410801988569e-09,"numb_int"
5.7,4.9,"irrigated",1.05695151314037e-11,"numb_int"
5.7,5,"control",1.94700195652797e-11,"numb_int"
5.7,5,"drought",5.9320413291724e-10,"numb_int"
5.7,5,"irrigated",1.15360528605655e-12,"numb_int"
5.7,5.1,"control",2.1251904063907e-12,"numb_int"
5.7,5.1,"drought",7.52083306796977e-11,"numb_int"
5.7,5.1,"irrigated",1.16093535672022e-13,"numb_int"
5.7,5.2,"control",2.13883820727102e-13,"numb_int"
5.7,5.2,"drought",8.79177081429212e-12,"numb_int"
5.7,5.2,"irrigated",1.07722758640877e-14,"numb_int"
5.7,5.3,"control",1.98475382857882e-14,"numb_int"
5.7,5.3,"drought",9.47622568677949e-13,"numb_int"
5.7,5.3,"irrigated",9.216277084922e-16,"numb_int"
5.7,5.4,"control",1.6981810536267e-15,"numb_int"
5.7,5.4,"drought",9.41766115279496e-14,"numb_int"
5.7,5.4,"irrigated",7.27029792420435e-17,"numb_int"
5.7,5.5,"control",1.33970741794439e-16,"numb_int"
5.7,5.5,"drought",8.62977263328752e-15,"numb_int"
5.7,5.5,"irrigated",5.28807395833952e-18,"numb_int"
5.7,5.6,"control",9.74506097679997e-18,"numb_int"
5.7,5.6,"drought",7.291288367428e-16,"numb_int"
5.7,5.6,"irrigated",3.54643056407976e-19,"numb_int"
5.7,5.7,"control",6.53593595314624e-19,"numb_int"
5.7,5.7,"drought",5.68012409427482e-17,"numb_int"
5.7,5.7,"irrigated",2.19297676288406e-20,"numb_int"
5.7,5.8,"control",4.0418448873334e-20,"numb_int"
5.7,5.8,"drought",4.07999847778332e-18,"numb_int"
5.7,5.8,"irrigated",1.25033165520597e-21,"numb_int"
5.7,5.9,"control",2.30462424078205e-21,"numb_int"
5.7,5.9,"drought",2.70215841585216e-19,"numb_int"
5.7,5.9,"irrigated",6.57302147603397e-23,"numb_int"
5.7,6,"control",1.21162782001455e-22,"numb_int"
5.7,6,"drought",1.65009990554029e-20,"numb_int"
5.7,6,"irrigated",3.18605672648352e-24,"numb_int"
5.8,0.5,"control",0.000144184471463051,"numb_int"
5.8,0.5,"drought",5.12676880903906e-06,"numb_int"
5.8,0.5,"irrigated",0.000319204740444904,"numb_int"
5.8,0.6,"control",0.000607102034007388,"numb_int"
5.8,0.6,"drought",2.50736323638157e-05,"numb_int"
5.8,0.6,"irrigated",0.0012391728006889,"numb_int"
5.8,0.7,"control",0.0023569670655415,"numb_int"
5.8,0.7,"drought",0.000113067919818148,"numb_int"
5.8,0.7,"irrigated",0.00443550466375577,"numb_int"
5.8,0.8,"control",0.00843711499110743,"numb_int"
5.8,0.8,"drought",0.000470121570921148,"numb_int"
5.8,0.8,"irrigated",0.0146387109742016,"numb_int"
5.8,0.9,"control",0.0278472972362584,"numb_int"
5.8,0.9,"drought",0.00180231037669515,"numb_int"
5.8,0.9,"irrigated",0.0445462612934988,"numb_int"
5.8,1,"control",0.0847463028286825,"numb_int"
5.8,1,"drought",0.00637085345825738,"numb_int"
5.8,1,"irrigated",0.124987998105665,"numb_int"
5.8,1.1,"control",0.237797398327115,"numb_int"
5.8,1.1,"drought",0.0207641556665294,"numb_int"
5.8,1.1,"irrigated",0.323350839006831,"numb_int"
5.8,1.2,"control",0.615236460605463,"numb_int"
5.8,1.2,"drought",0.0623992779891407,"numb_int"
5.8,1.2,"irrigated",0.771308824590225,"numb_int"
5.8,1.3,"control",1.46766068016183,"numb_int"
5.8,1.3,"drought",0.172899397968909,"numb_int"
5.8,1.3,"irrigated",1.69641161065341,"numb_int"
5.8,1.4,"control",3.22818103317291,"numb_int"
5.8,1.4,"drought",0.441729115429016,"numb_int"
5.8,1.4,"irrigated",3.44019294008209,"numb_int"
5.8,1.5,"control",6.54694559266139,"numb_int"
5.8,1.5,"drought",1.04056016986522,"numb_int"
5.8,1.5,"irrigated",6.43254735875861,"numb_int"
5.8,1.6,"control",12.2424463668299,"numb_int"
5.8,1.6,"drought",2.26009658296106,"numb_int"
5.8,1.6,"irrigated",11.0900067990795,"numb_int"
5.8,1.7,"control",21.1079626184064,"numb_int"
5.8,1.7,"drought",4.52621758145185,"numb_int"
5.8,1.7,"irrigated",17.6290642468584,"numb_int"
5.8,1.8,"control",33.5562213642223,"numb_int"
5.8,1.8,"drought",8.35780980417146,"numb_int"
5.8,1.8,"irrigated",25.8389782643216,"numb_int"
5.8,1.9,"control",49.1867823227872,"numb_int"
5.8,1.9,"drought",14.2297794335458,"numb_int"
5.8,1.9,"irrigated",34.9196627534261,"numb_int"
5.8,2,"control",66.4771517152971,"numb_int"
5.8,2,"drought",22.3384214857061,"numb_int"
5.8,2,"irrigated",43.51243353081,"numb_int"
5.8,2.1,"control",82.8409406694835,"numb_int"
5.8,2.1,"drought",32.3337012767548,"numb_int"
5.8,2.1,"irrigated",49.992554993992,"numb_int"
5.8,2.2,"control",95.1845077088205,"numb_int"
5.8,2.2,"drought",43.1526022506562,"numb_int"
5.8,2.2,"irrigated",52.9597493739967,"numb_int"
5.8,2.3,"control",100.84076750893,"numb_int"
5.8,2.3,"drought",53.1015486435285,"numb_int"
5.8,2.3,"irrigated",51.7291255960146,"numb_int"
5.8,2.4,"control",98.5041765545329,"numb_int"
5.8,2.4,"drought",60.2498557714255,"numb_int"
5.8,2.4,"irrigated",46.5878835839152,"numb_int"
5.8,2.5,"control",88.7200494673067,"numb_int"
5.8,2.5,"drought",63.0308936088025,"numb_int"
5.8,2.5,"irrigated",38.6865011812888,"numb_int"
5.8,2.6,"control",73.6779500137389,"numb_int"
5.8,2.6,"drought",60.7994352152632,"numb_int"
