"size.pre","size.cur","trt","p.size.cur","perturb.param"
4.1,6,"drought",2.29042333642416e-21,"flow_slope"
4.1,6,"irrigated",5.74229587576085e-25,"flow_slope"
4.2,0.5,"control",1.55743413973972e-05,"flow_slope"
4.2,0.5,"drought",6.92898783527387e-07,"flow_slope"
4.2,0.5,"irrigated",5.66093408631577e-05,"flow_slope"
4.2,0.6,"control",6.55772029036313e-05,"flow_slope"
4.2,0.6,"drought",3.38877956284462e-06,"flow_slope"
4.2,0.6,"irrigated",0.000219761007824568,"flow_slope"
4.2,0.7,"control",0.000254591977684447,"flow_slope"
4.2,0.7,"drought",1.52814817707084e-05,"flow_slope"
4.2,0.7,"irrigated",0.000786614243449857,"flow_slope"
4.2,0.8,"control",0.000911349939055531,"flow_slope"
4.2,0.8,"drought",6.35383955732352e-05,"flow_slope"
4.2,0.8,"irrigated",0.00259610110482948,"flow_slope"
4.2,0.9,"control",0.0030079751983793,"flow_slope"
4.2,0.9,"drought",0.000243587864806592,"flow_slope"
4.2,0.9,"irrigated",0.00790005338338082,"flow_slope"
4.2,1,"control",0.00915402219828746,"flow_slope"
4.2,1,"drought",0.000861040701401396,"flow_slope"
4.2,1,"irrigated",0.0221659871927515,"flow_slope"
4.2,1.1,"control",0.0256861077158953,"flow_slope"
4.2,1.1,"drought",0.00280634035553639,"flow_slope"
4.2,1.1,"irrigated",0.0573446304030852,"flow_slope"
4.2,1.2,"control",0.0664558574190932,"flow_slope"
4.2,1.2,"drought",0.00843345690475303,"flow_slope"
4.2,1.2,"irrigated",0.136787705912926,"flow_slope"
4.2,1.3,"control",0.15853197127566,"flow_slope"
4.2,1.3,"drought",0.0233678925240497,"flow_slope"
4.2,1.3,"irrigated",0.300849990441395,"flow_slope"
4.2,1.4,"control",0.348697699503108,"flow_slope"
4.2,1.4,"drought",0.0597010667205732,"flow_slope"
4.2,1.4,"irrigated",0.610100760122482,"flow_slope"
4.2,1.5,"control",0.707179939251803,"flow_slope"
4.2,1.5,"drought",0.140634950149392,"flow_slope"
4.2,1.5,"irrigated",1.14077963110082,"flow_slope"
4.2,1.6,"control",1.32238955638988,"flow_slope"
4.2,1.6,"drought",0.305459097400113,"flow_slope"
4.2,1.6,"irrigated",1.96675642783001,"flow_slope"
4.2,1.7,"control",2.28001401736805,"flow_slope"
4.2,1.7,"drought",0.611732413335818,"flow_slope"
4.2,1.7,"irrigated",3.12642508271636,"flow_slope"
4.2,1.8,"control",3.62463476288402,"flow_slope"
4.2,1.8,"drought",1.1295840444479,"flow_slope"
4.2,1.8,"irrigated",4.5824116712113,"flow_slope"
4.2,1.9,"control",5.31299752574855,"flow_slope"
4.2,1.9,"drought",1.92319904146702,"flow_slope"
4.2,1.9,"irrigated",6.19282498398989,"flow_slope"
4.2,2,"control",7.18064744028921,"flow_slope"
4.2,2,"drought",3.01910728763075,"flow_slope"
4.2,2,"irrigated",7.71670927598982,"flow_slope"
4.2,2.1,"control",8.94821112548652,"flow_slope"
4.2,2.1,"drought",4.37000050443091,"flow_slope"
4.2,2.1,"irrigated",8.86592593308784,"flow_slope"
4.2,2.2,"control",10.2815234106556,"flow_slope"
4.2,2.2,"drought",5.83220869113567,"flow_slope"
4.2,2.2,"irrigated",9.39214279888633,"flow_slope"
4.2,2.3,"control",10.8924943443865,"flow_slope"
4.2,2.3,"drought",7.17683980476151,"flow_slope"
4.2,2.3,"irrigated",9.17389791685544,"flow_slope"
4.2,2.4,"control",10.6401033284845,"flow_slope"
4.2,2.4,"drought",8.142955792763,"flow_slope"
4.2,2.4,"irrigated",8.2621247360522,"flow_slope"
4.2,2.5,"control",9.58325348892997,"flow_slope"
4.2,2.5,"drought",8.5188217243542,"flow_slope"
4.2,2.5,"irrigated",6.86085466375628,"flow_slope"
4.2,2.6,"control",7.9584544391689,"flow_slope"
4.2,2.6,"drought",8.21723316751324,"flow_slope"
4.2,2.6,"irrigated",5.25307159376645,"flow_slope"
4.2,2.7,"control",6.09386909610029,"flow_slope"
4.2,2.7,"drought",7.30836651554668,"flow_slope"
4.2,2.7,"irrigated",3.70848945167281,"flow_slope"
4.2,2.8,"control",4.30235393812105,"flow_slope"
4.2,2.8,"drought",5.993267413108,"flow_slope"
4.2,2.8,"irrigated",2.41395630297832,"flow_slope"
4.2,2.9,"control",2.80070765053034,"flow_slope"
4.2,2.9,"drought",4.53164228553337,"flow_slope"
4.2,2.9,"irrigated",1.44880650942775,"flow_slope"
4.2,3,"control",1.68104000274655,"flow_slope"
4.2,3,"drought",3.15933888920711,"flow_slope"
4.2,3,"irrigated",0.80175190565635,"flow_slope"
4.2,3.1,"control",0.930329830788514,"flow_slope"
4.2,3.1,"drought",2.03088547797679,"flow_slope"
4.2,3.1,"irrigated",0.409089413761585,"flow_slope"
4.2,3.2,"control",0.474727590721335,"flow_slope"
4.2,3.2,"drought",1.20371392028333,"flow_slope"
4.2,3.2,"irrigated",0.192462050941093,"flow_slope"
4.2,3.3,"control",0.223357545145064,"flow_slope"
4.2,3.3,"drought",0.657824068961625,"flow_slope"
4.2,3.3,"irrigated",0.0834873364693335,"flow_slope"
4.2,3.4,"control",0.0968959020918753,"flow_slope"
4.2,3.4,"drought",0.331470485610748,"flow_slope"
4.2,3.4,"irrigated",0.0333921767212781,"flow_slope"
4.2,3.5,"control",0.0387577735444346,"flow_slope"
4.2,3.5,"drought",0.154002793030428,"flow_slope"
4.2,3.5,"irrigated",0.0123145198323673,"flow_slope"
4.2,3.6,"control",0.014294233082573,"flow_slope"
4.2,3.6,"drought",0.0659721986802516,"flow_slope"
4.2,3.6,"irrigated",0.00418734614255517,"flow_slope"
4.2,3.7,"control",0.00486084223876382,"flow_slope"
4.2,3.7,"drought",0.0260580520404708,"flow_slope"
4.2,3.7,"irrigated",0.00131283114526551,"flow_slope"
4.2,3.8,"control",0.00152409072675093,"flow_slope"
4.2,3.8,"drought",0.00949011693964841,"flow_slope"
4.2,3.8,"irrigated",0.000379513743362052,"flow_slope"
4.2,3.9,"control",0.000440614457592376,"flow_slope"
4.2,3.9,"drought",0.0031867633133288,"flow_slope"
4.2,3.9,"irrigated",0.000101156727719607,"flow_slope"
4.2,4,"control",0.000117450614651305,"flow_slope"
4.2,4,"drought",0.000986680810150288,"flow_slope"
4.2,4,"irrigated",2.48605461085166e-05,"flow_slope"
4.2,4.1,"control",2.88669215892113e-05,"flow_slope"
4.2,4.1,"drought",0.000281677516286929,"flow_slope"
4.2,4.1,"irrigated",5.63345961036473e-06,"flow_slope"
4.2,4.2,"control",6.54175506322303e-06,"flow_slope"
4.2,4.2,"drought",7.41440511273537e-05,"flow_slope"
4.2,4.2,"irrigated",1.1770321713608e-06,"flow_slope"
4.2,4.3,"control",1.36689990678156e-06,"flow_slope"
4.2,4.3,"drought",1.79948847091926e-05,"flow_slope"
4.2,4.3,"irrigated",2.26751469303398e-07,"flow_slope"
4.2,4.4,"control",2.63346636939843e-07,"flow_slope"
4.2,4.4,"drought",4.02689637069023e-06,"flow_slope"
4.2,4.4,"irrigated",4.0277315261957e-08,"flow_slope"
4.2,4.5,"control",4.67807809202351e-08,"flow_slope"
4.2,4.5,"drought",8.30884134788715e-07,"flow_slope"
4.2,4.5,"irrigated",6.59659083236393e-09,"flow_slope"
4.2,4.6,"control",7.66224061739363e-09,"flow_slope"
4.2,4.6,"drought",1.580735138618e-07,"flow_slope"
4.2,4.6,"irrigated",9.96155661138448e-10,"flow_slope"
4.2,4.7,"control",1.15715818801245e-09,"flow_slope"
4.2,4.7,"drought",2.7728499989025e-08,"flow_slope"
4.2,4.7,"irrigated",1.38702246728101e-10,"flow_slope"
4.2,4.8,"control",1.61130705081811e-10,"flow_slope"
4.2,4.8,"drought",4.48479166708278e-09,"flow_slope"
4.2,4.8,"irrigated",1.7806903799842e-11,"flow_slope"
4.2,4.9,"control",2.06877143167831e-11,"flow_slope"
4.2,4.9,"drought",6.68816222358249e-10,"flow_slope"
4.2,4.9,"irrigated",2.10786094418949e-12,"flow_slope"
4.2,5,"control",2.4490369693317e-12,"flow_slope"
4.2,5,"drought",9.19644444312086e-11,"flow_slope"
4.2,5,"irrigated",2.30061596701287e-13,"flow_slope"
4.2,5.1,"control",2.673171362088e-13,"flow_slope"
4.2,5.1,"drought",1.16595484821444e-11,"flow_slope"
4.2,5.1,"irrigated",2.31523420586112e-14,"flow_slope"
4.2,5.2,"control",2.69033825233889e-14,"flow_slope"
4.2,5.2,"drought",1.36298834353484e-12,"flow_slope"
4.2,5.2,"irrigated",2.14829718219345e-15,"flow_slope"
4.2,5.3,"control",2.4965231724164e-15,"flow_slope"
4.2,5.3,"drought",1.46909939130685e-13,"flow_slope"
4.2,5.3,"irrigated",1.83798691582513e-16,"flow_slope"
4.2,5.4,"control",2.13605752526664e-16,"flow_slope"
4.2,5.4,"drought",1.46002013084254e-14,"flow_slope"
4.2,5.4,"irrigated",1.44990350612394e-17,"flow_slope"
4.2,5.5,"control",1.68515135982946e-17,"flow_slope"
4.2,5.5,"drought",1.33787376342952e-15,"flow_slope"
4.2,5.5,"irrigated",1.05459185480054e-18,"flow_slope"
4.2,5.6,"control",1.2257827744115e-18,"flow_slope"
4.2,5.6,"drought",1.13036853030793e-16,"flow_slope"
4.2,5.6,"irrigated",7.07258789487239e-20,"flow_slope"
4.2,5.7,"control",8.22122891287881e-20,"flow_slope"
4.2,5.7,"drought",8.80589712113796e-18,"flow_slope"
4.2,5.7,"irrigated",4.37341733516637e-21,"flow_slope"
4.2,5.8,"control",5.08403575055247e-21,"flow_slope"
4.2,5.8,"drought",6.32522217005301e-19,"flow_slope"
4.2,5.8,"irrigated",2.49351576730507e-22,"flow_slope"
4.2,5.9,"control",2.89887226213075e-22,"flow_slope"
4.2,5.9,"drought",4.18915654307533e-20,"flow_slope"
4.2,5.9,"irrigated",1.31084681580949e-23,"flow_slope"
4.2,6,"control",1.52404640084592e-23,"flow_slope"
4.2,6,"drought",2.55815009788838e-21,"flow_slope"
4.2,6,"irrigated",6.35390030312104e-25,"flow_slope"
4.3,0.5,"control",1.75914577511905e-05,"flow_slope"
4.3,0.5,"drought",7.73770225162266e-07,"flow_slope"
4.3,0.5,"irrigated",6.2531748896517e-05,"flow_slope"
4.3,0.6,"control",7.40704576126263e-05,"flow_slope"
4.3,0.6,"drought",3.78429979631206e-06,"flow_slope"
4.3,0.6,"irrigated",0.000242752166850877,"flow_slope"
4.3,0.7,"control",0.000287565548035082,"flow_slope"
4.3,0.7,"drought",1.70650546250624e-05,"flow_slope"
4.3,0.7,"irrigated",0.000868908975088293,"flow_slope"
4.3,0.8,"control",0.00102938374987238,"flow_slope"
4.3,0.8,"drought",7.09542574153012e-05,"flow_slope"
4.3,0.8,"irrigated",0.00286770239543313,"flow_slope"
4.3,0.9,"control",0.00339755417380034,"flow_slope"
4.3,0.9,"drought",0.000272018138116334,"flow_slope"
4.3,0.9,"irrigated",0.00872654842657168,"flow_slope"
4.3,1,"control",0.010339608632282,"flow_slope"
4.3,1,"drought",0.000961536768769488,"flow_slope"
4.3,1,"irrigated",0.0244849688063164,"flow_slope"
4.3,1.1,"control",0.0290128530733387,"flow_slope"
4.3,1.1,"drought",0.00313388139856579,"flow_slope"
4.3,1.1,"irrigated",0.0633439636330942,"flow_slope"
4.3,1.2,"control",0.0750629113795138,"flow_slope"
4.3,1.2,"drought",0.00941776490769245,"flow_slope"
4.3,1.2,"irrigated",0.151098287806501,"flow_slope"
4.3,1.3,"control",0.179064295802248,"flow_slope"
4.3,1.3,"drought",0.0260952680099298,"flow_slope"
4.3,1.3,"irrigated",0.332324591153197,"flow_slope"
4.3,1.4,"control",0.393859405815478,"flow_slope"
4.3,1.4,"drought",0.0666690560541004,"flow_slope"
4.3,1.4,"irrigated",0.673928841986965,"flow_slope"
4.3,1.5,"control",0.79877060007922,"flow_slope"
4.3,1.5,"drought",0.157049109667658,"flow_slope"
4.3,1.5,"irrigated",1.26012676266089,"flow_slope"
4.3,1.6,"control",1.49365930913367,"flow_slope"
4.3,1.6,"drought",0.341110650201922,"flow_slope"
4.3,1.6,"irrigated",2.17251635879261,"flow_slope"
4.3,1.7,"control",2.57531084205945,"flow_slope"
4.3,1.7,"drought",0.683130550173932,"flow_slope"
4.3,1.7,"irrigated",3.45350829448408,"flow_slope"
4.3,1.8,"control",4.09408062066925,"flow_slope"
4.3,1.8,"drought",1.26142305512881,"flow_slope"
4.3,1.8,"irrigated",5.0618186256103,"flow_slope"
4.3,1.9,"control",6.00111228600685,"flow_slope"
4.3,1.9,"drought",2.14766455177211,"flow_slope"
4.3,1.9,"irrigated",6.84071163794384,"flow_slope"
4.3,2,"control",8.11065154210325,"flow_slope"
4.3,2,"drought",3.37148134947873,"flow_slope"
4.3,2,"irrigated",8.52402305690268,"flow_slope"
4.3,2.1,"control",10.1071418653399,"flow_slope"
4.3,2.1,"drought",4.88004360039271,"flow_slope"
4.3,2.1,"irrigated",9.79346951809823,"flow_slope"
4.3,2.2,"control",11.6131385643473,"flow_slope"
4.3,2.2,"drought",6.51291290938599,"flow_slope"
4.3,2.2,"irrigated",10.3747386234348,"flow_slope"
4.3,2.3,"control",12.3032396154088,"flow_slope"
4.3,2.3,"drought",8.01448217792163,"flow_slope"
4.3,2.3,"irrigated",10.1336611978189,"flow_slope"
4.3,2.4,"control",12.0181600875025,"flow_slope"
4.3,2.4,"drought",9.09335805898924,"flow_slope"
4.3,2.4,"irrigated",9.12649929267697,"flow_slope"
4.3,2.5,"control",10.8244319658766,"flow_slope"
4.3,2.5,"drought",9.5130930526597,"flow_slope"
4.3,2.5,"irrigated",7.57862986051335,"flow_slope"
4.3,2.6,"control",8.98919649050531,"flow_slope"
4.3,2.6,"drought",9.1763046918183,"flow_slope"
4.3,2.6,"irrigated",5.80264226412523,"flow_slope"
4.3,2.7,"control",6.88311871494286,"flow_slope"
4.3,2.7,"drought",8.16135998322098,"flow_slope"
4.3,2.7,"irrigated",4.09646760837502,"flow_slope"
4.3,2.8,"control",4.85957483542599,"flow_slope"
4.3,2.8,"drought",6.6927695443341,"flow_slope"
4.3,2.8,"irrigated",2.6665018013528,"flow_slope"
4.3,2.9,"control",3.16344229592748,"flow_slope"
4.3,2.9,"drought",5.06055134601547,"flow_slope"
4.3,2.9,"irrigated",1.60037907995034,"flow_slope"
4.3,3,"control",1.89876049534391,"flow_slope"
4.3,3,"drought",3.5280800338843,"flow_slope"
4.3,3,"irrigated",0.885630323147528,"flow_slope"
4.3,3.1,"control",1.05082182901959,"flow_slope"
4.3,3.1,"drought",2.26791957343762,"flow_slope"
4.3,3.1,"irrigated",0.451887905909383,"flow_slope"
4.3,3.2,"control",0.536212103125882,"flow_slope"
4.3,3.2,"drought",1.34420497375829,"flow_slope"
4.3,3.2,"irrigated",0.212597222614717,"flow_slope"
4.3,3.3,"control",0.252285776879508,"flow_slope"
4.3,3.3,"drought",0.734601777428977,"flow_slope"
4.3,3.3,"irrigated",0.0922216913417031,"flow_slope"
4.3,3.4,"control",0.109445409241997,"flow_slope"
4.3,3.4,"drought",0.370157948582307,"flow_slope"
4.3,3.4,"irrigated",0.0368856301452193,"flow_slope"
4.3,3.5,"control",0.0437775003411108,"flow_slope"
4.3,3.5,"drought",0.17197717570255,"flow_slope"
4.3,3.5,"irrigated",0.0136028515823955,"flow_slope"
4.3,3.6,"control",0.0161455557536306,"flow_slope"
4.3,3.6,"drought",0.07367212100936,"flow_slope"
4.3,3.6,"irrigated",0.00462542176850306,"flow_slope"
4.3,3.7,"control",0.00549039594654748,"flow_slope"
4.3,3.7,"drought",0.0290994085629653,"flow_slope"
4.3,3.7,"irrigated",0.00145017812021015,"flow_slope"
4.3,3.8,"control",0.00172148387816264,"flow_slope"
4.3,3.8,"drought",0.0105977526527404,"flow_slope"
4.3,3.8,"irrigated",0.000419218060850766,"flow_slope"
4.3,3.9,"control",0.000497680795452152,"flow_slope"
4.3,3.9,"drought",0.00355870529017289,"flow_slope"
4.3,3.9,"irrigated",0.000111739635199896,"flow_slope"
4.3,4,"control",0.000132662272693925,"flow_slope"
4.3,4,"drought",0.00110184091931387,"flow_slope"
4.3,4,"irrigated",2.74614295624096e-05,"flow_slope"
4.3,4.1,"control",3.26056311844048e-05,"flow_slope"
4.3,4.1,"drought",0.000314553410082398,"flow_slope"
4.3,4.1,"irrigated",6.2228260637329e-06,"flow_slope"
4.3,4.2,"control",7.38901279206303e-06,"flow_slope"
4.3,4.2,"drought",8.27977483856954e-05,"flow_slope"
4.3,4.2,"irrigated",1.30017200448552e-06,"flow_slope"
4.3,4.3,"control",1.54393443335412e-06,"flow_slope"
4.3,4.3,"drought",2.009515144812e-05,"flow_slope"
4.3,4.3,"irrigated",2.50473962851322e-07,"flow_slope"
4.3,4.4,"control",2.9745407009118e-07,"flow_slope"
4.3,4.4,"drought",4.49689418646661e-06,"flow_slope"
4.3,4.4,"irrigated",4.44910844356024e-08,"flow_slope"
4.3,4.5,"control",5.28396103647469e-08,"flow_slope"
4.3,4.5,"drought",9.2786048892494e-07,"flow_slope"
4.3,4.5,"irrigated",7.28671903281083e-09,"flow_slope"
4.3,4.6,"control",8.65461843046939e-09,"flow_slope"
4.3,4.6,"drought",1.76523009306454e-07,"flow_slope"
4.3,4.6,"irrigated",1.1003723893329e-09,"flow_slope"
4.3,4.7,"control",1.30702794143624e-09,"flow_slope"
4.3,4.7,"drought",3.09648222655189e-08,"flow_slope"
4.3,4.7,"irrigated",1.53213125811699e-10,"flow_slope"
4.3,4.8,"control",1.81999605539656e-10,"flow_slope"
4.3,4.8,"drought",5.00823257385231e-09,"flow_slope"
4.3,4.8,"irrigated",1.96698428220145e-11,"flow_slope"
4.3,4.9,"control",2.33670909790901e-11,"flow_slope"
4.3,4.9,"drought",7.46876876203757e-10,"flow_slope"
4.3,4.9,"irrigated",2.32838307708712e-12,"flow_slope"
4.3,5,"control",2.76622486163699e-12,"flow_slope"
4.3,5,"drought",1.02698042724513e-10,"flow_slope"
4.3,5,"irrigated",2.54130392198567e-13,"flow_slope"
4.3,5.1,"control",3.01938809982182e-13,"flow_slope"
4.3,5.1,"drought",1.30203886466524e-11,"flow_slope"
4.3,5.1,"irrigated",2.55745150517654e-14,"flow_slope"
4.3,5.2,"control",3.0387783659565e-14,"flow_slope"
4.3,5.2,"drought",1.52206905617812e-12,"flow_slope"
4.3,5.2,"irrigated",2.37304971059016e-15,"flow_slope"
4.3,5.3,"control",2.81986125716821e-15,"flow_slope"
4.3,5.3,"drought",1.64056481815474e-13,"flow_slope"
4.3,5.3,"irrigated",2.03027511967129e-16,"flow_slope"
4.3,5.4,"control",2.41270977378989e-16,"flow_slope"
4.3,5.4,"drought",1.63042587494862e-14,"flow_slope"
4.3,5.4,"irrigated",1.60159084325478e-17,"flow_slope"
4.3,5.5,"control",1.90340433629864e-17,"flow_slope"
4.3,5.5,"drought",1.49402323655058e-15,"flow_slope"
4.3,5.5,"irrigated",1.16492211439293e-18,"flow_slope"
4.3,5.6,"control",1.38454046549928e-18,"flow_slope"
4.3,5.6,"drought",1.2622991019844e-16,"flow_slope"
4.3,5.6,"irrigated",7.81251439333641e-20,"flow_slope"
4.3,5.7,"control",9.28600429344276e-20,"flow_slope"
4.3,5.7,"drought",9.83367435499235e-18,"flow_slope"
4.3,5.7,"irrigated",4.83095952809939e-21,"flow_slope"
4.3,5.8,"control",5.7424964452322e-21,"flow_slope"
4.3,5.8,"drought",7.0634682858118e-19,"flow_slope"
4.3,5.8,"irrigated",2.7543846908153e-22,"flow_slope"
4.3,5.9,"control",3.27432073204031e-22,"flow_slope"
4.3,5.9,"drought",4.67809249869647e-20,"flow_slope"
4.3,5.9,"irrigated",1.44798619235196e-23,"flow_slope"
4.3,6,"control",1.7214338113723e-23,"flow_slope"
4.3,6,"drought",2.85672370092092e-21,"flow_slope"
4.3,6,"irrigated",7.01863848280295e-25,"flow_slope"
4.4,0.5,"control",1.98958792208228e-05,"flow_slope"
4.4,0.5,"drought",8.6462162965268e-07,"flow_slope"
4.4,0.5,"irrigated",6.90205876011612e-05,"flow_slope"
4.4,0.6,"control",8.37734370474303e-05,"flow_slope"
4.4,0.6,"drought",4.22862931472386e-06,"flow_slope"
4.4,0.6,"irrigated",0.000267942245230181,"flow_slope"
4.4,0.7,"control",0.00032523566225707,"flow_slope"
4.4,0.7,"drought",1.90687297859507e-05,"flow_slope"
4.4,0.7,"irrigated",0.000959074535589346,"flow_slope"
4.4,0.8,"control",0.00116422953964418,"flow_slope"
4.4,0.8,"drought",7.92852757604472e-05,"flow_slope"
4.4,0.8,"irrigated",0.00316528016393088,"flow_slope"
4.4,0.9,"control",0.00384262227975731,"flow_slope"
4.4,0.9,"drought",0.000303956857249076,"flow_slope"
4.4,0.9,"irrigated",0.00963209106990952,"flow_slope"
4.4,1,"control",0.0116940623936943,"flow_slope"
4.4,1,"drought",0.00107443458141608,"flow_slope"
4.4,1,"irrigated",0.027025742350574,"flow_slope"
4.4,1.1,"control",0.0328134387020632,"flow_slope"
4.4,1.1,"drought",0.00350184273554588,"flow_slope"
4.4,1.1,"irrigated",0.0699170848104372,"flow_slope"
4.4,1.2,"control",0.0848958989012189,"flow_slope"
4.4,1.2,"drought",0.0105235417148124,"flow_slope"
4.4,1.2,"irrigated",0.16677756170218,"flow_slope"
4.4,1.3,"control",0.202521112941996,"flow_slope"
4.4,1.3,"drought",0.0291592160298459,"flow_slope"
4.4,1.3,"irrigated",0.366809484149689,"flow_slope"
4.4,1.4,"control",0.445453655912027,"flow_slope"
4.4,1.4,"drought",0.0744969320586275,"flow_slope"
4.4,1.4,"irrigated",0.743861566262722,"flow_slope"
4.4,1.5,"control",0.903406847180973,"flow_slope"
4.4,1.5,"drought",0.175488863128427,"flow_slope"
4.4,1.5,"irrigated",1.39088848697862,"flow_slope"
4.4,1.6,"control",1.68932362695013,"flow_slope"
4.4,1.6,"drought",0.381161792840532,"flow_slope"
4.4,1.6,"irrigated",2.39795557141939,"flow_slope"
4.4,1.7,"control",2.91266785245371,"flow_slope"
4.4,1.7,"drought",0.763339594041698,"flow_slope"
4.4,1.7,"irrigated",3.81187438344703,"flow_slope"
4.4,1.8,"control",4.63039133545565,"flow_slope"
4.4,1.8,"drought",1.40953169576694,"flow_slope"
4.4,1.8,"irrigated",5.5870769974512,"flow_slope"
4.4,1.9,"control",6.78723769921272,"flow_slope"
4.4,1.9,"drought",2.39983029110624,"flow_slope"
4.4,1.9,"irrigated",7.55056343686053,"flow_slope"
4.4,2,"control",9.17311946322048,"flow_slope"
4.4,2,"drought",3.7673402309046,"flow_slope"
4.4,2,"irrigated",9.40854990457557,"flow_slope"
4.4,2.1,"control",11.4311432665047,"flow_slope"
4.4,2.1,"drought",5.4530287071499,"flow_slope"
4.4,2.1,"irrigated",10.8097251831517,"flow_slope"
4.4,2.2,"control",13.134420439676,"flow_slope"
4.4,2.2,"drought",7.27761962192121,"flow_slope"
4.4,2.2,"irrigated",11.4513118317377,"flow_slope"
4.4,2.3,"control",13.9149223944473,"flow_slope"
4.4,2.3,"drought",8.95549404223172,"flow_slope"
4.4,2.3,"irrigated",11.1852181134743,"flow_slope"
4.4,2.4,"control",13.5924984125481,"flow_slope"
4.4,2.4,"drought",10.1610449824815,"flow_slope"
4.4,2.4,"irrigated",10.0735443200955,"flow_slope"
4.4,2.5,"control",12.2423959442769,"flow_slope"
4.4,2.5,"drought",10.6300627120969,"flow_slope"
4.4,2.5,"irrigated",8.36505447896521,"flow_slope"
4.4,2.6,"control",10.1667508285511,"flow_slope"
4.4,2.6,"drought",10.2537307056053,"flow_slope"
4.4,2.6,"irrigated",6.4047749467561,"flow_slope"
4.4,2.7,"control",7.78478398732023,"flow_slope"
4.4,2.7,"drought",9.11961734815384,"flow_slope"
4.4,2.7,"irrigated",4.52155275373908,"flow_slope"
4.4,2.8,"control",5.4961627033804,"flow_slope"
4.4,2.8,"drought",7.4785939315492,"flow_slope"
4.4,2.8,"irrigated",2.94320124443499,"flow_slope"
4.4,2.9,"control",3.57784253766894,"flow_slope"
4.4,2.9,"drought",5.65473057691693,"flow_slope"
4.4,2.9,"irrigated",1.76644834715203,"flow_slope"
4.4,3,"control",2.147491698468,"flow_slope"
4.4,3,"drought",3.94232578256991,"flow_slope"
4.4,3,"irrigated",0.977531036309354,"flow_slope"
4.4,3.1,"control",1.1884759346543,"flow_slope"
4.4,3.1,"drought",2.53420492769108,"flow_slope"
4.4,3.1,"irrigated",0.498779729435347,"flow_slope"
4.4,3.2,"control",0.606454075121428,"flow_slope"
4.4,3.2,"drought",1.5020333649494,"flow_slope"
4.4,3.2,"irrigated",0.234658161432934,"flow_slope"
4.4,3.3,"control",0.285334360399237,"flow_slope"
4.4,3.3,"drought",0.820854260466279,"flow_slope"
4.4,3.3,"irrigated",0.101791416973015,"flow_slope"
4.4,3.4,"control",0.12378238769922,"flow_slope"
4.4,3.4,"drought",0.413619648733591,"flow_slope"
4.4,3.4,"irrigated",0.0407132042776424,"flow_slope"
4.4,3.5,"control",0.049512204826648,"flow_slope"
4.4,3.5,"drought",0.192169692091501,"flow_slope"
4.4,3.5,"irrigated",0.0150144018972196,"flow_slope"
4.4,3.6,"control",0.0182605689517434,"flow_slope"
4.4,3.6,"drought",0.0823222544053362,"flow_slope"
4.4,3.6,"irrigated",0.00510539580291612,"flow_slope"
4.4,3.7,"control",0.00620961924656933,"flow_slope"
4.4,3.7,"drought",0.0325160845370652,"flow_slope"
4.4,3.7,"irrigated",0.001600661228089,"flow_slope"
4.4,3.8,"control",0.00194699244400025,"flow_slope"
4.4,3.8,"drought",0.0118420764605499,"flow_slope"
4.4,3.8,"irrigated",0.000462719776810062,"flow_slope"
4.4,3.9,"control",0.000562875296458528,"flow_slope"
4.4,3.9,"drought",0.00397654687061349,"flow_slope"
4.4,3.9,"irrigated",0.000123334712620932,"flow_slope"
4.4,4,"control",0.000150040581741986,"flow_slope"
4.4,4,"drought",0.00123121239393178,"flow_slope"
4.4,4,"irrigated",3.0311066589583e-05,"flow_slope"
4.4,4.1,"control",3.68768585946045e-05,"flow_slope"
4.4,4.1,"drought",0.000351486362739296,"flow_slope"
4.4,4.1,"irrigated",6.86856067578479e-06,"flow_slope"
4.4,4.2,"control",8.35694847756728e-06,"flow_slope"
4.4,4.2,"drought",9.25193575725919e-05,"flow_slope"
4.4,4.2,"irrigated",1.43508917175301e-06,"flow_slope"
4.4,4.3,"control",1.74618462240881e-06,"flow_slope"
4.4,4.3,"drought",2.24546021909118e-05,"flow_slope"
4.4,4.3,"irrigated",2.76465322014247e-07,"flow_slope"
4.4,4.4,"control",3.36419547258713e-07,"flow_slope"
4.4,4.4,"drought",5.02489221404592e-06,"flow_slope"
4.4,4.4,"irrigated",4.91078667228703e-08,"flow_slope"
4.4,4.5,"control",5.97614206145704e-08,"flow_slope"
4.4,4.5,"drought",1.03680423714466e-06,"flow_slope"
4.4,4.5,"irrigated",8.04285244222845e-09,"flow_slope"
4.4,4.6,"control",9.78834417422131e-09,"flow_slope"
4.4,4.6,"drought",1.97249269892409e-07,"flow_slope"
4.4,4.6,"irrigated",1.21455660895614e-09,"flow_slope"
4.4,4.7,"control",1.47824418128715e-09,"flow_slope"
4.4,4.7,"drought",3.46005237969761e-08,"flow_slope"
4.4,4.7,"irrigated",1.69111853711853e-10,"flow_slope"
4.4,4.8,"control",2.05840938327543e-10,"flow_slope"
4.4,4.8,"drought",5.59626885200414e-09,"flow_slope"
4.4,4.8,"irrigated",2.17109569707484e-11,"flow_slope"
4.4,4.9,"control",2.64281008679051e-11,"flow_slope"
4.4,4.9,"drought",8.34570626852143e-10,"flow_slope"
4.4,4.9,"irrigated",2.56999637747384e-12,"flow_slope"
4.4,5,"control",3.12859096290882e-12,"flow_slope"
4.4,5,"drought",1.14756223714848e-10,"flow_slope"
