"size.prev","size.nex","trt","p.size.cur","phen"
3.3,6,"drought",3.71889999964936e-22,125.817760455222
3.3,6,"drought",3.58236722104265e-22,127.316307477113
3.3,6,"irrigated",1.02028347388155e-25,122.574617171044
3.3,6,"irrigated",9.45712660929021e-26,125.817760455222
3.3,6,"irrigated",9.10870047012281e-26,127.316307477113
3.4,0.5,"control",2.68956775540332e-06,122.574617171044
3.4,0.5,"control",2.49239552394269e-06,125.817760455222
3.4,0.5,"control",2.40025885549036e-06,127.316307477113
3.4,0.5,"drought",1.25855136826937e-07,122.574617171044
3.4,0.5,"drought",1.16622333018164e-07,125.817760455222
3.4,0.5,"drought",1.12307833632559e-07,127.316307477113
3.4,0.5,"irrigated",1.05880928175938e-05,122.574617171044
3.4,0.5,"irrigated",9.80878866048019e-06,125.817760455222
3.4,0.5,"irrigated",9.44457953531003e-06,127.316307477113
3.4,0.6,"control",1.13246734432458e-05,122.574617171044
3.4,0.6,"control",1.04944615518064e-05,125.817760455222
3.4,0.6,"control",1.01065115995232e-05,127.316307477113
3.4,0.6,"drought",6.15523256350588e-07,122.574617171044
3.4,0.6,"drought",5.70368123164115e-07,125.817760455222
3.4,0.6,"drought",5.49267079708079e-07,127.316307477113
3.4,0.6,"irrigated",4.11036396653901e-05,122.574617171044
3.4,0.6,"irrigated",3.80783321038139e-05,125.817760455222
3.4,0.6,"irrigated",3.66644494620821e-05,127.316307477113
3.4,0.7,"control",4.39660565087449e-05,122.574617171044
3.4,0.7,"control",4.07429045903976e-05,125.817760455222
3.4,0.7,"control",3.92367570082947e-05,127.316307477113
3.4,0.7,"drought",2.77566222497899e-06,122.574617171044
3.4,0.7,"drought",2.5720380789269e-06,125.817760455222
3.4,0.7,"drought",2.47688429127668e-06,127.316307477113
3.4,0.7,"irrigated",0.000147126684294409,122.574617171044
3.4,0.7,"irrigated",0.000136297875115248,125.817760455222
3.4,0.7,"irrigated",0.00013123701270129,127.316307477113
3.4,0.8,"control",0.000157383053795274,122.574617171044
3.4,0.8,"control",0.000145845300991479,125.817760455222
3.4,0.8,"control",0.000140453821182719,127.316307477113
3.4,0.8,"drought",1.15408392376222e-05,122.574617171044
3.4,0.8,"drought",1.06941967631392e-05,125.817760455222
3.4,0.8,"drought",1.02985598026188e-05,127.316307477113
3.4,0.8,"irrigated",0.00048556932553302,122.574617171044
3.4,0.8,"irrigated",0.000449830481864598,125.817760455222
3.4,0.8,"irrigated",0.000433127872404283,127.316307477113
3.4,0.9,"control",0.000519453946474159,122.574617171044
3.4,0.9,"control",0.000481372773928283,125.817760455222
3.4,0.9,"control",0.000463577811913888,127.316307477113
3.4,0.9,"drought",4.42442457447373e-05,122.574617171044
3.4,0.9,"drought",4.09984629270679e-05,125.817760455222
3.4,0.9,"drought",3.94817050426063e-05,127.316307477113
3.4,0.9,"irrigated",0.00147760947595877,122.574617171044
3.4,0.9,"irrigated",0.00136885455408165,125.817760455222
3.4,0.9,"irrigated",0.00131802775610649,127.316307477113
3.4,1,"control",0.00158082851200852,122.574617171044
3.4,1,"control",0.00146493796244229,125.817760455222
3.4,1,"control",0.00141078343437796,127.316307477113
3.4,1,"drought",0.000156395707229802,122.574617171044
3.4,1,"drought",0.000144922429954098,125.817760455222
3.4,1,"drought",0.000139560954850525,127.316307477113
3.4,1,"irrigated",0.00414587992391184,122.574617171044
3.4,1,"irrigated",0.00384073512444148,125.817760455222
3.4,1,"irrigated",0.00369812518267374,127.316307477113
3.4,1.1,"control",0.00443579123583574,122.574617171044
3.4,1.1,"control",0.00411060334848614,125.817760455222
3.4,1.1,"control",0.00395864620756679,127.316307477113
3.4,1.1,"drought",0.000509731518983146,122.574617171044
3.4,1.1,"drought",0.000472337327307117,125.817760455222
3.4,1.1,"drought",0.000454862980364086,127.316307477113
3.4,1.1,"irrigated",0.0107256198365954,122.574617171044
3.4,1.1,"irrigated",0.00993619342427782,125.817760455222
3.4,1.1,"irrigated",0.00956725364589742,127.316307477113
3.4,1.2,"control",0.0114764102514116,122.574617171044
3.4,1.2,"control",0.0106350745334761,125.817760455222
3.4,1.2,"control",0.0102419265251268,127.316307477113
3.4,1.2,"drought",0.00153181662012518,122.574617171044
3.4,1.2,"drought",0.00141944168906391,125.817760455222
3.4,1.2,"drought",0.00136692876004872,127.316307477113
3.4,1.2,"irrigated",0.0255844866664819,122.574617171044
3.4,1.2,"irrigated",0.0237014188505598,125.817760455222
3.4,1.2,"irrigated",0.0228213638994695,127.316307477113
3.4,1.3,"control",0.0273772397345031,122.574617171044
3.4,1.3,"control",0.0253702140929888,125.817760455222
3.4,1.3,"control",0.024432350506734,127.316307477113
3.4,1.3,"drought",0.00424444288385043,122.574617171044
3.4,1.3,"drought",0.00393306816040135,125.817760455222
3.4,1.3,"drought",0.00378756240929488,127.316307477113
3.4,1.3,"irrigated",0.0562703535210885,122.574617171044
3.4,1.3,"irrigated",0.0521287464180257,125.817760455222
3.4,1.3,"irrigated",0.0501931592842525,127.316307477113
3.4,1.4,"control",0.0602173835179707,122.574617171044
3.4,1.4,"control",0.0558028466998871,125.817760455222
3.4,1.4,"control",0.0537399765271183,127.316307477113
3.4,1.4,"drought",0.0108438434291679,122.574617171044
3.4,1.4,"drought",0.010048332960237,125.817760455222
3.4,1.4,"drought",0.00967659004220984,127.316307477113
3.4,1.4,"irrigated",0.114111971235925,122.574617171044
3.4,1.4,"irrigated",0.105713108939137,125.817760455222
3.4,1.4,"irrigated",0.101787886339443,127.316307477113
3.4,1.5,"control",0.122124481115946,122.574617171044
3.4,1.5,"control",0.113171534528441,125.817760455222
3.4,1.5,"control",0.108987909556031,127.316307477113
3.4,1.5,"drought",0.0255443238095997,122.574617171044
3.4,1.5,"drought",0.0236703778101915,125.817760455222
3.4,1.5,"drought",0.0227946807813624,127.316307477113
3.4,1.5,"irrigated",0.213369038295531,122.574617171044
3.4,1.5,"irrigated",0.197664663446575,125.817760455222
3.4,1.5,"irrigated",0.190325197112573,127.316307477113
3.4,1.6,"control",0.228366402160846,122.574617171044
3.4,1.6,"control",0.211624859578687,125.817760455222
3.4,1.6,"control",0.203801699355534,127.316307477113
3.4,1.6,"drought",0.0554822687126344,122.574617171044
3.4,1.6,"drought",0.0514120581927906,125.817760455222
3.4,1.6,"drought",0.0495100443353679,127.316307477113
3.4,1.6,"irrigated",0.367858012298745,122.574617171044
3.4,1.6,"irrigated",0.34078294947576,125.817760455222
3.4,1.6,"irrigated",0.328129372750069,127.316307477113
3.4,1.7,"control",0.393740706364991,122.574617171044
3.4,1.7,"control",0.364875572354182,125.817760455222
3.4,1.7,"control",0.351387175623645,127.316307477113
3.4,1.7,"drought",0.111112428556903,122.574617171044
3.4,1.7,"drought",0.102961158140401,125.817760455222
3.4,1.7,"drought",0.0991520604998251,127.316307477113
3.4,1.7,"irrigated",0.584760014130424,122.574617171044
3.4,1.7,"irrigated",0.541720543493332,125.817760455222
3.4,1.7,"irrigated",0.521605973584477,127.316307477113
3.4,1.8,"control",0.625946262163999,122.574617171044
3.4,1.8,"control",0.58005813719025,125.817760455222
3.4,1.8,"control",0.55861506214218,127.316307477113
3.4,1.8,"drought",0.205172758058243,122.574617171044
3.4,1.8,"drought",0.190121168827829,125.817760455222
3.4,1.8,"drought",0.183087544607925,127.316307477113
3.4,1.8,"irrigated",0.857084703043897,122.574617171044
3.4,1.8,"irrigated",0.794001607382826,125.817760455222
3.4,1.8,"irrigated",0.764519615179882,127.316307477113
3.4,1.9,"control",0.917513393675767,122.574617171044
3.4,1.9,"control",0.85025048019734,125.817760455222
3.4,1.9,"control",0.818819174113362,127.316307477113
3.4,1.9,"drought",0.349321552098958,122.574617171044
3.4,1.9,"drought",0.323695126050566,125.817760455222
3.4,1.9,"drought",0.311719868942211,127.316307477113
3.4,1.9,"irrigated",1.15829304375937,122.574617171044
3.4,1.9,"irrigated",1.07304043030877,125.817760455222
3.4,1.9,"irrigated",1.03319747620685,127.316307477113
3.4,2,"control",1.24004202332105,122.574617171044
3.4,2,"control",1.14913453368746,125.817760455222
3.4,2,"control",1.10665434684697,127.316307477113
3.4,2,"drought",0.548377583873985,122.574617171044
3.4,2,"drought",0.508148295084607,125.817760455222
3.4,2,"drought",0.489349104138928,127.316307477113
3.4,2,"irrigated",1.44331717724949,122.574617171044
3.4,2,"irrigated",1.33708623503533,125.817760455222
3.4,2,"irrigated",1.2874390232546,127.316307477113
3.4,2.1,"control",1.54528653877279,122.574617171044
3.4,2.1,"control",1.43200157151968,125.817760455222
3.4,2.1,"control",1.37906460675992,127.316307477113
3.4,2.1,"drought",0.793747982380747,122.574617171044
3.4,2.1,"drought",0.735518182789743,125.817760455222
3.4,2.1,"drought",0.708307333327026,127.316307477113
3.4,2.1,"irrigated",1.65826425925655,122.574617171044
3.4,2.1,"irrigated",1.53621279511712,125.817760455222
3.4,2.1,"irrigated",1.47917183546845,127.316307477113
3.4,2.2,"control",1.77553921133031,122.574617171044
3.4,2.2,"control",1.64537441899871,125.817760455222
3.4,2.2,"control",1.58454967594853,127.316307477113
3.4,2.2,"drought",1.05933715035469,122.574617171044
3.4,2.2,"drought",0.981623579632352,125.817760455222
3.4,2.2,"drought",0.945307942467384,127.316307477113
3.4,2.2,"irrigated",1.75668676219164,122.574617171044
3.4,2.2,"irrigated",1.62739121103746,125.817760455222
3.4,2.2,"irrigated",1.56696471498402,127.316307477113
3.4,2.3,"control",1.881049144683,122.574617171044
3.4,2.3,"control",1.74314941837972,125.817760455222
3.4,2.3,"control",1.67871021582086,127.316307477113
3.4,2.3,"drought",1.30357012753735,122.574617171044
3.4,2.3,"drought",1.20793948788313,125.817760455222
3.4,2.3,"drought",1.16325118467873,127.316307477113
3.4,2.3,"irrigated",1.71586669552643,122.574617171044
3.4,2.3,"irrigated",1.58957558041129,125.817760455222
3.4,2.3,"irrigated",1.53055321265797,127.316307477113
3.4,2.4,"control",1.83746317717384,122.574617171044
3.4,2.4,"control",1.70275873846161,125.817760455222
3.4,2.4,"control",1.63981266275539,127.316307477113
3.4,2.4,"drought",1.47905125515837,122.574617171044
3.4,2.4,"drought",1.37054722102606,125.817760455222
3.4,2.4,"drought",1.31984316640781,127.316307477113
3.4,2.4,"irrigated",1.54533054513609,122.574617171044
3.4,2.4,"irrigated",1.43159122128562,125.817760455222
3.4,2.4,"irrigated",1.37843495455857,127.316307477113
3.4,2.5,"control",1.65495342101528,122.574617171044
3.4,2.5,"control",1.53362877383752,125.817760455222
3.4,2.5,"control",1.47693494474554,127.316307477113
3.4,2.5,"drought",1.54732191657904,122.574617171044
3.4,2.5,"drought",1.4338095082263,125.817760455222
3.4,2.5,"drought",1.38076503482039,127.316307477113
3.4,2.5,"irrigated",1.2832399190705,122.574617171044
3.4,2.5,"irrigated",1.18879097337897,125.817760455222
3.4,2.5,"irrigated",1.14465009774068,127.316307477113
3.4,2.6,"control",1.37436324890196,122.574617171044
3.4,2.6,"control",1.27360866925656,125.817760455222
3.4,2.6,"control",1.22652703290709,127.316307477113
3.4,2.6,"drought",1.49254267610552,122.574617171044
3.4,2.6,"drought",1.38304890372456,125.817760455222
3.4,2.6,"drought",1.33188234333297,127.316307477113
3.4,2.6,"irrigated",0.982523533469771,122.574617171044
3.4,2.6,"irrigated",0.910207896717644,125.817760455222
3.4,2.6,"irrigated",0.876411060710549,127.316307477113
3.4,2.7,"control",1.05236384693989,122.574617171044
3.4,2.7,"control",0.975215045764398,125.817760455222
3.4,2.7,"control",0.93916416039,127.316307477113
3.4,2.7,"drought",1.32746007016071,122.574617171044
3.4,2.7,"drought",1.23007685084382,125.817760455222
3.4,2.7,"drought",1.18456956523339,127.316307477113
3.4,2.7,"irrigated",0.693628117350752,122.574617171044
3.4,2.7,"irrigated",0.642575743268415,125.817760455222
3.4,2.7,"irrigated",0.618716329286516,127.316307477113
3.4,2.8,"control",0.742983098228261,122.574617171044
3.4,2.8,"control",0.688515001962277,125.817760455222
3.4,2.8,"control",0.663062589674237,127.316307477113
3.4,2.8,"drought",1.08859115970337,122.574617171044
3.4,2.8,"drought",1.00873149835854,125.817760455222
3.4,2.8,"drought",0.971412990682736,127.316307477113
3.4,2.8,"irrigated",0.451501342425704,122.574617171044
3.4,2.8,"irrigated",0.418269968357085,125.817760455222
3.4,2.8,"irrigated",0.402739229085063,127.316307477113
3.4,2.9,"control",0.483660451313636,122.574617171044
3.4,2.9,"control",0.448203300154988,125.817760455222
3.4,2.9,"control",0.43163451784539,127.316307477113
3.4,2.9,"drought",0.823107896066894,122.574617171044
3.4,2.9,"drought",0.762724236651484,125.817760455222
3.4,2.9,"drought",0.734506886121318,127.316307477113
3.4,2.9,"irrigated",0.270981741929073,122.574617171044
3.4,2.9,"irrigated",0.25103696040654,125.817760455222
3.4,2.9,"irrigated",0.241715732791206,127.316307477113
3.4,3,"control",0.290302547733146,122.574617171044
3.4,3,"control",0.269020465874359,125.817760455222
3.4,3,"control",0.259075555753533,127.316307477113
3.4,3,"drought",0.573848645194093,122.574617171044
3.4,3,"drought",0.531750784982849,125.817760455222
3.4,3,"drought",0.512078408554344,127.316307477113
3.4,3,"irrigated",0.149958001000095,122.574617171044
3.4,3,"irrigated",0.138920801422695,125.817760455222
3.4,3,"irrigated",0.133762547401182,127.316307477113
3.4,3.1,"control",0.160660733634411,122.574617171044
3.4,3.1,"control",0.148882694098074,125.817760455222
3.4,3.1,"control",0.143378930633315,127.316307477113
3.4,3.1,"drought",0.368881250461175,122.574617171044
3.4,3.1,"drought",0.341819913910993,125.817760455222
3.4,3.1,"drought",0.329174121545246,127.316307477113
3.4,3.1,"irrigated",0.0765152290692309,122.574617171044
3.4,3.1,"irrigated",0.0708835598797554,125.817760455222
3.4,3.1,"irrigated",0.0682515896919618,127.316307477113
3.4,3.2,"control",0.0819817665495497,122.574617171044
3.4,3.2,"control",0.0759716826551454,125.817760455222
3.4,3.2,"control",0.0731632288325795,127.316307477113
3.4,3.2,"drought",0.218637387940745,122.574617171044
3.4,3.2,"drought",0.202598025869292,125.817760455222
3.4,3.2,"drought",0.195102814313184,127.316307477113
3.4,3.2,"irrigated",0.0359976998169748,122.574617171044
3.4,3.2,"irrigated",0.0333481993264539,125.817760455222
3.4,3.2,"irrigated",0.03210995075947,127.316307477113
3.4,3.3,"control",0.0385721126832754,122.574617171044
3.4,3.3,"control",0.0357443908255036,125.817760455222
3.4,3.3,"control",0.0344230238695438,127.316307477113
3.4,3.3,"drought",0.119484317443524,122.574617171044
3.4,3.3,"drought",0.110718880537296,125.817760455222
3.4,3.3,"drought",0.106622782219843,127.316307477113
3.4,3.3,"irrigated",0.0156152969483926,122.574617171044
3.4,3.3,"irrigated",0.0144659808216748,125.817760455222
3.4,3.3,"irrigated",0.0139288459722904,127.316307477113
3.4,3.4,"control",0.0167331694642688,122.574617171044
3.4,3.4,"control",0.0155064606906935,125.817760455222
3.4,3.4,"control",0.0149332315969148,127.316307477113
3.4,3.4,"drought",0.060206864714438,122.574617171044
3.4,3.4,"drought",0.0557900551676482,125.817760455222
3.4,3.4,"drought",0.0537260752033113,127.316307477113
3.4,3.4,"irrigated",0.00624560295377841,122.574617171044
3.4,3.4,"irrigated",0.00578591446885384,125.817760455222
3.4,3.4,"irrigated",0.00557107827246388,127.316307477113
3.4,3.5,"control",0.00669316636488757,122.574617171044
3.4,3.5,"control",0.00620249029061847,125.817760455222
3.4,3.5,"control",0.00597320212748555,127.316307477113
3.4,3.5,"drought",0.0279724009470844,122.574617171044
3.4,3.5,"drought",0.0259203298396499,125.817760455222
3.4,3.5,"drought",0.0249613947517157,127.316307477113
3.4,3.5,"irrigated",0.00230328205559558,122.574617171044
3.4,3.5,"irrigated",0.00213375603123469,125.817760455222
3.4,3.5,"irrigated",0.00205452775500588,127.316307477113
3.4,3.6,"control",0.00246850299515925,122.574617171044
3.4,3.6,"control",0.00228753702285944,125.817760455222
3.4,3.6,"control",0.00220297338188715,127.316307477113
3.4,3.6,"drought",0.0119829047027744,122.574617171044
3.4,3.6,"drought",0.011103832056482,125.817760455222
3.4,3.6,"drought",0.0106930404409679,127.316307477113
3.4,3.6,"irrigated",0.000783192472138852,122.574617171044
3.4,3.6,"irrigated",0.000725547987917512,125.817760455222
3.4,3.6,"irrigated",0.000698607740034195,127.316307477113
3.4,3.7,"control",0.000839429688607347,122.574617171044
3.4,3.7,"control",0.000777891092108153,125.817760455222
3.4,3.7,"control",0.00074913470374319,127.316307477113
3.4,3.7,"drought",0.00473307181793787,122.574617171044
3.4,3.7,"drought",0.00438585100034069,125.817760455222
3.4,3.7,"drought",0.00422359432997053,127.316307477113
3.4,3.7,"irrigated",0.000245549193966074,122.574617171044
3.4,3.7,"irrigated",0.000227476297276343,125.817760455222
3.4,3.7,"irrigated",0.000219029898225892,127.316307477113
3.4,3.8,"control",0.000263198627176849,122.574617171044
3.4,3.8,"control",0.000243903533928659,125.817760455222
3.4,3.8,"control",0.000234887124284179,127.316307477113
3.4,3.8,"drought",0.0017237437766347,122.574617171044
3.4,3.8,"drought",0.00159728896114198,125.817760455222
3.4,3.8,"drought",0.00153819648662933,127.316307477113
3.4,3.8,"irrigated",7.09834574824568e-05,122.574617171044
3.4,3.8,"irrigated",6.57589374054837e-05,125.817760455222
3.4,3.8,"irrigated",6.33172490488913e-05,127.316307477113
3.4,3.9,"control",7.60906934981549e-05,122.574617171044
3.4,3.9,"control",7.05124842114482e-05,125.817760455222
3.4,3.9,"control",6.79058411978774e-05,127.316307477113
3.4,3.9,"drought",0.000578829898924492,122.574617171044
3.4,3.9,"drought",0.000536366611130601,125.817760455222
3.4,3.9,"drought",0.000516523469990371,127.316307477113
3.4,3.9,"irrigated",1.89201429638324e-05,122.574617171044
3.4,3.9,"irrigated",1.75275837637093e-05,125.817760455222
3.4,3.9,"irrigated",1.68767688496672e-05,127.316307477113
3.4,4,"control",2.02828086246551e-05,122.574617171044
3.4,4,"control",1.87958757787442e-05,125.817760455222
3.4,4,"control",1.8101046503751e-05,127.316307477113
3.4,4,"drought",0.000179216432930958,122.574617171044
3.4,4,"drought",0.000166069014348949,125.817760455222
3.4,4,"drought",0.00015992521116963,127.316307477113
3.4,4,"irrigated",4.64986459265338e-06,122.574617171044
3.4,4,"irrigated",4.30762554455505e-06,125.817760455222
3.4,4,"irrigated",4.14767954251058e-06,127.316307477113
3.4,4.1,"control",4.98509307861159e-06,122.574617171044
3.4,4.1,"control",4.61963586922392e-06,125.817760455222
3.4,4.1,"control",4.44886126528791e-06,127.316307477113
3.4,4.1,"drought",5.11626852235081e-05,122.574617171044
3.4,4.1,"drought",4.7409361784289e-05,125.817760455222
3.4,4.1,"drought",4.56554296085504e-05,127.316307477113
3.4,4.1,"irrigated",1.05367051319135e-06,122.574617171044
3.4,4.1,"irrigated",9.7611832080845e-07,125.817760455222
3.4,4.1,"irrigated",9.39874171608196e-07,127.316307477113
3.4,4.2,"control",1.12971027363837e-06,122.574617171044
3.4,4.2,"control",1.04689120536624e-06,125.817760455222
3.4,4.2,"control",1.00819065925793e-06,127.316307477113
3.4,4.2,"drought",1.34672046211894e-05,122.574617171044
3.4,4.2,"drought",1.24792428958685e-05,125.817760455222
3.4,4.2,"drought",1.20175672938321e-05,127.316307477113
3.4,4.2,"irrigated",2.20149637668241e-07,122.574617171044
3.4,4.2,"irrigated",2.03946197560799e-07,125.817760455222
3.4,4.2,"irrigated",1.96373492228216e-07,127.316307477113
3.4,4.3,"control",2.36052993852946e-07,122.574617171044
3.4,4.3,"control",2.18747947178646e-07,125.817760455222
3.4,4.3,"control",2.10661466967052e-07,127.316307477113
3.4,4.3,"drought",3.26851299367433e-06,122.574617171044
3.4,4.3,"drought",3.02873303730657e-06,125.817760455222
3.4,4.3,"drought",2.91668359968653e-06,127.316307477113
3.4,4.3,"irrigated",4.24111209723105e-08,122.574617171044
3.4,4.3,"irrigated",3.92895802519034e-08,125.817760455222
3.4,4.3,"irrigated",3.78307228794837e-08,127.316307477113
3.4,4.4,"control",4.54779181433428e-08,122.574617171044
3.4,4.4,"control",4.21439316377075e-08,125.817760455222
3.4,4.4,"control",4.05859921295997e-08,127.316307477113
3.4,4.4,"drought",7.31428032159456e-07,122.574617171044
3.4,4.4,"drought",6.77770059259617e-07,125.817760455222
3.4,4.4,"drought",6.52695629443486e-07,127.316307477113
3.4,4.4,"irrigated",7.53338487844209e-09,122.574617171044
3.4,4.4,"irrigated",6.97891314740936e-09,125.817760455222
3.4,4.4,"irrigated",6.71977983951199e-09,127.316307477113
3.4,4.5,"control",8.07867740440556e-09,122.574617171044
3.4,4.5,"control",7.48642950588095e-09,125.817760455222
3.4,4.5,"control",7.20967781593089e-09,127.316307477113
3.4,4.5,"drought",1.50918198959476e-07,122.574617171044
3.4,4.5,"drought",1.39846754779313e-07,125.817760455222
3.4,4.5,"drought",1.34673056723724e-07,127.316307477113
3.4,4.5,"irrigated",1.23381256428325e-09,122.574617171044
3.4,4.5,"irrigated",1.14300156772236e-09,125.817760455222
3.4,4.5,"irrigated",1.10056089380658e-09,127.316307477113
3.4,4.6,"control",1.32320942329719e-09,122.574617171044
3.4,4.6,"control",1.22620493097418e-09,125.817760455222
3.4,4.6,"control",1.18087567400253e-09,127.316307477113
3.4,4.6,"drought",2.87117890646511e-08,122.574617171044
3.4,4.6,"drought",2.66054760279625e-08,125.817760455222
3.4,4.6,"drought",2.56211936267649e-08,127.316307477113
3.4,4.6,"irrigated",1.86318873176808e-10,122.574617171044
3.4,4.6,"irrigated",1.72605442919176e-10,125.817760455222
3.4,4.6,"irrigated",1.6619644793099e-10,127.316307477113
3.4,4.7,"control",1.99832228597438e-10,122.574617171044
3.4,4.7,"control",1.85182526484097e-10,125.817760455222
3.4,4.7,"control",1.78336862992116e-10,127.316307477113
3.4,4.7,"drought",5.0364847551887e-09,122.574617171044
3.4,4.7,"drought",4.66700539341678e-09,125.817760455222
3.4,4.7,"drought",4.49434728084602e-09,127.316307477113
3.4,4.7,"irrigated",2.59425783797053e-11,122.574617171044
3.4,4.7,"irrigated",2.40331543195048e-11,125.817760455222
3.4,4.7,"irrigated",2.314078173276e-11,127.316307477113
3.4,4.8,"control",2.78260208721164e-11,122.574617171044
3.4,4.8,"control",2.57860950821813e-11,125.817760455222
3.4,4.8,"control",2.48328575761578e-11,127.316307477113
3.4,4.8,"drought",8.14598152456856e-10,122.574617171044
3.4,4.8,"drought",7.5483877263142e-10,125.817760455222
3.4,4.8,"drought",7.26913148641011e-10,127.316307477113
3.4,4.8,"irrigated",3.33056607534881e-12,122.574617171044
3.4,4.8,"irrigated",3.08542995567408e-12,125.817760455222
3.4,4.8,"irrigated",2.97086517261811e-12,127.316307477113
3.4,4.9,"control",3.57260753053186e-12,122.574617171044
3.4,4.9,"control",3.31069964681604e-12,125.817760455222
3.4,4.9,"control",3.1883126368998e-12,127.316307477113
3.4,4.9,"drought",1.21480884622806e-10,122.574617171044
3.4,4.9,"drought",1.12568978422418e-10,125.817760455222
3.4,4.9,"drought",1.08404434842535e-10,127.316307477113
3.4,4.9,"irrigated",3.94249906170243e-13,122.574617171044
3.4,4.9,"irrigated",3.65232348795832e-13,125.817760455222
3.4,4.9,"irrigated",3.51670943932996e-13,127.316307477113
3.4,5,"control",4.22929656955254e-13,122.574617171044
3.4,5,"control",3.91924680767086e-13,125.817760455222
3.4,5,"control",3.7743635657326e-13,127.316307477113
3.4,5,"drought",1.67040237510326e-11,122.574617171044
3.4,5,"drought",1.54786071490671e-11,125.817760455222
3.4,5,"drought",1.49059686217253e-11,127.316307477113
3.4,5,"irrigated",4.30302402835851e-14,122.574617171044
3.4,5,"irrigated",3.98631311816633e-14,125.817760455222
3.4,5,"irrigated",3.83829773485288e-14,127.316307477113
3.4,5.1,"control",4.61635925185317e-14,122.574617171044
3.4,5.1,"control",4.27793392195279e-14,125.817760455222
3.4,5.1,"control",4.11979105271652e-14,127.316307477113
3.4,5.1,"drought",2.11778993475834e-12,122.574617171044
3.4,5.1,"drought",1.96242767089854e-12,125.817760455222
3.4,5.1,"drought",1.88982671393545e-12,127.316307477113
3.4,5.1,"irrigated",4.33036567682059e-15,122.574617171044
3.4,5.1,"irrigated",4.01164236829795e-15,125.817760455222
3.4,5.1,"irrigated",3.86268648719715e-15,127.316307477113
3.4,5.2,"control",4.64600513754504e-15,122.574617171044
3.4,5.2,"control",4.30540646755173e-15,125.817760455222
3.4,5.2,"control",4.1462480176016e-15,127.316307477113
3.4,5.2,"drought",2.47567304990539e-13,122.574617171044
3.4,5.2,"drought",2.29405627890402e-13,125.817760455222
3.4,5.2,"drought",2.20918656184619e-13,127.316307477113
3.4,5.2,"irrigated",4.01813015626245e-16,122.574617171044
3.4,5.2,"irrigated",3.7223879873427e-16,125.817760455222
3.4,5.2,"irrigated",3.58417238097774e-16,127.316307477113
3.4,5.3,"control",4.31130155286727e-16,122.574617171044
3.4,5.3,"control",3.99524000506996e-16,125.817760455222
3.4,5.3,"control",3.84754751397115e-16,127.316307477113
3.4,5.3,"drought",2.66840856559226e-14,122.574617171044
3.4,5.3,"drought",2.47265260847435e-14,125.817760455222
3.4,5.3,"drought",2.38117563417632e-14,127.316307477113
3.4,5.3,"irrigated",3.43773231865074e-17,122.574617171044
3.4,5.3,"irrigated",3.18470855571994e-17,125.817760455222
3.4,5.3,"irrigated",3.06645746915367e-17,127.316307477113
3.4,5.4,"control",3.68880538640554e-17,122.574617171044
3.4,5.4,"control",3.41837903704128e-17,125.817760455222
3.4,5.4,"control",3.29201143087496e-17,127.316307477113
3.4,5.4,"drought",2.65191738974973e-15,122.574617171044
3.4,5.4,"drought",2.45737123459118e-15,125.817760455222
3.4,5.4,"drought",2.36645960208082e-15,127.316307477113
3.4,5.4,"irrigated",2.71186921898716e-18,122.574617171044
3.4,5.4,"irrigated",2.51227038732662e-18,125.817760455222
3.4,5.4,"irrigated",2.41898753338507e-18,127.316307477113
3.4,5.5,"control",2.91012547158419e-18,122.574617171044
3.4,5.5,"control",2.69678415236667e-18,125.817760455222
3.4,5.5,"control",2.59709182627027e-18,127.316307477113
3.4,5.5,"drought",2.43005601332445e-16,122.574617171044
3.4,5.5,"drought",2.25178573385063e-16,125.817760455222
3.4,5.5,"drought",2.16847983596827e-16,127.316307477113
3.4,5.5,"irrigated",1.97248656724311e-19,122.574617171044
3.4,5.5,"irrigated",1.82730773209453e-19,125.817760455222
3.4,5.5,"irrigated",1.75945815621324e-19,127.316307477113
3.4,5.6,"control",2.11683161493876e-19,122.574617171044
3.4,5.6,"control",1.96164667404803e-19,125.817760455222
3.4,5.6,"control",1.88913025861912e-19,127.316307477113
3.4,5.6,"drought",2.05315248675344e-17,122.574617171044
3.4,5.6,"drought",1.90253206252907e-17,125.817760455222
3.4,5.6,"drought",1.83214697244861e-17,127.316307477113
3.4,5.6,"irrigated",1.32284206015611e-20,122.574617171044
3.4,5.6,"irrigated",1.22547832010924e-20,125.817760455222
3.4,5.6,"irrigated",1.17997521036438e-20,127.316307477113
3.4,5.7,"control",1.41974235890088e-20,122.574617171044
3.4,5.7,"control",1.31566103637562e-20,125.817760455222
3.4,5.7,"control",1.26702484539401e-20,127.316307477113
3.4,5.7,"drought",1.59946504945906e-18,122.574617171044
3.4,5.7,"drought",1.48212739147413e-18,125.817760455222
3.4,5.7,"drought",1.42729537470331e-18,127.316307477113
3.4,5.7,"irrigated",8.17994839168881e-22,122.574617171044
3.4,5.7,"irrigated",7.57788833267374e-22,125.817760455222
3.4,5.7,"irrigated",7.2965145386394e-22,127.316307477113
3.4,5.8,"control",8.77973474004417e-22,122.574617171044
3.4,5.8,"control",8.13609232321006e-22,125.817760455222
3.4,5.8,"control",7.83532447409463e-22,127.316307477113
3.4,5.8,"drought",1.14888598536749e-19,122.574617171044
3.4,5.8,"drought",1.06460306161101e-19,125.817760455222
