"plot","Year","tagplot","finalid","demo.umbels","mumb.umbels","diam.umbels","n.in.measure","finalid.phen","mean.doy","n.phen","finalid.seed","n.seed.counts","n.empty","total.seeds","trt"
"5",2023,"3714_5","3714_5_7G",2,2,5.25,2,"3714_5_7I",129,2,"3714_5_7I",2,1,40,"drought"
"5",2022,"5042_5","5042_5_19G",1,NA,1.75,1,"5042_5",144,1,"5042_5",1,0,10,"drought"
"5",2022,"3987_5","3987_5_3H",1,NA,2,1,"3987_5",130,1,"3987_5",1,0,6,"drought"
"5",2023,"7542_5","7542_5_8D",1,NA,1,1,"7542_5_8D",143,1,"7542_5_8D",1,1,0,"drought"
"5",2023,"3546_5","3546_5_9F",1,NA,2.5,1,"3546_5_9G",122,1,"3546_5_9G",1,0,34,"drought"
"5",2022,"5045_5","5045_5_12B",1,NA,1,1,"5045_5",158,1,"5045_5",1,0,66,"drought"
"5",2022,"3338_5","3338_5_3I",2,2,3.25,2,"3338_5",126.5,2,"3338_5",2,1,90,"drought"
"5",2021,"3473_5","3473_5_18G",1,NA,1.25,1,"3473_5_18G",124,1,NA,0,NA,NA,"drought"
"5",2021,"3470_5","3470_5_13I",1,NA,1.25,1,"3470_5_13I",117,1,NA,0,NA,NA,"drought"
"5",2021,"5036_5","5036_5_11H",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"5045_5","5045_5_12B",1,NA,1.5,1,"5045_5_12B",124,1,"5045_5_12B",1,0,36,"drought"
"5",2023,"3125_5","3125_5_3I",2,2,2,1,"3125_5_3I",129,2,"3125_5_3I",4,2,84,"drought"
"5",2023,"5021_5","5021_5_5F",2,2,2.5,1,"5021_5_5E",129,2,"5021_5_5E",2,2,0,"drought"
"5",2023,"3836_5","3836_5_9C",2,2,4,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"7526_5","7526_5_19E",1,NA,2,1,"7526_5",123,1,NA,0,NA,NA,"drought"
"5",2023,"3338_5","3338_5_3I",3,3,1.5,1,"3338_5_3I",125.5,2,"3338_5_3I",2,1,22,"drought"
"5",2022,"3663_5","3663_5_19I",2,2,4,2,"3663_5",130,2,"3663_5",2,1,122,"drought"
"5",2021,"3144_5","3144_5_14J",1,NA,1.75,1,"3144_5_14J",117,1,NA,0,NA,NA,"drought"
"5",2023,"3516_5","3516_5_12C",2,2,5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3010_5","3010_5_14G",2,2,4,2,"3010_5",126.5,2,"3010_5",2,1,112,"drought"
"5",2023,"7522_5","7522_5_3F",2,2,4,2,"7522_5_3E",136,2,"7522_5_3E",2,0,56,"drought"
"5",2023,"3465_5","3465_5_4C",2,2,1.75,1,"3465_5_3B",122,1,"3465_5_3B",2,1,2,"drought"
"5",2022,"3124_5","3124_5_16D",2,2,3.75,2,"3124_5",130,2,"3124_5",2,1,138,"drought"
"5",2023,"5042_5","5042_5_19G",2,2,0.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3988_5","3988_5_14C",2,2,3.75,2,"3988_5",133.5,2,"3988_5",2,1,2,"drought"
"5",2022,"3135_5","3135_5_18D",3,3,8,3,"3135_5",118.333333333333,3,"3135_5",3,1,78,"drought"
"5",2023,"3833_5","3833_5_16B",1,NA,3.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3499_5","3499_5_2G",2,2,2.75,2,"3499_5",133.5,2,"3499_5",2,1,36,"drought"
"5",2022,"3153_5","3153_5_14D",1,NA,2,1,"3153_5",137,1,"3153_5",1,1,0,"drought"
"5",2021,"3124_5","3124_5_16D",1,NA,1.5,1,"3124_5_16D",110,1,NA,0,NA,NA,"drought"
"5",2021,"3697_5","3697_5_16G",1,NA,1.25,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3710_5","3710_5_14H",3,3,4.5,3,"3710_5",134.666666666667,3,"3710_5",3,1,106,"drought"
"5",2023,"3644_5","3644_5_8H",4,4,10.75,4,"3644_5_9H",129,4,"3644_5_9H",4,2,140,"drought"
"5",2023,"3615_5","3615_5_11J",2,2,7,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3869_5","3869_5_18E",2,2,4,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3022_5","3022_5_14J",2,2,4.75,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3788_5","3788_5_0F",2,2,2.5,1,"3788_5_0G",125.5,2,"3788_5_0G",2,2,0,"drought"
"5",2023,"3476_5","3476_5_12E",4,4,11.5,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3120_5","3120_5_7G",2,2,3.75,2,"3120_5_8G",122,2,"3120_5_8G",2,2,0,"drought"
"5",2023,"5043_5","5043_5_15F",2,2,3.75,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3560_5","3560_5_3B",1,NA,1.5,1,"3560_5_3B",124,4,NA,0,NA,NA,"drought"
"5",2023,"3896_5","3896_5_10F",2,2,2,1,"3896_5_10G",115,1,NA,0,NA,NA,"drought"
"5",2021,"5021_5","5021_5_5F",1,NA,1.5,1,"5021_5_6E",110,1,NA,0,NA,NA,"drought"
"5",2023,"7519_5","7519_5_3D",1,NA,2,1,"7519_5_3D",136,1,"7519_5_3D",1,1,0,"drought"
"5",2023,"7564_5","7564_5_3B",1,NA,3,1,"7564_5_3B",122,1,"7564_5_3B",1,1,0,"drought"
"5",2023,"3987_5","3987_5_3H",2,2,5.5,2,"3987_5_3G",132.5,2,"3987_5_3G",2,1,17,"drought"
"5",2022,"3811_5","3811_5_16J",1,NA,1.5,1,"3811_5",137,1,"3811_5",1,1,0,"drought"
"5",2023,"3697_5","3697_5_16G",3,3,3.5,2,"3697_5_17H",115,1,NA,0,NA,NA,"drought"
"5",2023,"7596_5","7596_5_4G",1,NA,1.25,1,"7596_5_4G",129,1,"7596_5_4G",1,1,0,"drought"
"5",2023,"3499_5","3499_5_2G",2,2,0.75,1,"3499_5_1H",122,1,"3499_5_1H",2,1,2,"drought"
"5",2023,"3093_5","3093_5_14A",2,2,7.25,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3708_5","3708_5_6F",1,NA,NA,NA,"3708_5_6G",122,1,"3708_5_6G",1,1,0,"drought"
"5",2022,"3465_5","3465_5_4C",2,2,3.25,2,"3465_5",140.5,2,"3465_5",2,1,56,"drought"
"5",2023,"3677_5","3677_5_13G",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3817_5","3817_5_17H",3,3,9.5,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3124_5","3124_5_16D",2,2,6.25,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"7543_5","7543_5_6E",1,NA,1.75,1,"7543_5_6E",143,1,NA,0,NA,NA,"drought"
"5",2022,"3888_5","3888_5_17I",1,NA,1.75,1,"3888_5",116,1,"3888_5",1,1,0,"drought"
"5",2022,"7536_5",NA,NA,NA,NA,NA,NA,NA,0,"7536_5",1,1,0,"drought"
"5",2022,"3152_5","3152_5_1G",1,NA,1.75,1,"3152_5",144,1,"3152_5",1,0,4,"drought"
"5",2023,"7553_5","7553_5_4E",1,NA,3,1,"7553_5_4E",129,1,"7553_5_4E",1,0,26,"drought"
"5",2021,"3093_5","3093_5_14A",1,NA,1.75,1,"3093_5_14A",117,1,"3093_5_14A",1,0,6,"drought"
"5",2022,"3473_5","3473_5_18G",3,3,6.75,3,"3473_5",118.333333333333,3,"3473_5",3,1,98,"drought"
"5",2023,"3200_5","3200_5_4F",4,4,9.5,4,"3200_5_4E",129,2,"3200_5_4E",2,1,60,"drought"
"5",2021,"3200_5","3200_5_4F",1,NA,2.25,1,"3200_5_4F",110,1,NA,0,NA,NA,"drought"
"5",2023,"3473_5","3473_5_18G",3,3,7,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3474_5","3474_5_18A",4,4,9.75,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3820_5","3820_5_3C",2,2,6,2,"3820_5_4D",132.5,2,"3820_5_4D",2,1,10,"drought"
"5",2023,"7512_5","7512_5_2G",1,NA,NA,NA,"7512_5_2G",136,1,"7512_5_2G",1,1,0,"drought"
"5",2023,"3488_5","3488_5_13J",6,6,15,6,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"7522_5","7522_5_3F",1,NA,1.25,1,"7522_5",144,1,"7522_5",1,0,60,"drought"
"5",2022,"3560_5","3560_5_3B",1,NA,2,1,"3560_5",137,1,"3560_5",1,0,56,"drought"
"6",2023,"3454_6",NA,NA,NA,NA,NA,NA,NA,0,"3454_6_15I",2,2,0,"irrigated"
"6",2023,"3777_6","3777_6_15G",1,NA,2.25,1,"3777_6_14G",129,1,"3777_6_14G",1,0,14,"irrigated"
"6",2021,"3489_6","3489_6_13B",1,NA,2,1,"3489_6_13B",124,1,NA,0,NA,NA,"irrigated"
"6",2023,"3887_6","3887_6_16D",3,3,5.5,2,"3887_6_15E",131.333333333333,3,"3887_6_15E",3,1,138,"irrigated"
"6",2023,"3955_6","3955_6_18G",2,2,1.75,1,"3955_6_18H",129,3,"3955_6_18H",1,1,0,"irrigated"
"6",2023,"3374_6","3374_6_18H",1,NA,2.75,1,"3374_6_18H",115,1,"3374_6_18H",1,0,6,"irrigated"
"6",2022,"3005_6","3005_6_18E",1,NA,1.75,1,"3005_6",123,1,"3005_6",1,1,0,"irrigated"
"6",2023,"3725_6","3725_6_15G",2,2,2.25,2,"3725_6_15H",139.5,2,"3725_6_15H",2,2,0,"irrigated"
"6",2021,"3372_6","3372_6_14G",1,NA,NA,NA,"3372_6_14G",131,2,NA,0,NA,NA,"irrigated"
"6",2023,"3729_6","3729_6_19F",2,2,5,2,"3729_6_19F",129,4,"3729_6_19F",2,1,104,"irrigated"
"6",2023,"3372_6","3372_6_14G",2,2,3.5,2,"3372_6_14F",136,2,"3372_6_14F",2,2,0,"irrigated"
"6",2022,"3345_6","3345_6_12D",5,5,11.75,4,"3345_6",137,4,"3345_6",5,2,244,"irrigated"
"6",2021,"3753_6","3753_6_11A",1,NA,1.5,1,"3753_6_11A",131,1,"3753_6_11A",1,0,72,"irrigated"
"6",2023,"3400_6","3400_6_8E",2,2,4.25,2,"3400_6_7E",136,2,"3400_6_7E",2,1,8,"irrigated"
"6",2021,"3643_6","3643_6_18H",2,2,4,2,"3643_6_18H",124,2,NA,0,NA,NA,"irrigated"
"6",2022,"3955_6","3955_6_18G",1,NA,1,1,"3955_6",158,1,"3955_6",1,0,24,"irrigated"
"6",2021,"3648_6","3648_6_16F",2,2,3.75,2,"3648_6_16F",124,2,NA,0,NA,NA,"irrigated"
"6",2023,"3070_6","3070_6_4G",4,4,9.5,3,"3070_6_4G",131.333333333333,6,"3070_6_4G",4,3,26,"irrigated"
"6",2021,"3669_6","3669_6_14E",2,2,3.5,2,"3669_6_14E",127.5,2,NA,0,NA,NA,"irrigated"
"6",2023,"3048_6","3048_6_8J",1,NA,2.5,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"6",2022,"3070_6","3070_6_4G",3,3,7.25,2,"3070_6",139.333333333333,3,"3070_6",3,3,0,"irrigated"
"6",2023,"3630_6","3630_6_16I",2,2,5.25,2,"3630_6_16I",132.5,4,"3630_6_16I",2,2,0,"irrigated"
"6",2021,"3518_6","3518_6_10I",2,2,3.5,2,"3518_6_10I",120.5,2,NA,0,NA,NA,"irrigated"
"6",2021,"3141_6","3141_6_15E",3,3,5,3,"3141_6_15E",119.333333333333,3,"3141_6_15E",3,2,142,"irrigated"
"6",2021,"7587_6","7587_6_13B",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"6",2021,"3360_6","3360_6_12C",2,NA,2.25,1,"3360_6_12C",134.5,4,NA,0,NA,NA,"irrigated"
"6",2023,"3358_6","3358_6_12D",4,4,7.25,4,"3358_6_11D",136,4,"3358_6_11D",4,1,44,"irrigated"
"6",2023,"3008_6","3008_6_4J",2,2,5.5,2,"3008_6_4J",136,2,"3008_6_4J",2,1,32,"irrigated"
"6",2021,"3179_6","3179_6_5E",2,2,3.75,2,"3179_6_5E",120.5,2,"3179_6_5E",2,2,0,"irrigated"
"6",2022,"3179_6","3179_6_5E",3,3,8.75,3,"3179_6",151,5,"3179_6",3,3,0,"irrigated"
"6",2021,"3725_6","3725_6_15G",1,NA,1.5,1,"3725_6_15G",131,1,NA,0,NA,NA,"irrigated"
"6",2021,"3456_6",NA,NA,NA,NA,NA,"3456_6_13B",117,1,NA,0,NA,NA,"irrigated"
"6",2023,"3179_6","3179_6_5E",3,3,7.25,3,"3179_6_4D",132.5,2,"3179_6_4D",3,2,74,"irrigated"
"6",2023,"3319_6","3319_6_11A",1,NA,1,1,"3319_6_11A",143,2,"3319_6_11A",1,1,0,"irrigated"
"6",2023,"3164_6","3164_6_13A",1,NA,2.75,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"6",2022,"3400_6","3400_6_8E",1,NA,2.75,1,"3400_6",158,1,"3400_6",1,0,158,"irrigated"
"6",2023,"3791_6","3791_6_9J",2,2,1.25,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"6",2023,"3743_6","3743_6_18A",1,NA,2,1,"3743_6_18B",146.5,2,"3743_6_18B",1,1,0,"irrigated"
"6",2023,"3173_6","3173_6_18F",1,NA,2.5,1,"3173_6_8G",129,1,"3173_6_8G",1,1,0,"irrigated"
"6",2023,"3466_6","3466_6_19B",3,3,6.25,3,"3466_6_19C",136,3,"3466_6_19C",3,2,72,"irrigated"
"6",2021,"3400_6","3400_6_8E",1,NA,2,1,"3400_6_8E",131,1,NA,0,NA,NA,"irrigated"
"6",2022,"3887_6","3887_6_16D",3,3,7,3,"3887_6",139.333333333333,3,"3887_6",3,0,230,"irrigated"
"6",2022,"3777_6","3777_6_15G",2,2,5,2,"3777_6",137,2,"3777_6",2,1,104,"irrigated"
"6",2021,"3173_6","3173_6_18F",1,NA,1.75,1,"3173_6_18F",124,1,NA,0,NA,NA,"irrigated"
"6",2023,"3005_6","3005_6_18E",1,NA,2,1,"3005_6_18F",136,2,"3005_6_18F",1,1,0,"irrigated"
"6",2021,"3070_6","3070_6_4G",3,2,3,2,"3070_6_4G",128.666666666667,6,"3070_6_4G",3,1,104,"irrigated"
"6",2023,"3767_6","3767_6_17G",1,NA,0.75,1,"3767_6_18G",143,1,"3767_6_18G",1,1,0,"irrigated"
"6",2023,"3753_6","3753_6_11A",2,2,3.25,2,"3753_6_11B",136,2,"3753_6_11B",2,2,0,"irrigated"
"6",2022,"3374_6","3374_6_18H",1,NA,2.75,1,"3374_6",137,1,"3374_6",1,0,40,"irrigated"
"6",2023,"3773_6","3773_6_19F",3,3,6.25,3,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"6",2021,"3733_6","3733_6_15G",1,NA,2,1,"3733_6_15G",131,1,NA,0,NA,NA,"irrigated"
"6",2023,"3669_6","3669_6_14E",2,2,3.5,2,"3669_6_13F",136,2,"3669_6_13F",2,1,56,"irrigated"
"6",2022,"3733_6","3733_6_15G",2,2,6,2,"3733_6",137,2,"3733_6",2,1,144,"irrigated"
"6",2023,"3570_6","3570_6_19F",2,2,3,2,"3570_6_18F",132.5,2,"3570_6_18F",2,1,8,"irrigated"
"6",2021,"3319_6","3319_6_11A",4,2,4.75,2,"3319_6_11A",131,8,NA,0,NA,NA,"irrigated"
"6",2022,"3725_6","3725_6_15G",3,3,4.75,3,"3725_6",137,2,"3725_6",3,1,104,"irrigated"
"6",2022,"3141_6","3141_6_15E",3,3,9.5,3,"3141_6",140.5,2,"3141_6",3,1,332,"irrigated"
"6",2022,"3319_6","3319_6_11A",5,5,12.25,4,"3319_6",142.6,5,"3319_6",5,5,0,"irrigated"
"6",2023,"3140_6","3140_6_18F",4,4,6.75,4,"3140_6_18F",136,8,"3140_6_18F",4,2,60,"irrigated"
"6",2021,"3773_6","3773_6_19F",1,NA,1.5,1,"3773_6_19F",131,1,NA,0,NA,NA,"irrigated"
"6",2023,"3360_6","3360_6_12C",1,NA,2.5,1,"3360_6_12C",129,2,"3360_6_12C",1,1,0,"irrigated"
"6",2021,"3743_6","3743_6_18A",1,NA,NA,NA,"3743_6_18A",138,1,NA,0,NA,NA,"irrigated"
"6",2021,"3887_6","3887_6_16D",2,2,2.5,2,"3887_6_16D",131,2,NA,0,NA,NA,"irrigated"
"6",2021,"3136_6","3136_6_16B",2,2,2.5,2,"3136_6_16B",124,2,NA,0,NA,NA,"irrigated"
"6",2023,"5570_6",NA,NA,NA,NA,NA,"5570_6_18H",129,1,"5570_6_18H",1,1,0,"irrigated"
"6",2021,"3916_6","3916_6_7C",1,NA,2,1,"3916_6_7C",131,1,"3916_6_7C",1,0,38,"irrigated"
"6",2022,"3358_6","3358_6_12D",4,4,9.5,3,"3358_6",139.8,5,"3358_6",5,1,456,"irrigated"
"6",2022,"3142_6","3142_6_19D",1,NA,2,1,"3142_6",158,1,"3142_6",1,1,0,"irrigated"
"6",2022,"3648_6","3648_6_16F",4,4,8,4,"3648_6",148.666666666667,3,"3648_6",4,2,122,"irrigated"
"6",2022,"3643_6","3643_6_18H",3,3,8,3,"3643_6",139.333333333333,3,"3643_6",3,1,110,"irrigated"
"6",2022,"3173_6","3173_6_18F",4,4,8.75,4,"3173_6",139.333333333333,3,"3173_6",4,2,219,"irrigated"
"6",2023,"3141_6","3141_6_15E",3,3,3.5,3,"3141_6_13E",138.333333333333,3,"3141_6_13E",3,3,0,"irrigated"
"6",2022,"3669_6","3669_6_14E",3,3,6.25,2,"3669_6",140.5,2,"3669_6",3,1,186,"irrigated"
"6",2022,"3360_6","3360_6_12C",2,2,5.75,2,"3360_6",137,2,"3360_6",2,1,186,"irrigated"
"6",2022,"3729_6","3729_6_19F",2,2,6.25,2,"3729_6",133.5,2,"3729_6",2,1,134,"irrigated"
"6",2021,"3140_6","3140_6_18F",1,NA,2,1,"3140_6_18F",124,2,NA,0,NA,NA,"irrigated"
"6",2021,"3729_6","3729_6_19F",1,NA,2,1,"3729_6_19F",134.5,4,NA,0,NA,NA,"irrigated"
"6",2023,"3345_6","3345_6_12D",4,4,12,4,"3345_6_12D",132.5,8,"3345_6_12D",4,2,96,"irrigated"
"6",2022,"3743_6","3743_6_18A",2,2,3.25,2,"3743_6",137,1,"3743_6",2,1,68,"irrigated"
"6",2023,"3643_6","3643_6_18H",1,NA,2,1,"3643_6_18I",129,1,"3643_6_18I",1,1,0,"irrigated"
"6",2023,"3489_6","3489_6_13B",2,2,3.75,2,"3489_6_12C",136,2,"3489_6_12C",2,1,16,"irrigated"
"6",2022,"3773_6","3773_6_19F",2,2,1.5,1,"3773_6",137,1,"3773_6",2,1,18,"irrigated"
"6",2021,"3777_6","3777_6_15G",1,NA,1.5,1,"3777_6_15G",131,1,NA,0,NA,NA,"irrigated"
"6",2021,"3466_6","3466_6_19B",1,NA,3,1,"3466_6_19B",117,1,"3466_6_19B",1,0,10,"irrigated"
"6",2022,"3136_6","3136_6_16B",3,3,7.25,3,"3136_6",131.75,4,"3136_6",3,1,278,"irrigated"
"6",2022,"3489_6","3489_6_13B",1,NA,3,1,"3489_6",144,1,"3489_6",1,0,94,"irrigated"
"6",2022,"3140_6","3140_6_18F",3,3,9,3,"3140_6",137,3,"3140_6",3,1,216,"irrigated"
"6",2021,"3454_6","3454_6_15H",1,NA,1.5,1,"3454_6_15H",124,1,NA,0,NA,NA,"irrigated"
"6",2022,"3630_6","3630_6_16I",3,3,8.75,3,"3630_6",134.666666666667,3,"3630_6",3,1,308,"irrigated"
"6",2023,"3518_6","3518_6_10I",3,3,8,3,"3518_6_10I",141.6,5,"3518_6_10I",3,1,102,"irrigated"
"6",2021,"3630_6","3630_6_16I",1,NA,2.75,1,"3630_6_16I",117,2,NA,0,NA,NA,"irrigated"
"6",2023,"3648_6","3648_6_16F",2,2,4,2,"3648_6_15F",132.5,2,"3648_6_15F",2,2,0,"irrigated"
"6",2022,"3008_6","3008_6_4J",1,NA,3.5,1,"3008_6",144,1,"3008_6",1,0,112,"irrigated"
"6",2022,"3466_6","3466_6_19B",3,3,9,3,"3466_6",137,2,"3466_6",3,1,260,"irrigated"
"6",2023,"3785_6",NA,NA,NA,NA,NA,"3785_6_15H",136,1,"3785_6_15H",1,1,0,"irrigated"
"6",2023,"3142_6","3142_6_19D",2,2,0,0,"3142_6_19D",129,1,"3142_6_19D",2,2,0,"irrigated"
"6",2023,"7587_6","7587_6_13B",2,NA,NA,NA,"7587_6_13A",136,2,"7587_6_13A",2,2,0,"irrigated"
"6",2023,"3136_6","3136_6_16B",3,3,6,2,"3136_6_16C",132.5,2,"3136_6_16C",3,2,62,"irrigated"
"6",2022,"3164_6","3164_6_13A",1,NA,3,1,"3164_6",158,1,"3164_6",1,1,0,"irrigated"
"6",2021,"3358_6","3358_6_12D",3,3,5.25,3,"3358_6_12D",124,3,NA,0,NA,NA,"irrigated"
"6",2022,"7587_6","7587_6_13B",2,NA,NA,NA,"7587_6",147.5,2,"7587_6",2,0,186,"irrigated"
"6",2022,"3518_6","3518_6_10I",3,3,6.25,3,"3518_6",148.666666666667,3,"3518_6",3,0,160,"irrigated"
"6",2022,"3372_6","3372_6_14G",1,NA,4.25,1,"3372_6",144,1,"3372_6",1,0,62,"irrigated"
"6",2021,"3345_6","3345_6_12D",3,3,5.5,3,"3345_6_12D",124,6,NA,0,NA,NA,"irrigated"
"7",2023,"5050_7","5050_7_1A",1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2023,"3636_7","3636_7_3J",1,NA,NA,NA,NA,NA,0,"3636_7_3I",1,1,0,"drought"
"7",2022,"5056_7","5056_7_14J",2,2,5.5,2,"5056_7",151,2,"5056_7",2,2,0,"drought"
"7",2023,"3403_7","3403_7_12I",1,NA,3.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2023,"5032_7","5032_7_16D",3,3,2,1,"5032_7_15B",124.333333333333,3,"5032_7_15B",3,3,0,"drought"
"7",2023,"3375_7","3375_7_3C",2,2,0,0,"3375_7_3B",136,1,"3375_7_3B",2,2,0,"drought"
"7",2022,"3874_7","3874_7_8C",1,NA,2.25,1,"3874_7",123,1,"3874_7",1,0,64,"drought"
"7",2023,"7579_7","7579_7_5C",1,NA,3,1,"7579_7_5C",136,1,"7579_7_5C",1,0,94,"drought"
"7",2022,"3403_7","3403_7_12I",1,NA,3,1,"3403_7",151,1,"3403_7",1,1,0,"drought"
"7",2022,"3401_7","3401_7_5H",1,NA,2,1,"3401_7",137,1,"3401_7",1,0,36,"drought"
"7",2021,"3089_7","3089_7_5I",1,NA,1.25,1,"3089_7_5I",117,1,NA,0,NA,NA,"drought"
"7",2023,"3450_7","3450_7_4H",3,3,11,3,"3450_7_4G",129,3,"3450_7_4G",3,1,156,"drought"
"7",2022,"3688_7","3688_7_7H",2,2,3,2,"3688_7",144,2,"3688_7",2,2,0,"drought"
"7",2023,"3688_7","3688_7_7H",1,NA,NA,NA,"3688_7_6G",129,1,NA,0,NA,NA,"drought"
"7",2023,"3368_7","3368_7_7I",1,NA,1,1,"3368_7_6G",129,1,"3368_7_6G",1,1,0,"drought"
"7",2023,"5052_7","5052_7_3J",2,2,1.25,1,"5052_7_2I",132.5,2,"5052_7_2I",2,1,16,"drought"
"7",2023,"3150_7","3150_7_13G",1,NA,2.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2023,"3044_7","3044_7_7D",2,2,2.5,1,"3044_7_7C",122,1,"3044_7_7C",2,1,112,"drought"
"7",2021,"5049_7","5049_7_2D",1,NA,NA,NA,"5049_7_2D",117,1,NA,0,NA,NA,"drought"
"7",2023,"3401_7","3401_7_5H",1,NA,2.5,1,"3401_7_4F",136,1,"3401_7_4F",1,0,2,"drought"
"7",2022,"5037_7","5037_7_17E",1,NA,1.5,1,NA,NA,0,"5037_7",1,1,0,"drought"
"7",2022,"3368_7","3368_7_7I",1,NA,1.75,1,"3368_7",144,1,"3368_7",1,0,20,"drought"
"7",2022,"3370_7","3370_7_2A",1,NA,2,1,"3370_7",151,1,"3370_7",1,1,0,"drought"
"7",2023,"5049_7","5049_7_2D",4,4,0.5,1,"5049_7_1E",122,2,"5049_7_1E",2,2,0,"drought"
"7",2023,"3446_7","3446_7_16C",5,5,8,2,"3446_7_15B",127.25,4,"3446_7_15B",5,3,88,"drought"
"7",2022,"3866_7","3866_7_10B",2,2,3.5,2,"3866_7",123,1,"3866_7",2,1,90,"drought"
"7",2023,"5048_7","5048_7_11E",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2022,"5054_7","5054_7_11J",1,NA,2.25,1,"5054_7",144,1,"5054_7",1,0,36,"drought"
"7",2022,"5040_7","5040_7_16D",1,NA,NA,NA,NA,NA,0,"5040_7",1,1,0,"drought"
"7",2021,"3453_7","3453_7_0C",2,NA,NA,NA,"3453_7_0C",113.5,2,"3453_7_0C",2,1,28,"drought"
"7",2021,"3450_7","3450_7_4H",1,NA,2,1,"3450_7_4H",117,1,NA,0,NA,NA,"drought"
"7",2023,"5047_7","5047_7_9B",2,2,6.5,2,"5047_7_9C",132.5,2,"5047_7_9C",2,0,34,"drought"
"7",2023,"3089_7","3089_7_5I",2,2,3,2,"3089_7_5H",129,2,"3089_7_5H",2,2,0,"drought"
"7",2022,"7544_7","7544_7_6G",1,NA,1,1,"7544_7",144,1,"7544_7",1,1,0,"drought"
"7",2022,"5053_7","5053_7_4J",1,NA,2,1,"5053_7",137,1,"5053_7",1,1,0,"drought"
"7",2021,"3994_7","3994_7_9J",2,2,3,2,"3994_7_9J",124,2,NA,0,NA,NA,"drought"
"7",2023,"7544_7","7544_7_6G",1,NA,3.25,1,"7544_7_6G",122,1,"7544_7_6G",1,0,36,"drought"
"7",2023,"3874_7","3874_7_8C",2,2,1.75,1,"3874_7_8B",129,2,"3874_7_8B",2,1,78,"drought"
"7",2022,"5050_7","5050_7_1A",1,NA,2,1,"5050_7",144,1,"5050_7",1,0,32,"drought"
"7",2023,"3176_7","3176_7_18I",1,NA,2.25,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2022,"3452_7","3452_7_2E",4,4,11.25,4,"3452_7",135.25,4,"3452_7",4,2,140,"drought"
"7",2023,"5037_7","5037_7_17E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2022,"5049_7","5049_7_2D",1,NA,2.5,1,"5049_7",130,2,"5049_7",2,1,80,"drought"
"7",2022,"3296_7","3296_7_9C",1,NA,3,1,"3296_7",130,2,"3296_7",1,0,26,"drought"
"7",2022,"3406_7","3406_7_12J",1,NA,1.5,1,"3406_7",137,1,"3406_7",1,1,0,"drought"
"7",2023,"3409_7","3409_7_16B",1,NA,2.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"7",2022,"3375_7","3375_7_3C",2,2,6,2,"3375_7",133.5,2,"3375_7",2,2,0,"drought"
"7",2023,"3994_7","3994_7_9J",3,3,6.75,3,"3994_7_8I",136,3,"3994_7_8I",3,1,62,"drought"
"7",2023,"3452_7","3452_7_2E",3,3,6.75,3,"3452_7_1D",131.333333333333,3,"3452_7_1D",3,1,134,"drought"
"7",2023,"3981_7","3981_7_0D",1,NA,3,1,"3981_7_0C",129,1,"3981_7_0C",1,1,0,"drought"
"7",2021,"5047_7","5047_7_9B",1,NA,1.5,1,"5047_7_9B",117,1,NA,0,NA,NA,"drought"
"7",2022,"3453_7","3453_7_0C",4,4,11.25,4,"3453_7",139.333333333333,3,"3453_7",4,1,124,"drought"
"7",2022,"5051_7","5051_7_1F",2,2,4,2,"5051_7",137,2,"5051_7",2,1,118,"drought"
