"plot","Year","tagplot","finalid","demo.umbels","mumb.umbels","diam.umbels","n.in.measure","finalid.phen","mean.doy","n.phen","finalid.seed","n.seed.counts","n.empty","total.seeds","trt"
"15",2021,"3371_15","3371_15_14C",1,NA,1.5,1,"3371_15_14C",124,2,NA,0,NA,NA,"drought"
"15",2021,"3014_15","3014_15_9I",2,2,2,2,"3014_15_9I",131,1,NA,0,NA,NA,"drought"
"15",2022,"3371_15","3371_15_14C",3,3,8.75,3,"3371_15",137,3,"3371_15",3,0,212,"drought"
"15",2023,"3736_15","3736_15_14B",6,6,13,5,"3736_15_14B",127.6,5,"3736_15_14B",6,2,160,"drought"
"15",2021,"3673_15","3673_15_10A",1,NA,1,1,"3673_15_10A",110,2,NA,0,NA,NA,"drought"
"15",2021,"3095_15","3095_15_6J",2,2,2,2,"3095_15_6J",124,2,NA,0,NA,NA,"drought"
"15",2021,"3395_15","3395_15_16G",1,NA,1.75,1,"3395_15_16G",124,2,NA,0,NA,NA,"drought"
"15",2022,"3065_15","3065_15_2F",3,3,5.75,3,"3065_15",141.666666666667,3,"3065_15",3,1,38,"drought"
"15",2022,"3612_15","3612_15_12E",2,2,3,2,"3612_15",140.5,2,"3612_15",2,2,0,"drought"
"15",2021,"3083_15","3083_15_7I",1,NA,1.75,1,"3083_15_7I",127.5,2,NA,0,NA,NA,"drought"
"15",2022,"3021_15","3021_15_9J",2,2,5.5,2,"3021_15",131.75,4,"3021_15",2,1,168,"drought"
"15",2021,"3612_15","3612_15_12E",1,NA,0.75,1,"3612_15_12E",124,1,NA,0,NA,NA,"drought"
"15",2021,"3581_15","3581_15_15I",2,2,2.25,2,"3581_15_15I",124,2,NA,0,NA,NA,"drought"
"15",2022,"3083_15","3083_15_7I",3,3,5.75,3,"3083_15",139.333333333333,3,"3083_15",3,0,252,"drought"
"15",2023,"3341_15","3341_15_3H",5,5,13.5,5,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3116_15","3116_15_16C",4,4,5.25,4,"3116_15_16C",120.5,4,NA,0,NA,NA,"drought"
"15",2021,"3354_15","3354_15_11B",1,NA,NA,NA,"3354_15_11B",117,1,NA,0,NA,NA,"drought"
"15",2023,"3297_15",NA,NA,NA,NA,NA,NA,NA,0,"3297_15_11H",1,1,0,"drought"
"15",2022,"3014_15","3014_15_9I",2,2,3.25,2,"3014_15",144,2,"3014_15",2,0,52,"drought"
"15",2023,"3446_15","3446_15_15C",1,NA,3.25,1,"3446_15_16B",136,1,"3446_15_16B",1,0,26,"drought"
"15",2022,"3397_15","3397_15_11F",3,3,6,3,"3397_15",139.333333333333,3,"3397_15",3,0,202,"drought"
"15",2022,"3457_15","3457_15_18A",2,2,3.5,2,"3457_15",151,2,"3457_15",2,0,68,"drought"
"15",2022,"3458_15","3458_15_8I",1,NA,2,1,"3458_15",137,1,"3458_15",1,1,0,"drought"
"15",2023,"3401_15","3401_15_12G",7,7,11,6,"3401_15_11H",124.333333333333,6,"3401_15_11H",6,1,212,"drought"
"15",2022,"7521_15","7521_15_15E",1,NA,1.75,1,"7521_15",144,1,"7521_15",1,0,54,"drought"
"15",2021,"3760_15","3760_15_8G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3766_15","3766_15_19D",2,2,2.75,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3892_15","3892_15_0B",3,3,7.5,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3377_15","3377_15_14G",1,NA,1.75,1,"3377_15_14G",113.5,2,NA,0,NA,NA,"drought"
"15",2021,"3490_15",NA,NA,NA,NA,NA,"3490_15_12C",110,1,NA,0,NA,NA,"drought"
"15",2022,"3395_15","3395_15_16G",3,3,6.75,3,"3395_15",130,3,"3395_15",3,1,172,"drought"
"15",2022,"3491_15","3491_15_17E",3,3,6.25,3,"3491_15",134.666666666667,3,"3491_15",3,2,150,"drought"
"15",2021,"3393_15","3393_15_0J",1,NA,1.5,1,"3393_15_0J",117,1,"3393_15_0J",1,0,6,"drought"
"15",2021,"3500_15","3500_15_10D",1,NA,2,1,"3500_15_10D",110,1,NA,0,NA,NA,"drought"
"15",2022,"3479_15","3479_15_5F",6,6,12.5,6,"3479_15",134.666666666667,6,"3479_15",6,0,618,"drought"
"15",2022,"3423_15","3423_15_2I",2,2,4.5,2,"3423_15",155.666666666667,3,"3423_15",2,0,30,"drought"
"15",2022,"3017_15","3017_15_7G",2,2,2.5,2,"3017_15",133.5,2,"3017_15",2,1,70,"drought"
"15",2022,"3426_15","3426_15_1J",1,NA,2.5,1,"3426_15",126.5,2,"3426_15",1,0,34,"drought"
"15",2022,"3427_15","3427_15_1J",2,2,4.75,2,"3427_15",140.5,2,"3427_15",2,1,34,"drought"
"15",2022,"3482_15","3482_15_16J",1,NA,2,1,"3482_15",144,1,"3482_15",1,0,54,"drought"
"15",2021,"3417_15","3417_15_6I",1,NA,1.5,1,"3417_15_6I",110,1,NA,0,NA,NA,"drought"
"15",2022,"3485_15","3485_15_3A",6,6,13.75,6,"3485_15",138,7,"3485_15",6,2,180,"drought"
"15",2022,"3489_15","3489_15_14G",2,2,6,2,"3489_15",130,2,"3489_15",2,0,198,"drought"
"15",2021,"3423_15","3423_15_2I",1,NA,1.5,1,"3423_15_2I",131,1,"3423_15_2I",1,0,6,"drought"
"15",2021,"3391_15","3391_15_16A",2,2,2,2,"3391_15_16A",120.5,4,NA,0,NA,NA,"drought"
"15",2022,"3052_15","3052_15_3J",2,2,4.25,2,"3052_15",130,2,"3052_15",2,1,102,"drought"
"15",2022,"3493_15","3493_15_14E",2,2,2.25,2,"3493_15",144,2,"3493_15",2,1,20,"drought"
"15",2023,"3479_15","3479_15_5F",1,NA,2.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3882_15","3882_15_2I",1,NA,1.5,1,"3882_15_2I",117,1,NA,0,NA,NA,"drought"
"15",2023,"3006_15","3006_15_18B",2,2,6,2,"3006_15_18A",129,1,"3006_15_18A",2,1,12,"drought"
"15",2022,"3384_15","3384_15_16I",4,4,10.5,4,"3384_15",133.5,4,"3384_15",4,1,198,"drought"
"15",2023,"3659_15","3659_15_4C",6,6,15.5,6,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3384_15","3384_15_16I",1,NA,3.25,1,"3384_15_17J",129,1,"3384_15_17J",1,0,8,"drought"
"15",2022,"3297_15","3297_15_12I",2,2,4.5,2,"3297_15",130,2,"3297_15",2,1,132,"drought"
"15",2021,"3455_15","3455_15_15C",1,NA,2,1,"3455_15_15C",117,2,NA,0,NA,NA,"drought"
"15",2022,"3393_15","3393_15_0J",2,2,3,2,"3393_15",140.5,2,"3393_15",2,1,4,"drought"
"15",2021,"3457_15","3457_15_18A",1,NA,0.75,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3427_15","3427_15_1J",1,NA,1.5,1,"3427_15_1J",117,1,NA,0,NA,NA,"drought"
"15",2022,"3095_15","3095_15_6J",2,2,3,2,"3095_15",140.5,2,"3095_15",2,1,32,"drought"
"15",2023,"3868_15","3868_15_15A",3,3,9,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3455_15","3455_15_15C",2,2,4.75,2,"3455_15",126.5,2,"3455_15",2,1,178,"drought"
"15",2022,"3868_15","3868_15_15A",5,5,10,5,"3868_15",144,4,"3868_15",5,1,338,"drought"
"15",2021,"3479_15","3479_15_5F",1,NA,1,1,"3479_15_5F",124,1,NA,0,NA,NA,"drought"
"15",2022,"3757_15","3757_15_13G",2,2,4.5,2,"3757_15",133.5,2,"3757_15",2,0,106,"drought"
"15",2021,"3372_15","3372_15_19C",2,2,3,2,"3372_15_19C",117,2,NA,0,NA,NA,"drought"
"15",2021,"3006_15","3006_15_18B",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3882_15","3882_15_2I",2,2,4.25,2,"3882_15",126.5,2,"3882_15",2,1,138,"drought"
"15",2022,"3659_15","3659_15_4C",5,5,14.5,5,"3659_15",131.4,5,"3659_15",5,2,448,"drought"
"15",2021,"3489_15","3489_15_14G",1,NA,1.5,1,"3489_15_14G",110,2,NA,0,NA,NA,"drought"
"15",2023,"3457_15","3457_15_18A",5,5,7.75,4,"3457_15_18A",132.5,4,"3457_15_18A",5,2,138,"drought"
"15",2023,"3490_15","3490_15_12C",3,3,2.5,2,"3490_15_11B",131.333333333333,3,"3490_15_11B",3,2,12,"drought"
"15",2022,"3892_15","3892_15_0B",3,3,6,3,"3892_15",145.75,4,"3892_15",3,1,102,"drought"
"15",2021,"3495_15","3495_15_12C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3673_15","3673_15_10A",2,2,6.25,2,"3673_15",119.5,2,"3673_15",2,1,140,"drought"
"15",2021,"3065_15","3065_15_2F",5,4,6.25,4,"3065_15_2F",124,10,NA,0,NA,NA,"drought"
"15",2023,"3368_15",NA,NA,NA,NA,NA,"3368_15_14B",136,1,"3368_15_14B",1,1,0,"drought"
"15",2023,"3738_15","3738_15_17H",3,3,6.75,3,"3738_15_17H",131.333333333333,6,"3738_15_17H",3,1,102,"drought"
"15",2023,"3372_15","3372_15_19C",3,3,7.75,3,"3372_15_19A",138.333333333333,3,"3372_15_19A",3,0,132,"drought"
"15",2021,"3659_15","3659_15_4C",1,NA,1.5,1,"3659_15_4C",110,1,NA,0,NA,NA,"drought"
"15",2023,"3423_15","3423_15_2I",2,2,6.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3083_15","3083_15_7I",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3446_15","3446_15_15C",1,NA,2,1,"3446_15",158,1,"3446_15",1,0,132,"drought"
"15",2023,"3436_15","3436_15_17H",1,NA,3.75,1,"3436_15_17J",136,1,"3436_15_17J",1,0,128,"drought"
"15",2023,"3426_15","3426_15_1J",3,3,5.25,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3047_15","3047_15_14J",3,3,5.25,2,"3047_15",137,3,"3047_15",3,1,92,"drought"
"15",2022,"7593_15","7593_15_7A",1,NA,2.5,1,"7593_15",144,1,"7593_15",1,1,0,"drought"
"15",2023,"3737_15","3737_15_12E",2,2,4,2,"3737_15_10D",136,2,"3737_15_10D",2,0,56,"drought"
"15",2022,"3377_15","3377_15_14G",3,3,6.75,3,"3377_15",127.666666666667,3,"3377_15",3,1,180,"drought"
"15",2022,"3818_15","3818_15_1A",5,5,10.5,5,"3818_15",137,5,"3818_15",5,2,282,"drought"
"15",2022,"3755_15","3755_15_11I",1,NA,1.25,1,"3755_15",151,2,"3755_15",1,1,0,"drought"
"15",2021,"3436_15","3436_15_17H",1,NA,1.25,1,"3436_15_17H",131,1,"3436_15_17H",1,0,26,"drought"
"15",2022,"3500_15","3500_15_10D",3,3,7,2,"3500_15",130,2,"3500_15",3,1,186,"drought"
"15",2021,"3332_15","3332_15_5J",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3341_15","3341_15_3H",2,2,2.25,2,"3341_15_3H",120.5,2,NA,0,NA,NA,"drought"
"15",2022,"3354_15","3354_15_11B",7,7,11.75,7,"3354_15",136,7,"3354_15",7,2,216,"drought"
"15",2023,"3455_15","3455_15_15C",2,2,3.5,1,"3455_15_15C",129,4,"3455_15_15C",2,1,106,"drought"
"15",2023,"3673_15","3673_15_10A",2,2,6.5,2,"3673_15_10A",125.5,4,"3673_15_10A",2,1,98,"drought"
"15",2021,"3740_15","3740_15_13J",1,NA,1.5,1,"3740_15_13J",124,1,"3740_15_13J",1,0,17,"drought"
"15",2023,"3766_15","3766_15_19D",5,5,7.5,3,"3766_15_19C",131.333333333333,3,"3766_15_19C",5,5,0,"drought"
"15",2022,"3863_15","3863_15_8I",2,2,3.25,2,"3863_15",147.5,2,"3863_15",2,0,50,"drought"
"15",2023,"7572_15",NA,NA,NA,NA,NA,"7572_15_2I",115,1,NA,0,NA,NA,"drought"
"15",2023,"3686_15","3686_15_16H",4,4,10.75,4,"3686_15_16H",132.5,8,"3686_15_16H",4,2,184,"drought"
"15",2023,"3417_15","3417_15_6I",4,4,9,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3341_15","3341_15_3H",7,7,11.75,7,"3341_15",142,7,"3341_15",7,0,506,"drought"
"15",2021,"3757_15","3757_15_13G",1,NA,1.25,1,"3757_15_13G",124,1,NA,0,NA,NA,"drought"
"15",2021,"3481_15","3481_15_15H",1,NA,1.75,1,"3481_15_15H",117,2,"3481_15_15H",1,0,6,"drought"
"15",2022,"3116_15","3116_15_16C",3,3,10,3,"3116_15",132.333333333333,3,"3116_15",3,0,76,"drought"
"15",2023,"3371_15","3371_15_14C",3,3,8,3,"3371_15_13B",131.333333333333,3,"3371_15_13B",3,0,106,"drought"
"15",2022,"3734_15","3734_15_10H",2,2,3.25,2,"3734_15",133.5,2,"3734_15",2,1,88,"drought"
"15",2023,"3500_15","3500_15_10D",4,4,12,3,"3500_15_10C",130.75,4,"3500_15_10C",4,1,320,"drought"
"15",2021,"3052_15","3052_15_3J",1,NA,1.75,1,"3052_15_3J",131,1,"3052_15_3J",1,0,28,"drought"
"15",2022,"3472_15","3472_15_6J",4,4,5.5,4,"3472_15",137,4,"3472_15",4,1,172,"drought"
"15",2022,"3417_15","3417_15_6I",3,3,6.75,3,"3417_15",130,3,"3417_15",3,1,16,"drought"
"15",2023,"3706_15","3706_15_13H",2,2,6,1,"3706_15_12H",129,1,"3706_15_12H",1,0,98,"drought"
"15",2022,"3177_15","3177_15_6G",4,4,6.75,4,"3177_15",135.25,4,"3177_15",4,0,176,"drought"
"15",2022,"3063_15","3063_15_1J",1,NA,3.5,1,"3063_15",130,1,"3063_15",1,0,8,"drought"
"15",2023,"3377_15","3377_15_14G",4,4,10.5,4,"3377_15_14H",130.75,4,"3377_15_14H",4,2,172,"drought"
"15",2022,"3436_15","3436_15_17H",2,2,5.75,2,"3436_15",144,2,"3436_15",2,0,76,"drought"
"15",2021,"3397_15","3397_15_11F",1,NA,1,1,"3397_15_11F",117,1,NA,0,NA,NA,"drought"
"15",2022,"3481_15","3481_15_15H",1,NA,2.75,1,"3481_15",137,1,"3481_15",1,0,62,"drought"
"15",2023,"3332_15","3332_15_5J",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3766_15","3766_15_19D",1,NA,1.25,1,"3766_15",158,1,"3766_15",1,0,36,"drought"
"15",2021,"3736_15","3736_15_14B",2,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3686_15","3686_15_16H",2,2,2.75,2,"3686_15_16H",128.666666666667,6,"3686_15_16H",2,0,46,"drought"
"15",2022,"3706_15","3706_15_13H",2,2,4.75,2,"3706_15",130,2,"3706_15",2,1,152,"drought"
"15",2021,"3863_15","3863_15_8I",1,NA,1.5,1,"3863_15_8I",117,1,NA,0,NA,NA,"drought"
"15",2022,"3490_15","3490_15_12C",2,2,4.5,2,"3490_15",133.5,2,"3490_15",2,1,68,"drought"
"15",2021,"3297_15","3297_15_12I",1,NA,1.75,1,"3297_15_12I",117,1,NA,0,NA,NA,"drought"
"15",2023,"3493_15","3493_15_14E",7,7,17,6,"3493_15_13E",133,7,"3493_15_13E",7,0,428,"drought"
"15",2023,"3491_15","3491_15_17E",3,3,8.5,3,"3491_15_17E",126.666666666667,6,"3491_15_17E",3,1,166,"drought"
"15",2023,"3354_15","3354_15_11B",11,11,16,7,"3354_15_10B",129.636363636364,11,"3354_15_10B",11,4,398,"drought"
"15",2022,"3068_15","3068_15_6I",2,2,4.75,2,"3068_15",126.5,2,"3068_15",1,1,NA,"drought"
"15",2022,"3831_15","3831_15_14B",1,NA,3.75,1,"3831_15",137,1,"3831_15",1,0,70,"drought"
"15",2023,"3052_15","3052_15_3J",4,4,8.75,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3485_15","3485_15_3A",2,2,3.25,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3498_15","3498_15_16C",2,2,0,0,"3498_15_14B",122,1,"3498_15_14B",2,2,0,"drought"
"15",2021,"3738_15","3738_15_17H",2,2,2.75,2,"3738_15_17H",117,4,NA,0,NA,NA,"drought"
"15",2022,"3848_15","3848_15_10J",2,2,3.5,2,"3848_15",140.5,2,"3848_15",2,1,2,"drought"
"15",2022,"3740_15","3740_15_13J",7,7,10.25,6,"3740_15",148.666666666667,9,"3740_15",6,4,174,"drought"
"15",2023,"3489_15","3489_15_14G",1,NA,3.75,1,"3489_15_14G",122,2,"3489_15_14G",1,0,18,"drought"
"15",2023,"3395_15","3395_15_16G",3,3,7.5,3,"3395_15_16G",129,6,"3395_15_16G",3,1,208,"drought"
"15",2022,"3900_15","3900_15_11F",2,2,4.25,2,"3900_15",133.5,2,"3900_15",2,0,168,"drought"
"15",2023,"3068_15","3068_15_6I",3,3,7,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"7598_15","7598_15_6A",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3881_15","3881_15_5E",2,2,3.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3892_15","3892_15_0B",1,NA,0.75,1,"3892_15_0B",124,1,"3892_15_0B",1,0,2,"drought"
"15",2023,"3481_15","3481_15_15H",3,3,0.25,1,"3481_15_15H",129,2,"3481_15_15H",1,1,0,"drought"
"15",2023,"3116_15","3116_15_16C",9,9,19,7,"3116_15_17B",127.444444444444,9,"3116_15_17B",9,2,408,"drought"
"15",2023,"3482_15","3482_15_16J",3,3,3.25,2,"3482_15_16J",132.5,2,"3482_15_16J",2,1,34,"drought"
"15",2023,"3014_15","3014_15_9I",5,5,6.5,5,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3006_15","3006_15_18B",1,NA,2,1,"3006_15",137,1,"3006_15",1,0,32,"drought"
"15",2021,"3491_15","3491_15_17E",1,NA,2,1,"3491_15_17E",117,2,NA,0,NA,NA,"drought"
"15",2023,"3065_15","3065_15_2F",6,6,10.75,5,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"7593_15","7593_15_7A",2,2,5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3868_15","3868_15_15A",2,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3706_15","3706_15_13H",1,NA,1.75,1,"3706_15_13H",117,1,NA,0,NA,NA,"drought"
"15",2023,"3831_15","3831_15_14B",5,5,10.5,4,"3831_15_14C",131.333333333333,6,"3831_15_14C",5,3,150,"drought"
"15",2023,"3402_15","3402_15_9F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3047_15","3047_15_14J",3,3,5,3,"3047_15_15J",133.666666666667,3,"3047_15_15J",3,1,96,"drought"
"15",2023,"3818_15","3818_15_1A",5,5,9,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3372_15","3372_15_19C",3,3,2.25,3,"3372_15",139.333333333333,3,"3372_15",3,1,58,"drought"
"15",2023,"3734_15","3734_15_10H",1,NA,1.75,1,"3734_15_0H",129,1,"3734_15_0H",1,1,0,"drought"
"15",2023,"3095_15","3095_15_6J",5,5,8.5,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2021,"3774_15","3774_15_9F",1,NA,1.75,1,"3774_15_9F",124,1,NA,0,NA,NA,"drought"
"15",2023,"3397_15","3397_15_11F",2,2,4.75,2,"3397_15_10F",136,2,"3397_15_10F",2,1,114,"drought"
"15",2023,"3063_15","3063_15_1J",2,2,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3882_15","3882_15_2I",4,4,9.25,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3485_15","3485_15_3A",7,7,18.5,7,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3393_15","3393_15_0J",3,3,6.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3017_15","3017_15_7G",3,3,3.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3863_15","3863_15_8I",3,3,5.75,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2022,"3774_15","3774_15_9F",1,NA,2.5,1,"3774_15",137,1,"3774_15",1,0,72,"drought"
"15",2023,"3391_15","3391_15_16A",2,2,4,1,"3391_15_16A",129,4,"3391_15_16A",2,1,142,"drought"
"15",2023,"7521_15","7521_15_15E",1,NA,4.5,1,"7521_15_1E",129,1,"7521_15_1E",1,0,82,"drought"
"15",2022,"3736_15","3736_15_14B",4,4,9.25,4,"3736_15",137,3,"3736_15",4,1,128,"drought"
"15",2023,"3612_15","3612_15_12E",3,3,6,3,"3612_15_11D",131.333333333333,3,"3612_15_11D",3,1,88,"drought"
"15",2022,"3738_15","3738_15_17H",1,NA,2.5,1,"3738_15",137,1,"3738_15",2,2,0,"drought"
"15",2023,"3404_15","3404_15_9G",4,4,7.5,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"15",2023,"3581_15","3581_15_15I",3,3,6.25,3,"3581_15_15H",133.666666666667,3,"3581_15_15H",3,2,42,"drought"
"2",2021,"3186_2",NA,NA,NA,NA,NA,"3186_2_18D",138,2,NA,0,NA,NA,"control"
"2",2021,"3184_2","3184_2_9G",1,NA,1.25,1,"3184_2_9G",124,1,NA,0,NA,NA,"control"
"2",2023,"3519_2","3519_2_9G",1,NA,1.75,1,"3519_2_8G",129,1,NA,0,NA,NA,"control"
"2",2023,"3751_2","3751_2_8A",1,NA,2.5,1,"3751_2_8A",129,2,"3751_2_8A",1,1,0,"control"
"2",2021,"3163_2","3163_2_11D",2,NA,2.75,1,"3163_2_11D",131,2,NA,0,NA,NA,"control"
"2",2021,"3519_2","3519_2_9G",1,NA,2.5,1,"3519_2_9G",117,1,"3519_2_9G",1,0,40,"control"
"2",2023,"3597_2","3597_2_7H",2,2,5,2,"3597_2_8I",132.5,2,"3597_2_8I",2,1,2,"control"
"2",2022,"3185_2","3185_2_19B",2,2,3,2,"3185_2",140.5,2,"3185_2",4,0,156,"control"
"2",2023,"3522_2","3522_2_4E",1,NA,1.75,1,"3522_2_4E",129,1,"3522_2_4E",1,0,10,"control"
"2",2021,"3156_2","3156_2_11E",2,2,5.75,2,"3156_2_11E",120.5,4,NA,0,NA,NA,"control"
"2",2023,"3531_2","3531_2_9B",1,NA,1.25,1,"3531_2_9A",143,1,"3531_2_9A",1,1,0,"control"
"2",2021,"3185_2","3185_2_19B",1,NA,2,1,"3185_2_19B",131,1,"3185_2_19B",2,0,60,"control"
"2",2021,"3751_2","3751_2_8A",1,NA,0.5,1,"3751_2_8A",117,2,NA,0,NA,NA,"control"
"2",2022,"3550_2","3550_2_9I",2,2,3.5,2,"3550_2",144,2,"3550_2",2,0,64,"control"
"2",2023,"3188_2","3188_2_19B",1,NA,2,1,"3188_2_19B",136,1,"3188_2_19B",1,0,26,"control"
"2",2021,"3965_2","3965_2_11A",2,2,2.75,2,"3965_2_11A",124,2,NA,0,NA,NA,"control"
"2",2022,"3164_2","3164_2_14B",1,NA,2,1,"3164_2",144,1,"3164_2",1,0,2,"control"
"2",2023,"3164_2","3164_2_14B",1,NA,2.5,1,"3164_2_14B",129,2,"3164_2_14B",1,1,0,"control"
"2",2023,"3163_2","3163_2_11D",1,NA,NA,NA,"3163_2_11E",129,1,"3163_2_11E",1,1,0,"control"
"2",2021,"3157_2","3157_2_18E",2,2,3.25,2,"3157_2_18E",131,2,"3157_2_18E",2,1,70,"control"
"2",2021,"3602_2","3602_2_2B",1,NA,2,1,"3602_2_2B",124,1,"3602_2_2B",1,0,24,"control"
"2",2022,"3703_2","3703_2_7C",2,2,1,1,"3703_2",130,1,"3703_2",2,1,46,"control"
"2",2022,"3477_2","3477_2_6C",1,NA,1.25,1,"3477_2",151,1,"3477_2",1,0,34,"control"
"2",2021,"3162_2","3162_2_11I",1,NA,NA,NA,"3162_2_11I",117,1,NA,0,NA,NA,"control"
"2",2022,"3352_2","3352_2_19H",2,2,2.5,2,"3352_2",130,1,"3352_2",2,1,8,"control"
"2",2022,"3013_2","3013_2_3I",1,NA,1.5,1,"3013_2",144,1,"3013_2",1,0,12,"control"
"2",2021,"3167_2","3167_2_15B",3,3,4.5,3,"3167_2_15B",128.666666666667,3,NA,0,NA,NA,"control"
"2",2021,"3531_2","3531_2_9B",1,NA,2.25,1,"3531_2_9B",117,1,NA,0,NA,NA,"control"
"2",2021,"3550_2","3550_2_9I",1,NA,1.5,1,"3550_2_9I",117,1,NA,0,NA,NA,"control"
"2",2022,"3169_2","3169_2_12J",2,2,3.75,2,"3169_2",130,1,"3169_2",2,1,108,"control"
"2",2023,"3480_2","3480_2_3G",1,NA,2.75,1,"3480_2_3G",129,1,"3480_2_3G",1,0,56,"control"
"2",2021,"3159_2","3159_2_13H",3,3,5.75,3,"3159_2_13H",126.333333333333,3,NA,0,NA,NA,"control"
"2",2022,"3157_2","3157_2_18E",3,3,7.25,3,"3157_2",137,3,"3157_2",3,1,244,"control"
"2",2023,"3562_2","3562_2_19I",1,NA,1.75,1,"3562_2_19I",122,1,"3562_2_19I",1,1,0,"control"
"2",2021,"3155_2","3155_2_16A",1,NA,NA,NA,"3155_2_16A",117,2,NA,0,NA,NA,"control"
"2",2023,"3175_2","3175_2_15A",2,2,1.75,1,"3175_2_15A",122,2,"3175_2_15A",2,1,6,"control"
"2",2023,"3166_2","3166_2_12B",3,3,4.75,2,"3166_2_11B",124.333333333333,3,"3166_2_11B",3,1,182,"control"
"2",2021,"3597_2","3597_2_7H",1,NA,1.75,1,"3597_2_7H",117,1,NA,0,NA,NA,"control"
"2",2022,"3751_2","3751_2_8A",2,2,4.75,2,"3751_2",137,2,"3751_2",2,1,58,"control"
"2",2021,"3523_2","3523_2_2D",1,NA,3,1,"3523_2_2D",124,1,"3523_2_2D",1,0,34,"control"
"2",2023,"3413_2","3413_2_2E",1,NA,1.5,1,"3413_2_2E",122,1,"3413_2_2E",1,1,0,"control"
"2",2023,"3703_2","3703_2_7C",1,NA,1,1,"3703_2_7C",143,2,"3703_2_7C",1,0,6,"control"
"2",2021,"3168_2","3168_2_13J",1,NA,1.5,1,"3168_2_13J",117,1,NA,0,NA,NA,"control"
"2",2022,"3159_2","3159_2_13H",2,2,3.75,2,"3159_2",140.5,2,"3159_2",2,2,0,"control"
"2",2022,"3865_2","3865_2_9F",1,NA,2.25,1,"3865_2",130,1,"3865_2",1,1,0,"control"
"2",2021,"3164_2","3164_2_14B",2,2,2.75,2,"3164_2_14B",120.5,4,NA,0,NA,NA,"control"
"2",2022,"3172_2","3172_2_17A",2,2,3.5,2,"3172_2",133.5,2,"3172_2",2,1,150,"control"
"2",2021,"3502_2","3502_2_8B",1,NA,1.5,1,"3502_2_8B",124,1,"3502_2_8B",1,0,44,"control"
"2",2022,"3163_2","3163_2_11D",1,NA,1.5,1,"3163_2",144,1,"3163_2",1,0,30,"control"
"2",2022,"3156_2","3156_2_11E",2,2,3.5,2,"3156_2",123,1,"3156_2",2,1,70,"control"
"2",2022,"3480_2","3480_2_3G",1,NA,1.75,1,"3480_2",130,1,"3480_2",1,1,0,"control"
"2",2023,"3013_2","3013_2_3I",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
"2",2023,"3159_2","3159_2_13H",6,6,11.5,4,"3159_2_13I",129,4,"3159_2_13I",6,2,220,"control"
"2",2021,"3539_2","3539_2_7D",1,NA,2,1,"3539_2_6D",124,1,NA,0,NA,NA,"control"
