Year,Plot,Tag,Xcoor,Ycoor,umble.no,umble.diameter,umble.phenology,notes,,,,
2022,15,3083,7,I,2,3,NA,,,,,
2022,15,3083,7,I,3,5.5,NA,,,,,
2022,15,3863,8,I,1,5,NA,,,,,
2022,15,3863,8,I,2,1.5,NA,,,,,
2022,15,3014,9,I,1,3.5,NA,,,,,
2022,15,3014,9,I,2,3,NA,,,,,
2022,15,3021,9,J,1,6,NA,,,,,
2022,15,3021,9,J,2,5,NA,,,,,
2022,15,3673,10,A,1,8,maybe dead,,,,,
2022,15,3673,10,A,2,4.5,NA,,,,,
2022,15,3500,10,D,1,9,NA,,,,,
2022,15,3500,10,D,2,5,NA,,,,,
2022,15,3500,10,D,3,NA,dead,,,,,
2022,15,3734,10,H,1,3.5,NA,,,,,
2022,15,3734,10,H,2,3,NA,,,,,
2022,15,3848,10,J,1,3,NA,,,,,
2022,15,3848,10,J,2,4,NA,,,,,
2022,15,3354,11,B,1,3,NA,,,,,
2022,15,3354,11,B,2,2,NA,,,,,
2022,15,3354,11,B,3,3,NA,,,,,
2022,15,3354,11,B,4,2,NA,,,,,
2022,15,3354,11,B,5,4.5,NA,,,,,
2022,15,3354,11,B,6,4,NA,,,,,
2022,15,3354,11,B,7,5,NA,,,,,
2022,15,3397,11,F,1,6,NA,,,,,
2022,15,3397,11,F,2,3,NA,,,,,
2022,15,3397,11,F,3,3,NA,,,,,
2022,15,3900,11,F,1,3.5,NA,,,,,
2022,15,3900,11,F,2,5,NA,,,,,
2022,15,3490,12,C,1,4,NA,,,,,
2022,15,3490,12,C,2,5,NA,,,,,
2022,15,3612,12,E,1,4,NA,,,,,
2022,15,3612,12,E,2,2,NA,,,,,
2022,15,3401,12,G,1,4,NA,,,,,
2022,15,3401,12,G,2,3,NA,,,,,
2022,15,3297,12,I,1,3.5,NA,,,,,
2022,15,3297,12,I,2,5.5,NA,,,,,
2022,15,3757,13,G,1,6,NA,,,,,
2022,15,3757,13,G,2,3,NA,,,,,
2022,15,3706,13,H,1,4.5,NA,Tag says 3076,,,,
2022,15,3706,13,H,2,5,NA,,,,,
2022,15,3740,13,J,1,4,NA,broken+gone. Maybe 1> plants? Very close together ,,,,
2022,15,3740,13,J,2,4,NA,,,,,
2022,15,3740,13,J,3,2.5,NA,,,,,
2022,15,3740,13,J,4,2,NA,,,,,
2022,15,3740,13,J,5,4,NA,,,,,
2022,15,3740,13,J,6,4,NA,,,,,
2022,15,3740,13,J,7,NA,dead,,,,,
2022,15,3736,14,B,1,2.5,NA,,,,,
2022,15,3736,14,B,2,5.5,NA,,,,,
2022,15,3736,14,B,3,6,NA,,,,,
2022,15,3736,14,B,4,4.5,youngest,,,,,
2022,15,3371,14,C,1,6.5,NA,,,,,
2022,15,3371,14,C,2,8,NA,,,,,
2022,15,3371,14,C,3,3,NA,,,,,
2022,15,3493,14,E,1,2,NA,"NP in 2021, plant found in 2022",,,,
2022,15,3493,14,E,2,2.5,NA,,,,,
2022,15,3377,14,G,1,4,NA,,,,,
2022,15,3377,14,G,2,4.5,NA,,,,,
2022,15,3377,14,G,3,5,NA,,,,,
2022,15,3489,14,G,1,3,NA,,,,,
2022,15,3489,14,G,2,9,NA,,,,,
2022,15,3047,14,J,1,6,NA,,,,,
2022,15,3047,14,J,2,4.5,NA,,,,,
2022,15,3047,14,J,3,NA,NA,,,,,
2022,15,3868,15,A,1,4.5,NA,,,,,
2022,15,3868,15,A,2,4,NA,,,,,
2022,15,3868,15,A,3,4,NA,,,,,
2022,15,3868,15,A,4,4.5,NA,,,,,
2022,15,3868,15,A,5,3,NA,,,,,
2022,15,3455,15,C,1,5.5,NA,,,,,
2022,15,3455,15,C,2,4,NA,,,,,
2022,15,3581,15,I,1,5.5,NA,,,,,
2022,15,3581,15,I,2,5,NA,,,,,
2022,15,3391,16,A,1,4,NA,,,,,
2022,15,3391,16,A,2,4,NA,,,,,
2022,15,3116,16,C,1,6,NA,,,,,
2022,15,3116,16,C,2,6,NA,,,,,
2022,15,3116,16,C,3,8,NA,,,,,
2022,15,3395,16,G,1,5,NA,,,,,
2022,15,3395,16,G,2,4.5,NA,,,,,
2022,15,3395,16,G,3,4,NA,,,,,
2022,15,3491,17,E,1,3.5,NA,,,,,
2022,15,3491,17,E,2,5,NA,,,,,
2022,15,3491,17,E,3,4,NA,,,,,
2022,15,3436,17,H,1,9.5,NA,,,,,
2022,15,3436,17,H,2,2,NA,,,,,
2022,15,3457,18,A,1,5,NA,,,,,
2022,15,3457,18,A,2,2,NA,,,,,
2022,15,3372,19,C,1,1.5,NA,,,,,
2022,15,3372,19,C,2,2,NA,,,,,
2022,15,3372,19,C,3,1,NA,,,,,
2022,15,3384,16,I,1,7.5,NA,,,,,
2022,15,3384,16,I,2,4.5,NA,,,,,
2022,15,3384,16,I,3,4,NA,,,,,
2022,15,3384,16,I,4,5,NA,,,,,
2022,14,7557,7,G,1,3.5,seeding,,,,,
2022,14,7557,7,G,2,4,flp,,,,,
2022,5,7546,14,G,1,4,NA,,,,,
2022,5,7546,14,G,2,1,NA,,,,,
2022,4,7550,0,H,1,5.5,seeding,,,,,
2022,4,7550,0,H,2,4,seeding,,,,,
2022,4,7591,9,J,1,5.5,seeding,,,,,
2022,4,7591,9,J,2,1.5,flowering,,,,,
2022,13,7592,7,J,1,4.5,seeding,,,,,
2022,13,7592,7,J,2,3,flowering,,,,,
2022,13,7532,12,H,1,3,flp,,,,,
2022,13,7532,12,H,2,2.5,flowering,,,,,
2022,6,7587,13,A,1,8,seeding,,,,,
2022,6,7587,13,A,2,3.5,flp,,,,,
