year,plot,tag,umble.no,no.seeds,notes,
2022,14,3379,1,0,broken off/eaten,
2022,14,3086,1,64,,
2022,14,3086,2,0,,
2022,14,3463,1,0,,
2022,14,3607,1,0,,
2022,14,3607,2,0,,
2022,14,3926,1,0,,
2022,14,3118,1,62,,
2022,14,7575,1,0,,
2022,14,3816,1,26,,
2022,14,3682,1,16,,
2022,14,3682,2,38,,
2022,14,3682,3,104,,
2022,14,3885,1,76,,
2022,14,3711,1,44,,
2022,14,3575,1,0,,
2022,14,3464,1,28,,
2022,14,3385,1,86,,
2022,14,3440,1,4,,
2022,14,3496,1,0,,
2022,14,3776,1,6,,
2022,14,3149,1,106,,
2022,14,3149,1,0,,
2022,14,3149,2,128,,
2022,14,3829,1,48,,
2022,13,3675,1,,,*** 10 or 104?
2022,13,3675,2,0,,
2022,13,3373,1,134,,
2022,13,3373,2,0,,
2022,13,7532,1,68,,
2022,13,7532,2,0,,
2022,13,3358,1,80,,
2022,13,3358,2,0,,
2022,13,3358,3,0,,
2022,13,3494,1,70,,
2022,13,3494,2,96,,
2022,13,3494,3,0,,
2022,13,3367,1,0,,
2022,13,3391,1,16,,
2022,13,3123,1,,,*** look at hard copy
2022,13,3123,2,132,,
2022,13,3123,3,13,,
2022,13,3123,4,0,,
2022,13,3769,1,0,,
2022,13,3429,1,46,,
2022,13,3143,1,78,,
2022,13,3126,1,20,,
2022,13,3126,2,126,,
2022,13,3565,1,0,,
2022,13,3590,1,0,,
2022,13,3026,1,24,,
2022,13,3336,1,10,,
2022,13,3595,1,0,,
2022,13,3108,1,46,,
2022,13,3128,1,50,,
2022,13,3167,1,0,,
2022,13,3196,1,0,,
2022,13,3196,2,0,,
2022,13,3428,1,2,umble nibbled on,
2022,13,3155,1,88,,
2022,13,3614,1,66,,
2022,13,3497,1,36,,
2022,13,3628,1,58,,
2022,13,3628,2,88,,
2022,13,3112,1,0,,
2022,13,3042,1,28,,
2022,13,3397,1,8,,
2022,13,3397,2,54,,
2022,13,3180,1,30,,
2022,13,3780,1,146,,
2022,13,3780,2,0,,
2022,13,7592,1,18,,
2022,13,7592,2,96,,
2022,13,3989,1,76,,
2022,13,3357,1,18,,
2022,13,3853,1,62,order unknown,
2022,13,3853,2,38,,
2022,13,3853,3,40,,
2022,13,3853,4,64,,
2022,13,3178,1,32,,
2022,13,3726,1,62,,
2022,13,3384,1,58,,
2022,13,3396,1,40,,
2022,13,3396,2,86,,
2022,13,3396,3,112,,
2022,13,3705,1,8,,
2022,13,3481,1,52,,
2022,13,3481,2,78,,
2022,13,3481,3,62,,
2022,13,3333,1,2,,
2022,13,3333,2,12,,
2022,13,3422,1,50,,
2022,13,3724,1,22,,
2022,13,3701,1,42,,
2022,6,3345,1,148,,
2022,6,3345,2,72,,
2022,6,3345,3,24,,
2022,6,3345,4,0,,
2022,6,3345,5,0,,
2022,6,3136,1,140,,
2022,6,3136,2,138,,
2022,6,3136,3,0,,
2022,6,3070,1,0,,
2022,6,3070,2,0,,
2022,6,3070,3,0,,
2022,6,3173,1,103,,
2022,6,3173,2,116,,
2022,6,3173,3,0,,
2022,6,3173,4,0,,
2022,6,3140,1,100,order unknown,
2022,6,3140,2,116,,
2022,6,3140,3,0,,
2022,6,3005,1,0,,
2022,6,3630,1,160,,
2022,6,3630,2,148,,
2022,6,3630,3,0,,
2022,6,3179,1,0,,
2022,6,3179,2,0,,
2022,6,3179,3,0,,
2022,6,3955,1,24,,
2022,6,3319,1,0,,
2022,6,3319,2,0,,
2022,6,3319,3,0,,
2022,6,3319,4,0,,
2022,6,3319,5,0,,
2022,6,3360,1,186,,
2022,6,3360,2,0,,
2022,6,3358,1,32,mini mised previously,
2022,6,3358,2,120,,
2022,6,3358,3,182,,
2022,6,3358,4,122,,
2022,6,3358,5,0,,
2022,6,3725,1,34,,
2022,6,3725,2,70,,
2022,6,3725,3,0,,
2022,6,3777,1,104,,
2022,6,3777,2,0,,
2022,6,3669,1,100,,
2022,6,3669,2,86,,
2022,6,3669,3,0,,
2022,6,3141,1,148,,
2022,6,3141,2,184,,
2022,6,3141,3,0,,
2022,6,3733,1,144,,
2022,6,3733,2,0,,
2022,6,3648,1,32,,
2022,6,3648,2,0,,
2022,6,3648,3,0,,
2022,6,3648,4,90,,
2022,6,3518,1,60,,
2022,6,3518,2,82,,
2022,6,3518,3,18,,
2022,6,3887,1,114,,
2022,6,3887,2,112,,
2022,6,3887,3,4,,
2022,6,3773,1,18,,
2022,6,3773,2,0,,
2022,6,3729,1,134,,
2022,6,3729,2,0,,
2022,6,3354,1,40,,
2022,6,7587,1,102,,
2022,6,7587,2,84,,
2022,6,3643,1,84,,
2022,6,3643,2,26,,
2022,6,3643,3,0,,
2022,6,3466,1,120,,
2022,6,3466,2,140,,
2022,6,3466,3,0,,
2022,6,3743,1,68,,
2022,6,3743,2,0,,
2022,6,3789,1,0,,
2022,6,3008,1,112,,
2022,6,3372,1,62,,
2022,6,3489,1,94,,
2022,6,3400,1,158,,
2022,6,3142,1,0,,
2022,7,5050,1,32,,
2022,7,3368,1,20,,
2022,7,3370,1,0,,
2022,7,5037,1,0,,
2022,7,5040,1,0,,
2022,7,3403,1,0,,
2022,7,5056,1,0,,
2022,7,5056,2,0,,
2022,15,3673,1,140,,
2022,15,3673,2,0,,
2022,15,3395,1,74,,
2022,15,3395,2,98,,
2022,15,3395,3,0,,
2022,15,3417,1,10,,
2022,15,3417,2,6,,
2022,15,3417,3,0,,
2022,15,3377,1,96,,
2022,15,3377,2,84,,
2022,15,3377,3,0,,
2022,15,3491,1,150,,
2022,15,3491,2,0,,
2022,15,3491,3,0,,
2022,15,3659,1,168,,
2022,15,3659,2,170,,
2022,15,3659,3,110,,
2022,15,3659,4,0,,
2022,15,3659,5,0,,
2022,15,3426,1,34,,
2022,15,3882,1,138,,
2022,15,3882,2,0,,
2022,15,3068,1,,,look at hard copy
2022,15,3068,2,0,,
2022,15,3021,1,168,,
2022,15,3021,2,0,,
2022,15,3297,1,132,,
2022,15,3297,2,0,,
2022,15,3401,1,90,,
2022,15,3401,2,0,,
2022,15,3076,1,152,,
2022,15,3076,1,0,,
2022,15,3479,1,112,,
2022,15,3479,2,118,,
2022,15,3479,3,166,,
2022,15,3479,4,100,,
2022,15,3479,5,82,,
2022,15,3479,6,40,,
2022,15,3177,1,66,,
2022,15,3177,2,32,,
2022,15,3177,3,10,,
2022,15,3177,4,68,,
2022,15,3017,1,70,,
2022,15,3017,2,0,,
2022,15,3341,1,140,,
2022,15,3341,2,94,,
2022,15,3341,3,12,,
2022,15,3341,4,96,,
2022,15,3341,5,108,,
2022,15,3341,6,30,,
2022,15,3341,7,26,,
2022,15,3052,1,102,,
2022,15,3052,2,0,,
2022,15,3500,1,160,,
2022,15,3500,2,26,,
2022,15,3500,3,0,,
2022,15,3490,1,68,,
2022,15,3490,2,0,,
2022,15,3900,1,126,,
2022,15,3900,2,42,,
2022,15,3354,1,68,,
2022,15,3354,2,44,,
2022,15,3354,3,30,,
2022,15,3354,4,70,,
2022,15,3354,5,4,,
2022,15,3354,6,0,,
2022,15,3354,7,0,,
2022,15,3734,1,88,,
2022,15,3734,2,0,,
2022,15,3757,1,86,,
2022,15,3757,2,20,,
2022,15,3489,1,112,,
2022,15,3489,2,86,,
2022,15,3371,1,86,,
2022,15,3371,2,32,,
2022,15,3371,3,94,,
2022,15,3116,1,38,,
2022,15,3116,2,22,,
2022,15,3116,3,16,,
2022,15,3455,1,178,,
2022,15,3455,2,0,,
2022,15,3736,1,68,,
2022,15,3736,2,42,,
2022,15,3736,3,18,,
2022,15,3736,4,0,,
2022,15,3436,1,54,,
2022,15,3436,2,22,,
2022,15,3740,1,122,,
2022,15,3740,2,52,,
2022,15,3740,3,0,,
2022,15,3740,4,0,,
2022,15,3740,5,0,,
2022,15,3740,6,0,,
2022,15,3063,1,8,,
2022,15,3427,1,34,,
2022,15,3427,2,0,,
2022,15,3065,1,36,,
2022,15,3065,2,2,,
2022,15,3065,3,0,,
2022,15,3818,1,96,,
2022,15,3818,2,106,,
2022,15,3818,3,80,,
2022,15,3818,4,0,,
2022,15,3818,5,0,,
2022,15,3612,1,0,,
2022,15,3612,2,0,,
2022,15,3813,1,70,,
2022,15,3372,1,54,,
2022,15,3372,2,4,,
2022,15,3372,3,0,,
2022,15,3738,1,0,,
2022,15,3738,2,0,,
2022,15,3384,1,108,,
2022,15,3384,2,80,,
2022,15,3384,3,10,,
2022,15,3384,4,0,,
2022,15,3047,1,20,,
2022,15,3047,2,72,,
2022,15,3047,3,0,,
2022,15,3848,1,2,,
2022,15,3848,2,0,,
2022,15,3083,1,126,,
2022,15,3083,2,124,,
2022,15,3083,3,2,,
2022,15,3892,1,48,order unknown,
2022,15,3892,2,54,,
2022,15,3892,3,0,,
2022,15,3485,1,82,,
2022,15,3485,2,86,,
2022,15,3485,3,0,,
2022,15,3485,4,10,,
2022,15,3485,5,2,,
2022,15,3485,6,0,,
2022,15,3423,1,20,,
2022,15,3423,2,10,,
2022,15,3095,1,32,,
2022,15,3095,2,0,,
2022,15,3472,1,104,,
2022,15,3472,2,64,,
2022,15,3472,3,4,,
2022,15,3472,4,0,,
2022,15,3863,1,36,,
2022,15,3863,2,14,,
2022,15,3458,1,0,plant pulled,
2022,15,3397,1,92,,
2022,15,3397,2,72,,
2022,15,3397,3,38,,
2022,15,3774,1,72,,
2022,15,3493,1,20,,
2022,15,3493,2,0,,
2022,15,3006,1,32,,
2022,15,3391,1,124,,
2022,15,3391,2,0,,
2022,15,3481,1,62,,
2022,15,3581,1,106,,
2022,15,3581,2,76,,
2022,15,3393,1,4,,
2022,15,3393,2,0,,
2022,15,7593,1,0,,
2022,15,3014,1,44,,
2022,15,3014,2,8,,
2022,15,3755,1,0,,
2022,15,7521,1,54,,
2022,15,3446,1,132,,
2022,15,3868,1,146,,
2022,15,3868,2,80,,
2022,15,3868,3,88,,
2022,15,3868,4,24,,
2022,15,3868,5,0,,
2022,15,3457,1,42,,
2022,15,3457,2,26,,
2022,15,3766,1,36,,
2022,15,3482,1,54,,
2022,13,3433,1,92,,
2022,13,3433,2,86,,
2022,13,3433,3,36,,
2022,13,3441,1,170,,
2022,13,3441,2,252,,
2022,13,3441,3,0,,
2022,13,3826,1,164,,
2022,13,3826,2,0,,
2022,13,3382,1,108,,
2022,13,3382,2,46,,
2022,13,3382,3,0,,
2022,13,3978,1,90,,
2022,13,3978,2,92,,
2022,13,3978,3,90,,
2022,13,3978,4,0,,
2022,13,3642,1,36,,
2022,13,3642,2,112,,
2022,13,3642,3,94,,
2022,13,3642,4,0,,
2022,13,7537,1,80,order unknown,
2022,13,7537,2,0,,
2022,13,7537,3,0,,
2022,13,3515,1,118,order unknown,
2022,13,3515,2,100,,
2022,13,3515,3,0,,
2022,13,3515,4,0,,
2022,13,3376,1,78,,
2022,13,3376,2,184,,
2022,13,3376,3,0,,
2022,13,3605,1,74,,
2022,13,3605,2,92,,
2022,13,3605,3,0,,
2022,13,3616,1,38,,
2022,13,3616,2,0,,
2022,13,3593,1,0,,
2022,13,3593,2,0,,
2022,13,3775,1,18,,
2022,13,3775,2,62,,
2022,13,3620,1,84,,
2022,13,3620,2,0,,
2022,13,3431,1,6,,
2022,13,3431,2,80,,
2022,13,3088,1,56,,
2022,13,3088,2,40,,
2022,13,3088,3,86,,
2022,13,3088,4,0,,
2022,13,3088,5,0,,
2022,13,3638,1,66,,
2022,13,3638,2,80,,
2022,13,3638,3,0,,
2022,13,3390,1,110,,
2022,13,3390,2,0,,
2022,13,3120,1,110,,
2022,13,3120,2,0,,
2022,13,3604,1,6,,
2022,13,3604,2,190,,
2022,13,3604,3,0,,
2022,13,3187,1,42,,
2022,13,3187,2,0,,
2022,13,3421,1,120,,
2022,13,3421,2,0,,
2022,13,3119,1,48,,
2022,13,3119,2,0,,
2022,13,3018,1,100,,
2022,13,3018,2,118,,
2022,13,3018,3,0,,
2022,13,3980,1,84,,
2022,13,3980,2,0,,
2022,13,3118,1,116,,
2022,13,3118,2,0,,
2022,12,3449,1,30,,
2022,12,3449,2,16,,
2022,12,3451,1,112,,
2022,12,3451,2,116,,
2022,12,3451,3,0,,
2022,12,3551,1,16,,
2022,12,3131,1,42,,
2022,12,3445,1,6,,
2022,12,3145,1,92,,
2022,12,3423,1,100,,
2022,12,3423,2,118,,
2022,12,3423,3,86,,
2022,12,3137,1,48,,
2022,12,3413,1,102,,
2022,5,5021,1,18,,
2022,5,5021,2,0,,
2022,5,5021,3,0,,
2022,5,3476,1,72,,
2022,5,3476,2,0,,
2022,5,3896,1,44,,
2022,5,3896,2,0,,
2022,5,3067,1,98,,
2022,5,3067,2,22,,
2022,5,3067,3,0,,
2022,5,3473,1,52,,
2022,5,3473,2,46,,
2022,5,3473,3,0,,
2022,5,3135,1,66,,
2022,5,3135,2,12,,
2022,5,3135,3,0,,
2022,5,3161,1,78,,
2022,5,3161,2,92,,
2022,5,3161,3,0,,
2022,5,3479,1,94,,
2022,5,3479,2,0,,
2022,5,3338,1,90,,
2022,5,3338,2,0,,
2022,5,5026,1,100,,
2022,5,5026,2,0,,
2022,5,3200,1,80,,
2022,5,3200,2,46,,
2022,5,3200,3,0,,
2022,5,3010,1,112,,
2022,5,3010,2,0,,
2022,5,3124,1,138,,
2022,5,3124,2,0,,
2022,5,3685,1,112,,
2022,5,3685,2,30,,
2022,5,3685,3,0,,
2022,5,7536,1,0,,
2022,5,3697,1,0,,
2022,5,3697,2,0,,
2022,5,3710,1,72,,
2022,5,3710,2,34,,
2022,5,3710,3,0,,
2022,5,3022,1,104,,
2022,5,3022,2,0,,
2022,5,3663,1,122,weird alien stalk,
2022,5,3663,2,0,,
2022,5,3888,1,0,,
2022,5,3499,1,36,,
2022,5,3499,2,0,,
2022,5,3987,1,6,,
2022,5,3196,1,84,,
2022,5,3196,2,20,,
2022,5,3197,1,160,,
2022,5,3197,2,138,,
2022,5,3197,3,6,,
2022,5,3197,4,14,,
2022,5,3199,1,68,weird alien stalk,
2022,5,3199,2,2,,
2022,5,3198,1,6,,
2022,5,3198,2,0,,
2022,5,3810,1,52,,
2022,5,3810,2,46,,
2022,5,3810,3,0,,
2022,5,5022,1,0,,
2022,5,3546,1,66,,
2022,5,3546,2,0,,
2022,5,3644,1,54,,
2022,5,3074,1,0,,
2022,5,3074,2,0,,
2022,5,3074,3,0,,
2022,5,5044,1,0,,
2022,5,5044,2,0,,
2022,5,3127,1,84,,
2022,5,3127,2,66,,
2022,5,3833,1,56,,
2022,5,3833,2,24,,
2022,5,3988,1,2,,
2022,5,3988,2,0,,
2022,5,7546,1,8,,
2022,5,7546,2,0,,
2022,5,5036,1,36,,
2022,5,5036,2,4,,
2022,5,3788,1,128,,
2022,5,3108,1,26,,
2022,5,3820,1,11,,
2022,5,3153,1,0,,
2022,5,3093,1,94,,
2022,5,3811,1,0,,
2022,5,3869,1,22,,
2022,5,3488,1,40,,
2022,5,3488,2,102,,
2022,5,3488,3,42,,
2022,5,3488,4,76,,
2022,5,3488,5,38,,
2022,5,3109,1,50,,
2022,5,3109,2,0,,
2022,5,3148,1,52,,
2022,5,3465,1,56,,
2022,5,3465,2,0,,
2022,5,3560,1,56,,
2022,5,3152,1,4,,
2022,5,3125,1,0,,
2022,5,3877,1,36,,
2022,5,3615,1,42,,
2022,5,3615,2,22,,
2022,5,3649,1,0,,
2022,5,3516,1,66,,
2022,5,3516,2,0,,
2022,5,7555,1,10,,
2022,5,3178,1,30,,
2022,5,3178,2,26,,
2022,5,3193,1,38,,
2022,5,7522,1,60,,
2022,5,5042,1,10,,
2022,5,5045,1,66,,
2022,7,5032,1,0,,
2022,7,5032,2,0,,
2022,7,3450,1,136,,
2022,7,3450,2,2,,
2022,7,3450,3,0,,
2022,7,3446,1,4,,
2022,7,3446,2,0,,
2022,7,3981,1,0,,
2022,7,3981,2,0,,
2022,7,3452,1,114,,
2022,7,3452,2,26,,
2022,7,3452,3,0,,
2022,7,3452,4,0,,
2022,7,5049,1,80,,
2022,7,5049,2,0,,
2022,7,3089,1,92,,
2022,7,3089,2,0,,
2022,7,3298,1,26,,
2022,7,3886,1,90,,
2022,7,3886,2,0,,
2022,7,3375,1,0,,
2022,7,3375,2,0,,
2022,7,3994,1,134,,
2022,7,3994,2,150,,
2022,7,3994,3,0,,
2022,7,3994,4,0,,
2022,7,3994,5,0,,
2022,7,5047,1,44,,
2022,7,5047,2,0,,
2022,7,3874,1,64,,
2022,7,3044,1,50,,
2022,7,3044,2,0,,
2022,7,3443,1,0,,
2022,7,5051,1,118,,
2022,7,5051,2,0,,
2022,7,3453,1,76,,
2022,7,3453,2,26,,
2022,7,3453,3,22,,
2022,7,3453,4,0,,
2022,7,3100,1,2,,
2022,7,3688,1,0,,
2022,7,3688,2,0,,
2022,7,7544,1,0,,
2022,7,3408,1,0,,
2022,7,5053,1,0,,
2022,7,3401,1,36,,
2022,7,5048,1,2,,
2022,7,5054,1,36,,
2022,7,3406,1,0,,
