Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,YrTag,notes
2021,7,3176,18,I,1,17,0,NA,NA,2019,
2021,9,3639,11,0.09,2,19,0,NA,NA,2017,11K
2021,9,3059,11,0.21,NA,NA,NA,NA,NA,2017,"NPNT ,maybe new 3731 or 3770"
2021,9,3731,11,L,3,19,0,NA,NA,2021,maybe 3059?
2021,9,3609,11,P,2,18,0,NA,NA,2021,
2021,9,3770,12,L,4,26,0,NA,NA,2021,maybe 3059?
2021,9,3690,12,R,1,14,0,NA,NA,2021,
2021,9,3442,13,0.08,2,26,0,NA,NA,2018,13L
2021,9,3183,13,0.19,2,25,0,NA,NA,2017,13L
2021,9,3143,14,0.95,3,20,2,37,5,2017,14T
2021,9,3666,17,H,NA,NA,NA,NA,NA,2019,NPNT
2021,9,3683,17,H,NA,NA,NA,NA,NA,2019,NPNT
2021,10,3190,1,B,2,13.5,1,24,4,2016,
2021,10,3670,4,E,0,NA,NA,NA,NA,2016,NP
2021,10,3547,4,F,2,23,0,NA,NA,2016,
2021,10,3378,5,D,1,13,0,NA,NA,2017,
2021,10,3353,5,E,2,18,0,NA,NA,2016,
2021,10,3655,6,B,2,19.5,0,NA,NA,2017,
2021,10,3637,6,B,1,11,0,NA,NA,2021,
2021,10,3929,7,C,1,10,0,NA,NA,2021,
2021,12,3425,2,I,2,13.5,0,NA,NA,2020,
2021,12,3002,3,B,3,17.5,0,NA,NA,2016,
2021,12,3130,3,B,NA,NA,NA,NA,NA,2019,NPNT
2021,12,3133,5,C,1,9.5,0,NA,NA,2019,
2021,12,3448,6,F,2,16,0,NA,NA,2018,
2021,12,3135,7,G,3,9,2,21.5,4,2019,
2021,12,3424,7,H,1,10,0,NA,NA,2020,
2021,12,3445,10,B,1,12,0,NA,NA,2018,
2021,12,3420,10,H,1,9,0,NA,NA,2020,
2021,12,3181,11,B,3,10.5,0,NA,NA,2019,
2021,12,3145,11,D,2,15,0,NA,NA,2019,
2021,12,3551,11,H,0,NA,NA,NA,NA,2016,NP
2021,12,3876,11,H,1,14,0,NA,NA,2016,
2021,12,3449,12,B,2,14,0,NA,NA,2018,
2021,12,3137,12,G,3,11.5,0,NA,NA,2019,
2021,12,3153,13,E,NA,NA,NA,NA,NA,2019,"NPNT, was the tag pulled?"
2021,12,3131,13,H,3,15,0,NA,NA,2019,
2021,12,3134,13,H,2,14.5,0,NA,NA,2019,
2021,12,3422,13,H,2,19,0,NA,NA,2020,
2021,12,3423,13,H,NA,NA,NA,NA,NA,2020,"NT, new tag is 3815"
2021,12,3444,13,H,1,10.5,0,NA,NA,2018,
2021,12,3815,13,H,1,11,0,NA,NA,2021,new tag for 3423
2021,12,3369,14,C,1,9.5,0,NA,NA,2017,
2021,12,3419,14,C,1,7,0,NA,NA,2020,
2021,12,3439,14,G,1,13,0,NA,NA,2018,
2021,12,3761,14,G,2,14,0,NA,NA,2021,
2021,12,3578,15,A,4,8,2,20,SOS,2016,
2021,12,3049,15,B,1,11,0,NA,NA,?,
2021,12,3421,15,C,1,7,0,NA,NA,2020,
2021,12,3834,15,C,0,NA,NA,NA,NA,2016,NP
2021,12,3366,15,D,1,13,0,NA,NA,2017,
2021,12,3354,15,G,1,12,0,NA,NA,2016,
2021,12,3129,15,H,3,29,0,NA,NA,2019,
2021,12,3414,15,H,1,11,0,NA,NA,2020,
2021,12,3146,16,B,2,14.5,0,NA,NA,2019,
2021,12,3140,16,C,1,10,0,NA,NA,2019,
2021,12,3149,16,C,1,11,0,NA,NA,2019,
2021,12,3394,16,C,1,8,0,NA,NA,2017,
2021,12,3410,16,C,1,10.5,0,NA,NA,2020,
2021,12,3376,16,E,1,12.5,0,NA,NA,2017,
2021,12,3413,16,I,1,10,0,NA,NA,2020,
2021,12,3139,17,A,2,5.5,0,NA,NA,2019,
2021,12,3144,17,A,0,NA,NA,NA,NA,2019,NP
2021,12,3147,17,B,NA,NA,NA,NA,NA,2019,NPNT
2021,12,3395,17,C,2,16,0,NA,NA,2017,
2021,12,3412,17,C,0,NA,NA,NA,NA,2020,"NP, under hose"
2021,12,3148,17,D,1,15,0,NA,NA,2019,
2021,12,3386,17,D,1,13,0,NA,NA,2017,
2021,12,3451,17,D,2,15.5,0,NA,NA,2018,in clump of anthox.
2021,12,3411,17,F,0,NA,NA,NA,NA,2020,NP
2021,12,3938,17,F,1,9,0,NA,NA,2021,
2021,12,3415,17,H,1,8,0,NA,NA,2020,
2021,12,3536,18,A,4,15,2,25,SOS,2016,
2021,12,3418,18,C,1,13,0,NA,NA,2020,
2021,12,3388,18,E,1,8,0,NA,NA,2017,
2021,12,3132,18,F,2,9,0,NA,NA,2019,
2021,12,3417,18,F,1,9,0,NA,NA,2020,
2021,12,3416,18,G,0,NA,NA,NA,NA,2020,NP
2021,12,3768,18,G,1,6.5,0,NA,NA,2021,
2021,12,3226,19,D,1,7,0,NA,NA,2021,
2021,12,3758,19,H,1,10.5,0,NA,NA,2021,
2021,13,3027,0,C,3,12.5,0,NA,NA,2016,
2021,13,3421,0,C,2,13,1,15,3,2018,
2021,13,3422,0,C,2,12.5,0,NA,NA,2018,
2021,13,3428,0,D,2,13,1,12.5,3,2018,
2021,13,3429,0,D,1,13,1,14,3.5,2018,
2021,13,3431,0,D,2,13,0,NA,NA,2018,
2021,13,3039,0,E,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3726,0,E,3,15.5,1,21,3,2021,
2021,13,3558,0,F,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3980,0,F,2,18,0,NA,NA,2016,
2021,13,3769,0,G,2,13.5,1,19,2.5,2021,
2021,13,3096,0,H,1,18,0,NA,NA,2021,
2021,13,3110,0,I,0,NA,NA,NA,NA,2019,NP
2021,13,3111,0,I,0,NA,NA,NA,NA,2019,NP
2021,13,3112,0,J,1,14.5,0,NA,NA,2019,
2021,13,3299,1,G,1,9,0,NA,NA,2021,
2021,13,3187,1,J,3,10,1,17,3.5,2016,
2021,13,3441,2,B,1,14.5,0,NA,NA,2018,
2021,13,3178,2,C,1,11,0,NA,NA,2017,old tag=3387
2021,13,3595,2,F,2,6,1,4.5,NA,2016,
2021,13,3978,2,F,5,14,2,18,4.5,2021,
2021,13,3604,2,H,3,16.5,0,NA,NA,2016,
2021,13,3433,3,A,2,10,1,15,2.5,2018,
2021,13,3336,3,C,1,10,0,NA,NA,2016,
2021,13,3026,3,E,1,9,0,NA,NA,2021,
2021,13,3121,3,F,0,NA,NA,NA,NA,2019,NP
2021,13,3120,3,H,5,14.5,0,NA,NA,2019,
2021,13,3367,3,H,2,12.5,0,NA,NA,2017,
2021,13,3400,3,H,1,7,1,6,2.5,2017,
2021,13,3880,4,C,2,15,1,16,2.5,2016,note from last year: new tag = 3428
2021,13,3559,4,C,1,16,0,NA,NA,2021,
2021,13,3122,4,F,0,NA,NA,NA,NA,2019,NP
2021,13,3709,4,F,NA,NA,NA,NA,NA,2017,NPNT
2021,13,3778,4,H,1,10.5,0,NA,NA,2021,
2021,13,3155,5,A,5,11,1,19,2,2016,
2021,13,3826,5,A,4,12,1,14,2,2016,
2021,13,3382,5,C,2,10,1,22,4,2017,
2021,13,3123,5,H,7,15,0,NA,NA,2016,
2021,13,3109,5,I,0,NA,NA,NA,NA,2019,NP
2021,13,3384,6,G,2,13.5,0,NA,NA,2017,
2021,13,3113,6,I,NA,NA,NA,NA,NA,2019,NPNT
2021,13,3427,6,I,1,12,0,NA,NA,2020,
2021,13,3390,7,G,4,14.5,1,12.5,1.5,2017,
2021,13,3780,7,J,4,12,1,18,2,2021,
2021,13,3391,7,K,2,13,0,NA,NA,2018,
2021,13,3638,8,C,2,9,0,NA,NA,2016,
2021,13,3727,8,D,2,14.5,0,NA,NA,2021,
2021,13,3114,8,H,0,NA,NA,NA,NA,2019,"NP, tag is 3429"
2021,13,3114,8,J,1,7.5,0,NA,NA,2019,
2021,13,3694,9,A,4,14,0,NA,NA,2018,
2021,13,3079,9,B,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3088,9,B,4,16,0,NA,NA,2016,
2021,13,3590,9,C,2,9,0,NA,NA,2021,
2021,13,3119,9,H,3,14,0,NA,NA,2017,old tag was 3388
2021,13,3141,10,A,0,NA,NA,NA,NA,2019,NP
2021,13,3616,10,B,3,10.5,1,19.5,3.5,2016,
2021,13,3018,10,G,3,15.5,1,20,3.5,2017,
2021,13,3642,10,G,4,14,2,18.5,SOS,2016,
2021,13,3287,10,H,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3143,11,A,2,11,1,12,2.5,2019,
2021,13,3115,11,G,0,NA,NA,NA,NA,2019,NP
2021,13,3775,11,G,3,13,1,13.5,2,2021,
2021,13,3118,11,H,2,19,0,NA,NA,2019,
2021,13,3658,11,I,3,16,0,NA,NA,2016,
2021,13,3138,12,A,1,10,0,NA,NA,2019,
2021,13,3333,12,A,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3593,12,A,3,17,0,NA,NA,2021,
2021,13,3396,12,B,6,15.5,3,17,SOS,2017,
2021,13,3389,12,F,3,19,1,21,3.5,2017,tag is 3481
2021,13,3108,12,G,4,15,1,NA,NA,2019,
2021,13,3167,12,G,3,12.5,0,NA,NA,2016,
2021,13,3997,12,G,4,15,1,14,NA,2021,
2021,13,3756,12,G,2,14,0,NA,NA,2021,
2021,13,3620,12,J,2,13,1,21.5,3.5,2016,
2021,13,3128,13,H,3,16,1,10,NA,2016,
2021,13,3675,13,I,4,19.5,2,23.5,4,2016,
2021,13,3373,13,J,5,17,1,14,NA,2017,
2021,13,3136,14,A,1,12.5,0,NA,NA,2019,
2021,13,3196,14,A,1,17.5,0,NA,NA,2019,
2021,13,3042,14,B,2,17,0,NA,NA,2021,
2021,13,3500,14,C,2,18.5,0,NA,NA,2019,
2021,13,3724,14,C,1,15,0,NA,NA,2021,
2021,13,3498,14,D,1,7,0,NA,NA,2019,
2021,13,3375,14,F,NA,NA,NA,NA,NA,2017,NPNT
2021,13,3515,14,G,4,12.5,2,24.5,SOS,2018,
2021,13,3359,14,H,1,18.5,0,NA,NA,2016,
2021,13,3705,14,H,5,24,0,NA,NA,2016,
2021,13,3183,15,A,NA,NA,NA,NA,NA,2019,NPNT
2021,13,3179,15,B,1,15,0,NA,NA,2019,
2021,13,3492,15,C,1,13,0,NA,NA,2019,
2021,13,3483,15,D,NA,NA,NA,NA,NA,2019,NPNT
2021,13,3700,15,D,0,NA,NA,NA,NA,2016,NP
2021,13,3491,15,E,1,11,0,NA,NA,2019,
2021,13,3605,15,F,3,18.5,1,24,1,2016,
2021,13,3356,15,G,0,NA,NA,NA,NA,2016,NP
2021,13,3358,16,A,3,19,0,NA,NA,2017,
2021,13,3853,16,A,7,19,1,26,3,2016,
2021,13,3478,16,B,1,13.5,0,NA,NA,2019,
2021,13,3355,16,C,4,14.5,0,NA,NA,2017,
2021,13,3356,16,C,0,NA,NA,NA,NA,2017,"NP, tag is 3480"
2021,13,3385,16,D,NA,NA,NA,NA,NA,2017,NPNT
2021,13,3389,16,D,NA,NA,NA,NA,NA,2017,NPNT
2021,13,3494,16,D,4,11,2,23,SOS,2019,
2021,13,3376,16,F,4,17,1,17,2,2017,
2021,13,3419,16,F,0,NA,NA,NA,NA,2018,NP
2021,13,3023,16,G,3,20,1,23,2.5,2016,
2021,13,3117,16,H,3,19,0,NA,NA,2019,
2021,13,3154,16,J,5,14,0,NA,NA,2016,
2021,13,3357,16,J,4,11,1,10.5,1,2017,
2021,13,3387,17,A,3,16,1,13,2,2017,tag is 3142
2021,13,3396,17,A,1,14,0,NA,NA,2017,
2021,13,3438,17,A,2,12,0,NA,NA,2018,
2021,13,3126,17,B,2,15,0,NA,NA,2019,
2021,13,3164,17,C,2,17.5,0,NA,NA,2017,
2021,13,3497,17,C,0,NA,NA,NA,NA,2019,NP
2021,13,3628,17,D,7,12,1,11,1,2016,
2021,13,3397,17,G,2,18,1,13,1,2017,
2021,13,3180,17,H,3,15,0,NA,NA,2019,
2021,13,3009,17,J,0,NA,NA,NA,NA,2016,NP
2021,13,3535,18,A,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3420,18,B,NA,NA,NA,NA,NA,2018,NPNT
2021,13,3392,18,C,3,10.5,0,NA,NA,2017,
2021,13,3393,18,C,0,NA,NA,NA,NA,2017,NP
2021,13,3830,18,C,1,7.5,0,NA,NA,2016,
2021,13,3377,18,D,2,12,0,NA,NA,2017,
2021,13,3573,18,D,NA,NA,NA,NA,NA,2016,NPNT
2021,13,3823,18,G,0,NA,NA,NA,NA,2016,NP
2021,13,3383,18,I,3,15,0,NA,NA,2017,
2021,13,3781,19,C,1,19.5,0,NA,NA,2021,
2021,13,3681,19,D,2,12,0,NA,NA,2016,
2021,13,3061,19,E,1,5,0,NA,NA,2016,
2021,13,3701,19,E,4,11,0,NA,NA,2016,
2021,13,3565,19,F,2,16,0,NA,NA,2016,
2021,13,3617,19,G,2,14,0,NA,NA,2016,
2021,14,3004,0,A,1,12,0,NA,NA,2021,
2021,14,3699,0,E,2,21,0,NA,NA,2021,
2021,14,3752,0,H,3,12,0,NA,NA,2021,
2021,14,3433,0,I,3,17,0,NA,NA,2020,
2021,14,3459,1,A,2,20,0,NA,NA,2019,
2021,14,3495,1,A,2,17.5,0,NA,NA,2019,
2021,14,3464,1,B,2,14,0,NA,NA,2019,
2021,14,3431,1,F,NA,NA,NA,NA,NA,2020,NPNT
2021,14,3754,1,F,1,13,0,NA,NA,2021,
2021,14,3058,2,A,3,16,0,NA,NA,2016,
2021,14,3350,2,A,2,9.5,0,NA,NA,2016,
2021,14,3379,2,A,2,15,0,NA,NA,2017,
2021,14,3711,2,G,2,11.5,0,NA,NA,2021,
2021,14,3432,2,J,2,16,1,33,3.5,2020,
2021,14,3383,3,A,0,NA,NA,NA,NA,2018,NP
2021,14,3469,3,A,3,11,0,NA,NA,2019,
2021,14,3626,3,A,NA,NA,NA,NA,NA,2016,NPNT
2021,14,3035,3,B,3,16,0,NA,NA,2016,
2021,14,3776,3,J,2,15.5,0,NA,NA,2021,
2021,14,3340,4,A,NA,NA,NA,NA,NA,2016,NPNT
2021,14,3382,4,A,2,14,0,NA,NA,2017,
2021,14,3689,4,B,1,14,0,NA,NA,2016,
2021,14,3326,4,C,0,NA,NA,NA,NA,2018,NP
2021,14,3158,4,C,1,11.5,0,NA,NA,2021,
2021,14,3380,5,A,1,11,0,NA,NA,2017,
2021,14,3381,5,A,0,NA,NA,NA,NA,2017,NP
2021,14,3435,5,A,1,10,0,NA,NA,2020,
2021,14,3486,5,A,1,16.5,0,NA,NA,2019,
2021,14,3085,5,B,NA,NA,NA,NA,NA,2016,NPNT
2021,14,3463,5,B,1,7,0,NA,NA,2019,
2021,14,3468,5,C,2,16,0,NA,NA,2019,
2021,14,3671,5,C,1,19,0,NA,NA,2016,
2021,14,3385,5,D,1,18,0,NA,NA,2017,
2021,14,3475,5,D,NA,NA,NA,NA,NA,2019,NPNT
2021,14,3926,5,D,2,18,0,NA,NA,2016,
2021,14,3913,5,E,3,22,0,NA,NA,2016,
2021,14,3398,6,A,2,15.5,0,NA,NA,2017,
2021,14,3032,6,B,NA,NA,NA,NA,NA,2016,NPNT
2021,14,3300,6,B,1,9.5,0,NA,NA,2016,
2021,14,3430,6,B,2,20.5,0,NA,NA,2020,
2021,14,3534,6,B,2,19.5,0,NA,NA,2021,
2021,14,3487,6,C,0,NA,NA,NA,NA,2019,NP
2021,14,3816,6,G,3,26,0,NA,NA,2019,
2021,14,3520,7,A,1,12.5,0,NA,NA,2021,
2021,14,3434,7,B,1,6,0,NA,NA,2020,
2021,14,3305,7,B,2,15,1,22.5,2,2021,
2021,14,3661,7,I,2,15,1,41.5,6.5,2019,
2021,14,3460,7,J,2,16,0,NA,NA,2019,
2021,14,3362,8,A,1,13.5,0,NA,NA,2017,
2021,14,3360,8,D,2,16.5,1,24,3,2017,
2021,14,3471,9,A,0,NA,NA,NA,NA,2019,NP
2021,14,3361,9,B,NA,NA,NA,NA,NA,2017,NPNT
2021,14,3086,9,C,NA,NA,NA,NA,NA,2018,NPNT
2021,14,3366,9,C,2,16.5,0,NA,NA,2017,
2021,14,3885,9,D,2,21,0,NA,NA,2016,
2021,14,3764,10,B,1,11.5,0,NA,NA,2021,
2021,14,3607,10,D,4,18,1,25,NA,2016,
2021,14,3682,10,D,3,21,0,NA,NA,2021,
2021,14,3084,12,A,1,16,0,NA,NA,2016,tag in 4A
2021,14,3493,12,B,0,NA,NA,NA,NA,2019,"NP, tag in 13A"
2021,14,3107,13,A,3,11,0,NA,NA,2016,
2021,14,3482,13,B,1,14.5,0,NA,NA,2019,
2021,14,3359,14,C,1,14,0,NA,NA,2017,
2021,14,3526,14,E,2,18,0,NA,NA,2019,
2021,14,3838,14,G,2,23,0,NA,NA,2021,
2021,14,3364,14,H,NA,NA,NA,NA,NA,2017,"NPNT, maybe new tag 3838"
2021,14,3169,15,A,2,8,0,NA,NA,2016,
2021,14,3367,15,H,7,19,3,31,SOS,2017,tag says 3363
2021,14,3556,15,H,3,18.5,2,34,SOS,2019,
2021,14,3370,16,A,1,11.5,0,NA,NA,2017,
2021,14,3378,16,A,1,8,0,NA,NA,2017,
2021,14,3118,17,A,3,20.5,0,NA,NA,2016,
2021,14,3066,17,B,1,19,0,NA,NA,2019,
2021,14,3928,17,B,2,14,0,NA,NA,2016,
2021,14,3840,17,F,0,NA,NA,NA,NA,2019,NP
2021,14,3551,18,C,0,NA,NA,NA,NA,2018,"NP, tag says 3351"
2021,14,3149,19,A,2,14.5,1,21,2,2016,
2021,14,3528,19,C,0,NA,NA,NA,NA,2019,NP
2021,14,3530,19,C,1,14,0,NA,NA,2018,
2021,14,3587,19,C,NA,NA,NA,NA,NA,2016,NPNT
2021,14,3101,19,D,2,17.5,0,NA,NA,2019,
2021,14,3829,19,D,1,12,0,NA,NA,2019,
2021,14,3712,19,E,1,11,0,NA,NA,2019,
2021,14,3346,19,F,1,9.5,0,NA,NA,2019,
2021,14,3440,19,F,1,10,0,NA,NA,2018,
2021,14,3374,19,G,1,12,0,NA,NA,2017,
2021,14,3575,19,G,1,12,0,NA,NA,2016,
2021,14,3062,19,G,1,15.5,0,NA,NA,2021,
2021,14,3722,19,H,1,11.5,0,NA,NA,2021,
2021,15,3892,0,B,3,13.5,1,22.5,1.5,2021,
2021,15,3157,0,J,NA,NA,NA,NA,NA,2016,NPNT
2021,15,3393,0,J,2,11.5,1,30,3,2017,"could be '3157', very close together"
2021,15,3818,1,A,1,8.5,0,NA,NA,2016,
2021,15,3392,1,I,NA,NA,NA,NA,NA,2017,NPNT
2021,15,3063,1,J,2,13,0,NA,NA,2016,may be new plant?
2021,15,3426,1,J,2,10,0,NA,NA,2018,
2021,15,3427,1,J,2,11,1,13,3,2018,
2021,15,3065,2,F,10,13,5,26,SOS,2016,
2021,15,3423,2,I,2,18.5,1,22.5,3,2018,
2021,15,3882,2,I,2,14,1,19.5,3,2016,
2021,15,3485,3,A,4,15,2,22,SOS,2018,
2021,15,3341,3,H,2,9,2,24,SOS,2016,
2021,15,3672,3,H,1,16,0,NA,NA,2021,
2021,15,3052,3,J,3,19.5,1,20.5,3.5,2016,
2021,15,3659,4,C,4,18,1,16,3,2016,
2021,15,3881,5,E,3,15.5,0,NA,NA,?,
2021,15,3479,5,F,5,11,1,15,2,2018,
2021,15,3940,5,I,2,20,0,NA,NA,2016,
2021,15,3332,5,J,1,18,1,5,NA,2016,
2021,15,3177,6,G,3,23,0,NA,NA,2016,
2021,15,3068,6,I,1,17,1,16,3,2016,
2021,15,3417,6,I,4,19,1,17,3,2018,
2021,15,3095,6,J,4,17.5,2,23,SOS,2017,
2021,15,3472,6,J,3,18,0,NA,NA,2019,
2021,15,3017,7,G,2,16,0,NA,NA,2016,
2021,15,3083,7,I,5,11.5,1,20,3.5,2016,
2021,15,3760,8,G,2,14,1,8,NA,2021,
2021,15,3405,8,H,0,NA,NA,NA,NA,2017,NP
2021,15,3832,8,H,0,NA,NA,NA,NA,2016,NP
2021,15,3458,8,I,7,12,0,NA,NA,2019,
2021,15,3863,8,I,2,15,1,11,3,2016,
2021,15,3771,8,J,1,8,0,NA,NA,2021,
2021,15,3402,9,F,3,10.5,0,NA,NA,2017,
2021,15,3774,9,F,2,17,1,13.5,3.5,2021,
2021,15,3404,9,G,2,8,0,NA,NA,2017,
2021,15,3014,9,I,5,11,2,10,SOS,2016,
2021,15,3021,9,J,2,16,0,NA,NA,2021,
2021,15,3673,10,A,1,7,1,10.5,2,2019,
2021,15,3500,10,D,1,20.5,1,19,4,2017,
2021,15,3734,10,H,1,13,0,NA,NA,2021,
2021,15,3303,10,J,0,NA,NA,NA,NA,2016,NP
2021,15,3399,10,J,0,NA,NA,NA,NA,2017,NP
2021,15,3848,10,J,6,13,0,NA,NA,2016,
2021,15,3742,10,J,2,13,0,NA,NA,2021,
2021,15,3354,11,B,4,11.5,1,8,NA,2017,
2021,15,3397,11,F,1,9,1,7,2,2018,
2021,15,3900,11,F,3,14,0,NA,NA,2016,
2021,15,3755,11,I,2,17,0,NA,NA,2021,
2021,15,3843,11,J,NA,NA,NA,NA,NA,2016,NPNT
2021,15,3490,12,C,NA,NA,NA,NA,NA,2017,NPNT
2021,15,3495,12,C,3,10,1,NA,NA,2017,umble eaten
2021,15,3765,12,D,3,7.5,0,NA,NA,2021,
2021,15,3612,12,E,1,10,1,8.5,1.5,2018,
2021,15,3737,12,E,2,9.5,0,NA,NA,2021,
2021,15,3615,12,F,NA,NA,NA,NA,NA,2018,"NT, new tag is 3745"
2021,15,3745,12,F,1,14.5,0,NA,NA,2021,new tag for 3615
2021,15,3401,12,G,1,21.5,0,NA,NA,2017,
2021,15,3894,12,G,NA,NA,NA,NA,NA,2016,NPNT
2021,15,3297,12,I,5,18,1,17,3.5,2016,
2021,15,3757,13,G,2,16,1,11,2.5,2021,
2021,15,3706,13,H,2,10,1,21,3.5,2016,
2021,15,3932,13,H,NA,NA,NA,NA,NA,2016,NPNT
2021,15,3403,13,J,NA,NA,NA,NA,NA,2017,NPNT
2021,15,3740,13,J,4,8,1,19,3,2019,
2021,15,3367,14,B,0,NA,NA,NA,NA,2017,NP
2021,15,3736,14,B,3,16,2,18,3,2021,
2021,15,3831,14,B,2,8.5,0,NA,NA,2021,
2021,15,3371,14,C,4,11,1,13,3,2017,
2021,15,3497,14,C,0,NA,NA,NA,NA,2017,NP
2021,15,3094,14,D,0,NA,NA,NA,NA,2016,NP
2021,15,3368,14,D,0,NA,NA,NA,NA,2018,NP
2021,15,3493,14,E,0,NA,NA,NA,NA,2017,NP
2021,15,3377,14,G,1,11,1,11,3.5,2017,
2021,15,3489,14,G,1,14.5,1,20,3,2017,
2021,15,3047,14,J,2,13.5,2,23,SOS,2018,
2021,15,3496,15,A,0,NA,NA,NA,NA,2017,NP
2021,15,3868,15,A,7,19.5,2,12,1,2016,
2021,15,3446,15,C,3,17,0,NA,NA,2019,
2021,15,3455,15,C,2,13,1,18.5,4,2019,
2021,15,3494,15,C,0,NA,NA,NA,NA,2017,NP
2021,15,3112,15,D,0,NA,NA,NA,NA,2018,NP
2021,15,3481,15,H,3,19,1,25.5,3.5,2018,
2021,15,3581,15,I,4,20,2,14.5,SOS,2016,
2021,15,3104,15,J,NA,NA,NA,NA,NA,2018,NPNT
2021,15,3391,16,A,2,16,2,13.5,SOS,2018,
2021,15,3116,16,C,5,16,4,21,SOS,2016,
2021,15,3498,16,C,2,14,0,NA,NA,2017,
2021,15,3492,16,D,0,NA,NA,NA,NA,2017,NP
2021,15,3395,16,G,2,18.5,1,26.5,3.5,2017,
2021,15,3686,16,H,4,16,2,21,SOS,2016,
2021,15,3384,16,I,3,14.5,0,NA,NA,2017,
2021,15,3482,16,J,1,19,0,NA,NA,2018,
2021,15,3491,17,E,2,14,1,23,4,2017,
2021,15,3693,17,G,0,NA,NA,NA,NA,2016,NP
2021,15,3436,17,H,2,15.5,1,22.5,2.5,2018,
2021,15,3738,17,H,4,17,2,17,SOS,2019,
2021,15,3478,17,I,0,NA,NA,NA,NA,2018,NP
2021,15,3457,18,A,5,14.5,1,14,1.5,2019,
2021,15,3621,18,A,3,11,0,NA,NA,2021,
2021,15,3006,18,B,3,23.5,1,29.5,3,2018,
2021,15,3369,18,D,0,NA,NA,NA,NA,2017,NP
2021,15,3372,19,C,3,23,2,23,SOS,2017,
2021,15,3390,19,C,0,NA,NA,NA,NA,2017,NP
2021,15,3156,19,D,0,NA,NA,NA,NA,2016,NP
2021,15,3766,19,D,4,19.5,2,22,SOS,2021,
2021,15,3801,19,E,0,NA,NA,NA,NA,2016,NP
