Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Height,Stalk_Height,Leaf.length,No.umbels,umbel.diam,YrTag,Notes
2018,2,3574,0,A,2,7,NA,7,0,NA,2016,
2018,2,3652,0,C,NA,NA,NA,NA,NA,NA,2016,no plant
2018,2,3544,0,D,3,11,NA,11,0,NA,2016,
2018,2,3501,0,J,3,13.5,NA,15,1,1.7,2016,
2018,2,3891,0,J,1,17.5,NA,17.5,0,NA,2017,
2018,2,3576,1,B,3,11.5,NA,9,1,2,2016,
2018,2,3841,1,C,2,10.5,NA,12,1,3,2016,
2018,2,3540,2,B,3,11,NA,5,1,0.5,2016,
2018,2,3323,2,C,2,12,NA,12,0,NA,2016,
2018,2,3533,2,C,3,9.5,NA,9.5,0,NA,2016,
2018,2,3523,2,D,2,12,NA,12,0,NA,2016,
2018,2,3413,2,E,2,4.5,NA,4.5,0,NA,2018,
2018,2,3619,3,A,1,11,NA,11,0,NA,2016,
2018,2,3585,3,C,3,15,NA,15,0,NA,?,found plant with unlisted tag 
2018,2,3654,3,G,1,12.5,NA,12.5,0,NA,2016,
2018,2,3480,3,G,2,8.5,NA,8.5,0,NA,2018,
2018,2,3934,3,H,1,8,NA,8,0,NA,2017,
2018,2,3013,3,I,2,13.5,NA,13.5,0,NA,2017,
2018,2,3847,4,E,1,9,NA,9,0,NA,2016,
2018,2,3667,5,B,1,13,NA,13,0,NA,2016,
2018,2,3698,5,J,6,9.5,NA,11,3,3,2017,
2018,2,3858,6,B,3,13,NA,5.5,1,0.5,2016,
2018,2,3477,6,C,3,11,NA,12,1,1,2018,
2018,2,3598,6,D,1,14.5,NA,14.5,0,NA,2016,
2018,2,3475,6,D,2,12,NA,12,0,NA,2018,
2018,2,3623,6,E,3,11.5,NA,11.5,0,NA,2016,
2018,2,3668,7,A,0,NA,NA,NA,NA,NA,2016,no plant
2018,2,3549,7,A,2,9,NA,9,0,NA,2016,
2018,2,3861,7,A,2,8,NA,8,0,NA,2016,
2018,2,3703,7,C,1,5.5,NA,5.5,0,NA,2016,
2018,2,3539,7,D,3,11,NA,11,0,NA,2016,
2018,2,3476,7,E,2,14.5,NA,14.5,0,NA,2018,
2018,2,3584,7,F,3,11.5,NA,11.5,1,3.1,2016,
2018,2,3597,7,H,1,10.5,NA,10.5,0,NA,2016,
2018,2,3185,7,I,NA,NA,NA,NA,NA,NA,2017,no plant no tag
2018,2,3502,8,B,3,17,NA,14,1,2,2016,
2018,2,3908,8,B,0,NA,NA,NA,NA,NA,2016,no plant
2018,2,3844,8,C,4,13,NA,13,0,NA,?,found plant with unlisted tag 
2018,2,3864,8,G,1,8,NA,8,0,NA,2016,
2018,2,3531,9,B,3,14.5,NA,13,1,1.5,2016,
2018,2,3865,9,F,2,12.5,NA,12.5,0,NA,2016,
2018,2,3519,9,G,3,13,NA,20,2,4,2017,
2018,2,3550,9,I,1,9.5,NA,9.5,0,NA,2016,
2018,3,3071,0,A,0,NA,NA,NA,NA,NA,2017,no plant
2018,3,3056,0,B,3,16.5,NA,16.5,0,NA,2016,
2018,3,3463,0,B,1,13.5,NA,13.5,0,NA,2018,
2018,3,3624,0,D,2,15.5,NA,18,1,3.3,2016,
2018,3,3015,0,F,3,18.5,NA,24,1,2.5,2017,
2018,3,3906,1,C,3,14,NA,14,0,NA,2017,
2018,3,3349,1,F,3,22,NA,16,0,NA,2016,
2018,3,3019,2,A,2,19,NA,15,1,0.8,2017,
2018,3,3462,2,A,4,16.5,NA,23,2,3.8,2018,
2018,3,3633,2,B,1,15.5,NA,15.5,0,NA,2016,
2018,3,3036,2,B,2,14,NA,14,0,NA,2016,
2018,3,3568,2,C,2,18,NA,18,0,NA,2017,
2018,3,3507,3,B,2,24.5,NA,24.5,0,NA,2016,
2018,3,3651,3,B,2,15,NA,15,0,NA,2017,
2018,3,3304,3,B,0,NA,NA,NA,NA,NA,2016,no plant
2018,3,3313,3,B,2,14.5,NA,14.5,0,NA,2016,
2018,3,3831,4,B,2,18,NA,18,0,NA,2017,
2018,3,3461,4,C,1,13,NA,13,0,NA,2018,
2018,4,3656,0,D,2,9.5,NA,9.5,0,NA,2017,
2018,4,3805,0,J,1,10,NA,10,0,NA,2016,
2018,4,3812,1,D,1,6.5,NA,6.5,0,NA,2017,
2018,4,3064,1,H,3,14,NA,14,0,NA,2016,
2018,4,3075,1,I,3,13,NA,13,0,NA,2016,
2018,4,3660,2,G,2,9.5,NA,1,8,3,2017,
2018,4,3691,2,H,0,NA,NA,NA,NA,NA,2017,no plant
2018,4,3364,3,H,4,8.5,NA,10,2,2.5,2016,
2018,4,3011,3,H,1,10,NA,10,0,0,2016,
2018,4,3460,3,J,2,8,NA,12.5,1,2.3,2018,
2018,4,3007,4,H,2,13,NA,13,0,NA,2016,
2018,4,3680,4,J,3,12,NA,12,0,NA,2016,
2018,4,3458,5,F,1,12.5,NA,12.5,0,NA,2018,
2018,4,3459,5,H,1,4,NA,4,0,NA,2018,
2018,4,3571,6,J,3,19,NA,19,0,NA,2016,
2018,4,3983,7,I,3,17,NA,20,1,2.7,2016,
2018,4,3122,8,J,2,13,NA,22,1,2.4,2017,
2018,4,3103,11,O,0,9,NA,9,0,NA,2017,
2018,4,3555,11,T,4,21.5,NA,29.5,1,4.9,2016,
2018,4,3342,14,N,4,9,NA,24,2,5.3,2016,
2018,4,3563,15,R,2,15.5,NA,13,1,2.3,2016,
2018,4,3634,18,O,4,13,NA,13,0,NA,2016,
2018,4,3090,18,P,0,NA,NA,NA,NA,NA,2016,no plant no tag
2018,5,3024,0,H,2,11.5,NA,10,1,3.8,2016,
2018,5,3328,0,H,2,11.5,NA,12.5,1,3.8,2016,
2018,5,3467,0,H,3,11,NA,16,1,3,2018,
2018,5,3195,1,A,4,14.5,NA,18.5,2,3,?,found plant with unlisted tag 
2018,5,3152,1,G,1,10.5,NA,10.5,0,NA,2017,
2018,5,3108,1,I,1,10,NA,11.5,1,1,2017,
2018,5,3105,1,J,4,11.5,NA,12.5,1,1.8,2016,
2018,5,3468,1,J,3,15,NA,11.5,1,2.25,2018,
2018,5,3148,2,C,1,8.5,NA,11,1,2.25,2017,
2018,5,3161,2,F,3,15,NA,12,1,1.5,2017,
2018,5,3508,2,I,2,9,NA,9,0,NA,2017,
2018,5,3197,3,A,5,12,NA,14,1,2.75,2016,
2018,5,3464,3,A,1,11,NA,11,0,NA,2018,
2018,5,3560,3,B,2,6,NA,9,1,1.5,2017,
2018,5,3193,3,B,5,12,NA,25.5,1,4,2016,
2018,5,3820,3,C,2,14.5,NA,14.5,1,1.5,2017,
2018,5,3194,3,C,2,12,NA,12,0,NA,2016,
2018,5,3998,3,H,1,14.5,NA,14.5,0,NA,2016,
2018,5,3987,3,H,2,11.5,NA,11.5,0,NA,2016,
2018,5,3469,3,H,3,10,NA,10,0,NA,2018,
2018,5,3338,3,I,3,11,NA,11,0,NA,2017,
2018,5,3125,3,I,1,8,NA,8,0,NA,2017,
2018,5,3877,3,J,1,8,NA,8,0,NA,2016,
2018,5,3199,4,B,4,9.5,NA,12.5,2,3.5,2016,
2018,5,3466,4,B,1,9,NA,9,0,NA,2018,
2018,5,3192,4,C,3,10,NA,11,1,2.8,2016,
2018,5,3465,4,C,2,11,NA,16.5,1,2.25,2018,
2018,5,3196,4,D,3,8.5,NA,12.5,1,NA,2016,
2018,5,3200,4,F,1,9,NA,9,0,NA,2016,
2018,5,3622,5,D,1,7.5,NA,7.5,0,NA,2017,
2018,5,3640,5,G,1,7,NA,7,0,NA,2017,
2018,5,3706,5,I,1,6,NA,9,0,NA,2017,
2018,5,3191,6,E,1,14,NA,14,0,NA,2016,
2018,5,3708,6,F,2,9.5,NA,9.5,0,NA,2017,
2018,5,3941,7,B,1,10.5,NA,10.5,0,NA,2017,
2018,5,3684,7,E,1,9,NA,9,0,NA,2017,
2018,5,3714,7,G,1,13.5,NA,13.5,0,NA,2017,
2018,5,3120,7,G,2,11.5,NA,11.5,0,NA,2016,
2018,5,3592,7,J,3,12,NA,16,1,3.4,2016,
2018,5,3803,8,A,1,7,NA,7,0,NA,2017,
2018,5,3810,8,B,1,12,NA,12,0,NA,2017,
2018,5,3363,8,E,0,NA,NA,NA,NA,NA,2016,no plant
2018,5,3034,8,G,1,6.5,NA,6.5,0,NA,2017,
2018,5,3644,8,H,1,9.5,NA,9.5,0,NA,2017,
2018,5,3330,9,B,1,8,NA,8,0,NA,2016,
2018,5,3198,9,B,0,NA,NA,NA,NA,NA,2016,no plant
2018,5,3836,9,C,2,8,NA,8,0,NA,2016,
2018,5,3170,9,D,2,16,NA,16,0,NA,2016,
2018,5,3546,9,F,0,NA,NA,NA,NA,NA,2017,no plant
2018,5,3003,10,C,1,11.5,NA,11.5,0,NA,2017,
2018,5,3896,10,F,1,12,NA,12,0,NA,2017,
2018,5,3362,10,F,3,8.5,NA,5,0,NA,2016,
2018,5,3329,10,H,2,7.5,NA,7.5,0,NA,2017,
2018,5,3174,10,I,2,13.5,NA,13.5,0,NA,2016,
2018,5,3649,11,A,2,14.5,NA,18,1,3,2017,
2018,5,3074,11,C,1,13,NA,13,0,NA,2017,
2018,5,3827,11,C,0,NA,NA,NA,NA,NA,2017,no plant
2018,5,3471,11,D,1,13.5,NA,13.5,0,NA,2018,
2018,5,3184,11,E,2,8,NA,17,1,3,2016,
2018,5,3807,11,H,1,14,NA,14,0,NA,2017,
2018,5,3615,11,J,3,18,NA,20,1,3.7,2017,
2018,5,3516,12,C,5,9,NA,9,0,NA,2017,
2018,5,3040,12,D,0,NA,NA,NA,NA,NA,2016,no plant
2018,5,3109,12,F,2,13,NA,13,0,0,2017,
2018,5,3361,13,A,2,12.5,NA,12.5,0,0,2017,
2018,5,3343,13,C,1,13,NA,13,0,0,2016,
2018,5,3538,13,C,0,NA,NA,NA,NA,NA,2017,no plant
2018,5,3331,13,E,0,NA,NA,NA,NA,NA,2017,no plant
2018,5,3577,13,G,1,11,NA,11,0,NA,2017,
2018,5,3677,13,G,1,9,NA,9,0,NA,?,found plant with unlisted tag 
2018,5,3566,13,H,1,10,NA,10,0,NA,2017,
2018,5,3470,13,I,2,10,NA,10,0,NA,2018,
2018,5,3093,14,A,3,15,NA,17,1,2.8,2017,
2018,5,3095,14,B,NA,NA,NA,NA,NA,NA,2016,no plant no tag
2018,5,3472,14,B,1,8,NA,8,0,NA,2018,
2018,5,3988,14,C,4,11,NA,14,1,2,2016,
2018,5,3153,14,D,1,11.5,NA,11.5,0,NA,2017,
2018,5,3060,14,D,1,7,NA,8,1,2.5,2017,
2018,5,3010,14,G,2,11,NA,15,1,2.8,2016,
2018,5,3710,14,H,0,NA,NA,NA,NA,NA,2016,no plant
2018,5,3022,14,J,0,NA,NA,NA,NA,NA,2016,no plant
2018,5,3144,14,J,2,11.5,NA,9.5,0,NA,2017,
2018,5,3186,15,G,2,15,NA,15,0,NA,2016,
2018,5,3984,15,H,2,9,NA,9,0,NA,2016,
2018,5,3833,16,B,1,8.5,NA,8.5,0,NA,2016,
2018,5,3907,16,B,0,NA,NA,NA,NA,NA,2017,no plant
2018,5,3124,16,D,3,13.5,NA,13,1,2.5,2016,
2018,5,3067,16,F,3,7.5,NA,13.5,1,2.5,2016,
2018,5,3697,16,G,3,11.5,NA,9,1,2,2017,
2018,5,3001,16,I,0,NA,NA,NA,NA,NA,2016,no plant
2018,5,3811,16,J,1,11,NA,16,1,2.5,2017,
2018,5,3342,17,B,NA,NA,NA,NA,NA,NA,2016,no plant no tag
2018,5,3180,17,B,3,9,NA,7,1,2,2016,
2018,5,3106,17,E,1,14,NA,14,0,NA,2017,
2018,5,3679,17,F,2,14,NA,14,0,NA,2016,
2018,5,3073,17,G,2,10,NA,10,0,NA,2016,
2018,5,3817,17,H,1,10.5,NA,10.5,0,NA,2017,
2018,5,3888,17,I,2,9,NA,10,1,1.7,2017,
2018,5,3474,18,A,2,10,NA,12.5,1,2.7,2018,
2018,5,3685,18,B,5,11.5,NA,11,4,3.2,2016,
2018,5,3334,18,C,3,14.5,NA,10.5,1,2.5,2016,
2018,5,3180,18,C,3,10.5,NA,7.5,1,1.9,2016,
2018,5,3135,18,D,2,10,NA,11.5,1,4.5,2016,
2018,5,3869,18,E,1,17,NA,17,0,NA,2016,
2018,5,3178,18,E,4,16.5,NA,17,2,3.3,2016,
2018,5,3473,18,G,1,14,NA,14,0,NA,2018,
2018,5,3713,19,F,1,11,NA,11,0,NA,2016,
2018,5,3663,19,I,1,6.5,NA,6.5,0,NA,2016,
2018,6,3070,4,G,5,17.5,NA,19.5,2,3.8,2016,
2018,6,3008,4,J,2,12.5,NA,12.5,0,NA,2016,
2018,6,3179,5,E,5,14.5,NA,19.5,1,3.9,2017,
2018,6,3916,7,C,2,20,NA,25,1,3.2,2016,
2018,6,3400,8,E,4,16,NA,17.5,1,3,2017,
2018,6,3518,10,I,5,12,NA,23,2,4,2017,
2018,6,3319,11,A,6,21,NA,18,1,2.4,2017,
2018,6,3455,11,D,2,6,NA,6,0,NA,2018,
2018,6,3601,12,B,2,20.5,NA,20.5,0,NA,2017,
2018,6,3360,12,C,8,18,NA,20.5,3,3.4,2016,
2018,6,3825,12,C,1,16,NA,16,0,NA,2016,
2018,6,3358,12,D,4,17,NA,20,1,3.5,2017,
2018,6,3345,12,D,1,16.5,NA,16.5,0,NA,2016,
2018,6,3164,13,A,1,10,NA,10,0,NA,2017,
2018,6,3456,13,B,3,22,NA,22,0,NA,2018,
2018,6,3669,14,E,3,13,NA,15,1,3.2,2016,
2018,6,3372,14,G,2,8.5,NA,14,1,3.8,2017,
2018,6,3373,14,H,2,19,NA,19,0,NA,2017,
2018,6,3141,15,E,1,12,NA,12,0,NA,2016,
2018,6,3454,15,H,1,10.5,NA,10.5,0,NA,2018,
2018,6,3136,16,B,2,15,NA,18,1,2.3,2016,
2018,6,3887,16,D,3,11,NA,18,2,3.7,2017,
2018,6,3648,16,F,5,19,NA,15,3,4,2016,
2018,6,3630,16,I,2,19,NA,27,2,5,2016,
2018,6,3541,18,A,2,15,NA,15,0,NA,2017,
2018,6,3005,18,E,2,13.5,NA,16,1,2.3,2016,
2018,6,3140,18,F,6,19,NA,13.5,1,0.7,2016,
2018,6,3173,18,F,0,NA,NA,NA,NA,NA,2016,no plant
2018,6,3374,18,H,3,15,NA,15,0,NA,2017,
2018,6,3643,18,H,7,17,NA,18,1,2.8,2016,
2018,6,3142,19,D,3,14,NA,13,1,2,2016,
2018,6,3570,19,F,1,13,NA,13,0,NA,2016,
2018,7,3453,0,C,1,13,NA,27,1,3,2018,
2018,7,3981,0,D,2,19,NA,19,0,NA,2017,
2018,7,3308,0,I,2,13,NA,28.5,1,5.5,2017,
2018,7,3069,1,C,4,9,NA,22,2,2.8,2016,
2018,7,3915,1,F,3,18,NA,17,1,2.8,2017,
2018,7,3327,1,H,1,18.5,NA,18.5,0,NA,2017,
2018,7,3370,2,A,2,15,NA,24,1,3.2,2017,
2018,7,3452,2,E,3,14,NA,19,1,2.4,2018,
2018,7,3375,3,C,2,7.5,NA,7.5,0,NA,2017,
2018,7,3636,3,J,4,15,NA,31,1,4.7,2017,
2018,7,3450,4,H,2,17.5,NA,21,1,3.5,2018,
2018,7,3089,5,I,3,15,NA,25.5,2,2.8,2017,
2018,7,3443,7,A,3,18,NA,32,1,3.5,2018,
2018,7,3044,7,D,4,22.5,NA,28,1,5.2,2016,
2018,7,3688,7,H,5,10.5,NA,23.5,2,5.7,2016,
2018,7,3368,7,I,4,13,NA,24,2,2.5,2017,
2018,7,3874,8,C,3,18,NA,33,1,2.8,2016,
2018,7,3100,9,B,3,19,NA,22,1,5.2,2017,
2018,7,3296,9,C,5,14,NA,26,3,4.8,2016,tag says '3298'
2018,7,3396,9,C,1,6,NA,6,0,0,2016,tag says '3398'
2018,7,3994,9,J,4,12,NA,24,2,4,2016,
2018,7,3866,10,B,3,12,NA,24.5,2,4.8,2016,tag says '3886'
2018,7,3131,12,F,NA,NA,NA,NA,NA,NA,2016,no plant no tag
2018,7,3513,13,C,NA,NA,NA,NA,NA,NA,2016,no plant no tag
2018,7,3696,13,D,NA,NA,NA,NA,NA,NA,2016,no plant no tag
2018,7,3357,13,G,NA,NA,NA,NA,NA,NA,2016,no plant no tag
2018,7,3447,15,D,2,13,NA,13,0,NA,2018,
2018,7,3446,16,C,2,8.5,NA,8.5,0,NA,2018,
2018,9,3639,11,0.09,2,16,NA,23,1,4.9,2017,Ycoord= distance from quuadrat (m)
2018,9,3059,11,0.21,2,19,NA,19,0,NA,2017,
2018,9,3442,13,0.08,1,15,NA,15,0,NA,2018,
2018,9,3183,13,0.19,3,20,NA,30,1,4.5,2017,no plant
2018,9,3143,14,0.95,9,23.5,NA,36,2,3.5,2017,
2018,10,3190,1,B,2,12,NA,23,1,3,2016,
2018,10,3670,4,E,0,NA,NA,NA,NA,NA,2016,no plant
2018,10,3547,4,F,1,17.5,NA,17.5,0,NA,2016,
2018,10,3378,5,D,2,15,NA,16,1,3.5,2017,
2018,10,3353,5,E,1,21,NA,21,0,NA,2016,
2018,10,3655,6,B,3,20.5,NA,31,1,5.3,2017,
2018,12,3002,3,B,2,12.5,NA,12.5,0,NA,2016,
2018,12,3448,6,F,1,8,NA,8,0,NA,2018,
2018,12,3445,10,B,1,6,NA,6,0,NA,2018,
2018,12,3876,11,H,1,12,NA,12,0,NA,2016,
2018,12,3551,11,H,1,13,NA,13,0,NA,2016,
2018,12,3449,12,B,1,5.5,NA,5.5,0,NA,2018,
2018,12,3444,13,H,1,5,NA,5,0,NA,2018,
2018,12,3369,14,C,1,4,NA,4,0,NA,2017,
2018,12,3439,14,G,1,4,NA,4,0,NA,2018,
2018,12,3578,15,A,3,9.5,NA,10,1,2.5,2016,
2018,12,3834,15,C,2,12.5,NA,12.5,0,NA,2016,
2018,12,3366,15,D,2,5.5,NA,5.5,0,NA,2017,
2018,12,3354,15,G,2,11.5,NA,13.5,1,2,2016,
2018,12,3394,16,C,2,5,NA,5,0,NA,2017,
2018,12,3376,16,E,2,4,NA,4,0,NA,2017,
2018,12,3395,17,C,1,7,NA,7,0,NA,2017,
2018,12,3386,17,D,1,5.5,NA,5.5,0,NA,2017,
2018,12,3451,17,D,1,6,NA,6,0,NA,2018,
2018,12,3536,18,A,6,11,NA,14.5,3,3.2,2016,
2018,12,3388,18,E,1,3,NA,3,0,NA,2017,
2018,13,3027,0,C,2,14,NA,14,0,NA,2016,
2018,13,3422,0,C,2,14,NA,14,0,NA,2018,
2018,13,3421,0,C,2,9,NA,9,0,NA,2018,
2018,13,3431,0,D,3,11.5,NA,11.5,0,NA,2018,
2018,13,3429,0,D,4,13,NA,13,0,NA,2018,
2018,13,3428,0,D,2,9.5,NA,10,1,3.2,2018,
2018,13,3039,0,E,3,16,NA,8,1,1.6,2016,
2018,13,3558,0,F,2,13,NA,13,0,NA,2016,
2018,13,3980,0,F,4,10,NA,13,2,4,2016,
2018,13,3187,1,J,4,9.5,NA,14.5,2,2.5,2016,
2018,13,3441,2,B,2,13.5,NA,13.5,0,NA,2018,
2018,13,3387,2,C,1,8,NA,8,0,NA,2017,
2018,13,3595,2,F,1,11,NA,11,0,NA,2016,
2018,13,3604,2,H,3,12,NA,12,1,2.8,2016,
2018,13,3433,3,A,2,12.5,NA,12.5,0,NA,2018,
2018,13,3336,3,C,3,9,NA,9,0,NA,2016,
2018,13,3367,3,H,2,6,NA,7,1,1.7,2017,
2018,13,3400,3,H,2,6,NA,9.5,1,1.6,2017,
2018,13,3880,4,C,1,10.5,NA,10.5,0,NA,2016,
2018,13,3709,4,F,NA,NA,NA,NA,NA,NA,2017,NPNT
2018,13,3826,5,A,1,10,NA,10,0,NA,2016,
2018,13,3155,5,A,1,11,NA,11,0,NA,2016,
2018,13,3382,5,C,2,8.5,NA,16,1,3,2017,
2018,13,3123,5,H,10,7.5,NA,13.5,4,2.7,2016,
2018,13,3384,6,G,1,9.5,NA,9.5,0,NA,2017,
2018,13,3390,7,F,2,7.5,NA,7.5,0,NA,2017,
2018,13,3391,7,G,2,9.5,NA,9.5,0,NA,2017,
2018,13,3638,8,D,1,8,NA,8,0,NA,2016,
2018,13,3694,9,A,1,7,NA,7,0,NA,2018,
2018,13,3088,9,B,4,9.5,NA,13,1,4.5,2016,
2018,13,3079,9,B,2,5,NA,5,0,NA,2016,
2018,13,3388,9,H,1,7.5,NA,7.5,0,NA,2017,
2018,13,3616,10,B,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3018,10,G,3,10.5,NA,9.5,1,2.4,2017,
2018,13,3642,10,G,6,18.5,NA,18.5,3,2.3,2016,
2018,13,3287,10,H,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3658,11,I,2,11,NA,11,0,NA,2016,
2018,13,3333,12,A,2,11,NA,12,1,1.7,2016,
2018,13,3396,12,B,1,9.5,NA,9.5,0,NA,2017,
2018,13,3389,12,F,1,9.5,NA,9,0,NA,2017,
2018,13,3167,12,G,1,6.5,NA,6.5,0,NA,2016,
2018,13,3620,12,J,3,6.5,NA,10.5,1,2.3,2016,
2018,13,3128,13,H,3,10,NA,10,0,NA,2016,
2018,13,3675,13,I,1,9.5,NA,9.5,0,NA,2016,
2018,13,3373,13,J,1,6,NA,6,0,NA,2017,
2018,13,3375,14,F,1,11,NA,11.5,0,NA,2017,
2018,13,3515,14,G,2,8.5,NA,8.5,0,NA,2018,
2018,13,3359,14,H,1,10.5,NA,10.5,0,NA,2016,
2018,13,3705,14,H,1,11,NA,11,0,NA,2016,
2018,13,3700,15,D,2,12,NA,16,1,2.6,2016,
2018,13,3605,15,F,2,18.5,NA,11,1,1,2016,
2018,13,3356,15,G,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3358,16,A,2,12.5,NA,12.5,0,NA,2017,
2018,13,3853,16,A,5,12.5,NA,12.5,0,NA,2016,
2018,13,3355,16,C,NA,NA,NA,NA,NA,NA,2017,NPNT
2018,13,3356,16,C,2,11.5,NA,11.5,0,NA,2017,
2018,13,3385,16,D,5,11.5,NA,9.5,1,0.5,2017,
2018,13,3389,16,D,2,14,NA,14,0,NA,2017,12F
2018,13,3376,16,F,2,10.5,NA,10.5,0,NA,2017,
2018,13,3023,16,G,2,10.5,NA,12,1,1.7,2016,
2018,13,3357,16,J,2,8.5,NA,12.5,1,2,2017,
2018,13,3154,16,J,6,10.5,NA,12.5,2,3.8,2016,
2018,13,3396,17,A,3,8,NA,8,0,NA,2017,
2018,13,3387,17,A,1,9.5,NA,9.5,0,NA,2017,
2018,13,3438,17,A,2,13,NA,13,0,NA,2018,
2018,13,3164,17,C,2,14,NA,14,0,NA,2017,tag is 3614
2018,13,3628,17,D,3,15,NA,15,0,NA,2016,
2018,13,3397,17,G,3,11,NA,10.5,1,2,2017,
2018,13,3009,17,J,6,9.5,NA,11,2,3.5,2016,
2018,13,3535,18,A,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3420,18,B,1,9,NA,9,0,NA,2018,
2018,13,3830,18,C,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3392,18,C,1,7,NA,7,0,NA,2017,
2018,13,3393,18,C,0,NA,NA,NA,NA,NA,2017,no plant
2018,13,3573,18,D,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3377,18,D,2,8,NA,8,0,NA,2017,
2018,13,3823,18,G,1,10,NA,12,0,NA,2016,
2018,13,3383,18,I,1,8.5,NA,8.5,0,NA,2017,
2018,13,3681,19,D,1,9,NA,9,0,NA,2016,
2018,13,3061,19,E,1,9.5,NA,9.5,0,NA,2016,18C
2018,13,3701,19,E,3,9,NA,9,0,NA,2016,18B
2018,13,3565,19,F,1,12,NA,12,0,NA,2016,
2018,13,3617,19,G,0,NA,NA,NA,NA,NA,2016,no plant
2018,13,3419,16,F,1,12,NA,12,0,NA,2018,
2018,14,3699,0,F,2,18.5,NA,18.5,0,NA,2016,
2018,14,3350,2,A,3,9.5,NA,19.5,1,2.7,2016,
2018,14,3058,2,A,5,14,NA,19.5,1,2.5,2016,
2018,14,3379,2,A,2,23.5,NA,23.5,0,NA,2017,
2018,14,3626,3,A,1,16.5,NA,16.5,0,NA,2016,
2018,14,3383,3,A,2,12.5,NA,16.5,1,3.2,2018,
2018,14,3035,3,B,2,15.5,NA,15,0,NA,2016,
2018,14,3340,4,A,2,10.5,NA,10.5,0,NA,2016,
2018,14,3382,4,A,1,6.5,NA,6.5,0,NA,2017,
2018,14,3689,4,B,1,9,NA,9,0,NA,2016,
2018,14,3326,4,C,2,12,NA,12,0,NA,2018,
2018,14,3380,5,A,1,6.5,NA,6.5,0,NA,2017,
2018,14,3381,5,A,2,14.5,NA,14.5,0,NA,2017,
2018,14,3085,5,B,1,9.5,NA,9.5,0,NA,2016,
2018,14,3671,5,C,3,11,NA,22,1,2.2,2016,
2018,14,3385,5,D,2,9.5,NA,13.5,1,1.7,2017,
2018,14,3926,5,D,4,17.5,NA,21.5,1,3,2016,
2018,14,3913,5,E,5,13.5,NA,28,2,3,2016,
2018,14,3398,6,A,0,NA,NA,NA,NA,NA,2017,no plant
2018,14,3032,6,B,1,5.5,NA,5.5,0,NA,2016,
2018,14,3300,6,B,2,14.5,NA,14.5,0,NA,2016,
2018,14,3362,8,A,3,14,NA,29.5,2,3.5,2017,
