Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Height,Stalk_Height,Leaf.length,No.umbels,umbel.diam,YrTag,Notes
2017,2,3531,9,B,1,15.4,NA,15.4,0,NA,2016,
2017,2,3865,9,F,3,10,NA,7,0,NA,2016,
2017,2,3519,9,G,1,19,NA,11.1,1,3,2017,
2017,2,3550,9,I,1,10,NA,10,0,NA,2016,
2017,3,3071,0,A,2,10,NA,17,0,NA,2017,
2017,3,3056,0,B,2,13.5,NA,13.5,0,NA,2016,
2017,3,3624,0,D,6,25,NA,12,3,5,2016,
2017,3,3015,0,F,2,32,NA,12.5,3,4.5,2017,
2017,3,3906,1,C,1,15.5,NA,7,1,1.5,2017,
2017,3,3349,1,F,6,39,NA,25,2,5,2016,
2017,3,3019,2,A,6,18.5,NA,18.5,1,2.2,2017,
2017,3,3633,2,B,1,13.5,NA,13.5,0,NA,2016,
2017,3,3036,2,B,0,NA,NA,NA,NA,NA,2016,No plant/dead?
2017,3,3568,2,C,2,7,NA,7,0,NA,2017,
2017,3,3507,3,B,1,22,NA,12,1,1.5,2016,
2017,3,3651,3,B,1,11.5,NA,12,0,NA,2017,
2017,3,3304,3,B,2,22.8,NA,13,1,3.5,2016,
2017,3,3313,3,B,3,9.5,NA,8,0,NA,2016,
2017,3,3831,4,B,1,23,NA,10,1,3,2017,
2017,4,3656,0,D,2,10.5,NA,10.5,0,NA,2017,
2017,4,3805,0,J,2,15,NA,10.5,1,2,2016,
2017,4,3812,1,D,1,11.5,NA,11.5,0,NA,2017,
2017,4,3064,1,H,2,9,NA,9,0,NA,2016,
2017,4,3075,1,I,3,14,NA,14,0,NA,2016,
2017,4,3660,2,G,2,11,NA,11,0,NA,2017,
2017,4,3691,2,H,2,5.5,NA,9.5,0,NA,2017,
2017,4,3364,3,H,2,21,NA,11,1,3,2016,
2017,4,3011,3,H,4,20.5,NA,10,1,2.5,2016,
2017,4,3007,4,H,3,14,NA,12,0,NA,2016,
2017,4,3680,4,J,2,7.5,NA,7.5,0,NA,2016,
2017,4,3571,6,J,2,27.5,NA,9,1,1.5,2016,
2017,4,3983,7,I,5,30.5,NA,12,1,3.5,2016,Yellow leaves
2017,4,3122,8,J,3,13,NA,9.5,0,NA,2017,
2017,4,3555,11,T,3,27,NA,12,1,3,2016,Diversity Plot
2017,4,3103,11,,1,9,NA,9,0,NA,2017,Diversity plot
2017,4,3342,14,N,4,26.5,NA,9,2,3.5,2016,Diversity Plot
2017,4,3563,15,R,5,29,NA,10,3,3,2016,Diversity Plot
2017,4,3634,18,O,6,31,NA,8.5,2,3.5,2016,Diversity Plot
2017,4,3090,18,P,3,16,NA,16,0,NA,2016,Diversity Plot
2017,5,3024,0,H,4,20.5,NA,15,2,2,2016,
2017,5,3328,0,H,10,25.5,NA,17,5,3,2016,
2017,5,3152,1,G,2,18.5,NA,11.5,1,2,2017,
2017,5,3108,1,I,8,27,NA,16,4,3,2017,
2017,5,3105,1,J,7,24.5,NA,11.5,2,2.2,2016,
2017,5,3148,2,C,2,23,NA,11,2,3,2017,
2017,5,3161,2,F,4,23,NA,14.5,3,3,2017,
2017,5,3508,2,I,3,12.5,NA,12.5,0,NA,2017,
2017,5,3197,3,A,0,NA,NA,NA,NA,NA,2016,No plant/dead?
2017,5,3560,3,B,4,20,NA,8,1,4,2017,
2017,5,3193,3,B,5,21,NA,9.5,3,5,2016,
2017,5,3820,3,C,3,20,NA,11,2,2.5,2017,
2017,5,3194,3,C,5,28,NA,12,3,2,2016,
2017,5,3998,3,H,3,14.5,NA,14.5,0,NA,2016,
2017,5,3987,3,H,3,29.5,NA,14.5,2,3,2016,
2017,5,3338,3,I,3,14,NA,10,2,1.5,2017,
2017,5,3125,3,I,4,19.5,NA,10.5,1,2,2017,
2017,5,3877,3,J,2,13,NA,13,0,NA,2016,
2017,5,3199,4,B,5,17,NA,9,2,4,2016,
2017,5,3192,4,C,6,19,NA,11,1,2.5,2016,
2017,5,3196,4,D,6,26,NA,10.5,4,4,2016,
2017,5,3200,4,F,7,15,NA,11.5,4,2,2016,
2017,5,3622,5,D,2,18,NA,13,2,3,2017,
2017,5,3640,5,G,3,22,NA,15,1,3,2017,
2017,5,3706,5,I,5,25.5,NA,13,3,4,2017,
2017,5,3191,6,E,3,22,NA,7,2,5,2016,
2017,5,3708,6,F,6,20.5,NA,12.5,7,3.5,2017,
2017,5,3941,7,B,5,15,NA,7,4,2,2017,
2017,5,3684,7,E,3,21,NA,7.5,2,2.5,2017,
2017,5,3714,7,G,1,9.5,NA,9.5,0,NA,2017,
2017,5,3120,7,G,4,16.5,NA,11.5,2,2,2016,
2017,5,3592,7,J,3,18,NA,12,1,2.5,2016,
2017,5,3803,8,A,3,9,NA,9,1,1.5,2017,
2017,5,3810,8,B,2,17.5,NA,8,2,2.5,2017,
2017,5,3363,8,E,0,NA,NA,NA,NA,NA,2016,No plant/dead?
2017,5,3034,8,G,6,12,NA,12,0,NA,2017,
2017,5,3644,8,H,2,13,NA,13,0,NA,2017,
2017,5,3330,9,B,1,16.5,NA,10,1,2.5,2016,
2017,5,3198,9,B,0,NA,NA,NA,NA,NA,2016,No plant/dead?
2017,5,3836,9,C,3,18,NA,11,1,1.5,2016,
2017,5,3170,9,D,3,22,NA,13,1,2.5,2016,
2017,5,3546,9,F,4,19,NA,8,2,2,2017,
2017,5,3003,10,C,2,17,NA,10,1,2.5,2017,
2017,5,3896,10,F,3,24,NA,8,1,2,2017,
2017,5,3362,10,F,5,15,NA,6,4,1.5,2016,
2017,5,3329,10,H,3,11,NA,11,0,NA,2017,
2017,5,3174,10,I,2,11,NA,11,0,NA,2016,
2017,5,3649,11,A,3,16,NA,11,1,1.5,2017,
2017,5,3074,11,C,2,15,NA,10,1,1.5,2017,
2017,5,3827,11,C,4,13,NA,12,2,3,2017,
2017,5,3184,11,E,2,23,NA,9,2,3,2016,
2017,5,3807,11,H,3,24,NA,12.5,2,2.5,2017,
2017,5,3615,11,J,3,21.5,NA,18.5,1,3.5,2017,
2017,5,3516,12,C,3,20,NA,10,2,2.5,2017,
2017,5,3040,12,D,4,19.5,NA,8.5,2,2,2016,
2017,5,3109,12,F,4,14,NA,7,1,2.5,2017,
2017,5,3361,13,A,4,23,NA,15.5,2,3,2017,
2017,5,3343,13,C,1,4.5,NA,4.5,0,NA,2016,
2017,5,3538,13,C,2,15,NA,9,1,3,2017,
2017,5,3331,13,E,3,25,NA,9,1,2.5,2017,
2017,5,3577,13,G,3,19.5,NA,11,2,3,2017,
2017,5,3566,13,H,2,17.5,NA,8.5,2,2.5,2017,
2017,5,3093,14,A,2,23,NA,13,1,5,2017, Tagged last year but no data
2017,5,3095,14,B,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,5,3988,14,C,4,8,NA,8,0,NA,2016,
2017,5,3153,14,D,2,20,NA,13,1,3.5,2017,
2017,5,3060,14,D,5,20,NA,8,1,2.5,2017,
2017,5,3010,14,G,3,13.5,NA,13,1,2.5,2016,
2017,5,3710,14,H,2,13,NA,6,2,1.5,2016,
2017,5,3022,14,J,3,22.5,NA,11,1,3,2016,
2017,5,3144,14,J,3,23.5,NA,10,1,4,2017,
2017,5,3186,15,G,1,11.5,NA,11.5,0,NA,2016,
2017,5,3984,15,H,3,15,NA,10,1,2.5,2016,
2017,5,3833,16,B,2,23,NA,10,1,3,2016,
2017,5,3907,16,B,2,22.5,NA,11.5,1,3.5,2017,
2017,5,3124,16,D,2,21,NA,12,2,2,2016,
2017,5,3067,16,F,2,16.5,NA,11.5,1,2,2016,
2017,5,3697,16,G,3,19,NA,11.5,1,3.5,2017,
2017,5,3001,16,I,0,NA,NA,NA,NA,NA,2016,No plant/dead?
2017,5,3811,16,J,3,19,NA,10,2,2.5,2017,
2017,5,3342,17,B,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,5,3180,17,B,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,5,3106,17,E,7,28.5,NA,15,3,3,2017,
2017,5,3679,17,F,4,20.5,NA,13.5,2,2.5,2016,
2017,5,3073,17,G,4,17,NA,8.5,2,3,2016,
2017,5,3817,17,H,3,18,NA,10.5,2,3.5,2017,
2017,5,3888,17,I,2,16,NA,10.5,2,3,2017,
2017,5,3685,18,B,5,25,NA,18.5,3,4,2016,
2017,5,3334,18,C,4,21,NA,15.5,2,2.5,2016,
2017,5,3180,18,C,4,20.5,NA,14.5,2,3.5,2016,
2017,5,3135,18,D,3,20,NA,12.5,2,3,2016,
2017,5,3869,18,E,4,23,NA,14.5,2,3.5,2016,
2017,5,3178,18,E,5,26.5,NA,15,3,4,2016,
2017,5,3713,19,F,3,14.5,NA,10,2,2.5,2016,
2017,5,3663,19,I,2,10,NA,10,0,NA,2016,
2017,6,3070,4,G,7,30,NA,13,3,5,2016,
2017,6,3008,4,J,5,24.5,NA,12.5,3,4,2016,
2017,6,3179,5,E,4,23.5,NA,18,2,4,2017,
2017,6,3916,7,C,1,26.5,NA,26.5,0,NA,2016,
2017,6,3400,8,E,7,28,NA,15,3,3.4,2017,
2017,6,3518,10,I,2,32,NA,15,1,4.5,2017,
2017,6,3319,11,A,3,26,NA,15,1,1.7,2017,Killed
2017,6,3601,12,B,1,22.5,NA,17.5,1,2,2017,
2017,6,3360,12,C,2,25.5,NA,22.5,1,2.7,2016,
2017,6,3825,12,C,3,21.5,NA,21.5,0,NA,2016,
2017,6,3358,12,D,1,20,NA,20,0,NA,2017,
2017,6,3345,12,D,6,30.5,NA,16.5,3,4.2,2016,
2017,6,3164,13,A,1,13,NA,13,0,NA,2017,
2017,6,3669,14,E,1,23,NA,8,1,4.5,2016,
2017,6,3372,14,G,2,13.5,NA,13.5,0,NA,2017,
2017,6,3373,14,H,3,11,NA,11,0,NA,2017,
2017,6,3141,15,E,6,19,NA,19,0,NA,2016,
2017,6,3136,16,B,3,18.5,NA,13.5,2,2.8,2016,
2017,6,3887,16,D,2,22,NA,14.5,1,2.5,2017,
2017,6,3648,16,F,4,29,NA,18.5,2,4,2016,
2017,6,3630,16,I,4,20,NA,13,1,2,2016,
2017,6,3541,18,A,2,15.5,NA,15.5,0,NA,2017,
2017,6,3005,18,E,2,18,NA,10.5,1,3,2016,
2017,6,3140,18,F,2,20,NA,15,2,3.5,2016,
2017,6,3173,18,F,4,21,NA,9.5,1,2,2016,
2017,6,3374,18,H,2,9,NA,9,0,NA,2017,
2017,6,3643,18,H,3,18,NA,17,1,2,2016,
2017,6,3142,19,D,3,21,NA,13,2,3.2,2016,
2017,6,3570,19,F,6,17,NA,15,4,4,2016,
2017,7,3981,0,D,2,21,NA,16,0,NA,2017,
2017,7,3308,0,I,1,30,NA,19,1,2.4,2017,
2017,7,3069,1,C,4,34,NA,18.5,2,3.8,2016,
2017,7,3915,1,F,2,27,NA,18,1,2,2017,
2017,7,3327,1,H,1,15,NA,15,0,NA,2017,
2017,7,3370,2,A,3,30,NA,17,2,3.5,2017,
2017,7,3375,3,C,2,27,NA,17,1,1.5,2017,
2017,7,3636,3,J,2,33,NA,15.5,1,4,2017,
2017,7,3089,5,I,2,33,NA,17,2,3,2017,
2017,7,3044,7,D,2,28,NA,20,1,2,2016,
2017,7,3688,7,H,4,31,NA,18,2,4.5,2016,
2017,7,3368,7,I,8,29,NA,14,6,3,2017,
2017,7,3874,8,C,4,38,NA,22,1,4,2016,
2017,7,3100,9,B,2,29,NA,19,1,4.5,2017,
2017,7,3296,9,C,3,29,NA,18,2,3,2016,
2017,7,3396,9,C,4,14,NA,14,0,NA,2016,
2017,7,3994,9,J,6,38,NA,14,2,4.2,2016,
2017,7,3866,10,B,5,43,NA,17,2,5,2016,
2017,7,3131,12,F,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,7,3513,13,C,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,7,3696,13,D,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,7,3357,13,G,NA,NA,NA,NA,NA,NA,2016,NP/NT
2017,9,3639,11,0.09,8,31,NA,20.5,2,3.5,2017,Ycoord= distance from quadrat (m)
2017,9,3059,11,0.21,3,25.5,NA,20,1,3.5,2017,Ycoord= distance from quadrat (m)
2017,9,3183,13,0.19,6,38,NA,21,2,4,2017,Ycoord= distance from quadrat (m)
2017,9,3143,14,0.95,4,33,NA,22,1,3,2017,Ycoord= distance from quadrat (m)
2017,10,3190,1,B,1,19.5,NA,14.5,0,NA,2016,
2017,10,3670,4,E,0,NA,NA,NA,NA,NA,2016,No plant/dead?
2017,10,3547,4,F,2,20.5,NA,20.5,0,NA,2016,
2017,10,3378,5,D,2,19,NA,19,0,NA,2017,
2017,10,3353,5,E,1,24.5,NA,24.5,0,NA,2016,
2017,10,3655,6,B,2,20.5,NA,20.5,0,NA,2017,
2017,12,3002,3,B,1,17.5,NA,7,2,2.5,2016,
2017,12,3876,11,H,1,8,NA,8,0,NA,2016,
2017,12,3551,11,H,2,12,NA,8,2,2,2016,
2017,12,3369,14,C,2,3.5,NA,3.5,0,NA,2017,
2017,12,3578,15,A,2,10.5,NA,9.5,2,2.2,2016,
2017,12,3834,15,C,2,7.5,NA,7.5,0,NA,2016,
2017,12,3366,15,D,2,13,NA,10.5,1,3,2017,
2017,12,3354,15,G,1,7,NA,7,0,NA,2016,
2017,12,3394,16,C,1,4,NA,4,0,NA,2017,
2017,12,3376,16,E,1,2,NA,2,0,NA,2017,
2017,12,3395,17,C,1,3.5,NA,3.5,0,NA,2017,
2017,12,3386,17,D,2,4,NA,4,0,NA,2017,
2017,12,3536,18,A,3,14.5,NA,11.5,2,4,2016,
2017,12,3388,18,E,1,3.5,NA,3.5,0,NA,2017,
2017,13,3027,0,C,4,18,NA,11,2,3,2016,
2017,13,3039,0,E,2,20,NA,17,2,4,2016,
2017,13,3558,0,F,4,23,NA,10.5,1,3,2016,
2017,13,3980,0,F,6,23.5,NA,15,3,3.5,2016,
2017,13,3187,1,J,6,26,NA,14,2,3.5,2016,
2017,13,3387,2,C,2,18,NA,10,2,3,2017,
2017,13,3595,2,F,5,18,NA,9.5,3,2,2016,
2017,13,3604,2,H,6,19,NA,7,3,3.5,2016,
2017,13,3336,3,C,5,13.5,NA,13,2,2.5,2016,
2017,13,3367,3,H,2,15,NA,8,1,2.5,2017,
2017,13,3400,3,H,2,21,NA,12,1,4,2017,
2017,13,3880,4,C,6,14.5,NA,10,3,2.7,2016,
2017,13,3709,4,F,1,5,NA,1.2,1,0.8,2017,
2017,13,3826,5,A,4,15,NA,11.5,2,2.5,2016,
2017,13,3155,5,A,4,16,NA,13,4,3,2016,
2017,13,3382,5,C,2,16.5,NA,9.5,3,2,2017,
2017,13,3123,5,H,24,24,NA,10,5,4.5,2016,
2017,13,3384,6,G,2,9.5,NA,14,1,3,2017,
2017,13,3390,7,F,5,7,NA,5,1,2,2017,
2017,13,3391,7,G,1,9,NA,9,3,2,2017,
2017,13,3638,8,D,5,11,NA,13,3,1.5,2016,
2017,13,3088,9,B,7,16,NA,10,2,3,2016,
2017,13,3079,9,B,13,15.5,NA,10.5,4,4.5,2016,
2017,13,3388,9,H,3,8,NA,9.5,1,1.5,2017,
2017,13,3616,10,B,2,12,NA,12,0,NA,2016,
2017,13,3018,10,G,2,19,NA,13,2,4,2017,
2017,13,3642,10,G,4,21.5,NA,12,3,5.5,2016,
2017,13,3287,10,H,2,10,NA,13,1,2,2016,
2017,13,3658,11,I,3,12.5,NA,9.5,3,2.5,2016,
2017,13,3333,12,A,2,15,NA,12,0,3,2016,
2017,13,3396,12,B,2,14,NA,9,2,3,2017,
2017,13,3389,12,F,3,19,NA,10.5,2,3.5,2017,
2017,13,3167,12,G,3,10,NA,8,2,2.2,2016,
2017,13,3620,12,J,1,9.5,NA,9.5,0,NA,2016,
2017,13,3128,13,H,5,17.5,NA,10,3,3,2016,
2017,13,3675,13,I,1,12.5,NA,12.5,0,NA,2016,
2017,13,3373,13,J,2,10,NA,10,0,NA,2017,
2017,13,3375,14,F,1,9.5,NA,9.5,0,NA,2017,
2017,13,3359,14,H,2,16,NA,8.5,1,3,2016,
2017,13,3705,14,H,3,19,NA,13,1,3.5,2016,
2017,13,3700,15,D,3,19.5,NA,11.5,3,2,2016,
2017,13,3605,15,F,1,15.5,NA,15.5,0,NA,2016,
2017,13,3356,15,G,3,17,NA,8,2,3,2016,
2017,13,3358,16,A,1,15,NA,15,0,NA,2017,
2017,13,3853,16,A,6,22,NA,15,3,2.5,2016,
2017,13,3355,16,C,1,17,NA,17,0,NA,2017,
2017,13,3356,16,C,1,13.5,NA,13.5,0,NA,2017,
2017,13,3385,16,D,3,20.5,NA,14.5,1,3.5,2017,
2017,13,3389,16,D,3,13,NA,12.5,1,2.5,2017,
2017,13,3376,16,F,1,8.5,NA,8.5,0,NA,2017,
2017,13,3023,16,G,5,18,NA,14.5,2,2,2016,
2017,13,3357,16,J,1,16,NA,16,0,NA,2017,
2017,13,3154,16,J,4,19.5,NA,14.5,2,3,2016,
2017,13,3396,17,A,1,15.5,NA,13,1,2,2017,
2017,13,3387,17,A,2,16,NA,13,2,2.5,2017,
2017,13,3164,17,C,3,17,NA,13,1,2.5,2017,
2017,13,3628,17,D,2,21,NA,16.5,1,3,2016,
2017,13,3397,17,G,2,10.5,NA,10.5,0,NA,2017,
2017,13,3009,17,J,5,21,NA,12.5,1,2.5,2016,
2017,13,3535,18,A,2,18.5,NA,15.5,1,2,2016,
2017,13,3830,18,C,1,11,NA,11,0,NA,2016,
2017,13,3392,18,C,1,7,NA,7,0,NA,2017,
2017,13,3393,18,C,2,5,NA,5,0,NA,2017,
2017,13,3573,18,D,1,6,NA,6,0,NA,2016,
2017,13,3377,18,D,1,4,NA,4,0,NA,2017,
2017,13,3823,18,G,1,4.5,NA,4.5,0,NA,2016,
2017,13,3383,18,I,1,13,NA,9.5,1,1.5,2017,
2017,13,3681,19,D,2,15,NA,10,1,2.5,2016,
2017,13,3061,19,E,1,5.5,NA,5.5,0,NA,2016,
2017,13,3701,19,E,4,11,NA,10.5,1,2.5,2016,
2017,13,3565,19,F,1,6.5,NA,6.5,0,NA,2016,
2017,13,3617,19,G,2,15,NA,14.5,1,1.7,2016,
2017,14,3699,0,F,3,13,NA,13,0,NA,2016,
2017,14,3350,2,A,1,7.5,NA,7.5,0,NA,2016,
2017,14,3058,2,A,2,12,NA,12,0,NA,2016,
2017,14,3379,2,A,4,29,NA,13,1,2,2017,
2017,14,3626,3,A,1,11,NA,11,0,NA,2016,
2017,14,3035,3,B,1,4,NA,4,0,NA,2016,
2017,14,3340,4,A,1,10.5,NA,10.5,0,NA,2016,
2017,14,3382,4,A,2,10,NA,10,0,NA,2017,
2017,14,3689,4,B,3,8,NA,8,0,NA,2016,
2017,14,3380,5,A,2,14,NA,14,0,NA,2017,
2017,14,3381,5,A,2,11.5,NA,11.5,0,NA,2017,
2017,14,3085,5,B,NA,NA,NA,NA,NA,NA,2016,NP/NT OR No plant/dead?
2017,14,3671,5,C,2,12,NA,12,0,NA,2016,
2017,14,3385,5,D,1,16,NA,16,0,NA,2017,
2017,14,3926,5,D,2,20,NA,20,0,NA,2016,
2017,14,3913,5,E,3,20,NA,20,0,NA,2016,
2017,14,3398,6,A,1,15,NA,15,0,NA,2017,
2017,14,3032,6,B,3,34.5,NA,14,1,4.5,2016,
2017,14,3300,6,B,4,35.5,NA,13,1,3.5,2016,
2017,14,3362,8,A,3,15,NA,15,1,1.5,2017,
2017,14,3360,8,D,4,39.5,NA,24,2,5,2017,
2017,14,3361,9,B,1,10.5,NA,10.5,0,NA,2017,
2017,14,3366,9,C,1,16,NA,16,0,NA,2017,
2017,14,3885,9,D,3,34.5,NA,22,2,2.5,2016,
2017,14,3607,10,D,4,38,NA,20,2,5.5,2016,
2017,14,3084,12,A,1,22.5,NA,11.5,0,NA,2016,
2017,14,3107,13,A,2,16.5,NA,16.5,0,NA,2016,
2017,14,3359,14,C,1,9.5,NA,9.5,0,NA,2017,
2017,14,3364,14,H,1,13.5,NA,13.5,0,NA,2017,
2017,14,3169,15,A,2,14,NA,14,0,NA,2016,
2017,14,3367,15,H,1,13,NA,13,0,NA,2017,
2017,14,3378,16,A,1,9.5,NA,9.5,0,NA,2017,
2017,14,3370,16,A,2,7.5,NA,7.5,0,NA,2017,
2017,14,3118,17,A,3,29,NA,13,1,3.2,2016,
2017,14,3928,17,B,1,10.5,NA,10.5,0,NA,2016,
2017,14,3149,19,A,3,24.5,NA,12,1,2.7,2016,
2017,14,3587,19,C,2,10,NA,10,0,NA,2016,
2017,14,3374,19,G,1,11,NA,11,0,NA,2017,
2017,14,3575,19,G,2,13.6,NA,13.5,0,NA,2016,
2017,15,3393,0,J,3,18,NA,17,1,2,2017,
2017,15,3157,0,J,6,34,NA,12,2,4.5,2016,
2017,15,3818,1,A,2,23,NA,12,1,4,2016,
2017,15,3392,1,I,5,23.5,NA,13.5,2,2,2017,
2017,15,3063,1,J,1,23,NA,14,1,3.5,2016,
2017,15,3065,2,F,7,46,NA,14,6,6,2016,
2017,15,3882,2,I,3,26,NA,15.5,1,3,2016,
2017,15,3341,3,H,3,23,NA,23,0,NA,2016,
2017,15,3052,3,J,4,19.5,NA,10,1,2,2016,
2017,15,3659,4,C,5,42,NA,10.5,3,5,2016,
2017,15,3940,5,I,5,27,NA,17,3,4,2016,
2017,15,3332,5,J,3,24,NA,16,2,3,2016,
2017,15,3177,6,G,7,35.5,NA,16,3,3,2016,
2017,15,3068,6,I,3,31.5,NA,14,1,4,2016,
2017,15,3095,6,J,5,33,NA,17,2,4,2017,
2017,15,3017,7,G,8,33,NA,12,4,3.5,2016,
2017,15,3083,7,I,5,21,NA,12,2,3.5,2016,
2017,15,3405,8,H,3,14,NA,16,2,2.5,2017,
2017,15,3832,8,H,5,24,NA,13.5,2,2.5,2016,
2017,15,3863,8,I,7,22,NA,9.5,3,3,2016,
2017,15,3402,9,F,2,13,NA,13,0,NA,2017,
2017,15,3404,9,G,1,10.5,NA,10.5,0,NA,2017,
2017,15,3014,9,I,8,9.5,NA,10,3,2.5,2016,
2017,15,3500,10,D,1,20,NA,20,0,NA,2017,
2017,15,3303,10,J,3,19,NA,19,0,NA,2016,
2017,15,3399,10,J,3,20,NA,12,1,2,2017,
2017,15,3848,10,J,7,25,NA,15,2,3,2016,
2017,15,3354,11,B,3,20,NA,15,2,3.5,2017,
2017,15,3900,11,F,5,12,NA,10.5,1,2.2,2016,
2017,15,3843,11,J,7,28.5,NA,15,3,2.5,2016,
2017,15,3490,12,C,2,19,NA,7,1,2.2,2017,
2017,15,3495,12,C,2,19.5,NA,12.5,1,4,2017,
2017,15,3401,12,G,4,25,NA,15,1,3.5,2017,
2017,15,3894,12,G,5,26.5,NA,18,2,2,2016,
2017,15,3297,12,I,7,25,NA,17.5,3,3.5,2016,
2017,15,3932,13,H,2,19,NA,19,0,NA,2016,
2017,15,3706,13,H,3,17.5,NA,14.5,2,3.5,2016,
2017,15,3403,13,J,6,29,NA,18,4,4.5,2017,
2017,15,3367,14,B,4,29.5,NA,16,2,5,2017,
2017,15,3497,14,C,5,16,NA,10.5,2,2,2017,
2017,15,3371,14,C,6,19.5,NA,18,2,4.5,2017,
2017,15,3094,14,D,4,16,NA,16,0,NA,2016,
