Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Height,Stalk_Height,Leaf.length,No.umbels,umbel.diam,YrTag,Notes
2017,15,3493,14,E,5,25.5,NA,11.5,2,5,2017,
2017,15,3489,14,G,1,19,NA,19,0,NA,2017,
2017,15,3377,14,G,2,22,NA,12,1,3.5,2017,
2017,15,3496,15,A,3,38.5,NA,17.5,1,3.5,2017,
2017,15,3868,15,A,5,35.5,NA,14.5,2,3,2016,
2017,15,3494,15,C,5,20.5,NA,13,2,3,2017,
2017,15,3581,15,I,3,32.5,NA,21,1,3.5,2016,
2017,15,3498,16,C,3,19.5,NA,16,1,2.5,2017,
2017,15,3116,16,C,5,32.5,NA,18.5,3,4.5,2016,
2017,15,3492,16,D,3,23.5,NA,14,2,2.7,2017,
2017,15,3395,16,G,3,23,NA,17,2,1.5,2017,
2017,15,3686,16,H,4,39,NA,20,1,3.5,2016,
2017,15,3384,16,I,7,31,NA,13,3,5,2017,
2017,15,3491,17,E,3,35,NA,16.5,2,3.2,2017,
2017,15,3693,17,G,10,38,NA,22,4,5,2016,
2017,15,3369,18,D,3,31,NA,15,1,4,2017,
2017,15,3372,19,C,1,18,NA,18,0,NA,2017,
2017,15,3390,19,C,3,52,NA,16,2,3.5,2017,
2017,15,3156,19,D,2,21.5,NA,21.5,0,NA,2016,
2017,15,3801,19,E,1,16,NA,16,0,NA,2016,
