Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Height,Stalk_Height,Leaf.length,No.umbels,umbel.diam,YrTag,Notes
2019,5,3896,10,F,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3362,10,F,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3329,10,H,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3174,10,I,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3649,11,A,1,NA,NA,10.5,0,NA,2017,
2019,5,3074,11,C,1,NA,NA,13,0,NA,2017,
2019,5,3827,11,C,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3471,11,D,0,NA,NA,NA,NA,NA,2018,no plant
2019,5,3184,11,E,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3807,11,H,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3615,11,J,2,NA,19,13,1,3,2017,
2019,5,3516,12,C,1,NA,NA,11,0,NA,2017,
2019,5,3040,12,D,1,NA,NA,12,0,NA,2016,
2019,5,3109,12,F,1,NA,NA,11,0,NA,2017,
2019,5,3361,13,A,2,NA,NA,11.5,0,NA,2017,
2019,5,3343,13,C,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3538,13,C,1,NA,NA,8,0,NA,2017,
2019,5,3331,13,E,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3577,13,G,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3677,13,G,NA,NA,NA,NA,NA,NA,?,NPNT
2019,5,3566,13,H,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3470,13,I,0,NA,NA,NA,NA,NA,2018,no plant
2019,5,3093,14,A,3,NA,11.5,14.5,1,2.5,2017,
2019,5,3095,14,B,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3472,14,B,0,NA,NA,NA,NA,NA,2018,no plant
2019,5,3988,14,C,1,NA,NA,13,0,NA,2016,
2019,5,3153,14,D,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3060,14,D,1,NA,NA,9,0,NA,2017,
2019,5,3010,14,G,1,NA,NA,17.5,0,NA,2016,
2019,5,3710,14,H,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3022,14,J,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3144,14,J,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3186,15,G,1,NA,NA,13,0,NA,2016,
2019,5,3984,15,H,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3833,16,B,1,NA,NA,10.5,0,NA,2016,
2019,5,3907,16,B,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3124,16,D,1,NA,17,7.5,1,2,2016,
2019,5,3067,16,F,1,NA,NA,12,0,NA,2016,
2019,5,3697,16,G,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3001,16,I,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3811,16,J,1,NA,NA,10.5,0,NA,2017,dead and dried out
2019,5,3342,17,B,NA,NA,NA,NA,NA,NA,2016,NPNT
2019,5,3180,17,B,2,NA,NA,9,0,NA,2016,
2019,5,3106,17,E,1,NA,NA,7,0,NA,2017,
2019,5,3679,17,F,1,NA,NA,12.5,0,NA,2016,
2019,5,3073,17,G,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3817,17,H,1,NA,NA,12.5,0,NA,2017,
2019,5,3888,17,I,0,NA,NA,NA,NA,NA,2017,no plant
2019,5,3474,18,A,1,NA,NA,9.5,0,NA,2018,
2019,5,3685,18,B,1,NA,NA,8,0,NA,2016,
2019,5,3334,18,C,3,NA,NA,14,0,NA,2016,
2019,5,3180,18,C,NA,NA,NA,NA,NA,NA,2016,"NPNT, duplicate tag"
2019,5,3135,18,D,3,NA,27.3,9,2,3.5,2016,
2019,5,3869,18,E,NA,NA,NA,NA,NA,NA,2016,NPNT
2019,5,3178,18,E,2,NA,12,17,2,3,2016,
2019,5,3473,18,G,1,NA,NA,15,0,NA,2018,
2019,5,3713,19,F,1,NA,NA,11,0,NA,2016,
2019,5,3663,19,I,0,NA,NA,NA,NA,NA,2016,no plant
2019,5,3490,0,F,1,NA,NA,9,0,NA,2019,
2019,5,3479,3,G,1,NA,NA,9,0,NA,2019,
2019,5,3499,2,G,1,NA,NA,10,0,NA,2019,
2019,5,3496,5,J,1,NA,NA,17,0,NA,2019,
2019,5,3127,16,B,1,NA,NA,13.5,0,NA,2019,
2019,5,3484,5,H,1,NA,NA,9,0,NA,2019,
2019,5,3488,15,I,1,NA,NA,12,0,NA,2019,
2019,5,3125,14,C,1,NA,NA,14,0,NA,2019,
2019,5,3476,12,E,2,NA,NA,12.5,0,NA,2019,
2019,6,3070,4,G,4,NA,34,16,2,3.5,2016,
2019,6,3008,4,J,1,NA,NA,21.5,0,NA,2016,
2019,6,3179,5,E,2,NA,23,21,1,6,2017,
2019,6,3916,7,C,3,NA,22,21,1,4,2016,already seeded
2019,6,3400,8,E,3,NA,18,14,2,4,2017,
2019,6,3518,10,I,4,NA,22,14.5,3,4.5,2017,
2019,6,3319,11,A,4,NA,22,15.5,1,3,2017,
2019,6,3455,11,D,0,NA,NA,NA,NA,NA,2018,no plant
2019,6,3601,12,B,2,NA,12,14,1,2,2017,
2019,6,3360,12,C,0,NA,NA,NA,NA,NA,2016,no plant
2019,6,3825,12,C,2,NA,20,15,1,4,2016,
2019,6,3358,12,D,5,NA,21.5,12,3,2,2017,
2019,6,3345,12,D,4,NA,27.5,13.5,3,4,2016,
2019,6,3164,13,A,1,NA,NA,19,0,NA,2017,
2019,6,3456,13,B,4,NA,23.5,16,1,3,2018,
2019,6,3669,14,E,3,NA,12,12,2,2,2016,
2019,6,3372,14,G,2,NA,15,5,1,2,2017,
2019,6,3373,14,H,1,NA,NA,17.5,0,NA,2017,
2019,6,3141,15,E,2,NA,9,7.5,1,3,2016,
2019,6,3454,15,H,2,NA,8,10.5,1,1.5,2018,
2019,6,3136,16,B,2,NA,29,11.5,2,4,2016,
2019,6,3887,16,D,3,NA,21.5,10,2,3.5,2017,
2019,6,3648,16,F,1,NA,16,14,1,2.75,2016,
2019,6,3630,16,I,2,NA,21.5,12.5,2,3.5,2016,
2019,6,3541,18,A,2,NA,NA,13.5,0,NA,2017,
2019,6,3005,18,E,1,NA,12,9,1,1.5,2016,
2019,6,3140,18,F,2,NA,15,14,2,2.5,2016,
2019,6,3173,18,F,0,NA,NA,NA,NA,NA,2016,no plant
2019,6,3374,18,H,1,NA,NA,15,0,NA,2017,
2019,6,3643,18,H,3,NA,15.5,17,1,2.5,2016,
2019,6,3142,19,D,2,NA,13.5,13,1,2,2016,
2019,6,3570,19,F,1,NA,17,6.5,1,2.5,2016,
2019,6,3489,13,B,3,NA,NA,11,0,NA,2019,
2019,6,3465,17,F,1,NA,14,12.5,1,2.5,2019,
2019,6,3466,19,B,2,NA,NA,21,0,NA,2019,
2019,7,3453,0,C,2,NA,29,20.5,1,3,2018,
2019,7,3981,0,D,0,NA,NA,NA,NA,NA,2017,no plant
2019,7,3308,0,I,3,NA,28,12,2,4,2017,
2019,7,3069,1,C,2,NA,16,17,1,2,2016,
2019,7,3915,1,F,2,NA,1.7,15.5,1,2.5,2017,
2019,7,3327,1,H,0,NA,NA,NA,NA,NA,2017,no plant
2019,7,3370,2,A,0,NA,NA,NA,NA,NA,2017,no plant
2019,7,3452,2,E,0,NA,NA,NA,NA,NA,2018,no plant
2019,7,3375,3,C,2,NA,NA,20.5,0,NA,2017,
2019,7,3636,3,J,1,NA,NA,20,0,NA,2017,
2019,7,3450,4,H,2,NA,24,10.5,2,6,2018,
2019,7,3089,5,I,4,NA,33,12,3,3.5,2017,
2019,7,3443,7,A,2,NA,42,20,2,3.5,2018,
2019,7,3044,7,D,2,NA,22,18,1,3,2016,
2019,7,3688,7,H,3,NA,17,12.5,2,1.5,2016,
2019,7,3368,7,I,2,NA,25,14,2,2,2017,
2019,7,3874,8,C,2,NA,33,21.5,1,3,2016,
2019,7,3100,9,B,3,NA,24.5,13.5,3,4,2017,
2019,7,3296,9,C,5,NA,37,10.5,3,6.5,2016,tag says '3298'
2019,7,3396,9,C,2,NA,23,15,2,4,2016,tag says '3398'
2019,7,3994,9,J,6,NA,9,17,3,6,2016,
2019,7,3866,10,B,1,NA,24.5,10.5,1,5,2016,
2019,7,3131,12,F,0,NA,NA,NA,NA,NA,2016,no plant
2019,7,3513,13,C,0,NA,NA,NA,NA,NA,2016,no plant
2019,7,3696,13,D,0,NA,NA,NA,NA,NA,2016,no plant
2019,7,3357,13,G,0,NA,NA,NA,NA,NA,2016,no plant
2019,7,3447,15,D,3,NA,NA,15,0,NA,2018,
2019,7,3446,16,C,2,NA,NA,13,0,NA,2018,
2019,7,3150,13,G,2,NA,NA,17,0,NA,2019,
2019,7,3177,15,E,3,NA,NA,11,0,NA,2019,
2019,7,3176,18,I,1,NA,NA,10,0,NA,2019,
2019,9,3639,11,0.09,3,NA,29,21,1,4,2017,
2019,9,3059,11,0.21,1,NA,NA,9.5,0,NA,2017,
2019,9,3442,13,0.08,2,NA,NA,23,0,NA,2018,
2019,9,3183,13,0.19,4,NA,26.5,19,1,3,2017,
2019,9,3143,14,0.95,6,NA,38,22,3,6,2017,
2019,9,3666,17,H,2,NA,NA,22,0,NA,2019,
2019,9,3683,17,H,1,NA,NA,14.5,0,NA,2019,
2019,10,3190,1,B,2,NA,22,14,1,2,2016,
2019,10,3670,4,E,0,NA,NA,NA,NA,NA,2016,no plant
2019,10,3547,4,F,3,NA,31,16.5,1,5,2016,
2019,10,3378,5,D,2,NA,21,13.5,1,5.5,2017,
2019,10,3353,5,E,2,NA,31,15,1,4,2016,
2019,10,3655,6,B,2,NA,42,13,2,5.5,2017,
2019,12,3002,3,B,4,NA,24,12,2,4,2016,
2019,12,3448,6,F,1,NA,NA,13,0,NA,2018,
2019,12,3445,10,B,0,NA,NA,NA,NA,NA,2018,no plant
2019,12,3876,11,H,4,NA,22.5,14,2,3,2016,
2019,12,3551,11,H,0,NA,NA,NA,NA,NA,2016,no plant
2019,12,3449,12,B,2,NA,NA,7.5,0,NA,2018,
2019,12,3444,13,H,1,NA,NA,7.5,0,NA,2018,
2019,12,3369,14,C,1,NA,NA,5.5,0,NA,2017,
2019,12,3439,14,G,1,NA,NA,6,0,NA,2018,
2019,12,3578,15,A,3,NA,19.5,11.5,2,3,2016,
2019,12,3834,15,C,0,NA,NA,NA,NA,NA,2016,no plant
2019,12,3366,15,D,4,NA,20,13.5,1,2.5,2017,
2019,12,3354,15,G,2,NA,22,14,1,4,2016,
2019,12,3394,16,C,1,NA,NA,6.5,0,NA,2017,
2019,12,3376,16,E,1,NA,NA,9,0,NA,2017,
2019,12,3395,17,C,1,NA,NA,10,0,NA,2017,
2019,12,3386,17,D,1,NA,NA,6.5,0,NA,2017,
2019,12,3451,17,D,1,NA,NA,8,0,NA,2018,
2019,12,3536,18,A,2,NA,NA,14,0,NA,2016,
2019,12,3388,18,E,0,NA,NA,NA,NA,NA,2017,no plant
2019,12,3049,15,B,2,NA,NA,10.5,0,NA,?,"Found tagged in plot, but not on last year's data sheet"
2019,12,3135,7,G,3,NA,21,10.5,1,2,2019,
2019,12,3146,16,B,2,NA,NA,4.5,0,NA,2019,
2019,12,3147,17,B,2,NA,NA,10.5,0,NA,2019,
2019,12,3181,11,B,2,NA,NA,5,0,NA,2019,
2019,12,3145,11,D,3,NA,NA,12.5,0,NA,2019,
2019,12,3134,13,H,1,NA,NA,8,0,NA,2019,
2019,12,3131,13,H,1,NA,NA,7.5,0,NA,2019,
2019,12,3137,12,G,1,NA,NA,9,0,NA,2019,
2019,12,3153,13,E,1,NA,NA,5,0,NA,2019,
2019,12,3132,18,F,2,NA,NA,5.5,0,NA,2019,
2019,12,3149,16,C,3,NA,NA,9,0,NA,2019,
2019,12,3140,16,C,3,NA,NA,9,0,NA,2019,
2019,12,3148,17,D,2,NA,NA,8,0,NA,2019,
2019,12,3129,15,H,1,NA,NA,11,0,NA,2019,
2019,12,3139,17,A,2,NA,NA,5.5,0,NA,2019,
2019,12,3130,3,B,1,NA,NA,6,0,NA,2019,
2019,12,3144,17,A,1,NA,NA,5.5,0,NA,2019,
2019,12,3133,5,C,2,NA,NA,8,0,NA,2019,
2019,13,3027,0,C,1,NA,NA,12,0,NA,2016,
2019,13,3422,0,C,1,NA,NA,9.5,0,NA,2018,
2019,13,3421,0,C,0,NA,NA,NA,NA,NA,2018,no plant
2019,13,3431,0,D,2,NA,NA,18,0,NA,2018,
2019,13,3429,0,D,2,NA,9.5,12,1,3,2018,
2019,13,3428,0,D,2,NA,13,5,1,2,2018,
2019,13,3039,0,E,1,NA,NA,15,0,NA,2016,
2019,13,3558,0,F,1,NA,NA,14.5,0,NA,2016,
2019,13,3980,0,F,3,NA,23,14,1,4.5,2016,
2019,13,3187,1,J,4,NA,25,15,2,3,2016,
2019,13,3441,2,B,2,NA,30.5,14,2,5,2018,
