Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,YrTag,notes,tag.pulled,problem.tag,,
2022,14,3551,18,C,0,NA,NA,NA,NA,2018,"Tag says 3351, NP, tag pulled",1,,,
2022,14,3149,19,A,5,16,3,49,SOS,2016,Outside of plot,,,,
2022,14,3528,19,C,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,14,3530,19,C,1,14,0,NA,NA,2018,,,,,
2022,14,3587,19,C,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,14,3101,19,D,2,20,1,36,7.5,2019,,,,,
2022,14,3829,19,D,2,15,1,28,5.5,2019,outside of plot,,,,
2022,14,3712,19,E,0,NA,NA,NA,NA,2019,"NP, on edge of plot",,,,
2022,14,3346,19,F,0,NA,NA,NA,NA,2019,NP,,,,
2022,14,3440,19,F,4,18,1,30,4,2018,outside plot,,,,
2022,14,3374,19,G,1,15,0,NA,NA,2017,,,,,
2022,14,3575,19,G,2,12.5,1,20,3,2016,,,,,
2022,14,3062,19,G,0,NA,NA,NA,NA,2021,NP,,,,
2022,14,3722,19,H,0,NA,NA,NA,NA,2021,"NP, dactylis clump",,,,
2022,15,3892,0,B,6,21,3,42,SOS,2021,,,,,
2022,15,3157,0,J,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,15,3393,0,J,3,19,2,36,SOS,2017,"could be 3157, very close together",,,,
2022,15,3818,1,A,10,16.5,5,36,SOS,2016,,,,,
2022,15,3392,1,I,NA,NA,NA,NA,NA,2017,NPNT,,,,
2022,15,3063,1,J,3,22,1,47,7,2016,maybe new plant? ,,,,
2022,15,3426,1,J,2,21.5,1,30.5,5,2018,,,,,
2022,15,3427,1,J,4,19.5,2,43,SOS,2018,,,,,
2022,15,3065,2,F,9,22,3,38,SOS,2016,,,,,
2022,15,3423,2,I,3,24,2,45,SOS,2018,,,,,
2022,15,3882,2,I,4,25,2,43,SOS,2016,,,,,
2022,15,3485,3,A,13,18,6,40.5,SOS,2018,,,,,
2022,15,3341,3,H,10,24.5,7,47,SOS,2016,,,,,
2022,15,3672,3,H,0,NA,NA,NA,NA,2021,NP,,,,
2022,15,3052,3,J,4,20,2,41,SOS,2016,,,,,
2022,15,3659,4,C,10,17.5,5,49.5,SOS,2016,,,,,
2022,15,3881,5,E,2,23.5,0,NA,NA,?,,,,,
2022,15,3479,5,F,11,21,6,49,SOS,2018,,,,,
2022,15,3940,5,I,1,12.5,0,NA,NA,2016,,,,,
2022,15,3332,5,J,3,21,0,NA,NA,2016,next to 3940,,,,
2022,15,3177,6,G,7,22.5,4,36,SOS,2016,,,,,
2022,15,3068,6,I,6,17,2,49,SOS,2016,,,,,
2022,15,3417,6,I,6,20,3,53,SOS,2018,,,,,
2022,15,3095,6,J,5,20,2,42,SOS,2017,,,,,
2022,15,3472,6,J,5,22,4,43,SOS,2019,,,,,
2022,15,3017,7,G,6,19,2,36,SOS,2016,,,,,
2022,15,3083,7,I,7,17.5,3,33,SOS,2016,,,,,
2022,15,3760,8,G,2,17,0,NA,NA,2021,,,,,
2022,15,3405,8,H,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3832,8,H,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,15,3458,8,I,2,15,1,34,4,2019,,,,,
2022,15,3863,8,I,3,15,2,27,SOS,2016,,,,,
2022,15,3771,8,J,0,NA,NA,NA,NA,2021,NP,,,,
2022,15,3402,9,F,4,19.5,0,NA,NA,2017,,,,,
2022,15,3774,9,F,3,18.5,1,51,5,2021,,,,,
2022,15,3404,9,G,4,17.5,0,NA,NA,2017,,,,,
2022,15,3014,9,I,6,14,2,19.5,SOS,2016,,,,,
2022,15,3021,9,J,4,19,2,57,SOS,2021,,,,,
2022,15,3673,10,A,3,15.5,2,44,SOS,2019,,,,,
2022,15,3500,10,D,5,16,3,49,SOS,2017,,,,,
2022,15,3734,10,H,3,16,2,32,SOS,2021,,,,,
2022,15,3303,10,J,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,15,3399,10,J,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3848,10,J,3,20,2,28,SOS,2016,,,,,
2022,15,3742,10,J,3,19.5,0,NA,NA,2021,,,,,
2022,15,3354,11,B,11,14,7,38.5,SOS,2017,,,,,
2022,15,3397,11,F,6,19,3,31.5,SOS,2018,,,,,
2022,15,3900,11,F,4,15,2,29,SOS,2016,,,,,
2022,15,3755,11,I,5,17.5,1,30,2.5,2021,,,,,
2022,15,3843,11,J,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,15,3490,12,C,3,15,2,33.5,SOS,2017,,,,,
2022,15,3495,12,C,0,NA,NA,NA,NA,2017,NP,,,,
2022,15,3765,12,D,0,NA,NA,NA,NA,2021,NP,,,,
2022,15,3612,12,E,2,14,2,29,SOS,2018,,,,,
2022,15,3737,12,E,5,17,0,NA,NA,2021,,,,,
2022,15,3615,12,F,0,NA,NA,NA,NA,2018,NP but found this tag. But tag says 3165. Was given a new tag in 2021 (3745) but pulled it this year,,1,,
2022,15,3745,12,F,0,NA,NA,NA,NA,2021,"New tag for 3615 in 2021, but found it this year. Pulled this tag",1,1,,
2022,15,3401,12,G,3,21,2,36.5,SOS,2017,,,,,
2022,15,3894,12,G,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,15,3297,12,I,4,21,2,39,SOS,2016,,,,,
2022,15,3757,13,G,3,13,2,36,SOS,2021,,,,,
2022,15,3706,13,H,4,20,2,42,SOS,2016,Tag says 3076,,,,
2022,15,3932,13,H,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,15,3403,13,J,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3740,13,J,9,18,7,46.5,SOS,2019,Maybe 1> plants? Very close together ,,,,
2022,15,3367,14,B,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3736,14,B,5,23,4,38,SOS,2021,,,,,
2022,15,3831,14,B,5,18,1,42,7.5,2021,Tag says 3813,,,,
2022,15,3371,14,C,7,20,3,33.5,SOS,2017,,,,,
2022,15,3497,14,C,NA,NA,NA,NA,NA,2017,NPNT,,,,
2022,15,3094,14,D,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,15,3368,14,D,1,17,0,NA,NA,2018,,,,,
2022,15,3493,14,E,3,20,2,30,SOS,2017,,,,,
2022,15,3377,14,G,5,23,3,37,SOS,2017,,,,,
2022,15,3489,14,G,3,18,2,43,SOS,2017,,,,,
2022,15,3047,14,J,6,24,3,49,SOS,2018,,,,,
2022,15,3496,15,A,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3868,15,A,8,20,5,41,SOS,2016,,,,,
2022,15,3446,15,C,3,25,1,32,4,2019,,,,,
2022,15,3455,15,C,3,17,2,44.5,SOS,2019,,,,,
2022,15,3494,15,C,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3112,15,D,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,15,3481,15,H,4,22,1,37,5.5,2018,,,,,
2022,15,3581,15,I,4,21,2,36,SOS,2016,,,,,
2022,15,3104,15,J,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,15,3391,16,A,4,21,2,40.5,SOS,2018,,,,,
2022,15,3116,16,C,9,25,3,43,SOS,2016,,,,,
2022,15,3498,16,C,3,24,0,NA,NA,2017,,,,,
2022,15,3492,16,D,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3395,16,G,6,18,3,37.5,SOS,2017,,,,,
2022,15,3686,16,H,5,27,0,NA,NA,2016,,,,,
2022,15,3384,16,I,4,17,4,38,SOS,2017,,,,,
2022,15,3482,16,J,2,21,1,22.5,4,2018,,,,,
2022,15,3491,17,E,7,21,3,45,SOS,2017,,,,,
2022,15,3693,17,G,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,15,3436,17,H,4,20,2,43,SOS,2018,,,,,
2022,15,3738,17,H,4,20,1,32,5,2019,,,,,
2022,15,3478,17,I,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,15,3457,18,A,4,26,2,47,SOS,2019,,,,,
2022,15,3621,18,A,0,NA,NA,NA,NA,2021,NP,,,,
2022,15,3006,18,B,3,25,1,37,4,2018,,,,,
2022,15,3369,18,D,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3372,19,C,2,24,3,28,SOS,2017,,,,,
2022,15,3390,19,C,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,15,3156,19,D,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,15,3766,19,D,5,28,1,29,2.5,2021,,,,,
2022,15,3801,19,E,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,14,7574,2,A,2,27,0,NA,NA,2022,,,,,
2022,14,7576,12,A,2,16,1,24.5,4,2022,on edge of plot,,,,
2022,14,7577,3,B,3,17,0,NA,NA,2022,,,,,
2022,14,7566,0,D,2,19.5,0,NA,NA,2022,,,,,
2022,14,7557,7,G,2,20,2,35,SOS,2022,,,,,
2022,14,7518,5,D,1,19,0,NA,NA,2022,,,,,
2022,14,7575,5,B,2,15.5,1,23.5,2,2022,,,,,
2022,14,7528,5,B,1,18.5,0,NA,NA,2022,next to 3380,,,,
2022,14,7594,10,B,2,16,0,NA,NA,2022,,,,,
2022,14,7595,10,A,1,14,0,NA,NA,2022,,,,,
2022,5,7501,3,C,2,19,0,NA,NA,2022,,,,,
2022,5,7519,3,D,1,24,0,NA,NA,2022,,,,,
2022,5,7543,6,E,1,17.5,0,NA,NA,2022,,,,,
2022,5,7542,8,D,1,19,0,NA,NA,2022,,,,,
2022,5,7512,2,G,2,19.5,0,NA,NA,2022,,,,,
2022,5,7580,3,J,2,19,0,NA,NA,2022,,,,,
2022,5,7581,4,J,1,24,0,NA,NA,2022,,,,,
2022,5,7522,3,F,4,21,1,24,2.5,2022,,,,,
2022,5,7596,4,G,1,18,0,NA,NA,2022,,,,,
2022,5,7525,6,F,1,19.5,0,NA,NA,2022,,,,,
2022,5,7524,6,H,2,16,0,NA,NA,2022,,,,,
2022,5,7597,7,F,2,16,0,NA,NA,2022,,,,,
2022,5,7526,19,E,1,9,1,22,4,2022,,,,,
2022,5,7555,18,B,2,13,1,17,4,2022,,,,,
2022,5,7546,14,G,2,14,2,24,SOS,2022,,,1,,
2022,15,7593,7,A,3,17,1,27,5,2022,,,,,
2022,15,7598,6,A,3,22,0,NA,NA,2022,,,,,
2022,15,7572,1,J,1,23,0,NA,NA,2022,,,,,
2022,15,7521,15,E,3,21,1,31.5,3.5,2022,,,,,
2022,10,7513,4,C,1,18,0,NA,NA,2022,,,,,
2022,10,7586,7,C,1,12,0,NA,NA,2022,,,,,
2022,10,7556,6,D,1,12,0,NA,NA,2022,,,,,
2022,3,7548,9,G,3,28.5,0,NA,NA,2022,,,,,
2022,3,7573,3,A,4,17,1,42,5,2022,,,,,
2022,3,7552,15,C,2,21.5,0,NA,NA,2022,,,,,
2022,3,7539,15,C,2,15,0,NA,NA,2022,,,,,
2022,4,7509,18,I,1,13,0,NA,NA,2022,,,,,
2022,4,7531,17,H,2,16.5,0,NA,NA,2022,,,,,
2022,4,7510,17,G,1,14,0,NA,NA,2022,,,,,
2022,4,7590,17,H,2,15,0,NA,NA,2022,,,,,
2022,4,7550,0,H,4,19,2,46,SOS,2022,on plot edge,,,,
2022,4,7591,9,J,2,18,2,35,SOS,2022,,,,,
2022,4,7545,9,J,2,14,1,33,5.5,2022,,,,,
2022,7,7529,11,A,2,13,0,NA,NA,2022,,,,,
2022,7,7544,6,G,2,16,1,30,2,2022,,,,,
2022,7,7520,18,I,1,18,0,NA,NA,2022,,,,,
2022,7,7538,16,F,1,24,0,NA,NA,2022,,,,,
2022,13,3953,17,A,0,NA,NA,NA,NA,2021,NP. tagged in 2021 as a replacement for 3438 but actually it’s in a different spot. NP,,1,,
2022,13,7527,3,F,1,13,0,NA,NA,2022,in rocks,,,,
2022,13,7592,7,J,4,12,2,32,SOS,2022,,,,,
2022,13,7589,6,I,2,13,0,NA,NA,2022,,,,,
2022,13,7514,17,G,1,15,0,NA,NA,2022,,,,,
2022,13,7571,9,G,2,14,0,NA,NA,2022,,,,,
2022,13,7532,12,H,2,10,2,33,SOS,2022,,,,,
2022,12,7540,8,C,1,11.5,0,NA,NA,2022,,,,,
2022,12,7511,18,F,1,13,0,NA,NA,2022,may be 3417?,,,,
2022,12,7507,16,F,2,14,0,NA,NA,2022,,,,,
2022,12,7541,16,F,2,11.5,0,NA,NA,2022,,,,,
2022,12,7530,12,E,1,15.5,0,NA,NA,2022,,,,,
2022,12,7578,11,B,1,20,0,NA,NA,2022,,,,,
2022,1,7533,2,F,1,21,0,NA,NA,2022,,,,,
2022,1,7599,0,G,1,20.5,0,NA,NA,2022,,,,,
2022,1,7505,16,D,1,21,0,NA,NA,2022,,,,,
2022,1,7535,7,I,1,7,0,NA,NA,2022,,,,,
2022,1,7536,10,J,1,10,1,41,5,2022,,,,,
2022,1,7562,10,F,1,11.5,1,22,3,2022,,,,,
2022,2,7560,17,J,1,12,0,NA,NA,2022,,,,,
2022,2,7569,14,I,2,14,0,NA,NA,2022,,,,,
2022,2,7563,7,A,1,11.5,0,NA,NA,2022,,,,,
2022,6,7587,13,A,2,15,2,50,SOS,2022,maybe 3456 (NPNT 2022),,,,
