Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,YrTag,notes,tag.pulled,problem.tag,,
2022,6,3358,12,D,6,23,4,60,SOS,2017,,,,,
2022,6,3164,13,A,2,16,1,38.5,6,2017,"replaced with 3789. 3164 pulled (2021), so tag is 3789",,,,
2022,6,3456,13,B,NA,NA,NA,NA,NA,2018,"NPNT. 7587, could be the same plant",,,,
2022,6,3489,13,B,3,19,1,48,6,2019,,,,,
2022,6,3669,14,E,4,20,3,57,SOS,2016,,,,,
2022,6,3372,14,G,2,13,1,39,8.5,2017,,,,,
2022,6,3373,14,H,1,22.5,0,NA,NA,2017,,,,,
2022,6,3141,15,E,5,19,3,50,SOS,2016,,,,,
2022,6,3785,15,G,0,NA,NA,NA,NA,2020,NP,,,,
2022,6,3777,15,G,2,13,2,49,SOS,2021,,,,,
2022,6,3733,15,G,3,16.5,2,55,SOS,2021,,,,,
2022,6,3725,15,G,5,13,3,36,SOS,2021,,,,,
2022,6,3454,15,H,0,NA,NA,NA,NA,2018,NP,,,,
2022,6,3136,16,B,5,15,3,53,SOS,2016,,,,,
2022,6,3887,16,D,4,10,3,60,SOS,2017,,,,,
2022,6,3648,16,F,8,18.5,4,43,SOS,2016,,,,,
2022,6,3630,16,I,4,18,3,65,SOS,2016,,,,,
2022,6,3465,17,F,1,17.5,0,NA,NA,2019,,,,,
2022,6,3767,17,G,1,20,0,NA,NA,2021,,,,,
2022,6,3541,18,A,0,NA,NA,NA,NA,2017,NP,,,,
2022,6,3747,18,A,0,NA,NA,NA,NA,2020,NP,,,,
2022,6,3743,18,A,3,13,2,44.5,SOS,2021,outside of plot,,,,
2022,6,3005,18,E,2,13.5,1,24,3.5,2016, ,,,,
2022,6,3140,18,F,4,20.5,3,41,SOS,2016,,,,,
2022,6,3173,18,F,4,18,4,45,SOS,2016,,,,,
2022,6,3784,18,F,0,NA,NA,NA,NA,2020,NP. Tag pulled,1,,,
2022,6,3955,18,G,5,18,1,26.5,2,2021,,,,,
2022,6,3374,18,H,2,15,1,44,5.5,2017,,,,,
2022,6,3643,18,H,6,26.5,3,52,SOS,2016,,,,,
2022,6,3466,19,B,5,21.5,3,52,SOS,2019,edge of plot,,,,
2022,6,3142,19,D,2,19,1,37,4,2016,"had repleacement tag 3792, but found both this year pointing at same plant. 2022: 3792 tag pulled",,1,,
2022,6,3570,19,F,1,20,0,NA,NA,2016,,,,,
2022,6,3773,19,F,2,18.5,2,26.5,SOS,2021,"tagged in 2021, not transferred to 2022 data sheet. ",,1,,
2022,6,3729,19,F,2,19.5,2,57,SOS,2021,"tagged in 2021, not transferred to 2022 data sheet. ",,1,,
2022,7,3453,0,C,3,22,4,49,SOS,2018,,,,,
2022,7,3981,0,D,2,17.5,2,43,SOS,2017,,,,,
2022,7,3308,0,I,NA,NA,NA,NA,NA,2017,NPNT,,,,
2022,7,5050,1,A,2,22,1,38,4,2021,,,,,
2022,7,3069,1,C,1,26.5,0,NA,NA,2016,,,,,
2022,7,3915,1,F,NA,NA,NA,NA,NA,2017,New tag is 5051. 2022: NT ,,1,,
2022,7,5051,1,F,3,22,2,47.5,SOS,2021,"new tag for 3915, in 1F",,1,,
2022,7,3327,1,H,0,NA,NA,NA,NA,2017,NP. Tag pulled,1,,,
2022,7,3370,2,A,4,24.5,1,30,4,2017,,,,,
2022,7,5049,2,D,3,26,1,44,5,2021,,,,,
2022,7,3452,2,E,8,19,4,46,SOS,2018,,,,,
2022,7,3375,3,C,2,21,2,42,SOS,2017,,,,,
2022,7,3636,3,J,1,27,0,NA,NA,2017,,,,,
2022,7,5052,3,J,2,28,0,NA,NA,2021,,,,,
2022,7,3450,4,H,4,23.5,3,49,SOS,2018,,,,,
2022,7,5053,4,J,2,17,1,35,4,2021,,,,,
2022,7,3401,5,H,1,19,1,33.5,4,2020,,,,,
2022,7,3089,5,I,2,14,2,42.5,SOS,2017,,,,,
2022,7,3794,6,I,0,NA,NA,NA,NA,2020,NP. Tag pulled,1,,,
2022,7,3443,7,A,2,24,1,43,6,2018,,,,,
2022,7,3044,7,D,3,25.5,2,47.5,SOS,2016,,,,,
2022,7,3688,7,H,2,13.5,2,38.5,SOS,2016,,,,,
2022,7,3368,7,I,3,32,1,34,3.5,2017,,,,,
2022,7,3874,8,C,4,25.5,1,53,4.5,2016,,,,,
2022,7,3100,9,B,2,20,1,37,6,2017,,,,,
2022,7,5047,9,B,5,21.5,2,46,SOS,2021,,,,,
2022,7,3296,9,C,2,18,1,54,6,2016,tag says '3298' ,,1,,
2022,7,3396,9,C,0,NA,NA,NA,NA,2016,NP. Tag pulled,1,,,
2022,7,3994,9,J,6,29,5,56,SOS,2016,,,,,
2022,7,3866,10,B,3,14,2,55,SOS,2016,"Tag says 3886, typo? No other 10B/C tag",,1,,
2022,7,5048,11,E,2,21,1,41,3.5,2021,,,,,
2022,7,3402,11,I,1,21.5,0,NA,NA,2020,,,,,
2022,7,5054,11,J,2,29,1,47.5,4.5,2021,,,,,
2022,7,3131,12,F,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,7,3403,12,I,2,20,1,56,6,2020,,,,,
2022,7,3406,12,J,1,9,1,30.5,3,2020,,,,,
2022,7,5055,12,J,NA,NA,NA,NA,NA,2021,NPNT,,,,
2022,7,3513,13,C,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,7,3696,13,D,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,7,3150,13,G,1,24,0,NA,NA,2019,,,,,
2022,7,3357,13,G,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,7,5041,13,G,1,19,0,NA,NA,2021,next to 3150,,,,
2022,7,5056,14,J,2,20,2,51,SOS,2021,,,,,
2022,7,3447,15,D,1,24,0,NA,NA,2018,,,,,
2022,7,3177,15,E,2,23,0,NA,NA,2019,,,,,
2022,7,3404,15,H,2,18,0,NA,NA,2020,,,,,
2022,7,3405,15,H,1,19.5,0,NA,NA,2020,,,,,
2022,7,3409,16,B,0,NA,NA,NA,NA,2020,entire plant clipped but present ,,,,
2022,7,3446,16,C,2,18,2,33,SOS,2018,,,,,
2022,7,3407,16,D,1,25.5,0,NA,NA,2020,,,,,
2022,7,5032,16,D,4,22,2,48,SOS,2021,,,,,
2022,7,5040,16,D,1,23.5,1,22,NA,2021,dead umbel,,,,
2022,7,3408,17,C,1,18.5,1,47,3.5,2020,,,,,
2022,7,5037,17,E,2,23,1,37,3,2021,,,,,
2022,7,5038,17,J,NA,NA,NA,NA,NA,2021,NPNT,,,,
2022,7,3176,18,I,1,32,0,NA,NA,2019,,,,,
2022,9,3639,11,0.09,2,22,0,NA,NA,2017,11K,,,,
2022,9,3059,11,0.21,NA,NA,NA,NA,NA,2017,NPNT,,,,
2022,9,3731,11,L,2,18,0,NA,NA,2021,maybe 3059?,,,,
2022,9,3609,11,P,3,19,0,NA,NA,2021,,,,,
2022,9,3770,12,L,3,20.5,1,42,4,2021,maybe 3059? ,,,,
2022,9,3690,12,R,0,NA,NA,NA,NA,2021,NP,,,,
2022,9,3442,13,0.08,2,26,0,NA,NA,2018,13L,,,,
2022,9,3183,13,0.19,2,20,1,34,4.5,2017,13L,,,,
2022,9,3143,14,0.95,6,20,3,50,SOS,2017,14T,,,,
2022,9,3666,17,H,NA,NA,NA,NA,NA,2019,NPNT,,,,
2022,9,3683,17,H,NA,NA,NA,NA,NA,2019,NPNT,,,,
2022,10,3190,1,B,3,17,2,52,SOS,2016,,,,,
2022,10,3670,4,E,0,NA,NA,NA,NA,2016,NP. Tag pulled,1,,,
2022,10,3547,4,F,3,20.5,1,55,7,2016,,,,,
2022,10,3378,5,D,2,19,0,NA,NA,2017,,,,,
2022,10,3353,5,E,4,27,2,67,SOS,2016,,,,,
2022,10,3655,6,B,3,18.5,2,64,SOS,2017,,,,,
2022,10,3637,6,B,0,NA,NA,NA,NA,2021,NP,,,,
2022,10,3929,7,C,2,17,0,NA,NA,2021,,,,,
2022,12,3425,2,I,2,14,0,NA,NA,2020,,,,,
2022,12,3002,3,B,7,16.5,3,32,SOS,2016,,,,,
2022,12,3130,3,B,NA,NA,NA,NA,NA,2019,NPNT,,,,
2022,12,3133,5,C,0,NA,NA,NA,NA,2019,NP,,,,
2022,12,3448,6,F,1,24,0,NA,NA,2018,,,,,
2022,12,3135,7,G,4,9,3,34,SOS,2019,,,,,
2022,12,3424,7,H,1,13,0,NA,NA,2020,,,,,
2022,12,3445,10,B,3,16,1,27.5,3.5,2018,,,,,
2022,12,3420,10,H,1,9.5,0,NA,NA,2020,,,,,
2022,12,3181,11,B,0,NA,NA,NA,NA,2019,NP,,,,
2022,12,3145,11,D,3,12,1,29.5,4.5,2019,,,,,
2022,12,3551,11,H,2,17.5,1,23,4.5,2016,,,,,
2022,12,3876,11,H,1,10.5,0,NA,NA,2016,,,,,
2022,12,3449,12,B,2,16,2,31,SOS,2018,,,,,
2022,12,3137,12,G,3,12.5,1,24,3.5,2019,,,,,
2022,12,3153,13,E,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,12,3131,13,H,3,12,1,30,5,2019,,,,,
2022,12,3134,13,H,1,21.5,0,NA,NA,2019,,,,,
2022,12,3422,13,H,1,11,0,NA,NA,2020,,,,,
2022,12,3423,13,H,5,14.5,3,37,SOS,2020,"was a replacement tag for 3815, but actually separate plants",,1,,
2022,12,3444,13,H,0,NA,NA,NA,NA,2018,NP,,,,
2022,12,3815,13,H,0,NA,NA,NA,NA,2021,"NP. was a new tag for 3423 but 3815 and 3423 are different plants, not close to each other. 3815 = also NP",,1,,
2022,12,3369,14,C,1,13.5,0,NA,NA,2017,,,,,
2022,12,3419,14,C,0,NA,NA,NA,NA,2020,NP,,,,
2022,12,3439,14,G,1,19,0,NA,NA,2018,,,,,
2022,12,3761,14,G,2,14.5,0,NA,NA,2021,,,,,
2022,12,3578,15,A,7,17,3,45,SOS,2016,,,,,
2022,12,3049,15,B,2,27,0,NA,NA,?,,,,,
2022,12,3421,15,C,1,12,0,NA,NA,2020,,,,,
2022,12,3834,15,C,1,16,0,NA,NA,2016,,,,,
2022,12,3366,15,D,1,15,0,NA,NA,2017,,,,,
2022,12,3354,15,G,2,15,0,NA,NA,2016,,,,,
2022,12,3129,15,H,3,19,2,35,SOS,2019,weird split stalk,,,,
2022,12,3414,15,H,0,NA,NA,NA,NA,2020,NP,,,,
2022,12,3146,16,B,1,18,0,NA,NA,2019,,,,,
2022,12,3140,16,C,2,14,0,NA,NA,2019,,,,,
2022,12,3149,16,C,2,18,0,NA,NA,2019,,,,,
2022,12,3394,16,C,0,NA,NA,NA,NA,2017,NP,,,,
2022,12,3410,16,C,2,15,0,NA,NA,2020,,,,,
2022,12,3376,16,E,1,14.5,0,NA,NA,2017,,,,,
2022,12,3413,16,I,3,19,1,32.5,5,2020,,,,,
2022,12,3139,17,A,4,11,NA,NA,NA,2019,,,,,
2022,12,3144,17,A,0,NA,NA,NA,NA,2019,NP. Tag pulled,1,,,
2022,12,3147,17,B,1,19,0,NA,NA,2019,near plant 99,,,,
2022,12,3395,17,C,5,14,3,31,SOS,2017,,,,,
2022,12,3412,17,C,0,NA,NA,NA,NA,2020,"NP, under hose. Tag pulled",1,,,
2022,12,3148,17,D,2,17.5,0,NA,NA,2019,,,,,
2022,12,3386,17,D,1,15.5,0,NA,NA,2017,,,,,
2022,12,3451,17,D,4,16,3,44.5,SOS,2018,in clump of anthox. ,,,,
2022,12,3411,17,F,0,NA,NA,NA,NA,2020,NP. Tag pulled,1,,,
2022,12,3938,17,F,1,11.5,0,NA,NA,2021,,,,,
2022,12,3415,17,H,1,14.5,0,NA,NA,2020,,,,,
2022,12,3536,18,A,3,18,3,50.5,SOS,2016,,,,,
2022,12,3418,18,C,1,18,NA,NA,NA,2020,,,,,
2022,12,3388,18,E,1,19.5,0,NA,NA,2017,,,,,
2022,12,3132,18,F,1,12.5,0,NA,NA,2019,,,,,
2022,12,3417,18,F,NA,NA,NA,NA,NA,2020,"NPNT. New tag, 7511 may be same plant? ",,,,
2022,12,3416,18,G,1,13.5,0,NA,NA,2020,,,,,
2022,12,3768,18,G,2,16,0,NA,NA,2021,,,,,
2022,12,3226,19,D,1,7.5,0,NA,NA,2021,,,,,
2022,12,3758,19,H,1,19,0,NA,NA,2021,,,,,
2022,13,3027,0,C,1,12.5,0,NA,NA,2016,,,,,
2022,13,3421,0,C,3,19,2,30,SOS,2018,,,,,
2022,13,3422,0,C,2,14.5,1,31,5,2018,,,,,
2022,13,3428,0,D,2,16.5,1,30,3.5,2018,,,,,
2022,13,3429,0,D,2,15,1,32,8,2018,,,,,
2022,13,3431,0,D,5,15.5,2,41,SOS,2018,,,,,
2022,13,3039,0,E,NA,NA,NA,NA,NA,2016,"Found tag, but points at same plant as 3726. Probably tagged as new plant but was not new. Pulled 3039 and 3558. (both plants are these with their replacement tags) ",,1,,
2022,13,3726,0,E,2,17,1,34.5,5,2021,,,1,,
2022,13,3558,0,F,NA,NA,NA,NA,NA,2016,"found tag, points at same plant as 3769",,1,,
2022,13,3980,0,F,4,22.5,2,39,SOS,2016,,,,,
2022,13,3769,0,G,2,12,1,24,3.5,2021,probably replacement for 3558,,1,,
2022,13,3096,0,H,0,NA,NA,NA,NA,2021,NP,,,,
2022,13,3110,0,I,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3111,0,I,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3112,0,J,2,20,1,28,4,2019,,,,,
2022,13,3299,1,G,1,14,0,NA,NA,2021,,,,,
2022,13,3187,1,J,4,17,2,39,SOS,2016,,,,,
2022,13,3441,2,B,4,14,3,42,SOS,2018,,,,,
2022,13,3178,2,C,2,13,1,29.5,3.5,2017,old tag = 3387 ,,,,
2022,13,3595,2,F,0,NA,NA,NA,NA,2016,NP ,,,,
2022,13,3978,2,F,5,11,4,38,SOS,2021,,,,,
2022,13,3604,2,H,5,13,3,36,SOS,2016,,,,,
2022,13,3433,3,A,8,13.5,4,26,SOS,2018,,,,,
2022,13,3336,3,C,2,18,1,24,4,2016,,,,,
2022,13,3026,3,E,2,10,1,26,3,2021,,,,,
2022,13,3121,3,F,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3120,3,H,3,13.5,2,29,SOS,2019,,,,,
2022,13,3367,3,H,2,7,1,NA,NA,2017,stalk clipped,,1,,
2022,13,3400,3,H,2,15,0,NA,NA,2017,,,,,
2022,13,3880,4,C,6,10,3,34,SOS,2016,"2021: given new tag 3428. 2022: 3428 is a duplicate, so given new replacement tag. New tag is 7537 ",,1,,****should I say this is tag pulled? 
2022,13,3559,4,C,0,NA,NA,NA,NA,2021,"NP, next to 7537",,,,
2022,13,3122,4,F,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3709,4,F,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,13,3778,4,H,2,14.5,0,NA,NA,2021,,,,,
2022,13,3155,5,A,3,13,1,27,4,2016,,,,,
2022,13,3826,5,A,3,15,2,37,SOS,2016,,,,,
2022,13,3382,5,C,5,8,3,32,SOS,2017,,,,,
2022,13,3123,5,H,10,12,4,34.5,SOS,2016,,,,,
2022,13,3109,5,I,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3384,6,G,3,13.5,1,21,4,2017,,,,,
2022,13,3113,6,I,NA,NA,NA,NA,NA,2019,NPNT,1,,,
2022,13,3427,6,I,2,17,0,NA,NA,2020,,,,,
2022,13,3390,7,G,6,13.5,2,32,SOS,2017,,,,,
2022,13,3780,7,J,3,13,2,33.5,SOS,2021,,,,,
2022,13,3391,7,K,2,9,1,27.5,4.5,2018,"in 7G, not K. Next to 3390",,,,
2022,13,3638,8,C,3,10,3,25,SOS,2016,,,,,
2022,13,3727,8,D,0,NA,NA,NA,NA,2021,NP,,,,
2022,13,3114,8,H,0,NA,NA,NA,NA,2019,"2021: Tag is 3429. 2022: NP, tag pulled. Probably misread for 3119 in 9H (which has a plant) ",1,1,,
2022,13,3114,8,J,0,NA,NA,NA,NA,2019,NP,,1,,
2022,13,3694,9,A,0,NA,NA,NA,NA,2018,NP,,,,
2022,13,3079,9,B,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3088,9,B,6,12,5,32,SOS,2016,,,,,
2022,13,3590,9,C,1,9.5,1,19.5,2.5,2021,,,,,
2022,13,3119,9,H,3,12.5,2,29.5,SOS,2017,old tag was 3388,,,,
2022,13,3141,10,A,NA,NA,NA,NA,NA,2019,NPNT,,,,
2022,13,3616,10,B,2,14,2,36,SOS,2016,,,,,
2022,13,3018,10,G,4,13,3,36,SOS,2017,,,,,
2022,13,3642,10,G,5,14,4,34,SOS,2016,,,,,
2022,13,3287,10,H,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3143,11,A,3,13.5,1,29,5.5,2019,,,,,
2022,13,3115,11,G,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3775,11,G,4,9.5,2,26,SOS,2021,,,,,
2022,13,3118,11,H,3,14,2,34,SOS,2019,,,,,
2022,13,3658,11,I,0,NA,NA,NA,NA,2016,NP,,,,
2022,13,3138,12,A,0,NA,NA,NA,NA,2019,NP,,,,
2022,13,3333,12,A,2,7.5,2,20,SOS,2016,,,,,
2022,13,3593,12,A,3,12.5,2,27.5,SOS,2021,,,,,
2022,13,3396,12,B,4,10,3,25,SOS,2017,,,,,
2022,13,3389,12,F,4,19,3,31,SOS,2017,tag is 3481,,,,
2022,13,3108,12,G,2,15,1,30,6.5,2019,,,,,
2022,13,3167,12,G,1,6.5,1,14.5,2.5,2016,,,,,
2022,13,3997,12,G,2,15,0,NA,NA,2021,,,,,
2022,13,3756,12,G,0,NA,NA,NA,NA,2021,NP,,,,
2022,13,3620,12,J,3,11,2,35.5,SOS,2016,,,,,
2022,13,3128,13,H,3,13,1,30,3,2016,,,,,
2022,13,3675,13,I,4,17.5,2,43.5,SOS,2016,,,,,
2022,13,3373,13,J,3,12,2,34.5,SOS,2017,,,,,
2022,13,3136,14,A,1,13,0,NA,NA,2019,,,,,
2022,13,3196,14,A,2,9,2,23,SOS,2019,umbels and leaves died,,1,,
2022,13,3042,14,B,2,11,1,31.5,3,2021,,,,,
2022,13,3500,14,C,2,19,0,NA,NA,2019,,,,,
2022,13,3724,14,C,2,17,1,27,2.5,2021,,,,,
2022,13,3498,14,D,2,11,0,NA,NA,2019,,,,,
2022,13,3375,14,F,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,13,3515,14,G,4,11,4,35,SOS,2018,,,,,
2022,13,3359,14,H,1,11,0,NA,NA,2016,,,,,
2022,13,3705,14,H,3,13,1,25.5,2.5,2016,,,,,
2022,13,3183,15,A,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3179,15,B,2,21,0,NA,NA,2019,,,,,
2022,13,3492,15,C,0,NA,NA,NA,NA,2019,NP,,,,
2022,13,3483,15,D,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,13,3700,15,D,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3491,15,E,2,21,0,NA,NA,2019,,,,,
2022,13,3605,15,F,5,15,3,36,SOS,2016,,,,,
2022,13,3356,15,G,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3358,16,A,5,10,3,30,SOS,2017,,,,,
2022,13,3853,16,A,6,12,4,29,SOS,2016,,,,,
2022,13,3478,16,B,3,15.5,0,NA,NA,2019,,,,,
2022,13,3355,16,C,1,13,0,NA,NA,2017,"tag is 3480, NP tag pulled",1,,,
2022,13,3356,16,C,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,13,3385,16,D,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,13,3389,16,D,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,13,3494,16,D,5,11,3,30,SOS,2019,,,,,
2022,13,3376,16,F,4,11,3,40,SOS,2017,,,,,
2022,13,3419,16,F,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,13,3023,16,G,0,NA,NA,NA,NA,2016,NP,,,,
2022,13,3117,16,H,0,NA,NA,NA,NA,2019,NP,,,,
2022,13,3154,16,J,4,15,0,NA,NA,2016,,,,,
2022,13,3357,16,J,3,13,1,27,4,2017,,,,,
2022,13,3387,17,A,1,14,0,NA,NA,2017,2021: tag is 3142. 2022: changed previously,,,,
2022,13,3396,17,A,4,12,1,27,3,2017,"duplicate, 2021 - tag changed to 3989 ",,,,
2022,13,3438,17,A,2,9,0,NA,NA,2018,given new tag 3953 in 2021 but not same plant as 3953. 3953 is NP but 3438 has one (they are in different spots),,1,,
2022,13,3126,17,B,4,18,2,32.5,SOS,2019,,,,,
2022,13,3164,17,C,2,15,1,28.5,5,2017,tag says 3614,,,,
2022,13,3497,17,C,3,15,1,25.5,2.5,2019,,,,,
2022,13,3628,17,D,4,15.5,2,27,SOS,2016,,,,,
2022,13,3397,17,G,4,14,2,26.5,SOS,2017,,,,,
2022,13,3180,17,H,2,15,1,28,4.5,2019,,,,,
2022,13,3009,17,J,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3535,18,A,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3420,18,B,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,13,3392,18,C,2,12,0,NA,NA,2017,,,,,
2022,13,3393,18,C,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,13,3830,18,C,0,NA,NA,NA,NA,2016,NP,,,,
2022,13,3377,18,D,1,9,0,NA,NA,2017,,,,,
2022,13,3573,18,D,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,13,3823,18,G,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,13,3383,18,I,1,9,0,NA,NA,2017,,,,,
2022,13,3781,19,C,1,12,0,NA,NA,2021,,,,,
2022,13,3681,19,D,1,12,0,NA,NA,2016,,,,,
2022,13,3061,19,E,0,NA,NA,NA,NA,2016,NP,,,,
2022,13,3701,19,E,2,16.5,1,30,4,2016,,,,,
2022,13,3565,19,F,2,15,3,21,SOS,2016,,,,,
2022,13,3617,19,G,2,8,0,NA,NA,2016,,,,,
2022,14,3004,0,A,4,26,3,64.5,SOS,2021,one umbel eaten ,,,,
2022,14,3699,0,E,3,20,2,60,SOS,2021,,,,,
2022,14,3752,0,H,3,18,1,31,5,2021,,,,,
2022,14,3433,0,I,4,20,2,69,SOS,2020,,,,,
2022,14,3459,1,A,5,14.5,3,39,SOS,2019,"has black fungus, 1 umbel clipped, one 1/2 eaten",,,,
2022,14,3495,1,A,2,11,1,30,NA,2019,,,,,
2022,14,3464,1,B,1,9.5,1,31,3.5,2019,,,,,
2022,14,3431,1,F,2,2.5,0,NA,NA,2020,,,,,
2022,14,3754,1,F,1,22.5,0,NA,NA,2021,,,,,
2022,14,3058,2,A,2,18.5,0,NA,NA,2016,,,,,
2022,14,3350,2,A,1,15.5,0,NA,NA,2016,,,,,
2022,14,3379,2,A,0,NA,NA,NA,NA,2017,NP,,,,
2022,14,3711,2,G,2,12,1,35,3,2021,,,,,
2022,14,3432,2,J,4,19,3,54,SOS,2020,,,,,
2022,14,3383,3,A,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,14,3469,3,A,4,16.5,2,25.5,3.5,2019,one umbel clipped ,,,,
2022,14,3626,3,A,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,14,3035,3,B,6,14,3,44,SOS,2016,,,,,
2022,14,3776,3,J,1,19,1,28,5,2021,,,,,
2022,14,3340,4,A,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,14,3382,4,A,1,23,0,NA,NA,2017,,,,,
2022,14,3689,4,B,0,NA,NA,NA,NA,2016,NP,,,,
2022,14,3326,4,C,0,NA,NA,NA,NA,2018,"NP, tag pulled",1,,,
2022,14,3158,4,C,3,16,2,52,SOS,2021,,,,,
2022,14,3380,5,A,0,NA,NA,NA,NA,2017,NP,,,,
2022,14,3381,5,A,0,NA,NA,NA,NA,2017,"NP, tag pulled",1,,,
2022,14,3435,5,A,0,NA,NA,NA,NA,2020,NP,,,,
2022,14,3486,5,A,0,NA,NA,NA,NA,2019,NP,,,,
2022,14,3085,5,B,0,NA,NA,NA,NA,2016,"NP, tag pulled",1,,,
2022,14,3463,5,B,2,20.5,1,41,5,2019,,,,,
2022,14,3468,5,C,1,19,0,NA,NA,2019,,,,,
2022,14,3671,5,C,4,23,2,27,SOS,2016,"more like 6D/E, not close to other 5C's, near 3926",,,,
2022,14,3385,5,D,3,16.5,1,37,4.5,2017,,,,,
2022,14,3475,5,D,1,14,0,NA,NA,2019,probably a new plant instead (was missing for 2 years),,,,
2022,14,3926,5,D,3,18,1,38,5,2016,,,,,
2022,14,3913,5,E,4,20,2,53,SOS,2016,,,,,
2022,14,3398,6,A,0,NA,NA,NA,NA,2017,NP,,,,
2022,14,3032,6,B,NA,NA,NA,NA,NA,2016,NPNT,,,,
2022,14,3300,6,B,1,25,0,NA,NA,2016,,,,,
2022,14,3430,6,B,1,21,2,30,SOS,2020,,,,,
2022,14,3534,6,B,0,NA,NA,NA,NA,2021,NP,,,,
2022,14,3487,6,C,1,21,0,NA,NA,2019,,,,,
2022,14,3816,6,G,2,20,1,47,8,2019,,,,,
2022,14,3520,7,A,0,NA,NA,NA,NA,2021,NP,,,,
2022,14,3434,7,B,0,NA,NA,NA,NA,2020,NP,,,,
2022,14,3305,7,B,2,14,1,30,3.5,2021,,,,,
2022,14,3661,7,I,5,25,3,66,SOS,2019,,,,,
2022,14,3460,7,J,0,NA,NA,NA,NA,2019,NP,,,,
2022,14,3362,8,A,0,NA,NA,NA,NA,2017,NP,,,,
2022,14,3360,8,D,4,22,3,55,SOS,2017,,,,,
2022,14,3471,9,A,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,,,
2022,14,3361,9,B,1,19,0,NA,NA,2017,,,,,
2022,14,3086,9,C,3,23,2,45,SOS,2018,1 umbel eaten,,,,
2022,14,3366,9,C,3,15,2,28,SOS,2017,,,,,
2022,14,3885,9,D,2,21,1,47,5,2016,,,,,
2022,14,3764,10,B,0,NA,NA,NA,NA,2021,NP,,,,
2022,14,3607,10,D,4,17,2,48,SOS,2016,,,,,
2022,14,3682,10,D,5,20,3,42,SOS,2021,,,,,
2022,14,3084,12,A,0,NA,NA,NA,NA,2016,NP,,,,
2022,14,3493,12,B,0,NA,NA,NA,NA,2019,"NP, tag pulled",1,1,,
2022,14,3107,13,A,0,NA,NA,NA,NA,2016,NP,,,,
2022,14,3482,13,B,0,NA,NA,NA,NA,2019,NP,,,,
2022,14,3359,14,C,0,NA,NA,NA,NA,2017,NP,,,,
2022,14,3526,14,E,3,13,3,40,SOS,2019,,,,,
2022,14,3838,14,G,3,18,1,4,4,2021,,,,,
2022,14,3364,14,H,NA,NA,NA,NA,NA,2017,NPNT,,,,
2022,14,3169,15,A,1,12,0,NA,NA,2016,,,,,
2022,14,3367,15,H,6,20.5,4,41.5,SOS,2017,tag says 3363,,1,,
2022,14,3556,15,H,4,16,3,49,SOS,2019,,,,,
2022,14,3370,16,A,1,16,0,NA,NA,2017,,,,,
2022,14,3378,16,A,2,11.5,0,NA,NA,2017,,,,,
2022,14,3118,17,A,2,16,1,28.5,5,2016,,,,,
2022,14,3066,17,B,0,NA,NA,NA,NA,2019,NP,,,,
2022,14,3928,17,B,0,NA,NA,NA,NA,2016,NP,,,,
2022,14,3840,17,F,2,12.5,0,NA,NA,2019,,,,,
