Year,Plot,Tag,Xcoor,Ycoor,No.leaves,Leaf.length,No.umbels,Stalk_Height,umbel.diam,YrTag,2020notes
2020,12,3139,17,A,1,2.3,0,NA,NA,2019,
2020,12,3144,17,A,1,5.8,0,NA,NA,2019,
2020,12,3147,17,B,1,11.3,0,NA,NA,2019,
2020,12,3395,17,C,1,8.6,0,NA,NA,2017,
2020,12,3412,17,C,1,6.2,0,NA,NA,2020,
2020,12,3148,17,D,1,8.3,0,NA,NA,2019,
2020,12,3386,17,D,1,4.1,0,NA,NA,2017,
2020,12,3451,17,D,1,8.6,0,NA,NA,2018,
2020,12,3411,17,F,1,3.8,0,NA,NA,2020,
2020,12,3415,17,H,1,12.1,0,NA,NA,2020,
2020,12,3536,18,A,2,10.3,0,NA,NA,2016,
2020,12,3418,18,C,1,2.5,0,NA,NA,2020,
2020,12,3388,18,E,1,5.8,0,NA,NA,2017,
2020,12,3132,18,F,1,7.2,0,NA,NA,2019,
2020,12,3417,18,F,1,4.8,0,NA,NA,2020,
2020,12,3416,18,G,1,4.8,0,NA,NA,2020,
2020,13,3027,0,C,1,8.5,0,NA,NA,2016,
2020,13,3421,0,C,1,9.5,0,NA,NA,2018,
2020,13,3422,0,C,1,10.4,0,NA,NA,2018,
2020,13,3428,0,D,2,12.5,1,8.5,1,2018,
2020,13,3429,0,D,1,13.5,0,NA,NA,2018,
2020,13,3431,0,D,2,11,0,NA,NA,2018,
2020,13,3039,0,E,NA,NA,NA,NA,NA,2016,npnt
2020,13,3558,0,F,NA,NA,NA,NA,NA,2016,npnt
2020,13,3980,0,F,2,12.5,0,NA,NA,2016,could be 2 plants
2020,13,3110,0,I,0,NA,NA,NA,NA,2019,no plant
2020,13,3111,0,I,0,NA,NA,NA,NA,2019,no plant
2020,13,3112,0,J,1,15.6,0,NA,NA,2019,
2020,13,3187,1,J,2,13.2,0,NA,NA,2016,
2020,13,3441,2,B,1,10.8,0,NA,NA,2018,
2020,13,3178,2,C,1,8.2,0,NA,NA,2017,old tag=3387
2020,13,3595,2,F,0,NA,NA,NA,NA,2016,no plant
2020,13,3604,2,H,2,10.9,0,NA,NA,2016,
2020,13,3433,3,A,1,8.1,1,4,0.5,2018,
2020,13,3336,3,C,2,10.8,0,NA,NA,2016,
2020,13,3121,3,F,1,4.1,0,NA,NA,2019,
2020,13,3120,3,H,1,9.3,0,NA,NA,2019,
2020,13,3367,3,H,0,NA,NA,NA,NA,2017,no plant
2020,13,3400,3,H,NA,NA,NA,NA,NA,2017,NPNT
2020,13,3880,4,C,1,9.3,0,NA,NA,2016,new tag = 3428
2020,13,3122,4,F,2,5.8,0,NA,NA,2019,
2020,13,3709,4,F,NA,NA,NA,NA,NA,2017,NPNT
2020,13,3155,5,A,1,8.4,0,NA,NA,2016,
2020,13,3826,5,A,2,10.8,0,NA,NA,2016,
2020,13,3382,5,C,1,11.3,0,NA,NA,2017,
2020,13,3123,5,H,2,11.8,0,NA,NA,2016,eaten
2020,13,3109,5,I,0,NA,NA,NA,NA,2019,no plant
2020,13,3384,6,G,0,NA,NA,NA,NA,2017,no plant
2020,13,3113,6,I,0,NA,NA,NA,NA,2019,no plant
2020,13,3427,6,I,1,5.8,0,NA,NA,2020,
2020,13,3114,8,H,1,6.8,0,NA,NA,2019,new tag = 3429
2020,13,3114,8,J,1,9.4,0,NA,NA,2019,far from plant
2020,13,3079,9,B,NA,NA,NA,NA,NA,2016,npnt
2020,13,3119,9,H,0,NA,NA,NA,NA,2017,"no plant, old tag = 3388"
2020,13,3141,10,A,NA,NA,NA,NA,NA,2019,
2020,13,3616,10,B,NA,NA,NA,NA,NA,2016,
2020,13,3018,10,G,NA,NA,NA,NA,NA,2017,
2020,13,3642,10,G,2,14,0,NA,NA,2016,leaf eaten
2020,13,3287,10,H,NA,NA,NA,NA,NA,2016,
2020,13,3143,11,A,NA,NA,NA,NA,NA,2019,
2020,13,3115,11,G,NA,NA,NA,NA,NA,2019,
2020,13,3118,11,H,NA,NA,NA,NA,NA,2019,
2020,13,3658,11,I,NA,NA,NA,NA,NA,2016,
2020,13,3138,12,A,NA,NA,NA,NA,NA,2019,
2020,13,3333,12,A,NA,NA,NA,NA,NA,2016,
2020,13,3396,12,B,NA,NA,NA,NA,NA,2017,
2020,13,3389,12,F,NA,NA,NA,NA,NA,2017,new tag: 3481
2020,13,3108,12,G,NA,NA,NA,NA,NA,2019,
2020,13,3167,12,G,NA,NA,NA,NA,NA,2016,
2020,13,3620,12,J,NA,NA,NA,NA,NA,2016,
2020,13,3128,13,H,2,15.2,0,NA,NA,2016,
2020,13,3675,13,I,NA,NA,NA,NA,NA,2016,
2020,13,3373,13,J,NA,NA,NA,NA,NA,2017,
2020,13,3136,14,A,NA,NA,NA,NA,NA,2019,
2020,13,3196,14,A,NA,NA,NA,NA,NA,2019,
2020,13,3500,14,C,NA,NA,NA,NA,NA,2019,
2020,13,3498,14,D,NA,NA,NA,NA,NA,2019,
2020,13,3375,14,F,NA,NA,NA,NA,NA,2017,
2020,13,3515,14,G,NA,NA,NA,NA,NA,2018,
2020,13,3359,14,H,NA,NA,NA,NA,NA,2016,
2020,13,3705,14,H,2,15.9,0,NA,NA,2016,
2020,13,3183,15,A,NA,NA,NA,NA,NA,2019,
2020,13,3179,15,B,NA,NA,NA,NA,NA,2019,
2020,13,3492,15,C,NA,NA,NA,NA,NA,2019,
2020,13,3483,15,D,NA,NA,NA,NA,NA,2019,
2020,13,3700,15,D,1,15.6,0,NA,NA,2016,
2020,13,3491,15,E,NA,NA,NA,NA,NA,2019,
2020,13,3605,15,F,NA,NA,NA,NA,NA,2016,
2020,13,3356,15,G,NA,NA,NA,NA,NA,2016,
2020,13,3358,16,A,NA,NA,NA,NA,NA,2017,
2020,13,3853,16,A,2,11.3,0,NA,NA,2016,
2020,13,3478,16,B,NA,NA,NA,NA,NA,2019,
2020,13,3355,16,C,NA,NA,NA,NA,NA,2017,
2020,13,3356,16,C,NA,NA,NA,NA,NA,2017,new tag: 3480
2020,13,3385,16,D,NA,NA,NA,NA,NA,2017,
2020,13,3389,16,D,NA,NA,NA,NA,NA,2017,
2020,13,3494,16,D,NA,NA,NA,NA,NA,2019,
2020,13,3376,16,F,NA,NA,NA,NA,NA,2017,
2020,13,3419,16,F,NA,NA,NA,NA,NA,2018,
2020,13,3023,16,G,NA,NA,NA,NA,NA,2016,
2020,13,3117,16,H,NA,NA,NA,NA,NA,2019,
2020,13,3154,16,J,2,21,0,NA,NA,2016,
2020,13,3357,16,J,NA,NA,NA,NA,NA,2017,
2020,13,3387,17,A,NA,NA,NA,NA,NA,2017,new tag: 3142
2020,13,3396,17,A,NA,NA,NA,NA,NA,2017,
2020,13,3438,17,A,NA,NA,NA,NA,NA,2018,
2020,13,3126,17,B,NA,NA,NA,NA,NA,2019,
2020,13,3164,17,C,NA,NA,NA,NA,NA,2017,tag says 3614
2020,13,3497,17,C,NA,NA,NA,NA,NA,2019,
2020,13,3628,17,D,NA,NA,NA,NA,NA,2016,
2020,13,3397,17,G,NA,NA,NA,NA,NA,2017,
2020,13,3180,17,H,NA,NA,NA,NA,NA,2019,
2020,13,3009,17,J,0,NA,NA,NA,NA,2016,no plant
2020,13,3535,18,A,NA,NA,NA,NA,NA,2016,
2020,13,3420,18,B,NA,NA,NA,NA,NA,2018,
2020,13,3392,18,C,NA,NA,NA,NA,NA,2017,
2020,13,3393,18,C,NA,NA,NA,NA,NA,2017,
2020,13,3830,18,C,NA,NA,NA,NA,NA,2016,
2020,13,3377,18,D,NA,NA,NA,NA,NA,2017,
2020,13,3573,18,D,NA,NA,NA,NA,NA,2016,
2020,13,3823,18,G,NA,NA,NA,NA,NA,2016,
2020,13,3383,18,I,2,10,0,NA,NA,2017,
2020,13,3681,19,D,NA,NA,NA,NA,NA,2016,
2020,13,3061,19,E,NA,NA,NA,NA,NA,2016,
2020,13,3701,19,E,NA,NA,NA,NA,NA,2016,
2020,13,3565,19,F,NA,NA,NA,NA,NA,2016,
2020,13,3617,19,G,NA,NA,NA,NA,NA,2016,
2020,14,3433,0,I,1,15,0,NA,NA,2020,
2020,14,3459,1,A,1,12.2,0,NA,NA,2019,
2020,14,3495,1,A,1,13.6,0,NA,NA,2019,
2020,14,3464,1,B,1,9.5,0,NA,NA,2019,
2020,14,3431,1,F,1,9.5,0,NA,NA,2020,
2020,14,3058,2,A,2,10.6,0,NA,NA,2016,
2020,14,3350,2,A,0,NA,NA,NA,NA,2016,no plant
2020,14,3379,2,A,1,3.6,0,NA,NA,2017,
2020,14,3432,2,J,1,20.8,0,NA,NA,2020,
2020,14,3383,3,A,0,NA,NA,NA,NA,2018,no plant
2020,14,3469,3,A,2,11,0,NA,NA,2019,
2020,14,3626,3,A,0,NA,NA,NA,NA,2016,no plant
2020,14,3035,3,B,1,12,0,NA,NA,2016,
2020,14,3340,4,A,2,6.8,0,NA,NA,2016,
2020,14,3382,4,A,1,12.4,0,NA,NA,2017,
2020,14,3689,4,B,2,6.6,0,NA,NA,2016,
2020,14,3326,4,C,1,11.2,0,NA,NA,2018,
2020,14,3380,5,A,0,NA,NA,NA,NA,2017,no plant
2020,14,3381,5,A,1,9.1,0,NA,NA,2017,
2020,14,3435,5,A,2,9.7,0,NA,NA,2020,
2020,14,3486,5,A,0,NA,NA,NA,NA,2019,no plant
2020,14,3085,5,B,1,8.7,0,NA,NA,2016,
2020,14,3463,5,B,0,NA,NA,NA,NA,2019,no plant
2020,14,3468,5,C,1,13.2,0,NA,NA,2019,
2020,14,3671,5,C,2,14.5,2,13,SOS,2016,
2020,14,3385,5,D,1,12.1,0,NA,NA,2017,
2020,14,3475,5,D,NA,NA,NA,NA,NA,2019,npnt
2020,14,3926,5,D,1,13.3,0,NA,NA,2016,
2020,14,3913,5,E,NA,NA,NA,NA,NA,2016,npnt
2020,14,3398,6,A,3,12.5,0,NA,NA,2017,
2020,14,3032,6,B,1,13.6,0,NA,NA,2016,
2020,14,3300,6,B,1,9.9,0,NA,NA,2016,
2020,14,3430,6,B,1,8.6,0,NA,NA,2020,
2020,14,3487,6,C,0,NA,NA,NA,NA,2019,no plant
2020,14,3816,6,G,2,20.4,0,NA,NA,2019,
2020,14,3434,7,B,1,4.7,0,NA,NA,2020,
2020,14,3661,7,I,2,22.2,1,37.3,3.7,2019,
2020,14,3460,7,J,1,18.5,0,NA,NA,2019,
2020,14,3362,8,A,0,NA,NA,NA,NA,2017,no plant
2020,14,3360,8,D,0,NA,NA,NA,NA,2017,no plant
2020,14,3471,9,A,0,NA,NA,NA,NA,2019,"incorrectly entered as 3417 in 2019, no plant"
2020,14,3361,9,B,NA,NA,NA,NA,NA,2017,NPNT
2020,14,3086,9,C,NA,NA,NA,NA,NA,2018,npnt
2020,14,3366,9,C,0,NA,NA,NA,NA,2017,no plant
2020,14,3885,9,D,NA,NA,NA,NA,NA,2016,npnt
2020,14,3607,10,D,NA,NA,NA,NA,NA,2016,
2020,14,3084,12,A,NA,NA,NA,NA,NA,2016,
2020,14,3493,12,B,NA,NA,NA,NA,NA,2019,
2020,14,3107,13,A,NA,NA,NA,NA,NA,2016,
2020,14,3482,13,B,NA,NA,NA,NA,NA,2019,
2020,14,3359,14,C,NA,NA,NA,NA,NA,2017,
2020,14,3526,14,E,NA,NA,NA,NA,NA,2019,
2020,14,3364,14,H,3,15.3,2,43,SOS,2017,
2020,14,3169,15,A,NA,NA,NA,NA,NA,2016,
2020,14,3367,15,H,NA,NA,NA,NA,NA,2017,tag says '3363'
2020,14,3556,15,H,4,24.5,3,41,SOS,2019,
2020,14,3370,16,A,NA,NA,NA,NA,NA,2017,
2020,14,3378,16,A,NA,NA,NA,NA,NA,2017,
2020,14,3118,17,A,NA,NA,NA,NA,NA,2016,
2020,14,3066,17,B,2,12.5,1,25,4.5,2019,
2020,14,3928,17,B,NA,NA,NA,NA,NA,2016,
2020,14,3840,17,F,NA,NA,NA,NA,NA,2019,
2020,14,3551,18,C,NA,NA,NA,NA,NA,2018,
2020,14,3149,19,A,NA,NA,NA,NA,NA,2016,
2020,14,3528,19,C,NA,NA,NA,NA,NA,2019,
2020,14,3530,19,C,NA,NA,NA,NA,NA,2018,
2020,14,3587,19,C,NA,NA,NA,NA,NA,2016,
2020,14,3101,19,D,2,15.5,1,11,2.5,2019,
2020,14,3829,19,D,NA,NA,NA,NA,NA,2019,
2020,14,3712,19,E,NA,NA,NA,NA,NA,2019,
2020,14,3346,19,F,2,25.5,1,45.5,SOS,2019,
2020,14,3440,19,F,NA,NA,NA,NA,NA,2018,
2020,14,3374,19,G,NA,NA,NA,NA,NA,2017,
2020,14,3575,19,G,NA,NA,NA,NA,NA,2016,
2020,15,3157,0,J,NA,NA,NA,NA,NA,2016,npnt
2020,15,3393,0,J,2,16.6,1,15,1.7,2017,"could be '3157', very close together"
2020,15,3818,1,A,1,9.3,0,NA,NA,2016,
2020,15,3392,1,I,NA,NA,NA,NA,NA,2017,npnt
2020,15,3063,1,J,NA,NA,NA,NA,NA,2016,no plant
2020,15,3426,1,J,1,6.2,0,NA,NA,2018,very sad leaf
2020,15,3427,1,J,3,10.5,1,13.5,1.1,2018,
2020,15,3065,2,F,9,13.2,3,32,SOS,2016,
2020,15,3423,2,I,1,11.5,0,NA,NA,2018,
2020,15,3882,2,I,2,10.5,0,NA,NA,2016,1 eaten leaf
2020,15,3485,3,A,1,11.5,0,NA,NA,2018,
2020,15,3341,3,H,1,17.4,0,8,0,2016,umbel eaten
2020,15,3052,3,J,2,17.8,1,12.5,0,2016,eaten umbel and stalk
2020,15,3659,4,C,0,NA,NA,NA,NA,2016,no plant
2020,15,3881,5,E,0,NA,NA,NA,NA,?,no plant
2020,15,3479,5,F,4,16.3,1,24.5,3.5,2018,
2020,15,3940,5,I,1,10.3,0,NA,NA,2016,pulled out
2020,15,3332,5,J,2,13.6,0,6.5,0,2016,had 1-eaten
2020,15,3177,6,G,1,19.3,0,NA,NA,2016,
2020,15,3068,6,I,1,12.4,0,NA,NA,2016,
2020,15,3417,6,I,1,13.3,0,NA,NA,2018,found but killed
2020,15,3095,6,J,3.5,16,1,30,2.7,2017,
2020,15,3472,6,J,1,13,0,NA,NA,2019,
2020,15,3017,7,G,1,15.2,0,NA,NA,2016,
2020,15,3083,7,I,3,11.6,0,NA,NA,2016,
2020,15,3405,8,H,0,NA,NA,NA,NA,2017,no plant
2020,15,3832,8,H,0,NA,NA,NA,NA,2016,no plant
2020,15,3458,8,I,0,NA,NA,NA,NA,2019,no plant
2020,15,3863,8,I,2,13.7,1,12.5,1.4,2016,
2020,15,3402,9,F,1,9.5,0,NA,NA,2017,
2020,15,3404,9,G,1,8.1,0,NA,NA,2017,
2020,15,3014,9,I,2,12.7,0,NA,NA,2016,
2020,15,3673,10,A,0,NA,NA,NA,NA,2019,no plant
2020,15,3500,10,D,0,NA,NA,NA,NA,2017,no plant
2020,15,3303,10,J,NA,NA,NA,NA,NA,2016,
2020,15,3399,10,J,NA,NA,NA,NA,NA,2017,
2020,15,3848,10,J,NA,NA,NA,NA,NA,2016,
2020,15,3354,11,B,NA,NA,NA,NA,NA,2017,
2020,15,3397,11,F,NA,NA,NA,NA,NA,2018,
2020,15,3900,11,F,NA,NA,NA,NA,NA,2016,
2020,15,3843,11,J,NA,NA,NA,NA,NA,2016,
2020,15,3490,12,C,NA,NA,NA,NA,NA,2017,
2020,15,3495,12,C,NA,NA,NA,NA,NA,2017,
2020,15,3612,12,E,1,15.2,0,NA,NA,2018,
2020,15,3615,12,F,NA,NA,NA,NA,NA,2018,
2020,15,3401,12,G,NA,NA,NA,NA,NA,2017,
2020,15,3894,12,G,NA,NA,NA,NA,NA,2016,
2020,15,3297,12,I,NA,NA,NA,NA,NA,2016,
2020,15,3706,13,H,NA,NA,NA,NA,NA,2016,tag says '3076'
2020,15,3932,13,H,NA,NA,NA,NA,NA,2016,
2020,15,3403,13,J,NA,NA,NA,NA,NA,2017,no plant
2020,15,3740,13,J,5,16.4,0,NA,NA,2019,
2020,15,3367,14,B,NA,NA,NA,NA,NA,2017,
2020,15,3371,14,C,2,11.3,0,NA,NA,2017,alive
2020,15,3497,14,C,NA,NA,NA,NA,NA,2017,
2020,15,3094,14,D,NA,NA,NA,NA,NA,2016,pulled tag
2020,15,3368,14,D,NA,NA,NA,NA,NA,2018,
2020,15,3493,14,E,NA,NA,NA,NA,NA,2017,
2020,15,3377,14,G,NA,NA,NA,NA,NA,2017,
2020,15,3489,14,G,NA,NA,NA,NA,NA,2017,
2020,15,3047,14,J,NA,NA,NA,NA,NA,2018,
2020,15,3496,15,A,NA,NA,NA,NA,NA,2017,
2020,15,3868,15,A,NA,NA,NA,NA,NA,2016,
2020,15,3446,15,C,1,12,0,NA,NA,2019,
2020,15,3455,15,C,0,NA,NA,NA,NA,2019,no plant
2020,15,3494,15,C,1,8.8,0,NA,NA,2017,
2020,15,3112,15,D,NA,NA,NA,NA,NA,2018,
2020,15,3481,15,H,NA,NA,NA,NA,NA,2018,
2020,15,3581,15,I,NA,NA,NA,NA,NA,2016,
2020,15,3104,15,J,NA,NA,NA,NA,NA,2018,
2020,15,3391,16,A,2,8.8,1,16,3.8,2018,
2020,15,3116,16,C,0,NA,NA,NA,NA,2016,eaten
2020,15,3498,16,C,2,5.1,1,23,2.1,2017,
2020,15,3492,16,D,NA,NA,NA,NA,NA,2017,
2020,15,3395,16,G,NA,NA,NA,NA,NA,2017,
2020,15,3686,16,H,0,NA,NA,NA,NA,2016,no plant
2020,15,3384,16,I,NA,NA,NA,NA,NA,2017,
2020,15,3482,16,J,NA,NA,NA,NA,NA,2018,
2020,15,3491,17,E,NA,NA,NA,NA,NA,2017,
2020,15,3693,17,G,NA,NA,NA,NA,NA,2016,
2020,15,3436,17,H,NA,NA,NA,NA,NA,2018,
2020,15,3738,17,H,9,13.5,6,24.5,SOS,2019,clustered stems
2020,15,3478,17,I,NA,NA,NA,NA,NA,2018,
2020,15,3457,18,A,NA,NA,NA,NA,NA,2019,
2020,15,3006,18,B,NA,NA,NA,NA,NA,2018,
2020,15,3369,18,D,NA,NA,NA,NA,NA,2017,
2020,15,3372,19,C,NA,NA,NA,NA,NA,2017,
2020,15,3390,19,C,NA,NA,NA,NA,NA,2017,
2020,15,3156,19,D,NA,NA,NA,NA,NA,2016,
2020,15,3801,19,E,NA,NA,NA,NA,NA,2016,
2020,13,3390,7,F,1,8.6,0,NA,NA,2017,
2020,13,3391,7,G,1,7.5,0,NA,NA,2018,
2020,13,3694,9,A,1,7.6,0,NA,NA,2018,
2020,13,3088,9,B,2,8.8,0,NA,NA,2016,
2020,13,3638,8,D,1,5,0,NA,NA,2016,
